# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  search           search                    [.] reflect.(*rtype).exportedMethods
     0.00%  reservation      reservation               [.] time.now
     0.00%  rate             rate                      [.] runtime.selectnbrecv
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.duffcopy
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/apache/thrift/lib/go/thrift.(*RichTransport).ReadByte
     0.00%  rate             [kernel.kallsyms]         [k] unlazy_walk
     0.00%  reservation      [kernel.kallsyms]         [k] on_each_cpu_mask
     0.00%  rate             [kernel.kallsyms]         [k] tcp_v4_inbound_md5_hash
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dcc6
     0.00%  rate             rate                      [.] sync/atomic.(*Value).Store
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __tcp_send_ack.part.0
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  reservation      [kernel.kallsyms]         [k] rcu_irq_enter
     0.00%  conn4            mongod                    [.] mongo::BSONElementIterator::~BSONElementIterator
     0.00%  dockerd          [kernel.kallsyms]         [k] __wake_up_sync_key
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000037eb3
     0.00%  search           [kernel.kallsyms]         [k] __x2apic_send_IPI_mask
     0.00%  rate             rate                      [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  search           [kernel.kallsyms]         [k] nf_ip_checksum
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d282
     0.00%  wrk              [kernel.kallsyms]         [k] memset_erms
     0.00%  ksoftirqd/19     [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062e7a
     0.00%  geo              [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%  sshd             [kernel.kallsyms]         [k] filemap_map_pages
     0.00%  rate             [kernel.kallsyms]         [k] security_inode_getattr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2d95
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%  rate             rate                      [.] runtime.goexit1.abi0
     0.00%  reservation      [kernel.kallsyms]         [k] __fpu__restore_sig
     0.00%  user             [kernel.kallsyms]         [k] reweight_entity
     0.00%  recommendation   recommendation            [.] time.skip
     0.00%  search           [kernel.kallsyms]         [k] do_anonymous_page
     0.00%  recommendation   recommendation            [.] reflect.Value.FieldByName
     0.00%  recommendation   recommendation            [.] sync/atomic.(*Value).Store
     0.00%  reservation      reservation               [.] time.(*Time).addSec
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] enqueue_entity
     0.00%  profile          [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.00%  recommendation   recommendation            [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.00%  rate             [kernel.kallsyms]         [k] copy_page_from_iter
     0.00%  reservation      [kernel.kallsyms]         [k] __vfs_write
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).handlePing
     0.00%  profile          [kernel.kallsyms]         [k] enter_lazy_tlb
     0.00%  wrk              libc-2.31.so              [.] __mpn_extract_double
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.00%  profile          profile                   [.] reflect.Value.SetFloat
     0.00%  jbd2/sda1-8      [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%  wrk              [kernel.kallsyms]         [k] skb_push
     0.00%  search           [kernel.kallsyms]         [k] flush_tlb_func_common.constprop.0
     0.00%  reservation      reservation               [.] runtime.shrinkstack
     0.00%  rate             rate                      [.] runtime.(*pageCache).alloc
     0.00%  rate             [kernel.kallsyms]         [k] sk_free
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_send_mss
     0.00%  dockerd          dockerd                   [.] runtime.gcDrain
     0.00%  profile          [kernel.kallsyms]         [k] skb_try_coalesce
     0.00%  reservation      reservation               [.] time.Time.Add
     0.00%  rate             [kernel.kallsyms]         [k] prepend
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f68a
     0.00%  reservation      reservation               [.] google.golang.org/grpc/encoding/proto.marshal
     0.00%  profile          profile                   [.] encoding/json.stateNu
     0.00%  swapper          [kernel.kallsyms]         [k] __x86_indirect_thunk_r13
     0.00%  ftdc             [kernel.kallsyms]         [k] seq_put_decimal_ull_width
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __kmalloc_reserve.isra.0
     0.00%  reservation      reservation               [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.00%  profile          [kernel.kallsyms]         [k] plist_add
     0.00%  containerd-shim  [kernel.kallsyms]         [k] hrtimer_wakeup
     0.00%  profile          [kernel.kallsyms]         [k] __x64_sys_getpid
     0.00%  geo              [kernel.kallsyms]         [k] __vfs_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001c7a0
     0.00%  geo              geo                       [.] runtime.selectnbsend
     0.00%  profile          profile                   [.] runtime.atomicwb
     0.00%  profile          profile                   [.] context.(*emptyCtx).Value
     0.00%  rate             rate                      [.] runtime.chansend1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2db0
     0.00%  profile          profile                   [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.00%  recommendation   recommendation            [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.00%  search           search                    [.] github.com/uber/jaeger-client-go.SpanContext.String
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] clear_buddies
     0.00%  reservation      reservation               [.] runtime.advanceEvacuationMark
     0.00%  reservation      reservation               [.] sync/atomic.CompareAndSwapPointer
     0.00%  profile          profile                   [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  geo              [kernel.kallsyms]         [k] __task_pid_nr_ns
     0.00%  wrk              [kernel.kallsyms]         [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  reservation      [kernel.kallsyms]         [k] br_allowed_egress
     0.00%  profile          [kernel.kallsyms]         [k] hrtick_update
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000750f
     0.00%  rate             rate                      [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).Write
     0.00%  geo              [kernel.kallsyms]         [k] __bitmap_and
     0.00%  mc-worker        [kernel.kallsyms]         [k] __x64_sys_read
     0.00%  reservation      [kernel.kallsyms]         [k] lock_hrtimer_base
     0.00%  docker-proxy     [kernel.kallsyms]         [k] generic_splice_sendpage
     0.00%  search           search                    [.] runtime.binarySearchTree
     0.00%  reservation      [kernel.kallsyms]         [k] security_inode_getattr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004430a
     0.00%  dockerd          [kernel.kallsyms]         [k] memcg_check_events
     0.00%  search           [kernel.kallsyms]         [k] kfree_skb_partial
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e51c4
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003db78
     0.00%  rate             [kernel.kallsyms]         [k] __tcp_v4_send_check
     0.00%  reservation      reservation               [.] reflect.(*rtype).uncommon
     0.00%  dockerd          [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.00%  reservation      [kernel.kallsyms]         [k] idle_cpu
     0.00%  rate             [kernel.kallsyms]         [k] get_timespec64
     0.00%  search           search                    [.] runtime.(*wbBuf).reset
     0.00%  profile          profile                   [.] runtime.gcMark
     0.00%  rate             [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%  rate             rate                      [.] net.(*conn).SetDeadline
     0.00%  reservation      [kernel.kallsyms]         [k] _raw_spin_unlock_bh
     0.00%  geo              [kernel.kallsyms]         [k] __update_load_avg_blocked_se
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_mb_use_inode_pa
     0.00%  wrk              wrk                       [.] lj_BC_ITERN
     0.00%  rate             rate                      [.] runtime.publicationBarrier.abi0
     0.00%  recommendation   [kernel.kallsyms]         [k] ktime_get_coarse_real_ts64
     0.00%  mc-worker        [kernel.kallsyms]         [k] rw_verify_area
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  geo              [kernel.kallsyms]         [k] tcp_v4_send_check
     0.00%  rate             [kernel.kallsyms]         [k] rmqueue
     0.00%  reservation      [kernel.kallsyms]         [k] override_creds
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.00%  recommendation   [kernel.kallsyms]         [k] irq_work_run_list
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e8e0
     0.00%  profile          [kernel.kallsyms]         [k] native_iret
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __x86_indirect_thunk_rbx
     0.00%  reservation      reservation               [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  rate             rate                      [.] sync.(*poolDequeue).popTail
     0.00%  recommendation   [kernel.kallsyms]         [k] filename_lookup
     0.00%  conn3            mongod                    [.] mongo::ComparisonMatchExpression::matchesSingleElement
     0.00%  geo              geo                       [.] runtime.preemptall
     0.00%  recommendation   recommendation            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.00%  dockerd          [kernel.kallsyms]         [k] __count_memcg_events
     0.00%  geo              geo                       [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.00%  search           search                    [.] runtime.doaddtimer
     0.00%  swapper          [kernel.kallsyms]         [k] rebalance_domains
     0.00%  geo              geo                       [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cc8d
     0.00%  geo              [kernel.kallsyms]         [k] free_unref_page_commit
     0.00%  consul           [kernel.kallsyms]         [k] find_next_bit
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d96a
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.00%  profile          profile                   [.] golang.org/x/net/http2.(*PingFrame).Header
     0.00%  user             user                      [.] reflect.Value.assignTo
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2c83
     0.00%  profile          profile                   [.] runtime.(*addrRanges).findSucc
     0.00%  geo              geo                       [.] runtime.makemap_small
     0.00%  geo              geo                       [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007e6eb
     0.00%  reservation      reservation               [.] runtime.stackcache_clear
     0.00%  reservation      reservation               [.] runtime.gfget.func1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bf7d
     0.00%  user             user                      [.] encoding/json.stateBeginValue
     0.00%  geo              [kernel.kallsyms]         [k] tcp_rbtree_insert
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f569
     0.00%  recommendation   recommendation            [.] runtime.(*Frames).Next
     0.00%  dockerd          [kernel.kallsyms]         [k] lock_page_memcg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000427f3
     0.00%  recommendation   [kernel.kallsyms]         [k] br_allowed_ingress
     0.00%  mc-worker        [kernel.kallsyms]         [k] should_failslab
     0.00%  recommendation   [kernel.kallsyms]         [k] vfs_statx
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000006bce
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cec5
     0.00%  search           search                    [.] runtime.bgscavenge
     0.00%  search           [kernel.kallsyms]         [k] ip_queue_xmit
     0.00%  search           [kernel.kallsyms]         [k] page_counter_cancel
     0.00%  recommendation   [kernel.kallsyms]         [k] schedule_hrtimeout_range
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_rate_skb_delivered
     0.00%  recommendation   [kernel.kallsyms]         [k] complete_walk
     0.00%  search           search                    [.] reflect.(*rtype).Field
     0.00%  search           search                    [.] runtime.heapBits.forward
     0.00%  search           [kernel.kallsyms]         [k] mem_cgroup_try_charge
     0.00%  mc-worker        [kernel.kallsyms]         [k] inet_recvmsg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c4f3
     0.00%  search           search                    [.] google.golang.org/grpc.checkRecvPayload
     0.00%  search           search                    [.] github.com/rs/zerolog.glob..func4
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __hrtimer_get_next_event
     0.00%  user             user                      [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dabb
     0.00%  recommendation   [kernel.kallsyms]         [k] tcp_rate_skb_sent
     0.00%  geo              [kernel.kallsyms]         [k] tcp_rack_update_reo_wnd
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc.(*Server).sendResponse
     0.00%  geo              geo                       [.] runtime.(*semaRoot).dequeue
     0.00%  user             [kernel.kallsyms]         [k] __calc_delta
     0.00%  profile          profile                   [.] runtime.newstack.abi0
     0.00%  recommendation   recommendation            [.] sort.Sort
     0.00%  geo              [kernel.kallsyms]         [k] tcp_rate_skb_sent
     0.00%  search           search                    [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.00%  profile          profile                   [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.00%  recommendation   [kernel.kallsyms]         [k] __task_pid_nr_ns
     0.00%  profile          profile                   [.] sync.(*Pool).pinSlow
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000098414
     0.00%  wrk              [kernel.kallsyms]         [k] __nf_ct_refresh_acct
     0.00%  swapper          [kernel.kallsyms]         [k] bio_advance
     0.00%  recommendation   recommendation            [.] runtime.(*addrRanges).removeLast
     0.00%  rate             rate                      [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_core
     0.00%  mc-worker        [kernel.kallsyms]         [k] intel_pstate_update_util
     0.00%  dockerd          [kernel.kallsyms]         [k] exit_to_usermode_loop
     0.00%  geo              [kernel.kallsyms]         [k] ktime_get_update_offsets_now
     0.00%  geo              [kernel.kallsyms]         [k] enter_lazy_tlb
     0.00%  user             [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.00%  consul           consul                    [.] runtime.netpoll
     0.00%  reservation      [kernel.kallsyms]         [k] scheduler_ipi
     0.00%  rate             [kernel.kallsyms]         [k] putname
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_mstamp_refresh
     0.00%  geo              [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  conn3            mongod                    [.] operator new
     0.00%  rate             [kernel.kallsyms]         [k] path_put
     0.00%  mc-worker        [kernel.kallsyms]         [k] tcp_rate_skb_delivered
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc.(*Server).traceInfo
     0.00%  geo              geo                       [.] sync.(*poolDequeue).pushHead
     0.00%  profile          [kernel.kallsyms]         [k] minmax_subwin_update
     0.00%  containerd-shim  [kernel.kallsyms]         [k] mutex_spin_on_owner
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044413
     0.00%  docker-proxy     [kernel.kallsyms]         [k] nf_checksum
     0.00%  profile          [kernel.kallsyms]         [k] copyin
     0.00%  node             libc-2.31.so              [.] _int_free
     0.00%  docker-proxy     docker-proxy              [.] runtime.checkIdleGCNoP
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_recv_timestamp
     0.00%  dockerd          [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __sock_wfree
     0.00%  dockerd          [kernel.kallsyms]         [k] should_fail_alloc_page
     0.00%  profile          profile                   [.] runtime.setg.abi0
     0.00%  recommendation   recommendation            [.] runtime.convI2I
     0.00%  wrk              [kernel.kallsyms]         [k] __bitmap_and
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1738
     0.00%  swapper          [kernel.kallsyms]         [k] run_rebalance_domains
     0.00%  recommendation   [kernel.kallsyms]         [k] __hrtimer_get_next_event
     0.00%  profile          [kernel.kallsyms]         [k] __kmalloc_reserve.isra.0
     0.00%  recommendation   [kernel.kallsyms]         [k] inet_ehashfn
     0.00%  reservation      reservation               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.00%  rate             rate                      [.] runtime.send
     0.00%  profile          profile                   [.] runtime.(*pageAlloc).allocRange
     0.00%  recommendation   recommendation            [.] runtime.assertE2I2
     0.00%  recommendation   [kernel.kallsyms]         [k] ep_scan_ready_list.constprop.0
     0.00%  recommendation   recommendation            [.] runtime.(*mcentral).grow
     0.00%  search           search                    [.] google.golang.org/grpc.newClientStream.func1
     0.00%  recommendation   recommendation            [.] time.Since
     0.00%  profile          [kernel.kallsyms]         [k] ep_autoremove_wake_function
     0.00%  all-in-one-linu  all-in-one-linux          [.] context.WithValue
     0.00%  recommendation   recommendation            [.] runtime.publicationBarrier.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000427c0
     0.00%  reservation      reservation               [.] runtime.deferreturn
     0.00%  profile          profile                   [.] encoding/json.state0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ee8a0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000315ba
     0.00%  profile          [kernel.kallsyms]         [k] tlb_flush_mmu
     0.00%  reservation      [kernel.kallsyms]         [k] do_signal
     0.00%  wrk              [kernel.kallsyms]         [k] intel_pstate_update_util
     0.00%  rate             rate                      [.] runtime.semrelease1
     0.00%  recommendation   recommendation            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d205
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c6b3
     0.00%  rate             rate                      [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  search           [kernel.kallsyms]         [k] __sock_wfree
     0.00%  conn3            mongod                    [.] mongo::FailPoint::shouldFail<decltype(nullptr)>
     0.00%  JournalFlusher   mongod                    [.] __wt_log_wrlsn
     0.00%  wrk              wrk                       [.] lj_BC_ADDVV
     0.00%  wrk              [kernel.kallsyms]         [k] kfree_skbmem
     0.00%  swapper          [kernel.kallsyms]         [k] x86_pmu_disable
     0.00%  sshd             [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.00%  profile          profile                   [.] runtime.(*pageBits).setRange
     0.00%  geo              [kernel.kallsyms]         [k] __sb_end_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e171b
     0.00%  rate             rate                      [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] clear_user
     0.00%  reservation      [kernel.kallsyms]         [k] bictcp_cong_avoid
     0.00%  search           search                    [.] runtime.(*spanSetBlockAlloc).alloc
     0.00%  mc-lrumaint      memcached                 [.] do_item_unlink_q
     0.00%  rate             rate                      [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c4ea
     0.00%  rate             [kernel.kallsyms]         [k] dput
     0.00%  profile          profile                   [.] runtime.gcAssistAlloc1
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.00%  conn4            mongod                    [.] operator delete
     0.00%  reservation      [kernel.kallsyms]         [k] hrtick_update
     0.00%  reservation      [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cecc
     0.00%  rate             [kernel.kallsyms]         [k] aa_get_task_label
     0.00%  wrk              wrk                       [.] lj_vm_returnc
     0.00%  mc-worker        [kernel.kallsyms]         [k] cpus_share_cache
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_tx_timestamp
     0.00%  reservation      [kernel.kallsyms]         [k] generic_fillattr
     0.00%  profile          [kernel.kallsyms]         [k] tlb_is_not_lazy
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003142b
     0.00%  recommendation   recommendation            [.] runtime.gcWriteBarrier
     0.00%  rate             [kernel.kallsyms]         [k] ___slab_alloc
     0.00%  reservation      reservation               [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d25b
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d172
     0.00%  recommendation   [kernel.kallsyms]         [k] skb_entail
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000315b6
     0.00%  reservation      [kernel.kallsyms]         [k] native_smp_send_reschedule
     0.00%  search           [kernel.kallsyms]         [k] hrtimer_update_next_event
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.newFramer.func1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004343a
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%  rate             rate                      [.] bytes.(*Buffer).grow
     0.00%  reservation      reservation               [.] runtime.(*gcWork).balance
     0.00%  reservation      [kernel.kallsyms]         [k] __sigqueue_free.part.0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f578
     0.00%  consul           consul                    [.] runtime.acquirep
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000307f3
     0.00%  consul           [kernel.kallsyms]         [k] __schedule
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.00%  profile          profile                   [.] runtime.bulkBarrierPreWriteSrcOnly
     0.00%  recommendation   [kernel.kallsyms]         [k] __kmalloc_node
     0.00%  profile          profile                   [.] reflect.Value.NumField
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.procyield.abi0
     0.00%  rate             [kernel.kallsyms]         [k] inet_send_prepare
     0.00%  reservation      reservation               [.] runtime.resetspinning
     0.00%  mc-worker        [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.00%  geo              geo                       [.] runtime.(*mheap).nextSpanForSweep
     0.00%  geo              [kernel.kallsyms]         [k] wake_q_add_safe
     0.00%  reservation      reservation               [.] runtime.memclrHasPointers
     0.00%  reservation      [kernel.kallsyms]         [k] uncharge_page
     0.00%  rate             [kernel.kallsyms]         [k] call_function_interrupt
     0.00%  geo              [kernel.kallsyms]         [k] ret_from_intr
     0.00%  profile          [kernel.kallsyms]         [k] tcp_rack_advance
     0.00%  rate             rate                      [.] runtime.exitsyscallfast_reacquired
     0.00%  profile          [kernel.kallsyms]         [k] skb_pull_rcsum
     0.00%  profile          [kernel.kallsyms]         [k] uprobe_deny_signal
     0.00%  dockerd          [kernel.kallsyms]         [k] update_rt_rq_load_avg
     0.00%  profile          [kernel.kallsyms]         [k] do_send_sig_info
     0.00%  profile          [kernel.kallsyms]         [k] tcp_chrono_stop
     0.00%  mc-worker        [kernel.kallsyms]         [k] task_tick_fair
     0.00%  docker-proxy     [kernel.kallsyms]         [k] native_apic_msr_eoi_write
     0.00%  reservation      [kernel.kallsyms]         [k] ext4_getattr
     0.00%  reservation      reservation               [.] runtime.siftupTimer
     0.00%  rate             rate                      [.] sync.(*WaitGroup).Wait
     0.00%  mc-worker        [kernel.kallsyms]         [k] vfs_read
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e4fc4
     0.00%  conn4            mongod                    [.] mongo::WorkingSetMatchableDocument::allocateIterator
     0.00%  containerd-shim  [kernel.kallsyms]         [k] hrtimer_reprogram
     0.00%  user             user                      [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.00%  user             user                      [.] runtime.checkdead
     0.00%  consul           consul                    [.] runtime.lock2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000446f3
     0.00%  reservation      reservation               [.] time.Until
     0.00%  profile          profile                   [.] runtime.mergeSummaries
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d646
     0.00%  geo              [kernel.kallsyms]         [k] userfaultfd_remove
     0.00%  wrk              wrk                       [.] hdr_value_at_percentile
     0.00%  recommendation   [kernel.kallsyms]         [k] tcp_poll
     0.00%  docker-proxy     docker-proxy              [.] runtime.globrunqget
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003de28
     0.00%  profile          profile                   [.] strconv.ParseFloat
     0.00%  recommendation   [kernel.kallsyms]         [k] iov_iter_advance
     0.00%  rate             rate                      [.] sync.(*poolChain).popHead
     0.00%  user             [kernel.kallsyms]         [k] fsnotify
     0.00%  rate             [kernel.kallsyms]         [k] flush_tlb_func_common.constprop.0
     0.00%  dockerd          dockerd                   [.] runtime.pidlegetSpinning
     0.00%  profile          [kernel.kallsyms]         [k] default_wake_function
     0.00%  rate             [kernel.kallsyms]         [k] set_user_sigmask
     0.00%  recommendation   [kernel.kallsyms]         [k] ovl_same_sb
     0.00%  rate             [kernel.kallsyms]         [k] check_cfs_rq_runtime
     0.00%  swapper          [kernel.kallsyms]         [k] __run_timers.part.0
     0.00%  rate             rate                      [.] runtime.(*gcWork).balance
     0.00%  conn4            mongod                    [.] mongo::(anonymous namespace)::receivedCommands(mongo::OperationContext*, mongo::Message const&, mongo::ServiceEntryPointCommon::Hooks const&)::{lambda()#1}::operator()
     0.00%  reservation      reservation               [.] internal/poll.(*FD).Write.dwrap.13
     0.00%  wrk              [kernel.kallsyms]         [k] sched_clock_cpu
     0.00%  geo              geo                       [.] runtime.markroot.func1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007e693
     0.00%  ftdc             mongod                    [.] mongo::procparser::parseProcNetstat
     0.00%  geo              geo                       [.] runtime.runtimer
     0.00%  geo              geo                       [.] runtime.(*gcControllerState).findRunnableGCWorker
     0.00%  rate             [kernel.kallsyms]         [k] tcp_send_mss
     0.00%  rate             [kernel.kallsyms]         [k] prepare_signal
     0.00%  geo              [kernel.kallsyms]         [k] __copy_skb_header
     0.00%  profile          profile                   [.] internal/poll.setDeadlineImpl.dwrap.4
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] deactivate_task
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.selectgo
     0.00%  reservation      reservation               [.] context.WithCancel.func1
     0.00%  geo              geo                       [.] runtime.newproc.func1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003fe4e
     0.00%  recommendation   [kernel.kallsyms]         [k] security_file_permission
     0.00%  rate             [kernel.kallsyms]         [k] __hrtimer_get_next_event
     0.00%  profile          [kernel.kallsyms]         [k] tcp_grow_window.isra.0
     0.00%  recommendation   recommendation            [.] golang.org/x/net/http2.FrameHeader.Header
     0.00%  rate             [kernel.kallsyms]         [k] select_estimate_accuracy
     0.00%  rate             rate                      [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  mc-worker        [kernel.kallsyms]         [k] smp_apic_timer_interrupt
     0.00%  profile          [kernel.kallsyms]         [k] rmqueue
     0.00%  geo              geo                       [.] runtime.efaceeq
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003de72
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d9ec
     0.00%  geo              geo                       [.] countbody
     0.00%  profile          profile                   [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  reservation      reservation               [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2eec
