# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1610536435
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  ........................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  Timesta.Monitor  mongod                    [.] mongo::WiredTigerRecoveryUnit::WiredTigerRecoveryUnit
     0.02%  consul           consul                    [.] runtime.(*mcache).releaseAll
     0.02%  mongod           [kernel.kallsyms]         [k] filldir
     0.02%  swapper          [kernel.kallsyms]         [k] update_vsyscall
     0.02%  node             [kernel.kallsyms]         [k] __update_load_avg_se
     0.02%  swapper          [kernel.kallsyms]         [k] __handle_irq_event_percpu
     0.02%  consul           consul                    [.] github.com/hashicorp/consul/agent/consul/controller/queue.(*deferQueue[go.shape.struct { github.com/hashicorp/consul/internal/controller.res *github.com/hashicorp/consul/proto-public/pbresource.Resource }]).Process
     0.02%  consul           [kernel.kallsyms]         [k] _raw_read_lock_irqsave
     0.02%  node             [JIT] tid 81683           [.] 0x000000000734c4fa
     0.02%  node             node                      [.] Builtins_JSEntryTrampoline
     0.02%  swapper          [kernel.kallsyms]         [k] mlx4_en_prepare_rx_desc
     0.02%  JournalFlusher   mongod                    [.] mongo::ServiceContext::OperationContextDeleter::operator()
     0.02%  consul           [kernel.kallsyms]         [k] __vfs_read
     0.02%  ksoftirqd/0      [kernel.kallsyms]         [k] __inet_lookup_established
     0.02%  user             user                      [.] runtime.checkTimers
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] newidle_balance
     0.02%  node             node                      [.] v8::internal::NestedTimedHistogramScope::NestedTimedHistogramScope
     0.02%  JournalFlusher   libc-2.27.so              [.] clock_gettime
     0.02%  mongod           libc-2.27.so              [.] __nss_group_lookup
     0.02%  swapper          [kernel.kallsyms]         [k] __tick_nohz_idle_restart_tick
     0.02%  JournalFlusher   mongod                    [.] mongo::JournalFlusher::run
     0.02%  kworker/13:7-ev  [kernel.kallsyms]         [k] update_blocked_averages
     0.02%  JournalFlusher   mongod                    [.] mongo::latch_detail::Mutex::lock
     0.02%  swapper          [kernel.kallsyms]         [k] select_idle_sibling
     0.02%  mongod           mongod                    [.] __curfile_reset
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] reweight_entity
     0.02%  rate             [kernel.kallsyms]         [k] fput_many
     0.02%  consul           consul                    [.] runtime.runqgrab
     0.02%  dockerd          [kernel.kallsyms]         [k] __update_load_avg_se
     0.02%  mongod           [kernel.kallsyms]         [k] check_cfs_rq_runtime
     0.02%  ftdc             mongod                    [.] mongo::(anonymous namespace)::GlobalHistogramServerStatusSection::generateSection
     0.02%  consul           consul                    [.] runtime.makechan
     0.02%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::constructAt<mongo::(anonymous namespace)::OperationTimeTrackerHolder>
     0.02%  consul           consul                    [.] runtime.checkdead
     0.02%  all-in-one-linu  [kernel.kallsyms]         [k] futex_wake
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] enter_lazy_tlb
     0.02%  consul           consul                    [.] math/rand.globalRand
     0.02%  dockerd          [kernel.kallsyms]         [k] mutex_lock
     0.02%  swapper          [kernel.kallsyms]         [k] __intel_pmu_disable_all
     0.02%  mongod           [kernel.kallsyms]         [k] __unqueue_futex
     0.02%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<mongo::repl::OpTime>
     0.02%  consul           [kernel.kallsyms]         [k] schedule
     0.02%  consul           [kernel.kallsyms]         [k] __update_idle_core
     0.02%  consul           [kernel.kallsyms]         [k] _raw_spin_lock
     0.02%  rcu_sched        [kernel.kallsyms]         [k] rcu_all_qs
     0.01%  consul           [kernel.kallsyms]         [k] ep_scan_ready_list.constprop.0
     0.01%  swapper          [kernel.kallsyms]         [k] cpuidle_get_cpu_driver
     0.01%  JournalFlusher   mongod                    [.] std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release
     0.01%  ftdc             [kernel.kallsyms]         [k] futex_wake
     0.01%  consul           [kernel.kallsyms]         [k] plist_add
     0.01%  node             [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.01%  systemd-udevd    [kernel.kallsyms]         [k] _raw_spin_lock
     0.01%  consul           [kernel.kallsyms]         [k] touch_atime
     0.01%  consul           [kernel.kallsyms]         [k] get_futex_key
     0.01%  JournalFlusher   mongod                    [.] __wt_log_flush_lsn
     0.01%  in:imklog        rsyslogd                  [.] MsgSetRawMsg
     0.01%  mongod           libpthread-2.27.so        [.] pthread_mutex_unlock
     0.01%  ftdc             mongod                    [.] mongo::latch_detail::Mutex::_onQuickLock
     0.01%  swapper          [kernel.kallsyms]         [k] timekeeping_update
     0.01%  mongod           [kernel.kallsyms]         [k] __d_lookup
     0.01%  swapper          [kernel.kallsyms]         [k] ksoftirqd_running
     0.01%  JournalFlusher   [kernel.kallsyms]         [k] get_futex_key
     0.01%  search           [kernel.kallsyms]         [k] select_task_rq_fair
     0.01%  mongod           [kernel.kallsyms]         [k] ____fput
     0.01%  frontend         [kernel.kallsyms]         [k] record_times
     0.01%  WTIdleS.Sweeper  [kernel.kallsyms]         [k] hash_futex
     0.01%  node             [kernel.kallsyms]         [k] newidle_balance
     0.01%  search           search                    [.] runtime.stealWork
     0.01%  JournalFlusher   [kernel.kallsyms]         [k] update_rq_clock
     0.01%  node             node                      [.] v8::internal::JsonParser<unsigned char>::BuildJsonObject
     0.01%  JournalFlusher   mongod                    [.] mongo::(anonymous namespace)::DiagnosticListener::onUnlock
     0.01%  systemd-journal  [kernel.kallsyms]         [k] __seccomp_filter
     0.01%  dockerd          [kernel.kallsyms]         [k] __update_idle_core
     0.01%  consul           consul                    [.] runtime/internal/syscall.Syscall6
     0.01%  dockerd          dockerd                   [.] runtime.unlock2
     0.01%  swapper          [kernel.kallsyms]         [k] touch_softlockup_watchdog_sched
     0.01%  mongod           mongod                    [.] __wt_btcur_cache
     0.01%  node             [JIT] tid 81615           [.] 0x0000000006b90906
     0.01%  consul           [kernel.kallsyms]         [k] __sb_end_write
     0.01%  swapper          [kernel.kallsyms]         [k] native_load_tls
     0.01%  kworker/12:18-m  [kernel.kallsyms]         [k] update_blocked_averages
     0.01%  consul           [kernel.kallsyms]         [k] aa_file_perm
     0.01%  mongod           [kernel.kallsyms]         [k] __check_object_size
     0.01%  consul           [kernel.kallsyms]         [k] default_wake_function
     0.01%  consul           [kernel.kallsyms]         [k] pick_next_task_idle
     0.01%  geo              geo                       [.] runtime.selectgo
     0.01%  mongod           [kernel.kallsyms]         [k] __switch_to
     0.01%  consul           [kernel.kallsyms]         [k] mutex_lock
     0.01%  ksoftirqd/1      [kernel.kallsyms]         [k] put_prev_task_fair
     0.01%  FlowCon.fresher  mongod                    [.] mongo::repl::ReplicationCoordinatorImpl::getMemberData
     0.01%  ftdc             mongod                    [.] mongo::(anonymous namespace)::TCMallocServerStatusSection::generateSection
     0.01%  consul           consul                    [.] memeqbody
     0.01%  dockerd          [kernel.kallsyms]         [k] get_futex_value_locked
     0.01%  swapper          [kernel.kallsyms]         [k] veth_xmit
     0.01%  swapper          [kernel.kallsyms]         [k] tick_program_event
     0.01%  sshd             [kernel.kallsyms]         [k] tcp_release_cb
     0.01%  mongod           [kernel.kallsyms]         [k] revert_creds
     0.01%  node             [kernel.kallsyms]         [k] apparmor_task_kill
     0.01%  node             node                      [.] v8::internal::Factory::CopyJSObjectWithAllocationSite
     0.01%  node             [kernel.kallsyms]         [k] schedule
     0.01%  dockerd          dockerd                   [.] runtime.updateTimerPMask
     0.01%  consul           [kernel.kallsyms]         [k] record_times
     0.01%  JournalFlusher   [vdso]                    [.] __vdso_clock_gettime
     0.01%  dockerd          [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.01%  ftdc             mongod                    [.] mongo::TransactionCoordinatorsStats::serialize
     0.01%  swapper          [kernel.kallsyms]         [k] kmem_cache_free
     0.01%  consul           [kernel.kallsyms]         [k] timerqueue_del
     0.01%  consul           [kernel.kallsyms]         [k] intel_pstate_update_util
     0.01%  ftdc             [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.01%  node             node                      [.] Builtins_ResolvePromise
     0.01%  swapper          [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.01%  node             node                      [.] Builtins_KeyedStoreIC
     0.01%  node             node                      [.] insert_string_simd
     0.01%  reservation      [kernel.kallsyms]         [k] generic_update_time
     0.01%  swapper          [kernel.kallsyms]         [k] scheduler_tick
     0.01%  node             [JIT] tid 81683           [.] 0x00000000072b11b8
     0.01%  consul           consul                    [.] github.com/armon/go-metrics.(*Metrics).allowMetric
     0.01%  consul           [kernel.kallsyms]         [k] activate_task
     0.01%  sshd             [kernel.kallsyms]         [k] ip_local_out
     0.01%  JournalFlusher   mongod                    [.] mongo::WiredTigerRecoveryUnit::~WiredTigerRecoveryUnit
     0.01%  node             [kernel.kallsyms]         [k] switch_fpu_return
     0.01%  swapper          [kernel.kallsyms]         [k] hrtimer_reprogram
     0.01%  mongod           [kernel.kallsyms]         [k] __update_idle_core
     0.01%  ntpd             [kernel.kallsyms]         [k] kern_select
     0.01%  node             node                      [.] v8::internal::Object::SetPropertyInternal
     0.01%  mongod           [kernel.kallsyms]         [k] update_cfs_group
     0.01%  kworker/9:11-mm  [kernel.kallsyms]         [k] kthread_data
     0.01%  decreas.ressure  mongod                    [.] __session_reset
     0.01%  consul           [kernel.kallsyms]         [k] sock_sendmsg
     0.01%  JournalFlusher   libpthread-2.27.so        [.] __pthread_disable_asynccancel
     0.01%  Backgro.kSource  [kernel.kallsyms]         [k] __x64_sys_futex
     0.01%  node             [kernel.kallsyms]         [k] bictcp_acked
     0.01%  systemd-udevd    [kernel.kallsyms]         [k] __alloc_pages_nodemask
     0.01%  kworker/7:22-mm  [kernel.kallsyms]         [k] update_blocked_averages
     0.01%  node             node                      [.] v8::Integer::NewFromUnsigned
     0.01%  kworker/0:12-ev  [kernel.kallsyms]         [k] pci_pme_list_scan
     0.01%  mongod           [kernel.kallsyms]         [k] pick_next_task_idle
     0.01%  Timesta.Monitor  [kernel.kallsyms]         [k] psi_task_change
     0.01%  rcu_sched        [kernel.kallsyms]         [k] dyntick_save_progress_counter
     0.01%  JournalFlusher   mongod                    [.] mongo::CurOp::CurOp
     0.01%  node             node                      [.] Builtins_CompileLazy
     0.01%  node             node                      [.] v8::internal::Accessors::FunctionArgumentsGetter
     0.01%  kworker/7:22-mm  [kernel.kallsyms]         [k] wq_worker_running
     0.01%  swapper          [kernel.kallsyms]         [k] finish_task_switch
     0.01%  clientcursormon  [kernel.kallsyms]         [k] update_cfs_group
     0.01%  rcu_sched        [kernel.kallsyms]         [k] __note_gp_changes
     0.01%  perf             [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.01%  node             node                      [.] node::(anonymous namespace)::ZlibContext::InitZlib
     0.01%  dockerd          [kernel.kallsyms]         [k] put_prev_entity
     0.01%  dockerd          dockerd                   [.] runtime.findRunnable
     0.01%  consul           consul                    [.] runtime.park_m
     0.01%  consul           [kernel.kallsyms]         [k] tcp_sendmsg
     0.01%  node             node                      [.] v8::Context::GetNumberOfEmbedderDataFields
     0.01%  consul           consul                    [.] runtime.makeslice
     0.01%  dockerd          [kernel.kallsyms]         [k] read_tsc
     0.01%  consul           consul                    [.] runtime.deductAssistCredit
     0.01%  rcu_sched        [kernel.kallsyms]         [k] update_blocked_averages
     0.01%  swapper          [kernel.kallsyms]         [k] get_l4proto
     0.01%  mongod           [kernel.kallsyms]         [k] strncpy_from_user
     0.01%  consul           [kernel.kallsyms]         [k] sock_recvmsg
     0.01%  JournalFlusher   mongod                    [.] mongo::logv2::LogManager::getGlobalDomain
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] process_one_work
     0.01%  JournalFlusher   mongod                    [.] std::_Sp_counted_ptr_inplace<mongo::UncommittedCollections::UncommittedCollectionsMap, std::allocator<mongo::UncommittedCollections::UncommittedCollectionsMap>, (__gnu_cxx::_Lock_policy)2>::_M_destroy
     0.01%  kworker/0:12-ev  [kernel.kallsyms]         [k] pci_conf1_read
     0.01%  kworker/14:2-mm  [kernel.kallsyms]         [k] queue_delayed_work_on
     0.01%  sshd             [kernel.kallsyms]         [k] __update_idle_core
     0.01%  consul           consul                    [.] runtime.usleep.abi0
     0.01%  node             node                      [.] v8::internal::TranslationArrayIterator::Next
     0.01%  node             node                      [.] v8::internal::LookupIterator::WriteDataValue
     0.01%  node             node                      [.] v8::internal::String::ToNumber
     0.01%  swapper          [kernel.kallsyms]         [k] inet_ehashfn
     0.01%  consul           consul                    [.] github.com/hashicorp/consul-net-rpc/go-msgpack/codec.(*msgpackEncDriver).encodeUint
     0.01%  consul           [kernel.kallsyms]         [k] schedule_hrtimeout_range
     0.01%  Backgro.kSource  mongod                    [.] std::thread::_State_impl<std::thread::_Invoker<std::tuple<mongo::stdx::thread::thread<mongo::BackgroundThreadClockSource::_startTimerThread()::{lambda()#1}, , 0>(mongo::BackgroundThreadClockSource::_startTimerThread()::{lambda()#1})::{lambda()#1}> > >::_M_run
     0.01%  rcu_sched        [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.01%  sshd             [kernel.kallsyms]         [k] __schedule
     0.01%  swapper          [kernel.kallsyms]         [k] kfree
     0.01%  node             node                      [.] node::task_queue::RunMicrotasks
     0.01%  systemd-journal  libsystemd-shared-245.so  [.] journal_file_find_data_object_with_hash
     0.01%  DeadlineMonitor  [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.01%  sshd             sshd                      [.] 0x0000000000050d40
     0.01%  swapper          [kernel.kallsyms]         [k] sched_clock
     0.01%  Timesta.Monitor  mongod                    [.] mongo::LockerImpl::inAWriteUnitOfWork
     0.01%  DeadlineMonitor  [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.01%  consul           [kernel.kallsyms]         [k] set_next_task_idle
     0.01%  sshd             [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.01%  mongod           [kernel.kallsyms]         [k] _copy_from_user
     0.01%  ftdc             mongod                    [.] mongo::BSONObjIterator::next
     0.01%  dockerd          [kernel.kallsyms]         [k] cpuacct_charge
     0.01%  perf             [kernel.kallsyms]         [k] smp_call_function_single
     0.01%  swapper          [kernel.kallsyms]         [k] ipt_do_table
     0.01%  consul           consul                    [.] fmt.(*pp).handleMethods
     0.01%  rcu_sched        [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.01%  Timesta.Monitor  libc-2.27.so              [.] __nss_group_lookup
     0.01%  swapper          [kernel.kallsyms]         [k] __neigh_update
     0.01%  swapper          [kernel.kallsyms]         [k] irq_work_tick
     0.01%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<boost::optional<mongo::rpc::ImpersonatedUserMetadata> >
     0.01%  kworker/3:11-mm  [kernel.kallsyms]         [k] dequeue_task_fair
     0.01%  node             [JIT] tid 81615           [.] 0x0000000006d39008
     0.01%  rcu_sched        [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.01%  swapper          [kernel.kallsyms]         [k] __bitmap_and
     0.01%  consul           consul                    [.] time.Time.Sub
     0.01%  consul           [kernel.kallsyms]         [k] __pm_relax
     0.01%  dockerd          [kernel.kallsyms]         [k] __schedule
     0.01%  consul           consul                    [.] runtime.runOneTimer
     0.01%  consul           [kernel.kallsyms]         [k] __mark_inode_dirty
     0.01%  consul           [kernel.kallsyms]         [k] _raw_read_unlock_irqrestore
     0.01%  consul           consul                    [.] runtime.findfunc
     0.01%  node             [kernel.kallsyms]         [k] rcu_core
     0.01%  kworker/12:18-m  [kernel.kallsyms]         [k] rcu_all_qs
     0.01%  swapper          [kernel.kallsyms]         [k] update_process_times
     0.01%  swapper          [kernel.kallsyms]         [k] napi_complete_done
     0.01%  ftdc             [kernel.kallsyms]         [k] do_futex
     0.01%  sshd             [kernel.kallsyms]         [k] tcp_recvmsg
     0.01%  swapper          [kernel.kallsyms]         [k] local_touch_nmi
     0.01%  frontend         [kernel.kallsyms]         [k] __switch_to
     0.01%  sshd             [kernel.kallsyms]         [k] kmem_cache_free
     0.01%  JournalFlusher   [kernel.kallsyms]         [k] futex_wait_setup
     0.01%  JournalFlusher   mongod                    [.] mongo::WiredTigerSessionCache::waitUntilDurable
     0.01%  ftdc             [kernel.kallsyms]         [k] amd_clear_divider
     0.01%  reservation      [kernel.kallsyms]         [k] switch_fpu_return
     0.01%  rcu_sched        [kernel.kallsyms]         [k] psi_task_change
     0.01%  DeadlineMonitor  mongod                    [.] mongo::latch_detail::Mutex::_onUnlock
     0.01%  kworker/5:1H-kb  [kernel.kallsyms]         [k] nvme_map_data
     0.01%  rcu_sched        [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.01%  consul           consul                    [.] runtime.wakep
     0.01%  consul           [kernel.kallsyms]         [k] hrtimer_try_to_cancel
     0.01%  mongod           mongod                    [.] __evict_clear_walk
     0.01%  sshd             libc-2.31.so              [.] __memset_avx2_unaligned_erms
     0.01%  sshd             libc-2.31.so              [.] clock_gettime@@GLIBC_2.17
     0.01%  swapper          [kernel.kallsyms]         [k] task_tick_idle
     0.01%  node             [kernel.kallsyms]         [k] apparmor_file_alloc_security
     0.01%  consul           consul                    [.] github.com/hashicorp/consul/agent/consul/state.(*indexerSingle[github.com/hashicorp/consul/agent/consul/state.Query,github.com/hashicorp/consul/agent/consul/state.nodeIdentifier]).FromArgs
     0.01%  geo              geo                       [.] runtime.findrunnable
     0.01%  dockerd          [kernel.kallsyms]         [k] place_entity
     0.01%  swapper          [kernel.kallsyms]         [k] _raw_spin_unlock_bh
     0.01%  all-in-one-linu  [kernel.kallsyms]         [k] psi_task_change
     0.01%  FlowCon.fresher  [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.01%  swapper          [kernel.kallsyms]         [k] tick_nohz_idle_retain_tick
     0.01%  consul           consul                    [.] runtime.schedule
     0.01%  node             [kernel.kallsyms]         [k] native_sched_clock
     0.01%  consul           consul                    [.] runtime.notewakeup
     0.01%  swapper          [kernel.kallsyms]         [k] inet_gro_receive
     0.01%  swapper          [kernel.kallsyms]         [k] skb_copy_bits
     0.01%  profile          [kernel.kallsyms]         [k] __switch_to_asm
     0.01%  consul           [kernel.kallsyms]         [k] __lock_text_start
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] psi_task_change
     0.01%  all-in-one-linu  all-in-one-linux          [.] runtime.(*mLockProfile).recordUnlock
     0.01%  rate             [kernel.kallsyms]         [k] _copy_from_user
     0.01%  swapper          [kernel.kallsyms]         [k] clear_buddies
     0.01%  sshd             [kernel.kallsyms]         [k] amd_clear_divider
     0.01%  node             libstdc++.so.6.0.28       [.] std::__detail::_Prime_rehash_policy::_M_need_rehash
     0.01%  swapper          [kernel.kallsyms]         [k] file_free_rcu
     0.01%  swapper          [kernel.kallsyms]         [k] mlx4_en_rx_irq
     0.01%  swapper          [kernel.kallsyms]         [k] __kmalloc_node_track_caller
     0.01%  decreas.ressure  libc-2.27.so              [.] cuserid
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c5b4
     0.01%  consul           consul                    [.] github.com/armon/go-metrics.MeasureSinceWithLabels
     0.01%  reservation      [kernel.kallsyms]         [k] pipe_poll
     0.01%  JournalFlusher   mongod                    [.] mongo::LockerImpl::isLocked
     0.01%  search           [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.01%  node             node                      [.] Builtins_CallFunction_ReceiverIsAny
     0.01%  consul           consul                    [.] runtime.releasep
     0.01%  swapper          [kernel.kallsyms]         [k] skb_release_head_state
     0.01%  mongod           libpthread-2.27.so        [.] pthread_mutex_trylock
     0.01%  kworker/12:18-m  [kernel.kallsyms]         [k] worker_enter_idle
     0.01%  rcu_sched        [kernel.kallsyms]         [k] __lock_text_start
     0.01%  node             [JIT] tid 81696           [.] 0x000000000680e17f
     0.01%  node             [JIT] tid 81615           [.] 0x0000000006c88b02
     0.01%  node             node                      [.] v8::internal::FieldType::cast
     0.01%  dockerd          [kernel.kallsyms]         [k] futex_wait_setup
     0.01%  node             [JIT] tid 81683           [.] 0x00000000072680ac
     0.01%  node             node                      [.] v8::internal::JSTypedArray::GetBuffer
     0.01%  node             node                      [.] Builtins_Call_ReceiverIsAny
     0.01%  geo              geo                       [.] runtime.checkTimersNoP
     0.01%  swapper          [kernel.kallsyms]         [k] tcp_chrono_stop
     0.01%  consul           consul                    [.] github.com/hashicorp/consul/agent/pool.(*ConnPool).acquire
     0.01%  JournalFlusher   mongod                    [.] mongo::transport::TransportLayerASIO::makeBaton
     0.01%  consul           consul                    [.] time.sendTime
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] pick_next_task_fair
     0.01%  swapper          [kernel.kallsyms]         [k] timerqueue_iterate_next
     0.01%  ntpd             ntpd                      [.] 0x000000000004ac14
     0.01%  Backgro.kSource  [kernel.kallsyms]         [k] update_min_vruntime
     0.01%  consul           [kernel.kallsyms]         [k] native_write_msr
     0.01%  consul           consul                    [.] runtime.futexwakeup
     0.01%  mongod           [kernel.kallsyms]         [k] reweight_entity
     0.01%  ftdc             mongod                    [.] mongo::BasicCommandWithReplyBuilderInterface::Invocation::run
     0.01%  mongod           [kernel.kallsyms]         [k] ktime_get_coarse_real_ts64
     0.01%  kworker/0:12-ev  [kernel.kallsyms]         [k] kthread_data
     0.01%  consul           consul                    [.] strings.Join
     0.01%  frontend         frontend                  [.] runtime.timeSleepUntil
     0.01%  geo              [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.01%  swapper          [kernel.kallsyms]         [k] __dev_queue_xmit
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] worker_thread
     0.01%  node             node                      [.] v8::internal::FieldIndex::ForDescriptor
     0.01%  mongod           mongod                    [.] __wt_hs_get_btree
     0.01%  consul           consul                    [.] github.com/hashicorp/memberlist.(*Memberlist).gossip.func1
     0.01%  consul           consul                    [.] runtime.mapassign_faststr
     0.01%  sshd             [kernel.kallsyms]         [k] tcp_stream_memory_free
     0.01%  consul           [kernel.kallsyms]         [k] mark_wake_futex
     0.01%  swapper          [kernel.kallsyms]         [k] net_rx_action
     0.01%  JournalFlusher   mongod                    [.] mongo::StorageEngineImpl::newRecoveryUnit
     0.01%  mongod           libc-2.27.so              [.] sscanf
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] dma_pool_alloc
     0.01%  containerd       [kernel.kallsyms]         [k] cpuacct_charge
     0.01%  JournalFlusher   mongod                    [.] mongo::Date_t::now
     0.01%  gmain            libglib-2.0.so.0.6400.6   [.] g_main_context_prepare
     0.01%  rcu_sched        [kernel.kallsyms]         [k] cpuacct_charge
     0.01%  consul           consul                    [.] github.com/hashicorp/go-immutable-radix.(*Node).GetWatch
     0.01%  geo              geo                       [.] runtime.futexsleep
     0.01%  mongod           mongod                    [.] __cursor_reset
     0.01%  dockerd          [kernel.kallsyms]         [k] update_blocked_averages
     0.01%  sshd             [kernel.kallsyms]         [k] tcp_rcv_established
     0.01%  node             [kernel.kallsyms]         [k] __x64_sys_utimensat
     0.01%  node             libpthread-2.31.so        [.] __errno_location
     0.01%  mongod           [kernel.kallsyms]         [k] newidle_balance
     0.01%  mongod           mongod                    [.] __wt_curhs_open
     0.01%  FlowCon.fresher  [kernel.kallsyms]         [k] put_prev_entity
     0.01%  swapper          [kernel.kallsyms]         [k] handle_edge_irq
     0.01%  swapper          [kernel.kallsyms]         [k] __mod_memcg_state
     0.01%  mongod           [kernel.kallsyms]         [k] native_load_tls
     0.01%  dockerd          dockerd                   [.] runtime.reentersyscall
     0.01%  mongod           [kernel.kallsyms]         [k] str2hashbuf_signed
     0.01%  node             [JIT] tid 81683           [.] 0x00000000071fdb94
     0.01%  JournalFlusher   mongod                    [.] __wt_log_slot_switch
     0.01%  swapper          [kernel.kallsyms]         [k] next_online_pgdat
     0.01%  mongod           [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.01%  mongod           [kernel.kallsyms]         [k] dequeue_task_fair
     0.01%  ftdc             mongod                    [.] mongo::FTDCServerStatusCommandCollector::collect
     0.01%  consul           [kernel.kallsyms]         [k] hrtimer_reprogram
     0.01%  node             [JIT] tid 81683           [.] 0x00000000072da978
     0.01%  dockerd          [kernel.kallsyms]         [k] update_min_vruntime
     0.01%  swapper          [kernel.kallsyms]         [k] __note_gp_changes
     0.01%  consul           consul                    [.] github.com/armon/go-metrics.(*AggregateSample).Ingest
     0.01%  swapper          [kernel.kallsyms]         [k] run_rebalance_domains
     0.01%  consul           consul                    [.] github.com/armon/go-metrics.(*InmemSink).getInterval
     0.01%  node             libc-2.31.so              [.] __strcmp_avx2
     0.01%  dockerd          [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.01%  JournalFlusher   libpthread-2.27.so        [.] __condvar_cancel_waiting
     0.01%  FlowCon.fresher  [kernel.kallsyms]         [k] native_sched_clock
     0.01%  containerd       containerd                [.] runtime.retake
     0.01%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<mongo::PrepareConflictTracker>
     0.01%  consul           [kernel.kallsyms]         [k] _raw_write_lock_irq
     0.01%  ftdc             mongod                    [.] absl::container_internal::raw_hash_set<absl::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mongo::Command*>, mongo::StringMapHasher, mongo::StringMapEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mongo::Command*> > >::find<mongo::StringData>
     0.01%  gmain            [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.01%  consul           consul                    [.] runtime.growslice
     0.01%  node             [kernel.kallsyms]         [k] find_vma
     0.01%  node             [JIT] tid 81615           [.] 0x0000000006d66c48
     0.01%  swapper          [kernel.kallsyms]         [k] tick_do_update_jiffies64
     0.01%  consul           [kernel.kallsyms]         [k] check_preempt_curr
     0.01%  sshd             [kernel.kallsyms]         [k] __ip_queue_xmit
     0.01%  JournalFlusher   [kernel.kallsyms]         [k] pick_next_task_fair
     0.01%  consul           [kernel.kallsyms]         [k] _copy_from_user
     0.01%  ftdc             mongod                    [.] mongo::(anonymous namespace)::GlobalHistogramServerStatusSection::includeByDefault
     0.01%  rcu_sched        [kernel.kallsyms]         [k] newidle_balance
     0.01%  recommendation   recommendation            [.] runtime.ready
     0.01%  mongod           [kernel.kallsyms]         [k] get_futex_key
     0.01%  mongod           [kernel.kallsyms]         [k] get_futex_key_refs.isra.0
     0.01%  Backgro.kSource  mongod                    [.] mongo::ClockSource::waitForConditionUntil
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] __mod_lruvec_state
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] __mod_node_page_state
     0.01%  kworker/u32:2-e  [kernel.kallsyms]         [k] bit_cursor
     0.01%  sleep            [kernel.kallsyms]         [k] lockref_put_return
     0.01%  sleep            [kernel.kallsyms]         [k] zap_pte_range.isra.0
     0.01%  consul           consul                    [.] runtime.netpollBreak
     0.01%  kworker/15:10-m  [kernel.kallsyms]         [k] trigger_dyntick_cpu.isra.0
     0.01%  mongod           [kernel.kallsyms]         [k] ovl_permission
     0.01%  JournalFlusher   mongod                    [.] mongo::WiredTigerKVEngine::newRecoveryUnit
     0.01%  consul           consul                    [.] internal/poll.(*pollDesc).prepare
     0.01%  consul           [kernel.kallsyms]         [k] enqueue_hrtimer
     0.01%  kworker/13:7-ev  [kernel.kallsyms]         [k] update_load_avg
     0.01%  consul           [kernel.kallsyms]         [k] rw_verify_area
     0.01%  swapper          [kernel.kallsyms]         [k] blk_stat_timer_fn
