# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 111K of event 'cycles'
# Event count (approx.): 32297831238
#
# Overhead  Command          Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .....................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::_M_range_insert<__gnu_cxx::__normal_iterator<jaegertracing::Tag const*, std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> > > >
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::_M_cache_locale
     0.04%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::transport::TTransport::flush
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_recvfrom
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__ostream_insert<char, std::char_traits<char> >
     0.04%  HomeTimelineSer  libpthread-2.23.so     [.] __pthread_once
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_gso_segment
     0.04%  HomeTimelineSer  libc-2.23.so           [.] __vsprintf_chk
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] fput
     0.04%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::write
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_ack
     0.04%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageService_ReadPosts_pargs::write
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __kmalloc_reserve.isra.0
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::ctype<char> >
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] iptunnel_handle_offloads
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_skb_from_cqe_linear
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] poll_freewait
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] finish_task_switch
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_streambuf<char, std::char_traits<char> >::uflow
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::~basic_ostringstream
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] handle_irq_event_percpu
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::SpanContext
     0.03%  HomeTimelineSer  libc-2.23.so           [.] strchrnul
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __dev_forward_skb
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_free
     0.03%  HomeTimelineSer  HomeTimelineService    [.] redisNetRead
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.03%  HomeTimelineSer  HomeTimelineService    [.] createStringObject
     0.03%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::propagation::Propagator<opentracing::v2::TextMapReader const&, opentracing::v2::TextMapWriter const&>::inject
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_def_readable
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_sendmsg
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] clear_buddies
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] x86_pmu_disable
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __nf_ct_refresh_acct
     0.03%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::release
     0.03%  HomeTimelineSer  libc-2.23.so           [.] __ctype_b_loc
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_options_write
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::overflow
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] napi_complete_done
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageServiceClient::ReadPosts
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::reserve
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_get_local_port_range
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_get_route
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::ClientPool<social_network::ThriftClient<social_network::PostStorageServiceClient> >::Keepalive
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_sendmsg
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] iov_iter_advance
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::condition_variable::notify_one
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_ehashfn
     0.03%  HomeTimelineSer  libc-2.23.so           [.] strerror_l
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::istream::putback
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] check_preempt_curr
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_xdpsq_cq
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] notifier_call_chain
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] can_migrate_task
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_ack_snd_check
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] udp_set_csum
     0.03%  HomeTimelineSer  HomeTimelineService    [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::~vector
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_established_options
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_ico_cq
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_mstamp_refresh
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] copyout
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_completion_event
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::readAll_virt
     0.03%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::SpanReference::Apply
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sched_clock_cpu
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_release_all
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_local_in
     0.03%  HomeTimelineSer  libc-2.23.so           [.] __sprintf_chk
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] do_IRQ
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_vxlan_lookup_port
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_hashkey_param
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rearm_rto
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::readAll<apache::thrift::transport::TSocket>@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] swapgs_restore_regs_and_return_to_usermode
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] should_failslab
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] memcpy@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __sk_mem_raise_allocated
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] page_frag_free
     0.03%  HomeTimelineSer  libc-2.23.so           [.] __bzero
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] _copy_from_user
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::init
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] pskb_expand_head
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] raw_local_deliver
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_pre_routing
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] update_rq_clock
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] udp4_lib_lookup2
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __fdget
     0.03%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readListBegin_virt
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >
     0.03%  HomeTimelineSer  HomeTimelineService    [.] redisAppendCommand
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::read_virt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] br_allowed_egress
     0.03%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] futex_wait_setup
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_handle_rx_dim
     0.03%  HomeTimelineSer  HomeTimelineService    [.] sdsnewlen
     0.03%  HomeTimelineSer  HomeTimelineService    [.] redisReaderFeed
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::_M_init
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_pull_rcsum
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] csum_partial
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] map_id_range_down
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_poll
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_sendto
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_pull
     0.03%  HomeTimelineSer  HomeTimelineService    [.] string2ll
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_forced_mem_schedule
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readMessageBegin_virt
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::clear
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] dev_queue_xmit
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_post_rx_wqes
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_gso_segment
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::ctype<char> >
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] set_next_task_idle
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] br_fdb_find_rcu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_csum_update
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_ct_invert_tuple
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] copyin
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_fill_param_proto
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_zerocopy_clone
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] remove_wait_queue
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] get_futex_key
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] validate_xmit_skb_list
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_chrono_start
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisGetReplyFromReader
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] simple_copy_to_iter
     0.02%  HomeTimelineSer  HomeTimelineService    [.] social_network::TextMapWriter::Set
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_cq_tasklet_cb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ns_to_timespec64
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_rcv_finish
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_gro_receive
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeMessageEnd_virt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] account_entity_enqueue
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] kmem_cache_free_bulk
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_zerocopy_put
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::write_virt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] malloc@plt
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::Tracer::Extract
     0.02%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::print<std::ostream>
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] br_handle_vlan
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] napi_consume_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] security_xfrm_decode_session
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] find_exception
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::pbackfail
     0.02%  HomeTimelineSer  HomeTimelineService    [.] operator new@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __account_cfs_rq_runtime
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::isOpen
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_rbx
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] pick_next_entity
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] dql_completed
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] flexible_sched_in
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_gso_transport_seglen
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_xfrm_me_harder
     0.02%  HomeTimelineSer  HomeTimelineService    [.] sdsrange
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisNetWrite
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __napi_schedule
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nbp_switchdev_allowed_egress
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] netif_rx
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] resched_curr
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_vs_conn_put_timer
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] operator delete
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] apic_ack_irq
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] activate_task
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_send_prepare
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_fill_iph_skb_off
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] hash_futex
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] available_idle_cpu
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] _raw_spin_unlock_bh
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.02%  HomeTimelineSer  HomeTimelineService    [.] free@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_chrono_stop
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rcu_irq_enter
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_csum_hwoffload_help
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] trigger_dyntick_cpu.isra.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] build_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_first
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] _copy_from_iter_full
     0.02%  HomeTimelineSer  HomeTimelineService    [.] createArrayObject
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] cpumask_next_and
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_sync
     0.02%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::expected<std::unique_ptr<opentracing::v2::SpanContext, std::default_delete<opentracing::v2::SpanContext> >, std::error_code>::~expected
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::_Vector_base<std::shared_ptr<jaegertracing::reporters::Reporter>, std::allocator<std::shared_ptr<jaegertracing::reporters::Reporter> > >::_M_allocate
     0.02%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::_need_reconnect
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] native_read_msr
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] bictcp_cong_avoid
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_local_deliver_finish
     0.02%  HomeTimelineSer  HomeTimelineService    [.] freeReplyObject
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] udp4_ufo_fragment
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.02%  HomeTimelineSer  HomeTimelineService    [.] social_network::ServiceException::~ServiceException
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] bictcp_acked
     0.02%  HomeTimelineSer  libc-2.23.so           [.] _IO_setb
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::unique_lock<std::mutex>::unlock
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] l3mdev_fib_table_rcu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] set_task_cpu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_gso_validate_network_len
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] consume_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] calc_wheel_index
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rcu_all_qs
     0.02%  HomeTimelineSer  HomeTimelineService    [.] pthread_mutex_unlock@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] social_network::TextMapReader::ForeachKey
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] fib_select_path
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readMapBegin_virt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::exception::~exception@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] operator delete@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] sdscatvprintf
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ksize
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_handle_rx_cqe
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_vs_find_vni
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_rcx
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_out_get_proto
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_push_pending_frames
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_proto_csum_replace4
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_select_ident
     0.02%  HomeTimelineSer  HomeTimelineService    [.] __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_futex
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] encap_bypass_if_local
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] strlen@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_headers_offset_update
     0.01%  HomeTimelineSer  libjaegertracing.so.0  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] xfrm_lookup
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] eth_gro_receive
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] aa_apply_modes_to_perms
     0.01%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.01%  HomeTimelineSer  HomeTimelineService    [.] std::basic_streambuf<char, std::char_traits<char> >::uflow@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_addr_type_dev_table
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] set_next_buddy
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::_M_dispose_callbacks
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] apic_timer_interrupt
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] security_sock_rcv_skb
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] aa_check_perms
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] udp_queue_rcv_one_skb
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __sock_wfree
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_update_conntrack
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_rcv
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_do_rcv
     0.01%  HomeTimelineSer  HomeTimelineService    [.] memset@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_tx_timestamp
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_irq_int_handler
