# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 60185330682
#
# Overhead  Command  Shared Object      Symbol                                                                                     
# ........  .......  .................  ...........................................................................................
#
     0.02%  rate     [kernel.kallsyms]  [k] iov_iter_init
     0.02%  rate     rate               [.] runtime.bulkBarrierPreWrite
     0.02%  rate     rate               [.] runtime.park_m
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.02%  rate     rate               [.] fmt.(*pp).free
     0.02%  rate     rate               [.] fmt.(*ss).token
     0.02%  rate     rate               [.] encoding/json.stateInStringEsc
     0.02%  rate     rate               [.] sync/atomic.runtime_procUnpin
     0.02%  rate     rate               [.] golang.org/x/net/http2.parsePingFrame
     0.02%  rate     [kernel.kallsyms]  [k] get_nohz_timer_target
     0.02%  rate     [kernel.kallsyms]  [k] lock_hrtimer_base
     0.02%  rate     rate               [.] strings.Index
     0.02%  rate     [kernel.kallsyms]  [k] tcp_v4_send_check
     0.02%  rate     [kernel.kallsyms]  [k] get_page_from_freelist
     0.02%  rate     [kernel.kallsyms]  [k] _copy_to_iter
     0.02%  rate     [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.02%  rate     [kernel.kallsyms]  [k] enqueue_hrtimer
     0.02%  rate     [kernel.kallsyms]  [k] tcp_chrono_stop
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn
     0.02%  rate     rate               [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.02%  rate     rate               [.] runtime.(*pageAlloc).update
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.ContextFromString
     0.02%  rate     rate               [.] runtime.gcFlushBgCredit
     0.02%  rate     rate               [.] runtime.assertI2I2
     0.02%  rate     [kernel.kallsyms]  [k] inet_recvmsg
     0.02%  rate     rate               [.] runtime.rawstring
     0.02%  rate     rate               [.] strings.Join
     0.02%  rate     [kernel.kallsyms]  [k] __copy_skb_header
     0.02%  rate     rate               [.] runtime.ifaceeq
     0.02%  rate     rate               [.] bytes.(*Buffer).WriteString
     0.02%  rate     [kernel.kallsyms]  [k] netif_rx
     0.02%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.02%  rate     rate               [.] time.tzsetName
     0.02%  rate     rate               [.] github.com/rs/zerolog.(*Event).Str
     0.02%  rate     [kernel.kallsyms]  [k] skb_entail
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.02%  rate     rate               [.] runtime.semrelease1
     0.02%  rate     rate               [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  rate     [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.02%  rate     rate               [.] reflect.MakeMapWithSize
     0.02%  rate     [kernel.kallsyms]  [k] alloc_pages_vma
     0.02%  rate     rate               [.] fmt.(*ss).scanInt
     0.01%  rate     [kernel.kallsyms]  [k] user_path_at_empty
     0.01%  rate     [kernel.kallsyms]  [k] ip_send_check
     0.01%  rate     [kernel.kallsyms]  [k] nf_confirm
     0.01%  rate     rate               [.] time.getnum
     0.01%  rate     [kernel.kallsyms]  [k] tcp_add_backlog
     0.01%  rate     [kernel.kallsyms]  [k] scheduler_tick
     0.01%  rate     rate               [.] syscall.Getenv.dwrap.2
     0.01%  rate     [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  rate     [kernel.kallsyms]  [k] aa_file_perm
     0.01%  rate     rate               [.] runtime.(*mcentral).uncacheSpan
     0.01%  rate     [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.01%  rate     [kernel.kallsyms]  [k] nf_ip_checksum
     0.01%  rate     rate               [.] runtime.gcWriteBarrierR9
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.01%  rate     [kernel.kallsyms]  [k] vfs_getattr
     0.01%  rate     rate               [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  rate     [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.01%  rate     rate               [.] fmt.Fprintf
     0.01%  rate     [kernel.kallsyms]  [k] activate_task
     0.01%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler
     0.01%  rate     rate               [.] runtime.assertE2I
     0.01%  rate     [kernel.kallsyms]  [k] __mod_zone_page_state
     0.01%  rate     [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.01%  rate     [kernel.kallsyms]  [k] raise_softirq
     0.01%  rate     [kernel.kallsyms]  [k] sk_reset_timer
     0.01%  rate     rate               [.] runtime.memhash64
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.01%  rate     [kernel.kallsyms]  [k] tcp_sendmsg
     0.01%  rate     [kernel.kallsyms]  [k] __do_sys_madvise
     0.01%  rate     rate               [.] syscall.Syscall6.abi0
     0.01%  rate     rate               [.] syscall.Getcwd
     0.01%  rate     rate               [.] fmt.(*pp).fmtInteger
     0.01%  rate     [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  rate     [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.01%  rate     [kernel.kallsyms]  [k] memcpy_erms
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*conn).extendDeadline
     0.01%  rate     rate               [.] runtime.notewakeup
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.01%  rate     [kernel.kallsyms]  [k] __skb_clone
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.01%  rate     [kernel.kallsyms]  [k] __sb_start_write
     0.01%  rate     [kernel.kallsyms]  [k] common_perm_cond
     0.01%  rate     [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.01%  rate     rate               [.] fmt.Fscanf
     0.01%  rate     [kernel.kallsyms]  [k] do_softirq_own_stack
     0.01%  rate     [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  rate     [kernel.kallsyms]  [k] tcp_mtu_probe
     0.01%  rate     [kernel.kallsyms]  [k] select_estimate_accuracy
     0.01%  rate     [kernel.kallsyms]  [k] tcp_newly_delivered
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.01%  rate     [kernel.kallsyms]  [k] enqueue_timer
     0.01%  rate     rate               [.] os.Getwd
     0.01%  rate     rate               [.] sort.Search
     0.01%  rate     [kernel.kallsyms]  [k] tcp_poll
     0.01%  rate     [kernel.kallsyms]  [k] minmax_running_min
     0.01%  rate     rate               [.] encoding/json.(*scanner).pushParseState
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.01%  rate     [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  rate     [kernel.kallsyms]  [k] lru_cache_add_active_or_unevictable
     0.01%  rate     rate               [.] fmt.(*ss).scanUint
     0.01%  rate     rate               [.] runtime.makemap_small
     0.01%  rate     rate               [.] runtime.netpollBreak
     0.01%  rate     [kernel.kallsyms]  [k] security_socket_recvmsg
     0.01%  rate     rate               [.] runtime.(*gcControllerState).findRunnableGCWorker
     0.01%  rate     rate               [.] runtime.modtimer
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  rate     rate               [.] reflect.convertOp
     0.01%  rate     rate               [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  rate     rate               [.] runtime.nanotime
     0.01%  rate     [kernel.kallsyms]  [k] __pm_relax
     0.01%  rate     [kernel.kallsyms]  [k] tcp_current_mss
     0.01%  rate     rate               [.] reflect.Value.Addr
     0.01%  rate     rate               [.] reflect.(*rtype).exportedMethods
     0.01%  rate     rate               [.] runtime.(*pageAlloc).scavengeOne
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.01%  rate     [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.mergeAny
     0.01%  rate     [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.01%  rate     rate               [.] gogo
     0.01%  rate     [kernel.kallsyms]  [k] tcp_check_space
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  rate     [kernel.kallsyms]  [k] zap_page_range
     0.01%  rate     rate               [.] fmt.notSpace
     0.01%  rate     [kernel.kallsyms]  [k] task_tick_fair
     0.01%  rate     [kernel.kallsyms]  [k] vmacache_find
     0.01%  rate     rate               [.] bytes.(*Reader).Read
     0.01%  rate     rate               [.] runtime.memhash8
     0.01%  rate     rate               [.] runtime.forEachG
     0.01%  rate     rate               [.] runtime.sysUnused
     0.01%  rate     rate               [.] runtime.preemptPark
     0.01%  rate     rate               [.] sync/atomic.(*Value).Store
     0.01%  rate     [kernel.kallsyms]  [k] irq_work_run_list
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  rate     rate               [.] runtime.(*addrRanges).findSucc
     0.01%  rate     [kernel.kallsyms]  [k] ovl_path_type
     0.01%  rate     [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  rate     [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  rate     rate               [.] runtime.mput
     0.01%  rate     rate               [.] reflect.(*rtype).PkgPath
     0.01%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto.(*Request).Reset
     0.01%  rate     [kernel.kallsyms]  [k] _copy_from_iter_full
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.01%  rate     [kernel.kallsyms]  [k] security_socket_sendmsg
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct_message
     0.01%  rate     [kernel.kallsyms]  [k] ret_from_intr
     0.01%  rate     [kernel.kallsyms]  [k] terminate_walk
     0.01%  rate     [kernel.kallsyms]  [k] inet_sendmsg
     0.01%  rate     [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.01%  rate     rate               [.] runtime.atomicwb
     0.01%  rate     [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%  rate     rate               [.] reflect.makeString
     0.01%  rate     [kernel.kallsyms]  [k] page_counter_cancel
     0.01%  rate     rate               [.] runtime.gcStart
     0.01%  rate     [kernel.kallsyms]  [k] skb_pull
     0.01%  rate     rate               [.] strconv.FormatInt
     0.01%  rate     [kernel.kallsyms]  [k] ext4_getattr
     0.01%  rate     [kernel.kallsyms]  [k] task_ctx_sched_out
     0.01%  rate     rate               [.] reflect.(*rtype).Implements
     0.01%  rate     rate               [.] os.statNolog
     0.01%  rate     rate               [.] fmt.(*fmt).truncateString
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.01%  rate     rate               [.] fmt.(*fmt).padString
     0.01%  rate     [kernel.kallsyms]  [k] revert_creds
     0.01%  rate     rate               [.] encoding/json.state1
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.01%  rate     rate               [.] time.(*Time).addSec
     0.01%  rate     [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  rate     [kernel.kallsyms]  [k] generic_pipe_buf_confirm
     0.01%  rate     rate               [.] runtime.typeBitsBulkBarrier
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn
     0.01%  rate     rate               [.] runtime.heapBits.forwardOrBoundary
     0.01%  rate     rate               [.] runtime.(*spanSetBlockAlloc).alloc
     0.01%  rate     rate               [.] runtime.selectnbrecv
     0.01%  rate     [kernel.kallsyms]  [k] __next_zones_zonelist
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.01%  rate     rate               [.] runtime.trygetfull
     0.01%  rate     rate               [.] fmt.newScanState
     0.01%  rate     [kernel.kallsyms]  [k] default_wake_function
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  rate     [kernel.kallsyms]  [k] putname
     0.01%  rate     [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.01%  rate     [kernel.kallsyms]  [k] lock_timer_base
     0.01%  rate     rate               [.] os.Getenv
     0.01%  rate     [kernel.kallsyms]  [k] tcp_wfree
     0.01%  rate     [kernel.kallsyms]  [k] idle_cpu
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  rate     [kernel.kallsyms]  [k] mem_cgroup_page_lruvec
     0.01%  rate     [kernel.kallsyms]  [k] task_curr
     0.01%  rate     [kernel.kallsyms]  [k] free_unref_page_prepare.part.0
     0.01%  rate     rate               [.] internal/poll.(*FD).Write.dwrap.13
     0.01%  rate     rate               [.] runtime.gcDrainN
     0.01%  rate     [kernel.kallsyms]  [k] copy_page_from_iter
     0.01%  rate     rate               [.] encoding/json.(*Decoder).refill
     0.01%  rate     [kernel.kallsyms]  [k] rcu_irq_exit
     0.01%  rate     rate               [.] reflect.Value.Index
     0.01%  rate     rate               [.] runtime.wbBufFlush
     0.01%  rate     [kernel.kallsyms]  [k] tcp_data_ready
     0.01%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.01%  rate     [kernel.kallsyms]  [k] vfs_statx
     0.01%  rate     [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.01%  rate     rate               [.] github.com/rs/zerolog.glob..func5
     0.01%  rate     [kernel.kallsyms]  [k] native_iret
     0.01%  rate     [kernel.kallsyms]  [k] set_normalized_timespec64
     0.01%  rate     rate               [.] runtime.scanframeworker
     0.01%  rate     [kernel.kallsyms]  [k] __mod_lruvec_state
     0.01%  rate     rate               [.] runtime.(*gcWork).dispose
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1
     0.01%  rate     [kernel.kallsyms]  [k] rcu_irq_enter
     0.01%  rate     [kernel.kallsyms]  [k] ovl_inode_upper
     0.01%  rate     [kernel.kallsyms]  [k] fpu__clear
     0.01%  rate     [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.01%  rate     [kernel.kallsyms]  [k] up_read
     0.01%  rate     [kernel.kallsyms]  [k] rmqueue
     0.01%  rate     rate               [.] runtime.deferreturn
     0.01%  rate     rate               [.] internal/poll.setDeadlineImpl
     0.01%  rate     [kernel.kallsyms]  [k] set_next_buddy
     0.01%  rate     [kernel.kallsyms]  [k] pick_next_task_idle
     0.01%  rate     rate               [.] reflect.resolveTypeOff
     0.01%  rate     rate               [.] runtime.siftupTimer
     0.01%  rate     [kernel.kallsyms]  [k] mem_cgroup_uncharge_list
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  rate     rate               [.] fmt.(*ss).scanNumber
     0.01%  rate     [kernel.kallsyms]  [k] copyout
     0.01%  rate     rate               [.] runtime.convT64
     0.01%  rate     rate               [.] reflect.(*structType).FieldByName
     0.01%  rate     rate               [.] runtime.markroot.func1
     0.01%  rate     rate               [.] context.(*cancelCtx).Value
     0.01%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.01%  rate     [kernel.kallsyms]  [k] __sigqueue_free.part.0
     0.01%  rate     rate               [.] runtime.(*mheap).alloc
     0.01%  rate     rate               [.] runtime.(*gcWork).tryGet
     0.01%  rate     rate               [.] reflect.Zero
     0.01%  rate     [kernel.kallsyms]  [k] __sb_end_write
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_reprogram
     0.01%  rate     rate               [.] runtime.rawbyteslice
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.01%  rate     [kernel.kallsyms]  [k] __wake_up_sync_key
     0.01%  rate     rate               [.] github.com/rs/zerolog.glob..func4
     0.01%  rate     rate               [.] strconv.atof64
     0.01%  rate     [kernel.kallsyms]  [k] touch_atime
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  rate     rate               [.] runtime.goready.func1
     0.01%  rate     rate               [.] countbody
     0.01%  rate     [kernel.kallsyms]  [k] nf_checksum
     0.01%  rate     rate               [.] runtime.memclrHasPointers
     0.01%  rate     [kernel.kallsyms]  [k] irq_exit
     0.01%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  rate     rate               [.] runtime.(*addrRanges).cloneInto
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.01%  rate     [kernel.kallsyms]  [k] account_user_time
     0.01%  rate     [kernel.kallsyms]  [k] __skb_ext_del
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01%  rate     [kernel.kallsyms]  [k] update_fast_timekeeper
     0.01%  rate     [kernel.kallsyms]  [k] restore_sigcontext
     0.01%  rate     rate               [.] bufio.(*Reader).fill
     0.01%  rate     [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.01%  rate     rate               [.] runtime.(*addrRanges).removeLast
     0.01%  rate     [kernel.kallsyms]  [k] lock_sock_nested
     0.01%  rate     rate               [.] runtime.gogo.abi0
     0.01%  rate     [kernel.kallsyms]  [k] page_counter_uncharge
     0.01%  rate     [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.01%  rate     rate               [.] runtime.scanstack
     0.01%  rate     [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.01%  rate     rate               [.] runtime.sysHugePage
     0.01%  rate     [kernel.kallsyms]  [k] sync_mm_rss
     0.01%  rate     [kernel.kallsyms]  [k] security_inode_permission
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*conn).condRelease
     0.01%  rate     [kernel.kallsyms]  [k] __netif_receive_skb_list_core
     0.01%  rate     [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  rate     rate               [.] golang.org/x/net/http2.parseDataFrame
     0.01%  rate     [kernel.kallsyms]  [k] up_write
     0.01%  rate     rate               [.] runtime.gfget.func1
     0.01%  rate     [kernel.kallsyms]  [k] skb_clone
     0.01%  rate     [kernel.kallsyms]  [k] __sigqueue_alloc
     0.01%  rate     [kernel.kallsyms]  [k] legitimize_links
     0.01%  rate     [kernel.kallsyms]  [k] __x64_sys_rt_sigreturn
     0.01%  rate     rate               [.] internal/bytealg.CountString.abi0
     0.01%  rate     [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.01%  rate     [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  rate     [kernel.kallsyms]  [k] llist_add_batch
     0.01%  rate     [kernel.kallsyms]  [k] smp_call_function_interrupt
     0.01%  rate     [kernel.kallsyms]  [k] do_user_addr_fault
     0.01%  rate     [kernel.kallsyms]  [k] __alloc_skb
     0.01%  rate     rate               [.] reflect.Value.Pointer
     0.01%  rate     rate               [.] runtime.newproc.func1
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct
     0.01%  rate     rate               [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  rate     [kernel.kallsyms]  [k] kill_fasync
     0.01%  rate     [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField3
     0.01%  rate     [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%  rate     [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  rate     rate               [.] encoding/json.cachedTypeFields
     0.01%  rate     [kernel.kallsyms]  [k] __wake_up
     0.01%  rate     [kernel.kallsyms]  [k] prepare_signal
     0.01%  rate     rate               [.] runtime.(*stackScanState).addObject
     0.01%  rate     rate               [.] runtime.readyWithTime
     0.01%  rate     rate               [.] encoding/json.stateEndTop
     0.01%  rate     rate               [.] runtime.stackcache_clear
     0.01%  rate     [kernel.kallsyms]  [k] smp_reschedule_interrupt
     0.01%  rate     [kernel.kallsyms]  [k] ktime_get_with_offset
     0.01%  rate     rate               [.] runtime.(*gcWork).balance
     0.01%  rate     rate               [.] fmt.(*ss).convertString
     0.01%  rate     [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.01%  rate     [kernel.kallsyms]  [k] generic_update_time
     0.01%  rate     rate               [.] runtime.freeSomeWbufs
     0.01%  rate     rate               [.] runtime.runtimer
     0.01%  rate     rate               [.] runtime.closechan
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.01%  rate     rate               [.] time.Until
     0.01%  rate     rate               [.] runtime.convI2I
     0.01%  rate     [kernel.kallsyms]  [k] __dequeue_signal
     0.01%  rate     [kernel.kallsyms]  [k] skb_free_head
     0.01%  rate     [kernel.kallsyms]  [k] pipe_read
     0.01%  rate     rate               [.] runtime.scavengeSleep
     0.01%  rate     rate               [.] runtime.procresize
     0.01%  rate     rate               [.] strconv.special
     0.01%  rate     [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  rate     rate               [.] runtime.binarySearchTree
     0.01%  rate     [kernel.kallsyms]  [k] tlb_flush_mmu
     0.01%  rate     rate               [.] runtime.bgsweep
     0.01%  rate     rate               [.] google.golang.org/grpc.checkRecvPayload
     0.01%  rate     [kernel.kallsyms]  [k] should_failslab
     0.01%  rate     [kernel.kallsyms]  [k] __vfs_write
     0.01%  rate     rate               [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.01%  rate     rate               [.] sort.quickSort
     0.01%  rate     [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.01%  rate     rate               [.] bytes.Count
     0.01%  rate     [kernel.kallsyms]  [k] blk_start_plug
     0.01%  rate     [kernel.kallsyms]  [k] free_unref_page_list
     0.01%  rate     [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.01%  rate     [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.01%  rate     [kernel.kallsyms]  [k] __radix_tree_lookup
     0.01%  rate     rate               [.] runtime.rawstringtmp
     0.01%  rate     rate               [.] fmt.(*ss).doScanf.dwrap.6
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.01%  rate     [kernel.kallsyms]  [k] tcp_push
     0.01%  rate     rate               [.] runtime.publicationBarrier.abi0
     0.01%  rate     rate               [.] runtime.saveAncestors
     0.01%  rate     rate               [.] runtime.doaddtimer
     0.01%  rate     rate               [.] internal/poll.(*pollDesc).prepare
     0.01%  rate     [kernel.kallsyms]  [k] sock_zerocopy_put
     0.01%  rate     rate               [.] context.propagateCancel
     0.01%  rate     rate               [.] runtime.(*mheap).nextSpanForSweep
     0.01%  rate     [kernel.kallsyms]  [k] propagate_protected_usage
     0.01%  rate     [kernel.kallsyms]  [k] rcu_qs
     0.01%  rate     [kernel.kallsyms]  [k] tlb_finish_mmu
     0.01%  rate     rate               [.] runtime.sigtrampgo
     0.01%  rate     [kernel.kallsyms]  [k] fpregs_mark_activate
     0.01%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.01%  rate     [kernel.kallsyms]  [k] scheduler_ipi
     0.01%  rate     rate               [.] runtime.putempty
     0.01%  rate     [kernel.kallsyms]  [k] tcp_send_ack
     0.01%  rate     rate               [.] encoding/json.Unmarshal
     0.01%  rate     [kernel.kallsyms]  [k] down_read
     0.01%  rate     [kernel.kallsyms]  [k] cpumask_any_but
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.01%  rate     [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  rate     rate               [.] runtime.(*pallocData).findScavengeCandidate
     0.01%  rate     rate               [.] time.tzset
     0.01%  rate     rate               [.] runtime.exitsyscallfast_reacquired
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  rate     rate               [.] runtime.(*stackScanState).getPtr
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.01%  rate     rate               [.] reflect.(*rtype).String
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.01%  rate     rate               [.] runtime.stringtoslicebyte
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  rate     rate               [.] time.now
     0.01%  rate     [kernel.kallsyms]  [k] copy_fpstate_to_sigframe
     0.01%  rate     [kernel.kallsyms]  [k] mem_cgroup_charge_statistics
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.Clone
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  rate     [kernel.kallsyms]  [k] kthread_blkcg
     0.00%  rate     rate               [.] sync/atomic.StorePointer
     0.00%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  rate     [kernel.kallsyms]  [k] __count_memcg_events
     0.00%  rate     [kernel.kallsyms]  [k] prep_new_page
     0.00%  rate     [kernel.kallsyms]  [k] do_IRQ
     0.00%  rate     rate               [.] time.atoi
     0.00%  rate     [kernel.kallsyms]  [k] policy_nodemask
     0.00%  rate     rate               [.] runtime.chanparkcommit
     0.00%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  rate     rate               [.] runtime.(*pageAlloc).find
     0.00%  rate     [kernel.kallsyms]  [k] fpstate_init
     0.00%  rate     [kernel.kallsyms]  [k] trigger_dyntick_cpu.isra.0
     0.00%  rate     [kernel.kallsyms]  [k] lockref_put_return
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.00%  rate     [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.00%  rate     [kernel.kallsyms]  [k] inet_ehashfn
     0.00%  rate     rate               [.] sync/atomic.runtime_procPin
     0.00%  rate     [kernel.kallsyms]  [k] mntput_no_expire
     0.00%  rate     [kernel.kallsyms]  [k] uncharge_batch
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.00%  rate     [kernel.kallsyms]  [k] update_process_times
     0.00%  rate     rate               [.] github.com/rs/zerolog.(*callerHook).Run
     0.00%  rate     [kernel.kallsyms]  [k] __x64_sys_getpid
     0.00%  rate     rate               [.] runtime.(*gcControllerState).revise
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.00%  rate     [kernel.kallsyms]  [k] aa_may_signal
     0.00%  rate     [kernel.kallsyms]  [k] mlx5_eq_comp_int
     0.00%  rate     [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  rate     [kernel.kallsyms]  [k] __x2apic_send_IPI_mask
     0.00%  rate     [kernel.kallsyms]  [k] get_timespec64
