# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 22K of event 'cycles'
# Event count (approx.): 53611014677
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.02%  rate     [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.02%  rate     rate               [.] runtime.(*mheap).alloc.func1
     0.02%  rate     [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.02%  rate     rate               [.] syscall.fstatat
     0.02%  rate     rate               [.] sync/atomic.runtime_procPin
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*DataFrame).Header
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.02%  rate     [kernel.kallsyms]  [k] pipe_read
     0.02%  rate     rate               [.] fmt.notSpace
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.02%  rate     [kernel.kallsyms]  [k] __vfs_write
     0.02%  rate     rate               [.] sort.quickSort
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.02%  rate     [kernel.kallsyms]  [k] should_failslab
     0.02%  rate     rate               [.] runtime.makeslicecopy
     0.02%  rate     [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.02%  rate     [kernel.kallsyms]  [k] ttwu_do_activate
     0.02%  rate     rate               [.] bytes.(*Buffer).WriteString
     0.02%  rate     [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  rate     rate               [.] reflect.(*rtype).uncommon
     0.02%  rate     rate               [.] time.tzsetOffset
     0.02%  rate     rate               [.] google.golang.org/grpc.encode
     0.02%  rate     [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct
     0.02%  rate     rate               [.] runtime.mput
     0.02%  rate     [kernel.kallsyms]  [k] tcp_mtu_probe
     0.02%  rate     rate               [.] sort.Search
     0.02%  rate     rate               [.] math/rand.(*rngSource).Int63
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.02%  rate     rate               [.] time.tzsetName
     0.02%  rate     [kernel.kallsyms]  [k] reschedule_interrupt
     0.02%  rate     [kernel.kallsyms]  [k] br_handle_vlan
     0.02%  rate     rate               [.] reflect.(*rtype).Field
     0.02%  rate     [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.02%  rate     [kernel.kallsyms]  [k] br_nf_forward_finish
     0.02%  rate     [kernel.kallsyms]  [k] terminate_walk
     0.02%  rate     [kernel.kallsyms]  [k] inet_send_prepare
     0.02%  rate     [kernel.kallsyms]  [k] vfs_statx
     0.02%  rate     rate               [.] reflect.Zero
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.02%  rate     rate               [.] reflect.Value.Index
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.02%  rate     [kernel.kallsyms]  [k] skb_network_protocol
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*conn).extendDeadline
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  rate     rate               [.] runtime.memhash64
     0.01%  rate     [kernel.kallsyms]  [k] scheduler_ipi
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.01%  rate     [kernel.kallsyms]  [k] set_next_task_idle
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct.func1
     0.01%  rate     [kernel.kallsyms]  [k] ovl_permission
     0.01%  rate     [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.01%  rate     rate               [.] runtime.heapBits.initSpan
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.01%  rate     rate               [.] encoding/json.(*scanner).pushParseState
     0.01%  rate     rate               [.] reflect.Value.NumMethod
     0.01%  rate     [kernel.kallsyms]  [k] tcp_send_ack
     0.01%  rate     rate               [.] sync/atomic.CompareAndSwapPointer
     0.01%  rate     rate               [.] context.propagateCancel
     0.01%  rate     rate               [.] runtime.ifaceeq
     0.01%  rate     rate               [.] time.(*Location).get
     0.01%  rate     [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%  rate     rate               [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*udpSender).Append
     0.01%  rate     rate               [.] context.WithCancel.func1
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WritePing
     0.01%  rate     [kernel.kallsyms]  [k] clear_buddies
     0.01%  rate     [kernel.kallsyms]  [k] clockevents_program_event
     0.01%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw
     0.01%  rate     rate               [.] runtime.gfput
     0.01%  rate     rate               [.] golang.org/x/net/http2.parseDataFrame
     0.01%  rate     [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  rate     [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  rate     [kernel.kallsyms]  [k] tcp_options_write
     0.01%  rate     rate               [.] github.com/rs/zerolog.glob..func4
     0.01%  rate     rate               [.] runtime.morestack_noctxt.abi0
     0.01%  rate     [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.01%  rate     [kernel.kallsyms]  [k] walk_component
     0.01%  rate     [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.01%  rate     rate               [.] runtime.callers
     0.01%  rate     [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  rate     rate               [.] reflect.(*rtype).String
     0.01%  rate     rate               [.] runtime.exitsyscallfast_reacquired
     0.01%  rate     [kernel.kallsyms]  [k] __remove_hrtimer
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn
     0.01%  rate     rate               [.] runtime.(*mcentral).uncacheSpan
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.01%  rate     rate               [.] golang.org/x/net/http2.parseHeadersFrame
     0.01%  rate     rate               [.] runtime.makemap_small
     0.01%  rate     rate               [.] runtime.selparkcommit
     0.01%  rate     rate               [.] github.com/rs/zerolog.Level.String
     0.01%  rate     rate               [.] strconv.atof64exact
     0.01%  rate     [kernel.kallsyms]  [k] __sock_wfree
     0.01%  rate     rate               [.] strconv.ParseInt
     0.01%  rate     rate               [.] context.(*cancelCtx).cancel
     0.01%  rate     [kernel.kallsyms]  [k] tcp_send_mss
     0.01%  rate     [kernel.kallsyms]  [k] ovl_layer_lower
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  rate     rate               [.] encoding/json.state0
     0.01%  rate     [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.01%  rate     [kernel.kallsyms]  [k] dput
     0.01%  rate     rate               [.] runtime.newproc
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.01%  rate     [kernel.kallsyms]  [k] ret_from_intr
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.01%  rate     rate               [.] runtime.(*pageAlloc).update
     0.01%  rate     [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  rate     [kernel.kallsyms]  [k] ip_sabotage_in
     0.01%  rate     [kernel.kallsyms]  [k] default_wake_function
     0.01%  rate     [kernel.kallsyms]  [k] idle_cpu
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.01%  rate     [kernel.kallsyms]  [k] legitimize_root
     0.01%  rate     [kernel.kallsyms]  [k] memcpy
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.01%  rate     [kernel.kallsyms]  [k] netif_rx
     0.01%  rate     rate               [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.01%  rate     rate               [.] reflect.typedmemmove
     0.01%  rate     rate               [.] bytes.(*Buffer).WriteTo
     0.01%  rate     rate               [.] google.golang.org/grpc.(*parser).recvMsg
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  rate     rate               [.] encoding/json.(*scanner).popParseState
     0.01%  rate     rate               [.] github.com/rs/zerolog.glob..func5
     0.01%  rate     [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  rate     [kernel.kallsyms]  [k] tcp_chrono_stop
     0.01%  rate     rate               [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  rate     [kernel.kallsyms]  [k] complete_walk
     0.01%  rate     rate               [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  rate     [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.01%  rate     rate               [.] runtime.goexit1.abi0
     0.01%  rate     [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_reprogram
     0.01%  rate     rate               [.] sync/atomic.(*Value).Store
     0.01%  rate     rate               [.] fmt.(*ss).token
     0.01%  rate     rate               [.] runtime.modtimer
     0.01%  rate     [kernel.kallsyms]  [k] trigger_dyntick_cpu.isra.0
     0.01%  rate     [kernel.kallsyms]  [k] rcu_qs
     0.01%  rate     rate               [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.01%  rate     rate               [.] internal/bytealg.IndexByteString.abi0
     0.01%  rate     rate               [.] os.Getwd
     0.01%  rate     [kernel.kallsyms]  [k] set_user_sigmask
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  rate     rate               [.] runtime.(*pageBits).popcntRange
     0.01%  rate     rate               [.] strconv.parseFloatPrefix
     0.01%  rate     [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*staticAddr).String
     0.01%  rate     [kernel.kallsyms]  [k] __pm_relax
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.01%  rate     rate               [.] runtime.adjustdefers
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  rate     [kernel.kallsyms]  [k] timerqueue_del
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  rate     rate               [.] sync.(*poolDequeue).pushHead
     0.01%  rate     [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed64
     0.01%  rate     [kernel.kallsyms]  [k] skb_pull
     0.01%  rate     rate               [.] runtime.callers.func1
     0.01%  rate     [kernel.kallsyms]  [k] __wake_up
     0.01%  rate     rate               [.] runtime.assertI2I2
     0.01%  rate     [kernel.kallsyms]  [k] __dev_forward_skb
     0.01%  rate     [kernel.kallsyms]  [k] __wake_up_sync_key
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.01%  rate     [kernel.kallsyms]  [k] skb_scrub_packet
     0.01%  rate     [kernel.kallsyms]  [k] set_task_rq_fair
     0.01%  rate     rate               [.] github.com/opentracing/opentracing-go.startSpanFromContextWithTracer
     0.01%  rate     rate               [.] strconv.ParseFloat
     0.01%  rate     rate               [.] fmt.(*buffer).writeRune
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  rate     [kernel.kallsyms]  [k] __netif_receive_skb
     0.01%  rate     [kernel.kallsyms]  [k] passthru_features_check
     0.01%  rate     rate               [.] reflect.Value.FieldByName
     0.01%  rate     rate               [.] runtime.memhash32
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.01%  rate     [kernel.kallsyms]  [k] lockref_put_return
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.01%  rate     [kernel.kallsyms]  [k] lockref_get_not_dead
     0.01%  rate     rate               [.] runtime.assertE2I
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.01%  rate     [kernel.kallsyms]  [k] __skb_ext_put
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.01%  rate     [kernel.kallsyms]  [k] x2apic_send_IPI
     0.01%  rate     rate               [.] fmt.(*ss).free
     0.01%  rate     [kernel.kallsyms]  [k] security_inode_permission
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.01%  rate     rate               [.] reflect.(*structType).FieldByName
     0.01%  rate     [kernel.kallsyms]  [k] __sk_dst_check
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  rate     [kernel.kallsyms]  [k] get_timespec64
     0.01%  rate     [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.01%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto.(*Request).Reset
     0.01%  rate     rate               [.] runtime.chanparkcommit
     0.01%  rate     [kernel.kallsyms]  [k] ext4_getattr
     0.01%  rate     [kernel.kallsyms]  [k] tcp_sendmsg
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.01%  rate     rate               [.] runtime.selectnbsend
     0.01%  rate     [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.01%  rate     rate               [.] strings.Join
     0.01%  rate     rate               [.] github.com/rs/zerolog.colorize
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  rate     [kernel.kallsyms]  [k] __copy_skb_header
     0.01%  rate     rate               [.] runtime.goschedImpl
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  rate     [kernel.kallsyms]  [k] ip_send_check
     0.01%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.01%  rate     [kernel.kallsyms]  [k] __mnt_want_write_file
     0.01%  rate     rate               [.] runtime.resetspinning
     0.01%  rate     rate               [.] runtime.(*mheap).alloc
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.01%  rate     [kernel.kallsyms]  [k] pipe_write
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rack_advance
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.01%  rate     [kernel.kallsyms]  [k] simple_copy_to_iter
     0.01%  rate     rate               [.] runtime.(*headTailIndex).incTail
     0.01%  rate     [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.01%  rate     [kernel.kallsyms]  [k] __mnt_want_write
     0.01%  rate     [kernel.kallsyms]  [k] __unqueue_futex
     0.01%  rate     rate               [.] bytes.Count
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  rate     rate               [.] runtime.newstack.abi0
     0.01%  rate     rate               [.] fmt.(*ss).notEOF
     0.01%  rate     rate               [.] runtime.publicationBarrier.abi0
     0.01%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  rate     rate               [.] runtime.concatstring3
     0.01%  rate     [kernel.kallsyms]  [k] copyout
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct_message
     0.01%  rate     [kernel.kallsyms]  [k] __kfree_skb
     0.01%  rate     rate               [.] runtime.gfget.func1
     0.01%  rate     [kernel.kallsyms]  [k] task_tick_fair
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr
     0.01%  rate     rate               [.] runtime.memhash
     0.01%  rate     [kernel.kallsyms]  [k] native_read_msr
     0.01%  rate     [kernel.kallsyms]  [k] ip_frag_queue
     0.01%  rate     [kernel.kallsyms]  [k] ___slab_alloc
     0.01%  rate     [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  rate     [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.01%  rate     rate               [.] runtime.deductSweepCredit
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.01%  rate     [kernel.kallsyms]  [k] hrtick_update
     0.01%  rate     [kernel.kallsyms]  [k] set_next_buddy
     0.01%  rate     rate               [.] internal/bytealg.CountString.abi0
     0.01%  rate     rate               [.] runtime.(*mheap).setSpans
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  rate     rate               [.] runtime.stackpoolfree
     0.01%  rate     rate               [.] runtime.heapBits.forwardOrBoundary
     0.01%  rate     [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.01%  rate     [kernel.kallsyms]  [k] ip_route_input_slow
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  rate     rate               [.] fmt.(*ss).getBase
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.ContextFromString
     0.01%  rate     rate               [.] runtime.(*mcentral).grow
     0.01%  rate     [kernel.kallsyms]  [k] unlazy_walk
     0.01%  rate     rate               [.] internal/bytealg.Count.abi0
     0.01%  rate     rate               [.] runtime.(*pallocData).allocRange
     0.01%  rate     [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  rate     [kernel.kallsyms]  [k] pipe_poll
     0.01%  rate     rate               [.] runtime.typeBitsBulkBarrier
     0.01%  rate     [kernel.kallsyms]  [k] __x64_sys_write
     0.01%  rate     rate               [.] reflect.(*rtype).exportedMethods
     0.01%  rate     rate               [.] runtime.semacquire1
     0.01%  rate     rate               [.] runtime.fastrand
     0.01%  rate     rate               [.] sync.(*WaitGroup).Wait
     0.01%  rate     [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.01%  rate     rate               [.] runtime.gorecover
     0.00%  rate     [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%  rate     [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.00%  rate     [kernel.kallsyms]  [k] dev_queue_xmit
     0.00%  rate     rate               [.] runtime.goready.func1
     0.00%  rate     rate               [.] runtime.rawstring
     0.00%  rate     rate               [.] sync.(*poolChain).popTail
     0.00%  rate     [kernel.kallsyms]  [k] tcp_chrono_start
     0.00%  rate     rate               [.] runtime.strequal
     0.00%  rate     rate               [.] sort.insertionSort
     0.00%  rate     rate               [.] runtime.convI2I
     0.00%  rate     rate               [.] runtime.mapaccess2_fast32
     0.00%  rate     [kernel.kallsyms]  [k] ovl_is_metacopy_dentry
     0.00%  rate     rate               [.] runtime.goexit1
     0.00%  rate     [kernel.kallsyms]  [k] legitimize_links
     0.00%  rate     [kernel.kallsyms]  [k] inet_sendmsg
     0.00%  rate     rate               [.] runtime.futexwakeup
     0.00%  rate     [kernel.kallsyms]  [k] __vfs_read
     0.00%  rate     [kernel.kallsyms]  [k] account_process_tick
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).Write
     0.00%  rate     rate               [.] gosave_systemstack_switch
     0.00%  rate     rate               [.] runtime.nilinterhash
     0.00%  rate     [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%  rate     [kernel.kallsyms]  [k] ovl_path_real
     0.00%  rate     [kernel.kallsyms]  [k] account_user_time
     0.00%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  rate     [kernel.kallsyms]  [k] mntput_no_expire
     0.00%  rate     [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.00%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.00%  rate     rate               [.] runtime.findnull
     0.00%  rate     [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.00%  rate     [kernel.kallsyms]  [k] __fdget
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField6
     0.00%  rate     rate               [.] reflect.Value.SetFloat
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.buildReferences
     0.00%  rate     rate               [.] runtime.closechan
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.dwrap.5
     0.00%  rate     rate               [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  rate     rate               [.] reflect.(*rtype).PkgPath
     0.00%  rate     [kernel.kallsyms]  [k] __ip_local_out
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.00%  rate     rate               [.] reflect.resolveNameOff
     0.00%  rate     rate               [.] runtime.(*mspan).nextFreeIndex
     0.00%  rate     [kernel.kallsyms]  [k] detach_if_pending
     0.00%  rate     [kernel.kallsyms]  [k] arp_process
     0.00%  rate     [kernel.kallsyms]  [k] intel_pstate_update_pstate
     0.00%  rate     rate               [.] runtime.(*pageAlloc).find
     0.00%  rate     [kernel.kallsyms]  [k] set_normalized_timespec64
     0.00%  rate     [kernel.kallsyms]  [k] ktime_add_safe
     0.00%  rate     rate               [.] runtime.newAllocBits
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler.func1
     0.00%  rate     rate               [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).writeField3
     0.00%  rate     rate               [.] encoding/json.(*scanner).eof
     0.00%  rate     rate               [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.00%  rate     [kernel.kallsyms]  [k] rcu_core_si
     0.00%  rate     rate               [.] runtime.chansend.func1
     0.00%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate.(*RatePlans).Len
     0.00%  rate     rate               [.] sync.(*WaitGroup).Done
     0.00%  rate     rate               [.] runtime.chansend1
     0.00%  rate     rate               [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.00%  rate     [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  rate     [kernel.kallsyms]  [k] perf_event_idx_default
     0.00%  rate     [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%  rate     rate               [.] runtime.heapBits.forward
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func2
     0.00%  rate     rate               [.] bytes.(*Reader).Read
     0.00%  rate     rate               [.] sync/atomic.StorePointer
     0.00%  rate     rate               [.] time.Since
     0.00%  rate     [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%  rate     rate               [.] sync.runtime_canSpin
     0.00%  rate     [kernel.kallsyms]  [k] __x2apic_send_IPI_dest
     0.00%  rate     rate               [.] sync.(*poolDequeue).popHead
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField11
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer.dwrap.10
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.00%  rate     rate               [.] runtime.(*mheap).nextSpanForSweep
     0.00%  rate     rate               [.] syscall.Getenv.dwrap.2
     0.00%  rate     [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%  rate     rate               [.] sync.(*Mutex).lockSlow
     0.00%  rate     rate               [.] time.Time.Add
     0.00%  rate     [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.00%  rate     [kernel.kallsyms]  [k] revert_creds
     0.00%  rate     [kernel.kallsyms]  [k] ksize
     0.00%  rate     [kernel.kallsyms]  [k] remove_entity_load_avg
     0.00%  rate     [kernel.kallsyms]  [k] cpuacct_account_field
     0.00%  rate     rate               [.] encoding/json.(*decodeState).scanNext
     0.00%  rate     rate               [.] sync/atomic.StoreUintptr
     0.00%  rate     [kernel.kallsyms]  [k] path_put
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.00%  rate     [kernel.kallsyms]  [k] autoremove_wake_function
     0.00%  rate     [kernel.kallsyms]  [k] current_time
     0.00%  rate     [kernel.kallsyms]  [k] tcp_v4_send_check
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).writeField2
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.00%  rate     [kernel.kallsyms]  [k] ovl_path_type
     0.00%  rate     rate               [.] runtime.memequal0
     0.00%  rate     rate               [.] runtime.(*mheap).allocNeedsZero
     0.00%  rate     [kernel.kallsyms]  [k] inet_lookup_ifaddr_rcu
     0.00%  rate     rate               [.] reflect.unsafe_New
     0.00%  rate     rate               [.] runtime.read.abi0
     0.00%  rate     rate               [.] reflect.(*rtype).Bits
     0.00%  rate     rate               [.] runtime.goexit0
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate.(*RatePlans).Less
     0.00%  rate     rate               [.] runtime.netpollBreak
     0.00%  rate     [kernel.kallsyms]  [k] tcp_delack_timer
     0.00%  rate     rate               [.] runtime.globrunqget
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.00%  rate     [kernel.kallsyms]  [k] rcu_advance_cbs
     0.00%  rate     rate               [.] sync.(*Pool).getSlow
     0.00%  rate     [kernel.kallsyms]  [k] __note_gp_changes
     0.00%  rate     [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.00%  rate     [kernel.kallsyms]  [k] rebalance_domains


#
# (Cannot load tips.txt file, please install perf!)
#
