# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 22K of event 'cycles'
# Event count (approx.): 54359753671
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.02%  rate     rate               [.] google.golang.org/grpc/encoding/proto.marshal
     0.02%  rate     rate               [.] runtime.entersyscall_sysmon
     0.02%  rate     [kernel.kallsyms]  [k] from_kuid_munged
     0.02%  rate     rate               [.] runtime.typehash
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.02%  rate     [kernel.kallsyms]  [k] perf_event_idx_default
     0.02%  rate     [kernel.kallsyms]  [k] skb_free_head
     0.02%  rate     [kernel.kallsyms]  [k] hrtimer_wakeup
     0.02%  rate     [kernel.kallsyms]  [k] revert_creds
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.01%  rate     [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  rate     [kernel.kallsyms]  [k] update_process_times
     0.01%  rate     [kernel.kallsyms]  [k] terminate_walk
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.01%  rate     rate               [.] encoding/json.(*scanner).eof
     0.01%  rate     rate               [.] fmt.(*ss).getBase
     0.01%  rate     rate               [.] runtime.checkdead
     0.01%  rate     rate               [.] fmt.Sprintf
     0.01%  rate     rate               [.] runtime.acquirep
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.Clone
     0.01%  rate     [kernel.kallsyms]  [k] reschedule_interrupt
     0.01%  rate     [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.01%  rate     rate               [.] reflect.Value.String
     0.01%  rate     [kernel.kallsyms]  [k] __sock_wfree
     0.01%  rate     [kernel.kallsyms]  [k] security_socket_sendmsg
     0.01%  rate     [kernel.kallsyms]  [k] sock_write_iter
     0.01%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01%  rate     rate               [.] os.fillFileStatFromSys
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*staticAddr).String
     0.01%  rate     [kernel.kallsyms]  [k] tcp_push
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  rate     [kernel.kallsyms]  [k] filename_lookup
     0.01%  rate     rate               [.] runtime.morestack_noctxt.abi0
     0.01%  rate     rate               [.] runtime.memhash
     0.01%  rate     rate               [.] time.Time.Sub
     0.01%  rate     rate               [.] github.com/rs/zerolog.callerHook.Run
     0.01%  rate     rate               [.] runtime.goschedImpl
     0.01%  rate     [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.01%  rate     rate               [.] internal/bytealg.Count.abi0
     0.01%  rate     [kernel.kallsyms]  [k] nf_checksum
     0.01%  rate     [kernel.kallsyms]  [k] link_path_walk.part.0
     0.01%  rate     [kernel.kallsyms]  [k] anon_pipe_buf_release
     0.01%  rate     rate               [.] strconv.parseFloatPrefix
     0.01%  rate     rate               [.] fmt.(*buffer).writeRune
     0.01%  rate     rate               [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.01%  rate     rate               [.] strings.LastIndex
     0.01%  rate     rate               [.] internal/poll.setDeadlineImpl
     0.01%  rate     rate               [.] reflect.(*rtype).String
     0.01%  rate     [kernel.kallsyms]  [k] netif_rx
     0.01%  rate     rate               [.] runtime.(*mheap).alloc
     0.01%  rate     [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  rate     [kernel.kallsyms]  [k] ext4_getattr
     0.01%  rate     [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.01%  rate     [kernel.kallsyms]  [k] set_next_entity
     0.01%  rate     rate               [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.01%  rate     rate               [.] runtime.funcline1
     0.01%  rate     rate               [.] runtime.(*mcentral).uncacheSpan
     0.01%  rate     [kernel.kallsyms]  [k] __mark_inode_dirty
     0.01%  rate     [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.01%  rate     [kernel.kallsyms]  [k] unlazy_walk
     0.01%  rate     rate               [.] reflect.Value.SetFloat
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*conn).extendDeadline
     0.01%  rate     rate               [.] context.propagateCancel
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.01%  rate     rate               [.] encoding/json.Unmarshal
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr.func1
     0.01%  rate     [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  rate     rate               [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.01%  rate     rate               [.] runtime.bulkBarrierPreWrite
     0.01%  rate     [kernel.kallsyms]  [k] bio_uninit
     0.01%  rate     rate               [.] runtime.(*headTailIndex).incTail
     0.01%  rate     [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.01%  rate     [kernel.kallsyms]  [k] sock_sendmsg
     0.01%  rate     [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  rate     [kernel.kallsyms]  [k] tcp_established_options
     0.01%  rate     rate               [.] runtime.callers.func1
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.01%  rate     [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.01%  rate     rate               [.] runtime.modtimer
     0.01%  rate     rate               [.] gogo
     0.01%  rate     [kernel.kallsyms]  [k] set_user_sigmask
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.01%  rate     [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.01%  rate     rate               [.] net.(*TCPConn).SetDeadline
     0.01%  rate     rate               [.] runtime.resetspinning
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.01%  rate     [kernel.kallsyms]  [k] user_path_at_empty
     0.01%  rate     [kernel.kallsyms]  [k] sk_free
     0.01%  rate     rate               [.] runtime.selectnbrecv
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.01%  rate     rate               [.] internal/reflectlite.(*rtype).Comparable
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.01%  rate     [kernel.kallsyms]  [k] __vfs_read
     0.01%  rate     rate               [.] reflect.Value.Pointer
     0.01%  rate     rate               [.] runtime.deductSweepCredit
     0.01%  rate     rate               [.] runtime.stackpoolfree
     0.01%  rate     rate               [.] runtime.notetsleep
     0.01%  rate     rate               [.] encoding/json.cachedTypeFields
     0.01%  rate     rate               [.] golang.org/x/net/http2.parseDataFrame
     0.01%  rate     rate               [.] runtime.morestack.abi0
     0.01%  rate     rate               [.] github.com/rs/zerolog.colorize
     0.01%  rate     rate               [.] runtime.checkIdleGCNoP
     0.01%  rate     rate               [.] runtime.convT64
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  rate     [kernel.kallsyms]  [k] enqueue_timer
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.newFramer.func1
     0.01%  rate     [kernel.kallsyms]  [k] __pm_relax
     0.01%  rate     [kernel.kallsyms]  [k] putname
     0.01%  rate     [kernel.kallsyms]  [k] skb_scrub_packet
     0.01%  rate     [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.01%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.01%  rate     [kernel.kallsyms]  [k] should_failslab
     0.01%  rate     rate               [.] reflect.(*structType).Field
     0.01%  rate     [kernel.kallsyms]  [k] skb_try_coalesce
     0.01%  rate     rate               [.] sync.(*Pool).getSlow
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  rate     rate               [.] bytes.(*Reader).Read
     0.01%  rate     [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  rate     [kernel.kallsyms]  [k] lockref_put_return
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  rate     rate               [.] reflect.(*rtype).FieldByName
     0.01%  rate     rate               [.] runtime.semrelease1
     0.01%  rate     [kernel.kallsyms]  [k] set_next_buddy
     0.01%  rate     rate               [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  rate     rate               [.] sync/atomic.CompareAndSwapUintptr
     0.01%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.01%  rate     [kernel.kallsyms]  [k] inet_send_prepare
     0.01%  rate     rate               [.] context.(*cancelCtx).cancel
     0.01%  rate     [kernel.kallsyms]  [k] idle_cpu
     0.01%  rate     rate               [.] time.(*Time).addSec
     0.01%  rate     [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.01%  rate     [kernel.kallsyms]  [k] tcp_options_write
     0.01%  rate     [kernel.kallsyms]  [k] _copy_from_iter_full
     0.01%  rate     [kernel.kallsyms]  [k] inet_recvmsg
     0.01%  rate     rate               [.] bufio.(*ReadWriter).Write
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.01%  rate     rate               [.] reflect.Value.Index
     0.01%  rate     [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.01%  rate     [kernel.kallsyms]  [k] skb_network_protocol
     0.01%  rate     rate               [.] bytes.Count
     0.01%  rate     rate               [.] runtime.procyield.abi0
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func2
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  rate     [kernel.kallsyms]  [k] br_allowed_egress
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.01%  rate     rate               [.] github.com/opentracing/opentracing-go.startSpanFromContextWithTracer
     0.01%  rate     [kernel.kallsyms]  [k] memset
     0.01%  rate     rate               [.] runtime.(*mSpanList).insert
     0.01%  rate     rate               [.] internal/poll.(*FD).Write.dwrap.13
     0.01%  rate     [kernel.kallsyms]  [k] ksize
     0.01%  rate     rate               [.] runtime.goexit1
     0.01%  rate     [kernel.kallsyms]  [k] timestamp_truncate
     0.01%  rate     [kernel.kallsyms]  [k] __ip_local_out
     0.01%  rate     rate               [.] runtime.mapaccess2_fast32
     0.01%  rate     [kernel.kallsyms]  [k] irq_exit
     0.01%  rate     rate               [.] runtime.ifaceeq
     0.01%  rate     rate               [.] runtime.newproc.func1
     0.01%  rate     [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  rate     rate               [.] reflect.Zero
     0.01%  rate     rate               [.] fmt.(*ss).token
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr
     0.01%  rate     rate               [.] runtime.assertE2I
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.01%  rate     [kernel.kallsyms]  [k] mntput_no_expire
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.01%  rate     rate               [.] runtime.memequal8
     0.01%  rate     [kernel.kallsyms]  [k] skb_set_owner_w
     0.01%  rate     [kernel.kallsyms]  [k] ovl_path_real
     0.01%  rate     [kernel.kallsyms]  [k] __fdget_pos
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.01%  rate     [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField10
     0.01%  rate     [kernel.kallsyms]  [k] security_inode_permission
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.01%  rate     [kernel.kallsyms]  [k] sock_put
     0.01%  rate     [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.01%  rate     [kernel.kallsyms]  [k] raise_softirq
     0.01%  rate     rate               [.] runtime.typeBitsBulkBarrier
     0.01%  rate     rate               [.] reflect.(*rtype).Kind
     0.01%  rate     rate               [.] google.golang.org/grpc.(*Server).traceInfo
     0.01%  rate     [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  rate     rate               [.] runtime.(*pageCache).alloc
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn
     0.01%  rate     [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  rate     [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn
     0.01%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.01%  rate     [kernel.kallsyms]  [k] copy_page_to_iter
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed64
     0.01%  rate     rate               [.] reflect.Value.FieldByName
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.01%  rate     rate               [.] runtime.heapBits.forward
     0.01%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  rate     [kernel.kallsyms]  [k] tcp_mtu_probe
     0.01%  rate     rate               [.] runtime.isSystemGoroutine
     0.01%  rate     rate               [.] runtime.makemap_small
     0.01%  rate     [kernel.kallsyms]  [k] __fdget
     0.01%  rate     rate               [.] runtime.funcname
     0.01%  rate     [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.01%  rate     rate               [.] runtime.concatstring2
     0.01%  rate     rate               [.] runtime.stackpoolalloc
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  rate     rate               [.] runtime.injectglist
     0.01%  rate     [kernel.kallsyms]  [k] set_next_task_idle
     0.01%  rate     rate               [.] runtime.heapBits.forwardOrBoundary
     0.01%  rate     [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.01%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct_message
     0.01%  rate     [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.01%  rate     rate               [.] context.WithCancel.func1
     0.01%  rate     [kernel.kallsyms]  [k] lockref_get_not_dead
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getConn
     0.01%  rate     rate               [.] reflect.(*rtype).Implements
     0.01%  rate     rate               [.] reflect.name.tag
     0.01%  rate     rate               [.] runtime.resolveNameOff
     0.01%  rate     [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.01%  rate     rate               [.] runtime.publicationBarrier.abi0
     0.01%  rate     rate               [.] runtime.nanotime
     0.01%  rate     [kernel.kallsyms]  [k] current_time
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.01%  rate     [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  rate     rate               [.] reflect.MakeMapWithSize
     0.01%  rate     [kernel.kallsyms]  [k] dev_queue_xmit
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.01%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.01%  rate     [kernel.kallsyms]  [k] _copy_to_iter
     0.01%  rate     rate               [.] fmt.(*ss).free
     0.01%  rate     [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.01%  rate     rate               [.] reflect.typedmemclr
     0.01%  rate     [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  rate     [kernel.kallsyms]  [k] cpuacct_account_field
     0.01%  rate     rate               [.] github.com/rs/zerolog.glob..func5
     0.01%  rate     [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.01%  rate     rate               [.] fmt.(*ss).scanInt
     0.01%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.01%  rate     [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.01%  rate     rate               [.] strconv.special
     0.01%  rate     rate               [.] runtime.mput
     0.01%  rate     [kernel.kallsyms]  [k] __skb_ext_put
     0.01%  rate     rate               [.] runtime.exitsyscallfast_reacquired
     0.01%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  rate     [kernel.kallsyms]  [k] tcp_send_mss
     0.01%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  rate     [kernel.kallsyms]  [k] tcp_grow_window.isra.0
     0.01%  rate     rate               [.] runtime.memclrHasPointers
     0.01%  rate     [kernel.kallsyms]  [k] perf_log_itrace_start
     0.01%  rate     [kernel.kallsyms]  [k] __wake_up
     0.01%  rate     [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.01%  rate     [kernel.kallsyms]  [k] skb_release_all
     0.01%  rate     rate               [.] gosave_systemstack_switch
     0.01%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*conn).condRelease
     0.01%  rate     [kernel.kallsyms]  [k] xas_load
     0.01%  rate     rate               [.] internal/bytealg.CountString.abi0
     0.01%  rate     rate               [.] runtime.gosched_m
     0.01%  rate     [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  rate     [kernel.kallsyms]  [k] tick_program_event
     0.01%  rate     [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.01%  rate     [kernel.kallsyms]  [k] generic_update_time
     0.01%  rate     [kernel.kallsyms]  [k] memcpy_erms
     0.01%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  rate     rate               [.] reflect.Value.NumField
     0.01%  rate     rate               [.] runtime.callers
     0.01%  rate     [kernel.kallsyms]  [k] is_skb_forwardable
     0.01%  rate     [kernel.kallsyms]  [k] error_entry
     0.01%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  rate     [kernel.kallsyms]  [k] vfs_statx
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.00%  rate     rate               [.] reflect.resolveNameOff
     0.00%  rate     [kernel.kallsyms]  [k] x2apic_send_IPI
     0.00%  rate     [kernel.kallsyms]  [k] br_handle_vlan
     0.00%  rate     rate               [.] fmt.(*ss).scanNumber
     0.00%  rate     [kernel.kallsyms]  [k] run_local_timers
     0.00%  rate     [kernel.kallsyms]  [k] plist_add
     0.00%  rate     rate               [.] runtime.goexit0
     0.00%  rate     rate               [.] runtime.chanrecv1
     0.00%  rate     [kernel.kallsyms]  [k] ip_queue_xmit
     0.00%  rate     rate               [.] sync.(*poolChain).pushHead
     0.00%  rate     rate               [.] runtime.(*pageAlloc).allocToCache
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.00%  rate     rate               [.] reflect.(*rtype).Bits
     0.00%  rate     rate               [.] runtime.netpollBreak
     0.00%  rate     rate               [.] runtime.(*pageAlloc).update
     0.00%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteMessageBegin
     0.00%  rate     [kernel.kallsyms]  [k] __acct_update_integrals
     0.00%  rate     rate               [.] runtime.(*mheap).alloc.func1
     0.00%  rate     rate               [.] fmt.notSpace
     0.00%  rate     rate               [.] net.(*conn).SetDeadline
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.00%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.00%  rate     rate               [.] runtime.goexit.abi0
     0.00%  rate     rate               [.] sync/atomic.StoreUintptr
     0.00%  rate     rate               [.] runtime.nilinterhash
     0.00%  rate     rate               [.] sync/atomic.StorePointer
     0.00%  rate     [kernel.kallsyms]  [k] smp_call_function_many
     0.00%  rate     [kernel.kallsyms]  [k] ret_from_intr
     0.00%  rate     rate               [.] runtime.assertI2I2
     0.00%  rate     rate               [.] time.Since
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1
     0.00%  rate     [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField8
     0.00%  rate     rate               [.] sync.(*WaitGroup).Wait
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.00%  rate     [kernel.kallsyms]  [k] legitimize_links
     0.00%  rate     [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  rate     [kernel.kallsyms]  [k] hrtick_update
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1.dwrap.6
     0.00%  rate     [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.00%  rate     rate               [.] sync.runtime_procUnpin
     0.00%  rate     rate               [.] encoding/json.stateBeginStringOrEmpty
     0.00%  rate     rate               [.] runtime.fastrand
     0.00%  rate     [kernel.kallsyms]  [k] native_read_msr
     0.00%  rate     [kernel.kallsyms]  [k] skb_clone_tx_timestamp
     0.00%  rate     [kernel.kallsyms]  [k] intel_pstate_update_pstate
     0.00%  rate     [kernel.kallsyms]  [k] using_native_sched_clock
     0.00%  rate     [kernel.kallsyms]  [k] setup_pre_routing
     0.00%  rate     rate               [.] sync/atomic.runtime_procPin
     0.00%  rate     rate               [.] runtime.newproc
     0.00%  rate     rate               [.] sync/atomic.CompareAndSwapPointer
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  rate     rate               [.] time.getnum
     0.00%  rate     rate               [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  rate     rate               [.] runtime.chansend1
     0.00%  rate     [kernel.kallsyms]  [k] pipe_poll
     0.00%  rate     [kernel.kallsyms]  [k] default_wake_function
     0.00%  rate     rate               [.] sync.(*poolChain).popTail
     0.00%  rate     rate               [.] sort.(*StringSlice).Len
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.BuildJaegerThrift
     0.00%  rate     [kernel.kallsyms]  [k] copyout
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField2
     0.00%  rate     rate               [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.00%  rate     rate               [.] runtime.saveAncestors
     0.00%  rate     [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  rate     rate               [.] runtime.memequal0
     0.00%  rate     rate               [.] runtime.typedslicecopy
     0.00%  rate     [kernel.kallsyms]  [k] tcp_send_ack
     0.00%  rate     rate               [.] fmt.(*readRune).UnreadRune
     0.00%  rate     rate               [.] runtime.(*mcentral).grow
     0.00%  rate     rate               [.] runtime.chansend.func1
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  rate     [kernel.kallsyms]  [k] file_update_time
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.00%  rate     [kernel.kallsyms]  [k] hrtimer_reprogram
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  rate     rate               [.] runtime.(*pallocData).allocRange
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.00%  rate     rate               [.] syscall.Getcwd
     0.00%  rate     [kernel.kallsyms]  [k] path_put
     0.00%  rate     rate               [.] runtime.mergeSummaries
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.00%  rate     [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.00%  rate     [kernel.kallsyms]  [k] __copy_skb_header
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.00%  rate     [kernel.kallsyms]  [k] task_ctx_sched_out
     0.00%  rate     rate               [.] encoding/json.stateDot0
     0.00%  rate     [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  rate     [kernel.kallsyms]  [k] wake_q_add_safe
     0.00%  rate     [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.00%  rate     [kernel.kallsyms]  [k] ovl_inode_lower
     0.00%  rate     [kernel.kallsyms]  [k] check_stack_object
     0.00%  rate     [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.buildTags
     0.00%  rate     [kernel.kallsyms]  [k] restore_nameidata
     0.00%  rate     [kernel.kallsyms]  [k] jiffies_to_usecs
     0.00%  rate     [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.00%  rate     [kernel.kallsyms]  [k] __sb_end_write
     0.00%  rate     rate               [.] syscall.Getenv.dwrap.2
     0.00%  rate     [kernel.kallsyms]  [k] tcp_chrono_start
     0.00%  rate     [kernel.kallsyms]  [k] irq_work_run_list
     0.00%  rate     rate               [.] github.com/rs/zerolog.glob..func4
     0.00%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn.dwrap.1
     0.00%  rate     [kernel.kallsyms]  [k] __kfree_skb
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField11
     0.00%  rate     rate               [.] runtime.sendDirect
     0.00%  rate     rate               [.] runtime.(*pageAlloc).find
     0.00%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.00%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.00%  rate     [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.00%  rate     [kernel.kallsyms]  [k] clear_page_erms
     0.00%  rate     rate               [.] reflect.typedmemmove
     0.00%  rate     [kernel.kallsyms]  [k] finish_wait
     0.00%  rate     [kernel.kallsyms]  [k] sock_zerocopy_put
     0.00%  rate     [kernel.kallsyms]  [k] __mod_memcg_state
     0.00%  rate     [kernel.kallsyms]  [k] __kthread_should_park
     0.00%  rate     [kernel.kallsyms]  [k] update_rt_rq_load_avg
     0.00%  rate     [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  rate     [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.00%  rate     [kernel.kallsyms]  [k] rebalance_domains
     0.00%  rate     [kernel.kallsyms]  [k] rcu_core


#
# (Cannot load tips.txt file, please install perf!)
#
