# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] __schedule
     0.00%  dockerd          dockerd                   [.] fmt.(*fmt).pad
     0.00%  wrk              [kernel.kallsyms]         [k] _copy_to_iter
     0.00%  frontend         frontend                  [.] net/http.(*chunkWriter).writeHeader.func1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000984fb
     0.00%  dockerd          [kernel.kallsyms]         [k] sk_dst_check
     0.00%  wrk              [kernel.kallsyms]         [k] __pm_relax
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __dev_forward_skb
     0.00%  dockerd          [kernel.kallsyms]         [k] udp4_hwcsum
     0.00%  dockerd          [kernel.kallsyms]         [k] do_softirq_own_stack
     0.00%  wrk              [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  wrk              [kernel.kallsyms]         [k] security_file_permission
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d3e7
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031250
     0.00%  net-interface-h  [kernel.kallsyms]         [k] filemap_map_pages
     0.00%  docker-proxy     [kernel.kallsyms]         [k] lock_timer_base
     0.00%  docker-proxy     [kernel.kallsyms]         [k] _raw_spin_unlock_bh
     0.00%  containerd-shim  [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  systemd          libsystemd-shared-245.so  [.] 0x0000000000048f20
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] clear_page_dirty_for_io
     0.00%  dockerd          [kernel.kallsyms]         [k] mem_cgroup_throttle_swaprate
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] do_dentry_open
     0.00%  dockerd          [kernel.kallsyms]         [k] pick_next_entity
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] memset_erms
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069504
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __fdget_pos
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_mb_good_group
     0.00%  dockerd          [kernel.kallsyms]         [k] schedule_hrtimeout_range
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000307c5
     0.00%  swapper          [kernel.kallsyms]         [k] x86_pmu_disable
     0.00%  dockerd          [kernel.kallsyms]         [k] ctnetlink_dump_id
     0.00%  dockerd          dockerd                   [.] runtime.bgsweep
     0.00%  mongod           [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%  mongod           [kernel.kallsyms]         [k] offset_il_node
     0.00%  dockerd          [kernel.kallsyms]         [k] snmp_get_cpu_field
     0.00%  dockerd          dockerd                   [.] runtime.stackpoolalloc
     0.00%  mongod           libc-2.27.so              [.] 0x0000000000165fc4
     0.00%  in:imuxsock      [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.00%  mongod           [kernel.kallsyms]         [k] prep_new_page
     0.00%  mongod           mongod                    [.] 0x0000000002f14775
     0.00%  wrk              [kernel.kallsyms]         [k] place_entity
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] clear_page_erms
     0.00%  dockerd          dockerd                   [.] github.com/vishvananda/netns.GetFromPath
     0.00%  dockerd          [kernel.kallsyms]         [k] __srcu_read_lock
     0.00%  dockerd          [kernel.kallsyms]         [k] udp_destroy_sock
     0.00%  dockerd          dockerd                   [.] sync.(*WaitGroup).Add
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000482a
     0.00%  dockerd          [kernel.kallsyms]         [k] check_cfs_rq_runtime
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043029
     0.00%  systemd-journal  libsystemd-shared-245.so  [.] journal_file_entry_array_n_items
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] path_lookupat.isra.0
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*Msg).String
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_sabotage_in
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] __fget_light
     0.00%  exe              [kernel.kallsyms]         [k] sync_regs
     0.00%  exe              [kernel.kallsyms]         [k] error_entry
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] __check_object_size
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dad7
     0.00%  dockerd          dockerd                   [.] runtime.cgoSigtramp.abi0
     0.00%  dockerd          dockerd                   [.] golang.org/x/sync/semaphore.(*Weighted).Release
     0.00%  net-interface-h  [kernel.kallsyms]         [k] __this_module+0x8000000162ff
     0.00%  dockerd          [kernel.kallsyms]         [k] __x86_indirect_thunk_r13
     0.00%  exe              dockerd                   [.] regexp/syntax.ranges.Less
     0.00%  wrk              libc-2.31.so              [.] 0x0000000000022394
     0.00%  swapper          [kernel.kallsyms]         [k] handle_edge_irq
     0.00%  dockerd          dockerd                   [.] syscall.Syscall.abi0
     0.00%  dockerd          [kernel.kallsyms]         [k] __udp_manip_pkt
     0.00%  containerd-shim  [kernel.kallsyms]         [k] _copy_from_user
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __slab_alloc
     0.00%  frontend         frontend                  [.] vendor/golang.org/x/net/dns/dnsmessage.(*Builder).Question
     0.00%  dockerd          [kernel.kallsyms]         [k] udp_queue_rcv_skb
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] propagate_protected_usage
     0.00%  exe              dockerd                   [.] google.golang.org/protobuf/internal/filedesc.(*Message).unmarshalSeed
     0.00%  dockerd          dockerd                   [.] net.(*sysDialer).dialSingle
     0.00%  runc:[2:INIT]    /                         [.] 0x000000000023de5b
     0.00%  mongod           [kernel.kallsyms]         [k] unlock_page
     0.00%  systemd-journal  [kernel.kallsyms]         [k] __this_module+0x8000000068e3
     0.00%  mongod           [kernel.kallsyms]         [k] hrtimer_active
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007e73c
     0.00%  wrk              wrk                       [.] lj_fff_res_
     0.00%  docker-proxy     docker-proxy              [.] runtime.releasep
     0.00%  dockerd          [kernel.kallsyms]         [k] copyout
     0.00%  networkd-dispat  [kernel.kallsyms]         [k] page_fault
     0.00%  mongod           [kernel.kallsyms]         [k] do_syscall_64
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*Msg).IsEdns0
     0.00%  docker-proxy     [kernel.kallsyms]         [k] sk_free
     0.00%  dockerd          [kernel.kallsyms]         [k] _raw_spin_unlock_bh
     0.00%  mongod           mongod                    [.] 0x0000000002f14754
     0.00%  runc             [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*Conn).ReadMsg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000039ac9
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_rack_advance
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] kmem_cache_alloc
     0.00%  mongod           libc-2.27.so              [.] 0x0000000000165ff9
     0.00%  exe              [kernel.kallsyms]         [k] pmd_devmap_trans_unstable
     0.00%  dockerd          dockerd                   [.] runtime.mapdelete
     0.00%  dockerd          [kernel.kallsyms]         [k] inet_get_local_port_range
     0.00%  dockerd          [kernel.kallsyms]         [k] irq_enter
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_qs
     0.00%  mongod           [kernel.kallsyms]         [k] __mod_node_page_state
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] common_perm_cond
     0.00%  dockerd          dockerd                   [.] runtime.timeSleepUntil
     0.00%  runc             [kernel.kallsyms]         [k] wp_page_copy
     0.00%  dockerd          dockerd                   [.] net.favoriteAddrFamily
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork.(*Resolver).exchange.func1
     0.00%  exe              dockerd                   [.] sort.insertionSort
     0.00%  dockerd          dockerd                   [.] net.(*conn).Read
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.00%  dockerd          dockerd                   [.] fmt.(*pp).fmtInteger
     0.00%  systemd-journal  [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.00%  docker-proxy     [kernel.kallsyms]         [k] ktime_get_seconds
     0.00%  dockerd          dockerd                   [.] go.opentelemetry.io/otel/trace.(*attributeOption).applyEvent
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __sock_wfree
     0.00%  dockerd          dockerd                   [.] runtime.convI2I
     0.00%  dockerd          [kernel.kallsyms]         [k] __ksize
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001961f
     0.00%  mongod           mongod                    [.] 0x0000000002f1477d
     0.00%  frontend         [kernel.kallsyms]         [k] page_fault
     0.00%  systemd          [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.00%  frontend         [kernel.kallsyms]         [k] netif_receive_skb
     0.00%  frontend         [kernel.kallsyms]         [k] __fdget
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cf87
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000016c9e
     0.00%  dockerd          dockerd                   [.] runtime.stackcacherelease
     0.00%  docker-proxy     [kernel.kallsyms]         [k] clockevents_program_event
     0.00%  wrk              [kernel.kallsyms]         [k] _raw_spin_unlock_bh
     0.00%  dockerd          dockerd                   [.] net.ipToSockaddr
     0.00%  dockerd          [kernel.kallsyms]         [k] nf_ct_get_id
     0.00%  docker-proxy     [kernel.kallsyms]         [k] x2apic_send_IPI
     0.00%  dockerd          [kernel.kallsyms]         [k] __dquot_alloc_space
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/pkg/ioutils.(*BytesPipe).Read.func1
     0.00%  mongod           [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_accelerate_cbs
     0.00%  mongod           libc-2.27.so              [.] 0x0000000000165f96
     0.00%  mongod           libcrypto.so.1.1          [.] ERR_load_KDF_strings
     0.00%  kworker/4:8-eve  [kernel.kallsyms]         [k] device_cmp
     0.00%  frontend         [kernel.kallsyms]         [k] try_charge
     0.00%  containerd       containerd                [.] runtime.findObject
     0.00%  mongod           libc-2.27.so              [.] 0x0000000000165fcc
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*Server).isStarted
     0.00%  mongod           [kernel.kallsyms]         [k] __lru_cache_add
     0.00%  dockerd          [kernel.kallsyms]         [k] __fd_install
     0.00%  dockerd          [kernel.kallsyms]         [k] file_remove_privs
     0.00%  runc:[2:INIT]    /                         [.] 0x000000000023de75
     0.00%  sshd             libcrypto.so.1.1          [.] EC_GFp_nistp521_method
     0.00%  wrk              [kernel.kallsyms]         [k] file_free_rcu
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_v4_inbound_md5_hash
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] __do_page_fault
     0.00%  wrk              [kernel.kallsyms]         [k] ktime_get_update_offsets_now
     0.00%  exe              [kernel.kallsyms]         [k] kernel_poison_pages
     0.00%  dockerd          [kernel.kallsyms]         [k] pagevec_lru_move_fn
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_send_ack
     0.00%  wrk              [kernel.kallsyms]         [k] sk_free
     0.00%  dockerd          [kernel.kallsyms]         [k] __ip_dev_find
     0.00%  dockerd          [kernel.kallsyms]         [k] __do_page_fault
     0.00%  exe              dockerd                   [.] runtime.(*mspan).init
     0.00%  dockerd          [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  frontend         frontend                  [.] runtime.setg.abi0
     0.00%  wrk              wrk                       [.] luaL_buffinit
     0.00%  kworker/15:11-r  [kernel.kallsyms]         [k] device_cmp
     0.00%  dockerd          [kernel.kallsyms]         [k] __x86_indirect_thunk_r11
     0.00%  containerd-shim  [kernel.kallsyms]         [k] clockevents_program_event
     0.00%  wrk              [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.00%  dockerd          [kernel.kallsyms]         [k] __wake_up
     0.00%  dockerd          [kernel.kallsyms]         [k] lru_cache_add_active_or_unevictable
     0.00%  dockerd          [kernel.kallsyms]         [k] netif_skb_features
     0.00%  exe              dockerd                   [.] hash/crc32.castagnoliSSE42.abi0
     0.00%  systemd          libc-2.31.so              [.] _int_free
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*SOA).String
     0.00%  frontend         frontend                  [.] net/http.(*headerSorter).Swap
     0.00%  exe              [kernel.kallsyms]         [k] get_mem_cgroup_from_mm
     0.00%  dockerd          dockerd                   [.] syscall.recvmsgInet4
     0.00%  systemd-sysctl   libc-2.31.so              [.] _dl_addr
     0.00%  kworker/u32:3+n  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.00%  systemd-sysctl   libsystemd-shared-245.so  [.] greedy_realloc
     0.00%  docker-proxy     docker-proxy              [.] runtime.osyield.abi0
     0.00%  swapper          [kernel.kallsyms]         [k] nf_conntrack_udp_packet
     0.00%  sshd             libcrypto.so.1.1          [.] BN_is_prime_fasttest
     0.00%  wrk              wrk                       [.] memcpy@plt
     0.00%  dockerd          [kernel.kallsyms]         [k] napi_complete_done
     0.00%  exe              dockerd                   [.] runtime.mapassign
     0.00%  dockerd          [kernel.kallsyms]         [k] queued_write_lock_slowpath
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.glob..func60
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%  dockerd          [kernel.kallsyms]         [k] touch_atime
     0.00%  dockerd          [kernel.kallsyms]         [k] __add_to_page_cache_locked
     0.00%  dockerd          dockerd                   [.] runtime.(*pageBits).setRange
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000405b0a
     0.00%  kworker/2:13-ev  [kernel.kallsyms]         [k] device_cmp
     0.00%  systemd          [kernel.kallsyms]         [k] format_decode
     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_syscall_64
     0.00%  exe              [kernel.kallsyms]         [k] pagevec_lru_move_fn
     0.00%  modprobe         [kernel.kallsyms]         [k] copy_page
     0.00%  dockerd          dockerd                   [.] net.(*Resolver).lookupIPAddr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000004523
     0.00%  frontend         [kernel.kallsyms]         [k] inet_dgram_connect
     0.00%  dockerd          dockerd                   [.] net.sysSocket
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000004526
     0.00%  kworker/15:11-r  [kernel.kallsyms]         [k] _cond_resched
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_rack_advance
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c26c
     0.00%  frontend         [kernel.kallsyms]         [k] inet_recvmsg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e1c0
     0.00%  wrk              [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%  systemd          libsystemd-shared-245.so  [.] strjoin_real
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_data_ready
     0.00%  wrk              [kernel.kallsyms]         [k] validate_xmit_xfrm
     0.00%  systemd-udevd    libc-2.31.so              [.] _IO_default_xsputn
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] unlazy_walk
     0.00%  dockerd          [kernel.kallsyms]         [k] __x64_sys_socket
     0.00%  dockerd          [kernel.kallsyms]         [k] __ip_finish_output
     0.00%  docker-proxy     [kernel.kallsyms]         [k] enter_lazy_tlb
     0.00%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.00%  frontend         [kernel.kallsyms]         [k] skb_defer_rx_timestamp
     0.00%  dockerd          [kernel.kallsyms]         [k] generic_write_check_limits.isra.0
     0.00%  frontend         [kernel.kallsyms]         [k] prepend
     0.00%  iptables         ld-2.31.so                [.] _dl_lookup_symbol_x
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044400
     0.00%  dockerd          dockerd                   [.] golang.org/x/sys/unix.Close
     0.00%  frontend         frontend                  [.] runtime.stopm
     0.00%  dockerd          dockerd                   [.] sync.(*poolDequeue).popTail
     0.00%  exe              [kernel.kallsyms]         [k] path_openat
     0.00%  dockerd          [kernel.kallsyms]         [k] nfnetlink_has_listeners
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001c86a
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] clear_page_erms
     0.00%  dockerd          [kernel.kallsyms]         [k] may_open.isra.0
     0.00%  dockerd          dockerd                   [.] runtime.closechan
     0.00%  frontend         [kernel.kallsyms]         [k] flush_tlb_func_common.constprop.0
     0.00%  wrk              [kernel.kallsyms]         [k] do_IRQ
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] page_fault
     0.00%  exe              [kernel.kallsyms]         [k] vm_normal_page
     0.00%  dockerd          [kernel.kallsyms]         [k] iptable_filter_hook
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] walk_component
     0.00%  frontend         frontend                  [.] runtime.(*mheap).setSpans
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e37b9
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/jaegertracing/jaeger/cmd/agent/app/customtransport.(*TBufferedReadTransport).Read
     0.00%  dockerd          [kernel.kallsyms]         [k] sock_wfree
     0.00%  dockerd          [kernel.kallsyms]         [k] jbd2_journal_file_inode
     0.00%  frontend         [kernel.kallsyms]         [k] __fd_install
     0.00%  rsyslogd         [kernel.kallsyms]         [k] psi_task_change
     0.00%  networkctl       [kernel.kallsyms]         [k] copy_page
     0.00%  frontend         [kernel.kallsyms]         [k] nf_nat_ipv4_local_in
     0.00%  swapper          [kernel.kallsyms]         [k] kmem_cache_free_bulk
     0.00%  exe              [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.00%  dockerd          dockerd                   [.] context.(*cancelCtx).Done
     0.00%  dockerd          dockerd                   [.] runtime.typedslicecopy
     0.00%  dockerd          [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] ext4_finish_bio
     0.00%  dockerd          dockerd                   [.] syscall.(*SockaddrInet4).sockaddr
     0.00%  frontend         [kernel.kallsyms]         [k] __do_sys_madvise
     0.00%  exe              dockerd                   [.] regexp/syntax.(*Regexp).Simplify
     0.00%  frontend         frontend                  [.] runtime.gcStart
     0.00%  dockerd          dockerd                   [.] github.com/miekg/dns.(*SOA).pack
     0.00%  dbus-daemon      libdbus-1.so.3.19.11      [.] _dbus_hash_table_free_preallocated_entry
     0.00%  node             libc-2.31.so              [.] __libc_malloc
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/apache/thrift/lib/go/thrift.(*RichTransport).ReadByte
     0.00%  exe              dockerd                   [.] runtime.(*mheap).initSpan
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] path_openat
     0.00%  frontend         [kernel.kallsyms]         [k] pvclock_gtod_notify
     0.00%  frontend         frontend                  [.] net.glob..func1
     0.00%  systemd-sysctl   libsystemd-shared-245.so  [.] safe_fgetc
     0.00%  wrk              [kernel.kallsyms]         [k] ns_to_timespec64
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_add_backlog
     0.00%  exe              [kernel.kallsyms]         [k] mem_cgroup_commit_charge
     0.00%  dockerd          [kernel.kallsyms]         [k] sock_close
     0.00%  dockerd          dockerd                   [.] runtime.doaddtimer
     0.00%  containerd-shim  [kernel.kallsyms]         [k] tick_program_event
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000313fe
     0.00%  frontend         [kernel.kallsyms]         [k] native_load_tls
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] filemap_map_pages
     0.00%  systemd          libsystemd-shared-245.so  [.] strcmp_ptr
     0.00%  dockerd          [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.00%  net-interface-h  libc-2.31.so              [.] __stpcpy_avx2
     0.00%  frontend         frontend                  [.] net/http.(*Request).wantsClose
     0.00%  containerd-shim  [kernel.kallsyms]         [k] native_apic_msr_eoi_write
     0.00%  containerd       containerd                [.] runtime.(*itabTableType).find
     0.00%  dockerd          dockerd                   [.] runtime.(*pageAlloc).update
     0.00%  frontend         frontend                  [.] runtime.(*pageAlloc).scavenge
     0.00%  frontend         [kernel.kallsyms]         [k] check_preempt_wakeup
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] inode_permission
     0.00%  systemd-logind   [kernel.kallsyms]         [k] ipmi_major+0x80000000c8e7
     0.00%  containerd-shim  [kernel.kallsyms]         [k] timerqueue_del
     0.00%  frontend         [kernel.kallsyms]         [k] skb_condense
     0.00%  runc:[1:CHILD]   [kernel.kallsyms]         [k] osq_lock
     0.00%  frontend         frontend                  [.] runtime.resetspinning
     0.00%  wrk              wrk                       [.] lj_BC_LEN
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __sb_end_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f6f7
     0.00%  frontend         [kernel.kallsyms]         [k] smp_apic_timer_interrupt
     0.00%  dockerd          [kernel.kallsyms]         [k] security_task_getsecid
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_small_queue_check.isra.0
     0.00%  frontend         frontend                  [.] net.(*Dialer).deadline
     0.00%  runc             [kernel.kallsyms]         [k] __tlb_remove_page_size
     0.00%  docker-proxy     [kernel.kallsyms]         [k] native_load_tls
     0.00%  dockerd          [kernel.kallsyms]         [k] do_filp_open
     0.00%  dockerd          [kernel.kallsyms]         [k] udp_lib_rehash
     0.00%  frontend         frontend                  [.] runtime.newdefer
     0.00%  frontend         [kernel.kallsyms]         [k] get_signal
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_mb_release_context
     0.00%  exe              dockerd                   [.] runtime.memhash64
     0.00%  dockerd          dockerd                   [.] runtime.semrelease1
     0.00%  dockerd          dockerd                   [.] syscall.sendmsgN
     0.00%  dockerd          [kernel.kallsyms]         [k] proc_ns_get_link
     0.00%  containerd-shim  [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  frontend         frontend                  [.] runtime.freeStackSpans
     0.00%  frontend         frontend                  [.] github.com/apache/thrift/lib/go/thrift.(*TMemoryBuffer).Write
     0.00%  dockerd          [kernel.kallsyms]         [k] account_page_dirtied
     0.00%  systemd-resolve  libc-2.31.so              [.] _int_free
     0.00%  containerd-shim  [kernel.kallsyms]         [k] generic_update_time
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] zap_pte_range.isra.0
     0.00%  frontend         [kernel.kallsyms]         [k] rcu_all_qs
     0.00%  containerd       containerd                [.] runtime.retake
     0.00%  dockerd          [kernel.kallsyms]         [k] sock_recvmsg
     0.00%  systemd-resolve  libsystemd-shared-245.so  [.] write_env_file
     0.00%  frontend         frontend                  [.] runtime.freeSomeWbufs
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] native_flush_tlb_one_user
     0.00%  frontend         frontend                  [.] net/http.(*Client).makeHeadersCopier
     0.00%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.00%  frontend         frontend                  [.] syscall.RawSyscall.abi0
     0.00%  rs:main Q:Reg    libpthread-2.31.so        [.] pthread_mutex_unlock
     0.00%  dockerd          [kernel.kallsyms]         [k] putname
     0.00%  frontend         [kernel.kallsyms]         [k] skb_copy_datagram_iter
     0.00%  wrk              [kernel.kallsyms]         [k] skb_network_protocol
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] do_dentry_open
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003a51
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] string_escape_mem
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000405a20
     0.00%  frontend         frontend                  [.] google.golang.org/grpc.(*ClientConn).getTransport
     0.00%  dockerd          [kernel.kallsyms]         [k] br_pass_frame_up
     0.00%  dockerd          [kernel.kallsyms]         [k] __get_user_4
     0.00%  dockerd          dockerd                   [.] runtime.siftdownTimer
     0.00%  (spawn)          [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%  dockerd          [kernel.kallsyms]         [k] kfree_skbmem
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] generic_permission
     0.00%  frontend         frontend                  [.] internal/singleflight.(*Group).doCall
     0.00%  frontend         [kernel.kallsyms]         [k] raise_softirq
     0.00%  runc             [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%  containerd       containerd                [.] runtime.casgstatus
     0.00%  frontend         [kernel.kallsyms]         [k] inode_has_buffers
     0.00%  frontend         frontend                  [.] runtime.atomicwb
     0.00%  wrk              [kernel.kallsyms]         [k] ipv4_conntrack_in
     0.00%  frontend         [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.00%  dockerd          [kernel.kallsyms]         [k] native_read_msr
     0.00%  frontend         [kernel.kallsyms]         [k] skb_release_head_state
     0.00%  frontend         [kernel.kallsyms]         [k] iov_iter_init
     0.00%  frontend         frontend                  [.] github.com/harlow/go-micro-services/tracing.(*TracedServeMux).Handle.func1
     0.00%  containerd-shim  [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.00%  dockerd          [kernel.kallsyms]         [k] __netif_receive_skb
     0.00%  dockerd          [kernel.kallsyms]         [k] ret_from_intr
     0.00%  wrk              [kernel.kallsyms]         [k] copyout
     0.00%  systemd-sysctl   libsystemd-shared-245.so  [.] read_line_full
     0.00%  wrk              wrk                       [.] lua_type
     0.00%  dockerd          [kernel.kallsyms]         [k] iov_iter_init
     0.00%  frontend         frontend                  [.] runtime.(*mheap).allocManual
     0.00%  frontend         frontend                  [.] net.(*netFD).Close
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork.(*Controller).isSwarmNode
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000eeab3
     0.00%  dockerd          [kernel.kallsyms]         [k] br_fdb_update
     0.00%  swapper          [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.00%  frontend         [kernel.kallsyms]         [k] ip4_datagram_release_cb
     0.00%  frontend         [kernel.kallsyms]         [k] free_unref_page_list
     0.00%  dockerd          dockerd                   [.] runtime.memhash16
     0.00%  swapper          [kernel.kallsyms]         [k] napi_complete_done
     0.00%  frontend         [kernel.kallsyms]         [k] __do_page_fault
     0.00%  dockerd          dockerd                   [.] net.IP.String
     0.00%  exe              dockerd                   [.] runtime.(*gcControllerState).update
     0.00%  frontend         [kernel.kallsyms]         [k] inet_autobind
     0.00%  dockerd          [kernel.kallsyms]         [k] __getblk_gfp
     0.00%  frontend         frontend                  [.] runtime.(*gcWork).balance
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e58c
     0.00%  frontend         [kernel.kallsyms]         [k] rebalance_domains
     0.00%  frontend         frontend                  [.] runtime.chansend1
     0.00%  frontend         frontend                  [.] net/http.(*wantConn).cancel
     0.00%  dockerd          dockerd                   [.] go.opentelemetry.io/otel/sdk/trace.(*recordingSpan).addEvent
     0.00%  frontend         frontend                  [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1.dwrap.1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003ce43
     0.00%  frontend         [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  frontend         [kernel.kallsyms]         [k] __alloc_file
     0.00%  networkctl       [kernel.kallsyms]         [k] __d_lookup
