# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 80K of event 'cycles'
# Event count (approx.): 144895019115
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_mstamp_refresh
     0.02%  frontend  [kernel.kallsyms]   [k] walk_component
     0.02%  frontend  frontend            [.] net.(*TCPConn).SetReadDeadline
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  frontend  frontend            [.] runtime.convT2E
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).itemHandler.func1
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.02%  frontend  [kernel.kallsyms]   [k] skb_network_protocol
     0.02%  frontend  [kernel.kallsyms]   [k] clear_buddies
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*MetaHeadersFrame).Header
     0.02%  frontend  frontend            [.] reflect.Value.Len
     0.02%  frontend  [kernel.kallsyms]   [k] do_nanosleep
     0.02%  frontend  frontend            [.] runtime.injectglist
     0.02%  frontend  frontend            [.] runtime.shrinkstack
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.02%  frontend  [kernel.kallsyms]   [k] _copy_to_iter
     0.02%  frontend  [kernel.kallsyms]   [k] intel_pmu_disable_all
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rate_gen
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_v4_send_check
     0.02%  frontend  frontend            [.] reflect.Zero
     0.02%  frontend  frontend            [.] strings.IndexRune
     0.02%  frontend  frontend            [.] sync/atomic.StorePointer
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_update_skb_after_send
     0.02%  frontend  [kernel.kallsyms]   [k] sched_clock_cpu
     0.02%  frontend  frontend            [.] net/http.(*ServeMux).ServeHTTP
     0.02%  frontend  frontend            [.] github.com/harlow/go-micro-services/tracing.(*TracedServeMux).ServeHTTP
     0.02%  frontend  frontend            [.] runtime.(*mheap).freeSpanLocked
     0.02%  frontend  [kernel.kallsyms]   [k] revert_creds
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_newly_delivered
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.02%  frontend  [kernel.kallsyms]   [k] __skb_ext_put
     0.02%  frontend  frontend            [.] context.(*cancelCtx).Deadline
     0.02%  frontend  [kernel.kallsyms]   [k] __skb_ext_del
     0.02%  frontend  [kernel.kallsyms]   [k] ktime_get_coarse_real_ts64
     0.02%  frontend  frontend            [.] encoding/json.(*reflectWithString).resolve
     0.02%  frontend  frontend            [.] runtime.(*mcache).prepareForSweep
     0.02%  frontend  [kernel.kallsyms]   [k] path_lookupat.isra.0
     0.02%  frontend  [kernel.kallsyms]   [k] lapic_next_deadline
     0.02%  frontend  [kernel.kallsyms]   [k] setup_pre_routing
     0.02%  frontend  frontend            [.] runtime.exitsyscallfast_reacquired
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_interrupt
     0.02%  frontend  frontend            [.] net/http.Header.sortedKeyValues
     0.02%  frontend  [kernel.kallsyms]   [k] map_id_up
     0.02%  frontend  frontend            [.] runtime.mDoFixup
     0.02%  frontend  [kernel.kallsyms]   [k] hash_futex
     0.02%  frontend  [kernel.kallsyms]   [k] sk_reset_timer
     0.02%  frontend  frontend            [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.02%  frontend  [kernel.kallsyms]   [k] set_next_buddy
     0.02%  frontend  frontend            [.] os.Getwd
     0.02%  frontend  [kernel.kallsyms]   [k] apparmor_file_permission
     0.02%  frontend  frontend            [.] net/http.appendTime
     0.02%  frontend  frontend            [.] runtime.mapaccess1_fast32
     0.02%  frontend  [kernel.kallsyms]   [k] __vfs_write
     0.02%  frontend  frontend            [.] strconv.mult64bitPow10
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rack_update_reo_wnd
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.02%  frontend  frontend            [.] strconv.FormatInt
     0.02%  frontend  [kernel.kallsyms]   [k] inet_recvmsg
     0.02%  frontend  [kernel.kallsyms]   [k] passthru_features_check
     0.02%  frontend  frontend            [.] net/textproto.canonicalMIMEHeaderKey
     0.02%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_nanosleep
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rbtree_insert
     0.02%  frontend  frontend            [.] reflect.MakeMapWithSize
     0.02%  frontend  [kernel.kallsyms]   [k] lock_sock_nested
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.02%  frontend  frontend            [.] reflect.resolveTypeOff
     0.02%  frontend  frontend            [.] net.SplitHostPort
     0.02%  frontend  frontend            [.] syscall.Syscall6.abi0
     0.02%  frontend  frontend            [.] time.Time.Sub
     0.02%  frontend  [kernel.kallsyms]   [k] get_futex_value_locked
     0.02%  frontend  [kernel.kallsyms]   [k] do_softirq_own_stack
     0.02%  frontend  frontend            [.] runtime.(*stackScanState).getPtr
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).Write.func2
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.02%  frontend  frontend            [.] internal/bytealg.IndexByteString.abi0
     0.02%  frontend  frontend            [.] github.com/rs/zerolog.callerHook.Run
     0.02%  frontend  frontend            [.] runtime.typehash
     0.02%  frontend  [kernel.kallsyms]   [k] br_fdb_find_rcu
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.appendIndexedName
     0.02%  frontend  [kernel.kallsyms]   [k] _raw_spin_unlock_bh
     0.02%  frontend  [kernel.kallsyms]   [k] bictcp_cong_avoid
     0.02%  frontend  frontend            [.] runtime.nilinterequal
     0.02%  frontend  frontend            [.] github.com/opentracing-contrib/go-stdlib/nethttp.(*statusCodeTracker).Write
     0.02%  frontend  [kernel.kallsyms]   [k] skb_pull
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.02%  frontend  [kernel.kallsyms]   [k] mark_wake_futex
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_chrono_stop
     0.02%  frontend  frontend            [.] encoding/json.(*scanner).eof
     0.02%  frontend  [kernel.kallsyms]   [k] _copy_from_iter_full
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.02%  frontend  [kernel.kallsyms]   [k] __intel_pmu_enable_all.constprop.0
     0.02%  frontend  frontend            [.] sync.(*poolChain).popTail
     0.02%  frontend  frontend            [.] runtime.rawstring
     0.02%  frontend  frontend            [.] encoding/json.interfaceEncoder
     0.02%  frontend  [kernel.kallsyms]   [k] jiffies_to_usecs
     0.02%  frontend  frontend            [.] google.golang.org/grpc/metadata.New
     0.02%  frontend  frontend            [.] bytes.(*Buffer).Write
     0.02%  frontend  frontend            [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.02%  frontend  frontend            [.] sync.(*Pool).getSlow
     0.02%  frontend  [kernel.kallsyms]   [k] arch_perf_update_userpage
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_parse_md5sig_option
     0.02%  frontend  frontend            [.] time.Time.Equal
     0.02%  frontend  frontend            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1.dwrap.1
     0.02%  frontend  [kernel.kallsyms]   [k] dput
     0.02%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.marshal
     0.02%  frontend  [kernel.kallsyms]   [k] __kmalloc_reserve.isra.0
     0.02%  frontend  frontend            [.] runtime.markrootSpans
     0.02%  frontend  frontend            [.] net/url.getScheme
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).adjustWindow.dwrap.14
     0.02%  frontend  [kernel.kallsyms]   [k] copyin
     0.02%  frontend  frontend            [.] net/http.(*conn).hijacked
     0.02%  frontend  frontend            [.] google.golang.org/grpc.newClientStream.func1
     0.02%  frontend  frontend            [.] runtime.adjustdefers
     0.02%  frontend  frontend            [.] google.golang.org/grpc/metadata.FromOutgoingContext
     0.02%  frontend  frontend            [.] runtime.updateTimerPMask
     0.02%  frontend  [kernel.kallsyms]   [k] select_idle_sibling
     0.02%  frontend  frontend            [.] runtime.stackpoolalloc
     0.02%  frontend  frontend            [.] runtime.resetspinning
     0.02%  frontend  [kernel.kallsyms]   [k] mntput
     0.02%  frontend  frontend            [.] runtime.freedefer
     0.02%  frontend  frontend            [.] reflect.Value.String
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_active
     0.02%  frontend  [kernel.kallsyms]   [k] put_prev_task_fair
     0.02%  frontend  [kernel.kallsyms]   [k] rcu_all_qs
     0.02%  frontend  [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.02%  frontend  frontend            [.] sort.Search
     0.02%  frontend  [kernel.kallsyms]   [k] __hrtimer_init
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.02%  frontend  frontend            [.] runtime.funcname
     0.02%  frontend  frontend            [.] net/url.(*URL).Query
     0.02%  frontend  frontend            [.] reflect.(*MapIter).Next
     0.02%  frontend  [kernel.kallsyms]   [k] __hrtimer_next_event_base
     0.02%  frontend  frontend            [.] net/http.(*htmlSig).match
     0.02%  frontend  frontend            [.] time.now
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).handleWindowUpdate
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.02%  frontend  frontend            [.] encoding/json.arrayEncoder.encode
     0.02%  frontend  frontend            [.] runtime.deferprocStack
     0.02%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*recommendationClient).GetRecommendations
     0.02%  frontend  [kernel.kallsyms]   [k] _copy_to_user
     0.02%  frontend  frontend            [.] net/textproto.(*Reader).readLineSlice
     0.02%  frontend  frontend            [.] net/http.(*ServeMux).Handler
     0.02%  frontend  [kernel.kallsyms]   [k] generic_fillattr
     0.02%  frontend  [kernel.kallsyms]   [k] br_pass_frame_up
     0.02%  frontend  [kernel.kallsyms]   [k] ovl_path_type
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_send_mss
     0.02%  frontend  frontend            [.] net/http.(*response).WriteHeader
     0.02%  frontend  [kernel.kallsyms]   [k] __pm_relax
     0.02%  frontend  frontend            [.] net/http.checkConnErrorWriter.Write
     0.02%  frontend  [kernel.kallsyms]   [k] skb_scrub_packet
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_tx_timestamp
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).newStream.func1
     0.02%  frontend  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.0
     0.02%  frontend  frontend            [.] fmt.(*fmt).truncateString
     0.02%  frontend  frontend            [.] runtime.interequal
     0.02%  frontend  frontend            [.] internal/reflectlite.Value.Len
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WritePing
     0.02%  frontend  frontend            [.] runtime.checkRunqsNoP
     0.02%  frontend  frontend            [.] time.tzset
     0.02%  frontend  [kernel.kallsyms]   [k] legitimize_path.isra.0
     0.02%  frontend  frontend            [.] reflect.(*rtype).Name
     0.02%  frontend  [kernel.kallsyms]   [k] generic_permission
     0.02%  frontend  [kernel.kallsyms]   [k] iov_iter_advance
     0.02%  frontend  frontend            [.] runtime.freeSomeWbufs
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).updateWindow
     0.02%  frontend  [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.01%  frontend  [kernel.kallsyms]   [k] __netif_receive_skb
     0.01%  frontend  frontend            [.] net/http.extraHeader.Write
     0.01%  frontend  [kernel.kallsyms]   [k] __release_sock
     0.01%  frontend  frontend            [.] encoding/json.mapEncoder.encode.func1
     0.01%  frontend  frontend            [.] net/textproto.(*Reader).upcomingHeaderNewlines
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).redirectToPathSlash
     0.01%  frontend  frontend            [.] runtime.stackpoolfree
     0.01%  frontend  frontend            [.] runtime.semacquire1
     0.01%  frontend  frontend            [.] time.Time.Format
     0.01%  frontend  frontend            [.] runtime.publicationBarrier.abi0
     0.01%  frontend  [kernel.kallsyms]   [k] call_function_interrupt
     0.01%  frontend  [kernel.kallsyms]   [k] native_apic_msr_eoi_write
     0.01%  frontend  frontend            [.] strconv.special
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.glob..func5
     0.01%  frontend  [kernel.kallsyms]   [k] is_skb_forwardable
     0.01%  frontend  frontend            [.] reflect.typedmemmove
     0.01%  frontend  [kernel.kallsyms]   [k] restore_nameidata
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/profile/proto.(*profileClient).GetProfiles
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_rate_skb_delivered
     0.01%  frontend  frontend            [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  frontend  frontend            [.] vendor/golang.org/x/net/http/httpguts.ValidHeaderFieldName
     0.01%  frontend  frontend            [.] net/url.parseHost
     0.01%  frontend  frontend            [.] runtime.selectnbrecv
     0.01%  frontend  frontend            [.] sync.(*Cond).Wait
     0.01%  frontend  [kernel.kallsyms]   [k] apparmor_inode_getattr
     0.01%  frontend  [kernel.kallsyms]   [k] memcpy_erms
     0.01%  frontend  frontend            [.] runtime.mPark
     0.01%  frontend  frontend            [.] golang.org/x/net/http2/hpack.readVarInt
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.01%  frontend  [kernel.kallsyms]   [k] unlazy_walk
     0.01%  frontend  [kernel.kallsyms]   [k] ip_queue_xmit
     0.01%  frontend  frontend            [.] runtime.memequal8
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_v4_do_rcv
     0.01%  frontend  frontend            [.] strconv.formatDigits
     0.01%  frontend  [kernel.kallsyms]   [k] should_failslab
     0.01%  frontend  frontend            [.] strconv.ryuDigits
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_v4_inbound_md5_hash
     0.01%  frontend  frontend            [.] net.(*OpError).Timeout
     0.01%  frontend  frontend            [.] reflect.(*rtype).exportedMethods
     0.01%  frontend  frontend            [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.01%  frontend  frontend            [.] encoding/json.stringEncoder
     0.01%  frontend  [kernel.kallsyms]   [k] nf_checksum
     0.01%  frontend  frontend            [.] runtime.suspendG
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.01%  frontend  frontend            [.] runtime.funcfile
     0.01%  frontend  frontend            [.] reflect.(*MapIter).Value
     0.01%  frontend  frontend            [.] runtime.(*semaRoot).dequeue
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).updateWindow.dwrap.15
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  frontend  [kernel.kallsyms]   [k] __x64_sys_newfstatat
     0.01%  frontend  [kernel.kallsyms]   [k] __x64_sys_nanosleep
     0.01%  frontend  frontend            [.] runtime.goready.func1
     0.01%  frontend  frontend            [.] runtime.gcAssistAlloc
     0.01%  frontend  frontend            [.] runtime.assertE2I
     0.01%  frontend  [kernel.kallsyms]   [k] zap_pte_range.isra.0
     0.01%  frontend  frontend            [.] runtime.isSystemGoroutine
     0.01%  frontend  [kernel.kallsyms]   [k] __bitmap_and
     0.01%  frontend  frontend            [.] runtime.retake
     0.01%  frontend  [kernel.kallsyms]   [k] smp_call_function_single
     0.01%  frontend  frontend            [.] reflect.copyVal
     0.01%  frontend  frontend            [.] strconv.atof32exact
     0.01%  frontend  frontend            [.] runtime.bgsweep
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.parsePingFrame
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*addrConn).getReadyTransport
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_send_delayed_ack
     0.01%  frontend  frontend            [.] runtime.checkdead
     0.01%  frontend  frontend            [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.01%  frontend  [kernel.kallsyms]   [k] lock_timer_base
     0.01%  frontend  frontend            [.] gosave_systemstack_switch
     0.01%  frontend  [kernel.kallsyms]   [k] __fdget_pos
     0.01%  frontend  frontend            [.] encoding/json.floatEncoder.encode
     0.01%  frontend  [kernel.kallsyms]   [k] rcu_irq_enter
     0.01%  frontend  [kernel.kallsyms]   [k] sched_clock
     0.01%  frontend  [kernel.kallsyms]   [k] timestamp_truncate
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/reservation/proto.(*reservationClient).CheckAvailability
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_stream_memory_free
     0.01%  frontend  [kernel.kallsyms]   [k] mntput_no_expire
     0.01%  frontend  frontend            [.] runtime.(*stackScanState).addObject
     0.01%  frontend  frontend            [.] net/http.fixLength
     0.01%  frontend  frontend            [.] internal/reflectlite.(*rtype).Elem
     0.01%  frontend  frontend            [.] encoding/json.sliceEncoder.encode
     0.01%  frontend  [kernel.kallsyms]   [k] page_fault
     0.01%  frontend  frontend            [.] reflect.Value.MapRange
     0.01%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead
     0.01%  frontend  [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.01%  frontend  frontend            [.] sync/atomic.CompareAndSwapPointer
     0.01%  frontend  frontend            [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.01%  frontend  frontend            [.] internal/reflectlite.ValueOf
     0.01%  frontend  frontend            [.] sync/atomic.runtime_procPin
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).update
     0.01%  frontend  frontend            [.] sync.(*poolDequeue).popHead
     0.01%  frontend  [kernel.kallsyms]   [k] skb_copy_datagram_iter
     0.01%  frontend  [kernel.kallsyms]   [k] user_path_at_empty
     0.01%  frontend  [kernel.kallsyms]   [k] terminate_walk
     0.01%  frontend  frontend            [.] strconv.ParseFloat
     0.01%  frontend  frontend            [.] google.golang.org/grpc/metadata.FromOutgoingContextRaw
     0.01%  frontend  [kernel.kallsyms]   [k] set_next_entity
     0.01%  frontend  frontend            [.] runtime.nanotime
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_rcx
     0.01%  frontend  frontend            [.] runtime.gcResetMarkState.func1
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  frontend  [kernel.kallsyms]   [k] lockref_get_not_dead
     0.01%  frontend  frontend            [.] runtime.convI2I
     0.01%  frontend  [kernel.kallsyms]   [k] sk_forced_mem_schedule
     0.01%  frontend  frontend            [.] syscall.Getenv.dwrap.2
     0.01%  frontend  frontend            [.] runtime.(*spanSetBlockAlloc).alloc
     0.01%  frontend  [kernel.kallsyms]   [k] ns_to_timespec64
     0.01%  frontend  frontend            [.] sync.(*poolDequeue).popTail
     0.01%  frontend  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.0
     0.01%  frontend  frontend            [.] net/url.parseAuthority
     0.01%  frontend  frontend            [.] encoding/json.typeEncoder
     0.01%  frontend  [kernel.kallsyms]   [k] __update_load_avg_blocked_se
     0.01%  frontend  frontend            [.] encoding/json.(*encodeState).reflectValue
     0.01%  frontend  frontend            [.] runtime.copystack
     0.01%  frontend  frontend            [.] sort.(*StringSlice).Len
     0.01%  frontend  [kernel.kallsyms]   [k] skb_pull_rcsum
     0.01%  frontend  [kernel.kallsyms]   [k] tick_program_event
     0.01%  frontend  frontend            [.] net/url.validOptionalPort
     0.01%  frontend  [kernel.kallsyms]   [k] _copy_from_user
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  frontend  frontend            [.] runtime.stopm
     0.01%  frontend  [kernel.kallsyms]   [k] cpumask_next
     0.01%  frontend  frontend            [.] runtime.trygetfull
     0.01%  frontend  [kernel.kallsyms]   [k] netif_rx
     0.01%  frontend  [kernel.kallsyms]   [k] inet6_sendmsg
     0.01%  frontend  frontend            [.] runtime.fastrand
     0.01%  frontend  [kernel.kallsyms]   [k] ___slab_alloc
     0.01%  frontend  frontend            [.] runtime.(*gcControllerState).findRunnableGCWorker
     0.01%  frontend  frontend            [.] runtime.newstack
     0.01%  frontend  frontend            [.] runtime.rawstringtmp
     0.01%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  frontend  [kernel.kallsyms]   [k] __raise_softirq_irqoff
     0.01%  frontend  [kernel.kallsyms]   [k] ttwu_do_activate
     0.01%  frontend  frontend            [.] net/http.isNotToken
     0.01%  frontend  frontend            [.] net.(*conn).SetReadDeadline
     0.01%  frontend  [kernel.kallsyms]   [k] ovl_inode_lower
     0.01%  frontend  frontend            [.] vendor/golang.org/x/net/http/httpguts.HeaderValuesContainsToken
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).CloseStream.func1
     0.01%  frontend  [kernel.kallsyms]   [k] __remove_hrtimer
     0.01%  frontend  [kernel.kallsyms]   [k] br_allowed_egress
     0.01%  frontend  [kernel.kallsyms]   [k] irq_exit
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.encodeMetadataHeader
     0.01%  frontend  [kernel.kallsyms]   [k] ktime_get_ts64
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_struct_message
     0.01%  frontend  [kernel.kallsyms]   [k] get_futex_key_refs.isra.0
     0.01%  frontend  frontend            [.] net/http.parseRequestLine
     0.01%  frontend  frontend            [.] encoding/json.(*Encoder).Encode
     0.01%  frontend  [kernel.kallsyms]   [k] __handle_mm_fault
     0.01%  frontend  frontend            [.] encoding/json.(*decodeState).scanNext
     0.01%  frontend  frontend            [.] reflect.resolveNameOff
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*PingFrame).Header
     0.01%  frontend  frontend            [.] runtime.stackalloc
     0.01%  frontend  [kernel.kallsyms]   [k] from_kuid_munged
     0.01%  frontend  [kernel.kallsyms]   [k] vfs_getattr
     0.01%  frontend  frontend            [.] runtime.funcMaxSPDelta
     0.01%  frontend  [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.01%  frontend  [kernel.kallsyms]   [k] reschedule_interrupt
     0.01%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  frontend  frontend            [.] runtime.callers.func1
     0.01%  frontend  frontend            [.] net/http.Header.Clone
     0.01%  frontend  [kernel.kallsyms]   [k] __tcp_send_ack.part.0
     0.01%  frontend  frontend            [.] runtime.memequal0
     0.01%  frontend  frontend            [.] runtime.runqputbatch
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*ClientConn).getTransport
     0.01%  frontend  frontend            [.] net/textproto.MIMEHeader.Get
     0.01%  frontend  [kernel.kallsyms]   [k] __unqueue_futex
     0.01%  frontend  frontend            [.] reflect.(*rtype).Implements
     0.01%  frontend  [kernel.kallsyms]   [k] select_estimate_accuracy
     0.01%  frontend  frontend            [.] sort.quickSort_func
     0.01%  frontend  [kernel.kallsyms]   [k] release_pages
     0.01%  frontend  [kernel.kallsyms]   [k] __sb_end_write
     0.01%  frontend  frontend            [.] runtime.(*mcache).releaseAll
     0.01%  frontend  frontend            [.] runtime.semrelease1
     0.01%  frontend  frontend            [.] runtime.notewakeup
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeVarint
     0.01%  frontend  frontend            [.] reflect.mapiterinit
     0.01%  frontend  frontend            [.] net/http.(*connReader).abortPendingRead
     0.01%  frontend  frontend            [.] net/http.newTextprotoReader
     0.01%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead.dwrap.75
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_sendmsg
     0.01%  frontend  [kernel.kallsyms]   [k] hrtimer_reprogram
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.SpanContext.String
     0.01%  frontend  [kernel.kallsyms]   [k] __run_timers.part.0
     0.01%  frontend  [kernel.kallsyms]   [k] kill_fasync
     0.01%  frontend  frontend            [.] bufio.(*Reader).Peek
     0.01%  frontend  [kernel.kallsyms]   [k] prepend
     0.01%  frontend  [kernel.kallsyms]   [k] wake_up_q
     0.01%  frontend  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.01%  frontend  frontend            [.] gogo
     0.01%  frontend  frontend            [.] sync.(*poolChain).pushHead
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  frontend  [kernel.kallsyms]   [k] __kfree_skb
     0.01%  frontend  frontend            [.] runtime.saveAncestors
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.parseDataFrame
     0.01%  frontend  frontend            [.] runtime.scanstack.func1
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_uint32
     0.01%  frontend  [kernel.kallsyms]   [k] inet6_recvmsg
     0.01%  frontend  frontend            [.] time.Time.Add
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.decodeGrpcMessage
     0.01%  frontend  [kernel.kallsyms]   [k] minmax_subwin_update
     0.01%  frontend  frontend            [.] type..hash.google.golang.org/grpc/resolver.Address
     0.01%  frontend  frontend            [.] runtime.mapaccess2_fast64
     0.01%  frontend  [kernel.kallsyms]   [k] __task_pid_nr_ns
     0.01%  frontend  frontend            [.] net/http.(*response).shouldReuseConnection
     0.01%  frontend  [kernel.kallsyms]   [k] inet_send_prepare
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).allocToCache
     0.01%  frontend  frontend            [.] sync.(*Mutex).lockSlow
     0.01%  frontend  [kernel.kallsyms]   [k] ksize
     0.01%  frontend  [kernel.kallsyms]   [k] __mod_memcg_state
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  frontend  [kernel.kallsyms]   [k] putname
     0.01%  frontend  frontend            [.] syscall.Getcwd
     0.01%  frontend  frontend            [.] reflect.mapiterkey
     0.01%  frontend  frontend            [.] runtime.readyWithTime
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_void
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_struct
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_chrono_start
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).newStream.func2
     0.01%  frontend  [kernel.kallsyms]   [k] exit_to_usermode_loop
     0.01%  frontend  frontend            [.] runtime.doaddtimer
     0.01%  frontend  frontend            [.] net/http.(*chunkWriter).writeHeader.func1
     0.01%  frontend  [kernel.kallsyms]   [k] __kmalloc_node
