# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 28292410085
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.01%  recommendation  [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  recommendation  [kernel.kallsyms]  [k] netif_skb_features
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  recommendation  [kernel.kallsyms]  [k] __dev_forward_skb
     0.01%  recommendation  [kernel.kallsyms]  [k] br_forward_finish
     0.01%  recommendation  recommendation     [.] reflect.resolveNameOff
     0.01%  recommendation  recommendation     [.] runtime.callers
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_same_sb
     0.01%  recommendation  recommendation     [.] runtime.(*mcache).refill
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).newEvent
     0.01%  recommendation  recommendation     [.] time.getnum
     0.01%  recommendation  recommendation     [.] runtime.exitsyscallfast_reacquired
     0.01%  recommendation  recommendation     [.] reflect.unsafe_New
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).FieldByName
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_rfree
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  recommendation  recommendation     [.] bytes.(*Reader).Read
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).PkgPath
     0.01%  recommendation  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.01%  recommendation  recommendation     [.] runtime.assertE2I
     0.01%  recommendation  recommendation     [.] runtime.funcname
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func5
     0.01%  recommendation  recommendation     [.] runtime.convTslice
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] kfree_skbmem
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.01%  recommendation  [kernel.kallsyms]  [k] br_forward
     0.01%  recommendation  recommendation     [.] runtime.memequal8
     0.01%  recommendation  recommendation     [.] reflect.typedmemmove
     0.01%  recommendation  [kernel.kallsyms]  [k] reschedule_interrupt
     0.01%  recommendation  [kernel.kallsyms]  [k] __skb_ext_put
     0.01%  recommendation  [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.01%  recommendation  recommendation     [.] runtime.(*mspan).nextFreeIndex
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.01%  recommendation  [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).traceInfo
     0.01%  recommendation  [kernel.kallsyms]  [k] _copy_from_iter_full
     0.01%  recommendation  recommendation     [.] runtime.copystack
     0.01%  recommendation  [kernel.kallsyms]  [k] ksize
     0.01%  recommendation  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  recommendation  [kernel.kallsyms]  [k] bictcp_acked
     0.01%  recommendation  recommendation     [.] runtime.entersyscall_sysmon
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).should
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_ts64
     0.01%  recommendation  recommendation     [.] context.parentCancelCtx
     0.01%  recommendation  recommendation     [.] reflect.Value.NumField
     0.01%  recommendation  recommendation     [.] runtime.gfget
     0.01%  recommendation  recommendation     [.] runtime.(*pageCache).alloc
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_finish_output
     0.01%  recommendation  [kernel.kallsyms]  [k] unlazy_walk
     0.01%  recommendation  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.01%  recommendation  recommendation     [.] sync/atomic.StoreUintptr
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Name
     0.01%  recommendation  recommendation     [.] os.(*File).Write
     0.01%  recommendation  recommendation     [.] sync/atomic.(*Value).Store
     0.01%  recommendation  [kernel.kallsyms]  [k] current_time
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.01%  recommendation  [kernel.kallsyms]  [k] __acct_update_integrals
     0.01%  recommendation  recommendation     [.] runtime.bulkBarrierPreWrite
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.01%  recommendation  recommendation     [.] internal/reflectlite.(*rtype).Comparable
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.Write
     0.01%  recommendation  [kernel.kallsyms]  [k] setup_pre_routing
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  recommendation  [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  recommendation  recommendation     [.] runtime.saveAncestors
     0.01%  recommendation  recommendation     [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.01%  recommendation  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.01%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_pull
     0.01%  recommendation  recommendation     [.] reflect.name.tag
     0.01%  recommendation  recommendation     [.] runtime.assertE2I2
     0.01%  recommendation  [kernel.kallsyms]  [k] update_rt_rq_load_avg
     0.01%  recommendation  recommendation     [.] runtime.memequal0
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.01%  recommendation  [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  recommendation  [kernel.kallsyms]  [k] wake_up_q
     0.01%  recommendation  recommendation     [.] runtime.(*sweepLocked).sweep
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  recommendation  [kernel.kallsyms]  [k] __fpu__restore_sig
     0.01%  recommendation  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.01%  recommendation  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  recommendation  [kernel.kallsyms]  [k] pick_next_entity
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.01%  recommendation  recommendation     [.] reflect.New
     0.01%  recommendation  recommendation     [.] os.statNolog
     0.01%  recommendation  recommendation     [.] runtime.(*fixalloc).alloc
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_check_space
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] __vfs_read
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.01%  recommendation  recommendation     [.] runtime.futexwakeup
     0.01%  recommendation  recommendation     [.] runtime.heapBits.forward
     0.01%  recommendation  recommendation     [.] runtime.gfput
     0.01%  recommendation  [kernel.kallsyms]  [k] fput
     0.01%  recommendation  [kernel.kallsyms]  [k] inet_ehashfn
     0.01%  recommendation  recommendation     [.] reflect.Value.Convert
     0.01%  recommendation  [kernel.kallsyms]  [k] rb_first
     0.01%  recommendation  recommendation     [.] reflect.makeString
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_ip_checksum
     0.01%  recommendation  [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.01%  recommendation  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_seconds
     0.01%  recommendation  [kernel.kallsyms]  [k] br_handle_frame_finish
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_release_all
     0.01%  recommendation  recommendation     [.] context.WithCancel.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] should_failslab
     0.01%  recommendation  recommendation     [.] reflect.Value.Bytes
     0.01%  recommendation  recommendation     [.] net.(*conn).Read
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] raise_softirq
     0.01%  recommendation  [kernel.kallsyms]  [k] ret_from_intr
     0.01%  recommendation  recommendation     [.] reflect.Value.Elem
     0.01%  recommendation  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  recommendation  [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] irq_exit
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  recommendation  recommendation     [.] reflect.Value.SetMapIndex
     0.01%  recommendation  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.01%  recommendation  [kernel.kallsyms]  [k] prepend_path.isra.0
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  recommendation  [kernel.kallsyms]  [k] set_next_entity
     0.01%  recommendation  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.01%  recommendation  [kernel.kallsyms]  [k] security_socket_sendmsg
     0.01%  recommendation  [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.01%  recommendation  [kernel.kallsyms]  [k] set_normalized_timespec64
     0.01%  recommendation  [kernel.kallsyms]  [k] security_inode_permission
     0.01%  recommendation  [kernel.kallsyms]  [k] dput
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_send_mss
     0.01%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lat
     0.01%  recommendation  recommendation     [.] runtime.memhash8
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.01%  recommendation  recommendation     [.] runtime.ifaceeq
     0.01%  recommendation  [kernel.kallsyms]  [k] __vfs_write
     0.01%  recommendation  recommendation     [.] syscall.write
     0.01%  recommendation  recommendation     [.] runtime.goexit1
     0.01%  recommendation  recommendation     [.] runtime.resetspinning
     0.01%  recommendation  recommendation     [.] runtime.(*mcentral).uncacheSpan
     0.01%  recommendation  recommendation     [.] runtime.convT2I
     0.01%  recommendation  [kernel.kallsyms]  [k] terminate_walk
     0.01%  recommendation  [kernel.kallsyms]  [k] timestamp_truncate
     0.01%  recommendation  [kernel.kallsyms]  [k] enqueue_timer
     0.01%  recommendation  recommendation     [.] runtime.assertI2I2
     0.01%  recommendation  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.01%  recommendation  recommendation     [.] runtime.(*pageAlloc).allocToCache
     0.01%  recommendation  [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.01%  recommendation  recommendation     [.] runtime.(*pageAlloc).free
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.00%  recommendation  recommendation     [.] runtime.(*pageAlloc).update
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  recommendation  [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  recommendation  [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.00%  recommendation  recommendation     [.] runtime.(*workbuf).checkempty
     0.00%  recommendation  [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.00%  recommendation  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%  recommendation  recommendation     [.] fmt.(*pp).fmtString
     0.00%  recommendation  recommendation     [.] runtime.typeBitsBulkBarrier
     0.00%  recommendation  [kernel.kallsyms]  [k] security_inode_getattr
     0.00%  recommendation  recommendation     [.] runtime.sweepone
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.00%  recommendation  recommendation     [.] runtime.(*headTailIndex).incTail
     0.00%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.NewTProtocolException
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_options_write
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.parseHeadersFrame
     0.00%  recommendation  recommendation     [.] runtime.(*pallocBits).summarize
     0.00%  recommendation  recommendation     [.] runtime.heapBits.forwardOrBoundary
     0.00%  recommendation  recommendation     [.] runtime.scanblock
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.00%  recommendation  [kernel.kallsyms]  [k] __kfree_skb
     0.00%  recommendation  recommendation     [.] reflect.convertOp
     0.00%  recommendation  recommendation     [.] runtime.typedslicecopy
     0.00%  recommendation  recommendation     [.] sort.quickSort
     0.00%  recommendation  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.00%  recommendation  [kernel.kallsyms]  [k] copy_page_from_iter
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.ContextFromString
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_fillattr
     0.00%  recommendation  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_permission
     0.00%  recommendation  recommendation     [.] sort.(*StringSlice).Len
     0.00%  recommendation  [kernel.kallsyms]  [k] ext4_finish_bio
     0.00%  recommendation  [kernel.kallsyms]  [k] simple_copy_to_iter
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.00%  recommendation  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_queue_xmit
     0.00%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanWhile
     0.00%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.00%  recommendation  recommendation     [.] runtime.chanrecv
     0.00%  recommendation  [kernel.kallsyms]  [k] __mnt_want_write
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_add_backlog
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish
     0.00%  recommendation  recommendation     [.] runtime.resolveNameOff
     0.00%  recommendation  [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.00%  recommendation  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.00%  recommendation  recommendation     [.] runtime.Caller
     0.00%  recommendation  recommendation     [.] reflect.implements
     0.00%  recommendation  recommendation     [.] reflect.valueInterface
     0.00%  recommendation  recommendation     [.] os.Getwd
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.00%  recommendation  recommendation     [.] runtime.morestack_noctxt.abi0
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.00%  recommendation  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.00%  recommendation  recommendation     [.] sync.(*WaitGroup).Done
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField2
     0.00%  recommendation  recommendation     [.] runtime.memhash32
     0.00%  recommendation  [kernel.kallsyms]  [k] br_fdb_find_rcu


#
# (Cannot load tips.txt file, please install perf!)
#
