# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 64K of event 'cycles'
# Event count (approx.): 141233915845
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.01%  geo      [kernel.kallsyms]  [k] putname
     0.01%  geo      [kernel.kallsyms]  [k] __wake_up_sync_key
     0.01%  geo      geo                [.] runtime.typedslicecopy
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  geo      geo                [.] github.com/hailocab/go-geoindex.(*sortedPoints).Less
     0.01%  geo      [kernel.kallsyms]  [k] set_next_entity
     0.01%  geo      [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.01%  geo      [kernel.kallsyms]  [k] lock_sock_nested
     0.01%  geo      geo                [.] runtime.selparkcommit
     0.01%  geo      [kernel.kallsyms]  [k] tcp_newly_delivered
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*PingFrame).Header
     0.01%  geo      geo                [.] golang.org/x/net/http2.parsePingFrame
     0.01%  geo      [kernel.kallsyms]  [k] release_sock
     0.01%  geo      [kernel.kallsyms]  [k] do_softirq.part.0
     0.01%  geo      geo                [.] reflect.typedmemclr
     0.01%  geo      [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  geo      geo                [.] runtime.interequal
     0.01%  geo      geo                [.] sync.runtime_procUnpin
     0.01%  geo      geo                [.] runtime.adjustdefers
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  geo      geo                [.] strings.LastIndex
     0.01%  geo      [kernel.kallsyms]  [k] get_timespec64
     0.01%  geo      [kernel.kallsyms]  [k] irq_exit
     0.01%  geo      geo                [.] encoding/json.(*decodeState).scanNext
     0.01%  geo      [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.01%  geo      [kernel.kallsyms]  [k] timestamp_truncate
     0.01%  geo      [kernel.kallsyms]  [k] reschedule_interrupt
     0.01%  geo      [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.01%  geo      geo                [.] reflect.Value.Field
     0.01%  geo      geo                [.] runtime.gogo.abi0
     0.01%  geo      [kernel.kallsyms]  [k] br_forward_finish
     0.01%  geo      [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  geo      geo                [.] reflect.name.tag
     0.01%  geo      [kernel.kallsyms]  [k] remove_entity_load_avg
     0.01%  geo      [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.01%  geo      [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.01%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  geo      geo                [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  geo      [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  geo      [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.01%  geo      [kernel.kallsyms]  [k] __remove_hrtimer
     0.01%  geo      [kernel.kallsyms]  [k] aa_sk_perm
     0.01%  geo      [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.01%  geo      geo                [.] runtime.park_m
     0.01%  geo      geo                [.] strings.Index
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  geo      geo                [.] runtime.goready
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.01%  geo      [kernel.kallsyms]  [k] _copy_to_iter
     0.01%  geo      [kernel.kallsyms]  [k] ip_sabotage_in
     0.01%  geo      geo                [.] sync.(*poolChain).popTail
     0.01%  geo      geo                [.] runtime.sendDirect
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  geo      geo                [.] strconv.formatDigits
     0.01%  geo      geo                [.] sync/atomic.(*Value).Store
     0.01%  geo      geo                [.] runtime.isSystemGoroutine
     0.01%  geo      geo                [.] runtime.entersyscall
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  geo      geo                [.] runtime.closechan
     0.01%  geo      geo                [.] google.golang.org/grpc.encode
     0.01%  geo      geo                [.] runtime.makemap_small
     0.01%  geo      [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  geo      geo                [.] runtime.bulkBarrierPreWrite
     0.01%  geo      [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.01%  geo      [kernel.kallsyms]  [k] vfs_getattr
     0.01%  geo      geo                [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  geo      geo                [.] runtime.send
     0.01%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.01%  geo      [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.01%  geo      [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  geo      geo                [.] runtime.memhash32
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  geo      [kernel.kallsyms]  [k] copyout
     0.01%  geo      geo                [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.01%  geo      [kernel.kallsyms]  [k] tcp_sendmsg
     0.01%  geo      geo                [.] runtime.netpollblockcommit
     0.01%  geo      [kernel.kallsyms]  [k] ksize
     0.01%  geo      [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.01%  geo      [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.01%  geo      [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.01%  geo      [kernel.kallsyms]  [k] __skb_ext_put
     0.01%  geo      [kernel.kallsyms]  [k] br_allowed_ingress
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  geo      geo                [.] math.atan
     0.01%  geo      [kernel.kallsyms]  [k] __dev_forward_skb
     0.01%  geo      geo                [.] reflect.(*structType).FieldByName
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  geo      geo                [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  geo      [kernel.kallsyms]  [k] dev_queue_xmit
     0.01%  geo      [kernel.kallsyms]  [k] ip_local_deliver
     0.01%  geo      [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.01%  geo      [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.01%  geo      [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.01%  geo      [kernel.kallsyms]  [k] user_path_at_empty
     0.01%  geo      [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.01%  geo      geo                [.] runtime.mapaccess2_fast32
     0.01%  geo      [kernel.kallsyms]  [k] rebalance_domains
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  geo      [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.01%  geo      [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.01%  geo      [kernel.kallsyms]  [k] clockevents_program_event
     0.01%  geo      [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  geo      geo                [.] runtime.concatstring2
     0.01%  geo      [kernel.kallsyms]  [k] detach_if_pending
     0.01%  geo      geo                [.] runtime.mput
     0.01%  geo      [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.01%  geo      [kernel.kallsyms]  [k] file_update_time
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.01%  geo      [kernel.kallsyms]  [k] sock_put
     0.01%  geo      geo                [.] runtime.assertI2I2
     0.01%  geo      geo                [.] github.com/rs/zerolog.glob..func4
     0.01%  geo      geo                [.] reflect.Value.String
     0.01%  geo      geo                [.] runtime.newproc
     0.01%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo.(*Server).getNearbyPoints.func1
     0.01%  geo      [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  geo      geo                [.] runtime.stackpoolfree
     0.01%  geo      [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  geo      geo                [.] runtime.efaceeq
     0.01%  geo      [kernel.kallsyms]  [k] fput
     0.01%  geo      geo                [.] runtime.heapBits.forward
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.ContextFromString
     0.01%  geo      [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  geo      [kernel.kallsyms]  [k] tick_program_event
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*Framer).WritePing
     0.01%  geo      [kernel.kallsyms]  [k] rb_first
     0.01%  geo      geo                [.] runtime.futexwakeup
     0.01%  geo      [kernel.kallsyms]  [k] set_next_task_idle
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.01%  geo      geo                [.] runtime.newstack.abi0
     0.01%  geo      [kernel.kallsyms]  [k] unlazy_walk
     0.01%  geo      [kernel.kallsyms]  [k] do_softirq_own_stack
     0.01%  geo      geo                [.] sync.(*WaitGroup).Done
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.01%  geo      geo                [.] syscall.Getcwd
     0.01%  geo      [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.01%  geo      [kernel.kallsyms]  [k] __unqueue_futex
     0.01%  geo      [kernel.kallsyms]  [k] tcp_send_mss
     0.01%  geo      [kernel.kallsyms]  [k] __vfs_read
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  geo      [kernel.kallsyms]  [k] __pm_relax
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rate_gen
     0.01%  geo      [kernel.kallsyms]  [k] security_inode_permission
     0.01%  geo      [kernel.kallsyms]  [k] plist_add
     0.01%  geo      [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.01%  geo      [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.01%  geo      [kernel.kallsyms]  [k] timerqueue_del
     0.01%  geo      geo                [.] runtime.notewakeup
     0.01%  geo      [kernel.kallsyms]  [k] sk_reset_timer
     0.01%  geo      [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  geo      geo                [.] time.Since
     0.01%  geo      geo                [.] runtime.deductSweepCredit
     0.01%  geo      geo                [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.01%  geo      [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.01%  geo      geo                [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lat
     0.01%  geo      [kernel.kallsyms]  [k] ip_rcv_finish
     0.01%  geo      geo                [.] runtime.newproc1
     0.01%  geo      [kernel.kallsyms]  [k] rcu_qs
     0.01%  geo      geo                [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  geo      [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  geo      geo                [.] google.golang.org/grpc/encoding/proto.marshal
     0.01%  geo      [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.01%  geo      geo                [.] sync/atomic.CompareAndSwapUintptr
     0.01%  geo      geo                [.] github.com/hailocab/go-geoindex.(*geoIndex).GetEntryAt
     0.01%  geo      geo                [.] time.Time.Sub
     0.01%  geo      [kernel.kallsyms]  [k] ovl_inode_lower
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rack_advance
     0.01%  geo      geo                [.] runtime.nanotime
     0.01%  geo      [kernel.kallsyms]  [k] path_put
     0.01%  geo      [kernel.kallsyms]  [k] skb_try_coalesce
     0.01%  geo      geo                [.] golang.org/x/net/http2.parseDataFrame
     0.01%  geo      [kernel.kallsyms]  [k] sk_free
     0.01%  geo      geo                [.] runtime.morestack_noctxt.abi0
     0.01%  geo      geo                [.] runtime.scanblock
     0.01%  geo      [kernel.kallsyms]  [k] check_stack_object
     0.01%  geo      [kernel.kallsyms]  [k] tcp_chrono_stop
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.01%  geo      geo                [.] runtime.funcname
     0.01%  geo      [kernel.kallsyms]  [k] ___slab_alloc
     0.01%  geo      geo                [.] runtime.gcmarknewobject
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.01%  geo      [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.01%  geo      geo                [.] runtime.globrunqget
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  geo      geo                [.] runtime.gfput
     0.01%  geo      [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.01%  geo      geo                [.] context.WithCancel.func1
     0.01%  geo      [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  geo      [kernel.kallsyms]  [k] tcp_mtu_probe
     0.01%  geo      [kernel.kallsyms]  [k] netif_rx
     0.01%  geo      [kernel.kallsyms]  [k] smp_reschedule_interrupt
     0.01%  geo      [kernel.kallsyms]  [k] tcp_established_options
     0.01%  geo      geo                [.] google.golang.org/grpc.(*parser).recvMsg
     0.01%  geo      geo                [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  geo      geo                [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.01%  geo      [kernel.kallsyms]  [k] lock_timer_base
     0.01%  geo      [kernel.kallsyms]  [k] rcu_note_context_switch
     0.01%  geo      [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  geo      [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.01%  geo      [kernel.kallsyms]  [k] current_time
     0.01%  geo      [kernel.kallsyms]  [k] rcu_irq_exit
     0.01%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.01%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  geo      [kernel.kallsyms]  [k] enqueue_timer
     0.01%  geo      [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.01%  geo      [kernel.kallsyms]  [k] hrtick_update
     0.01%  geo      [kernel.kallsyms]  [k] __mnt_want_write
     0.01%  geo      [kernel.kallsyms]  [k] skb_pull
     0.01%  geo      [kernel.kallsyms]  [k] br_allowed_egress
     0.01%  geo      [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.01%  geo      [kernel.kallsyms]  [k] get_signal
     0.01%  geo      geo                [.] reflect.(*rtype).Field
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.01%  geo      geo                [.] github.com/rs/zerolog.glob..func5
     0.01%  geo      [kernel.kallsyms]  [k] calc_timer_values
     0.01%  geo      geo                [.] runtime.procyield.abi0
     0.01%  geo      geo                [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.01%  geo      geo                [.] runtime.ifaceeq
     0.01%  geo      geo                [.] reflect.Value.NumField
     0.01%  geo      [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  geo      geo                [.] runtime.semacquire1
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  geo      [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.01%  geo      [kernel.kallsyms]  [k] retint_kernel
     0.01%  geo      [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.01%  geo      [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.01%  geo      geo                [.] runtime.(*mheap).allocNeedsZero
     0.01%  geo      geo                [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  geo      [kernel.kallsyms]  [k] tcp_try_coalesce
     0.01%  geo      geo                [.] runtime.(*mheap).setSpans
     0.01%  geo      [kernel.kallsyms]  [k] perf_event_task_tick
     0.01%  geo      geo                [.] runtime.(*mSpanList).remove
     0.01%  geo      [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.01%  geo      [kernel.kallsyms]  [k] hrtimer_reprogram
     0.01%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed32
     0.01%  geo      geo                [.] runtime.(*pageCache).alloc
     0.01%  geo      geo                [.] math.archMax.abi0
     0.01%  geo      geo                [.] runtime.deferreturn
     0.01%  geo      [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  geo      [kernel.kallsyms]  [k] skb_free_head
     0.01%  geo      geo                [.] runtime.goready.func1
     0.01%  geo      geo                [.] runtime.releasep
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  geo      geo                [.] runtime.(*pageAlloc).update
     0.01%  geo      geo                [.] strings.Count
     0.01%  geo      geo                [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.01%  geo      [kernel.kallsyms]  [k] _copy_from_iter_full
     0.01%  geo      geo                [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.01%  geo      [kernel.kallsyms]  [k] __fdget_pos
     0.01%  geo      geo                [.] runtime.newproc.func1
     0.01%  geo      [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.01%  geo      geo                [.] runtime.strequal
     0.00%  geo      [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.00%  geo      geo                [.] runtime.(*mheap).nextSpanForSweep
     0.00%  geo      geo                [.] context.WithCancel
     0.00%  geo      [kernel.kallsyms]  [k] account_system_index_time
     0.00%  geo      [kernel.kallsyms]  [k] nf_checksum
     0.00%  geo      [kernel.kallsyms]  [k] ns_to_timespec64
     0.00%  geo      [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  geo      [kernel.kallsyms]  [k] jiffies_to_usecs
     0.00%  geo      [kernel.kallsyms]  [k] tcp_send_ack
     0.00%  geo      geo                [.] sync/atomic.StorePointer
     0.00%  geo      [kernel.kallsyms]  [k] tcp_options_write
     0.00%  geo      geo                [.] runtime.typeBitsBulkBarrier
     0.00%  geo      [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%  geo      [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%  geo      [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.00%  geo      [kernel.kallsyms]  [k] iov_iter_advance
     0.00%  geo      geo                [.] github.com/hailocab/go-geoindex.(*sortedPoints).Len
     0.00%  geo      [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.00%  geo      geo                [.] runtime.selectnbrecv
     0.00%  geo      geo                [.] runtime.(*mheap).freeSpan.func1
     0.00%  geo      geo                [.] sync/atomic.runtime_procPin
     0.00%  geo      [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  geo      geo                [.] runtime.heapBits.forwardOrBoundary
     0.00%  geo      [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.00%  geo      [kernel.kallsyms]  [k] inet_send_prepare
     0.00%  geo      [kernel.kallsyms]  [k] memcpy
     0.00%  geo      geo                [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  geo      geo                [.] internal/bytealg.CountString.abi0
     0.00%  geo      geo                [.] golang.org/x/net/http2.(*DataFrame).Header
     0.00%  geo      [kernel.kallsyms]  [k] tcp_data_ready
     0.00%  geo      [kernel.kallsyms]  [k] anon_pipe_buf_release
     0.00%  geo      geo                [.] runtime.wbBufFlush1
     0.00%  geo      [kernel.kallsyms]  [k] __slab_alloc
     0.00%  geo      [kernel.kallsyms]  [k] prepare_to_wait_exclusive
     0.00%  geo      [kernel.kallsyms]  [k] datagram_poll
     0.00%  geo      [kernel.kallsyms]  [k] idle_cpu
     0.00%  geo      [kernel.kallsyms]  [k] __mark_inode_dirty
     0.00%  geo      geo                [.] sync.(*poolDequeue).pushHead
     0.00%  geo      [kernel.kallsyms]  [k] tcp_chrono_start
     0.00%  geo      geo                [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.00%  geo      [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.00%  geo      [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.00%  geo      geo                [.] runtime.callers.func1
     0.00%  geo      [kernel.kallsyms]  [k] set_normalized_timespec64
     0.00%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo/proto.(*Request).Reset
     0.00%  geo      [kernel.kallsyms]  [k] task_ctx_sched_out
     0.00%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  geo      geo                [.] countbody
     0.00%  geo      geo                [.] runtime.mergeSummaries
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.00%  geo      [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%  geo      [kernel.kallsyms]  [k] cpuacct_account_field
     0.00%  geo      [kernel.kallsyms]  [k] nf_ip_checksum
     0.00%  geo      [kernel.kallsyms]  [k] iov_iter_init
     0.00%  geo      [kernel.kallsyms]  [k] tcp_delack_timer_handler
     0.00%  geo      geo                [.] sync.(*Mutex).unlockSlow
     0.00%  geo      geo                [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.00%  geo      geo                [.] gosave_systemstack_switch
     0.00%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo.(*point).Lon
     0.00%  geo      geo                [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.00%  geo      [kernel.kallsyms]  [k] skb_pull_rcsum
     0.00%  geo      geo                [.] bytes.(*Buffer).Write
     0.00%  geo      geo                [.] sync.(*Mutex).lockSlow
     0.00%  geo      [kernel.kallsyms]  [k] ret_from_intr
     0.00%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.00%  geo      [kernel.kallsyms]  [k] default_wake_function
     0.00%  geo      [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.00%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  geo      [kernel.kallsyms]  [k] xas_clear_mark
     0.00%  geo      [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.00%  geo      [kernel.kallsyms]  [k] set_task_rq_fair
     0.00%  geo      geo                [.] runtime.getempty
     0.00%  geo      [kernel.kallsyms]  [k] wake_up_process
     0.00%  geo      [kernel.kallsyms]  [k] pipe_poll
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  geo      geo                [.] sync.(*poolDequeue).popHead
     0.00%  geo      geo                [.] runtime.(*gcControllerState).enlistWorker
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  geo      geo                [.] context.(*emptyCtx).Value
     0.00%  geo      [kernel.kallsyms]  [k] irq_enter
     0.00%  geo      [kernel.kallsyms]  [k] __kfree_skb
     0.00%  geo      geo                [.] sync.(*Pool).getSlow
     0.00%  geo      geo                [.] internal/poll.(*FD).Read.dwrap.10
     0.00%  geo      geo                [.] reflect.Value.FieldByName
     0.00%  geo      [kernel.kallsyms]  [k] ktime_get_seconds
     0.00%  geo      geo                [.] runtime.(*headTailIndex).incTail
     0.00%  geo      geo                [.] internal/poll.runtime_Semacquire
     0.00%  geo      geo                [.] runtime.(*spanSet).reset
     0.00%  geo      [kernel.kallsyms]  [k] task_tick_fair
     0.00%  geo      geo                [.] runtime.gcDrainN
     0.00%  geo      [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.00%  geo      [kernel.kallsyms]  [k] __x2apic_send_IPI_dest
     0.00%  geo      geo                [.] runtime.(*pageCache).allocN
     0.00%  geo      [kernel.kallsyms]  [k] minmax_subwin_update
     0.00%  geo      [kernel.kallsyms]  [k] simple_copy_to_iter
     0.00%  geo      geo                [.] runtime.memequal0
     0.00%  geo      geo                [.] runtime.stackpoolalloc
     0.00%  geo      geo                [.] runtime.(*lfstack).push
     0.00%  geo      geo                [.] runtime.notetsleep
     0.00%  geo      [kernel.kallsyms]  [k] tick_sched_do_timer
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.00%  geo      [kernel.kallsyms]  [k] irq_work_tick
     0.00%  geo      [kernel.kallsyms]  [k] flush_tlb_func_common.constprop.0
     0.00%  geo      geo                [.] runtime.goexit1
     0.00%  geo      [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.00%  geo      [kernel.kallsyms]  [k] calc_wheel_index
     0.00%  geo      [kernel.kallsyms]  [k] smp_call_function_many
     0.00%  geo      [kernel.kallsyms]  [k] __fdget
     0.00%  geo      geo                [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeCollectionBegin
     0.00%  geo      [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  geo      [kernel.kallsyms]  [k] __release_sock
     0.00%  geo      geo                [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.00%  geo      geo                [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.00%  geo      geo                [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  geo      geo                [.] runtime.scanframeworker
     0.00%  geo      [kernel.kallsyms]  [k] call_timer_fn
     0.00%  geo      geo                [.] runtime.(*addrRanges).add
     0.00%  geo      [kernel.kallsyms]  [k] pipe_read
     0.00%  geo      geo                [.] runtime.(*semaRoot).queue
     0.00%  geo      geo                [.] runtime.suspendG
     0.00%  geo      [kernel.kallsyms]  [k] __netif_schedule
     0.00%  geo      [kernel.kallsyms]  [k] prepare_signal
     0.00%  geo      [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.00%  geo      [kernel.kallsyms]  [k] blake2s_compress_generic
     0.00%  geo      geo                [.] runtime.(*pageAlloc).scavengeOne
     0.00%  geo      geo                [.] runtime.scanstack
     0.00%  geo      geo                [.] runtime.newAllocBits
     0.00%  geo      geo                [.] runtime.goexit.abi0
     0.00%  geo      geo                [.] runtime.entersyscall_sysmon
     0.00%  geo      [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  geo      [kernel.kallsyms]  [k] atime_needs_update
     0.00%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.00%  geo      geo                [.] runtime.wbBufFlush
     0.00%  geo      geo                [.] runtime.readyWithTime
     0.00%  geo      geo                [.] github.com/hailocab/go-geoindex.newSet
     0.00%  geo      [kernel.kallsyms]  [k] mlx5_eq_comp_int
     0.00%  geo      [kernel.kallsyms]  [k] mutex_spin_on_owner
     0.00%  geo      geo                [.] sync.(*poolDequeue).popTail
     0.00%  geo      [kernel.kallsyms]  [k] run_local_timers
     0.00%  geo      geo                [.] runtime.netpollBreak
     0.00%  geo      geo                [.] runtime.(*pageAlloc).alloc
     0.00%  geo      geo                [.] runtime.(*pageAlloc).scavengeUnreserve
     0.00%  geo      [kernel.kallsyms]  [k] tcp_add_backlog
     0.00%  geo      geo                [.] runtime.cgoSigtramp
     0.00%  geo      [kernel.kallsyms]  [k] __acct_update_integrals
     0.00%  geo      [kernel.kallsyms]  [k] tlb_gather_mmu
