# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 109K of event 'cycles'
# Event count (approx.): 33137979689
#
# Overhead  Command          Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .....................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] check_stack_object
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::overflow
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] pick_next_task_idle
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_clone
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __dev_forward_skb
     0.04%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageServiceClient::ReadPosts
     0.04%  HomeTimelineSer  HomeTimelineService    [.] std::_Function_handler<opentracing::v2::expected<void, std::error_code> (opentracing::v2::string_view, opentracing::v2::string_view), jaegertracing::propagation::Propagator<opentracing::v2::TextMapReader const&, opentracing::v2::TextMapWriter const&>::extract(opentracing::v2::TextMapReader const&) const::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>::_M_invoke
     0.04%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace@plt
     0.04%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::Redis::zrevrange<std::back_insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] udp4_lib_lookup2
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] napi_schedule_prep
     0.04%  HomeTimelineSer  libc-2.23.so           [.] cuserid
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] find_busiest_group
     0.04%  HomeTimelineSer  HomeTimelineService    [.] sdscatvprintf
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] can_migrate_task
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] swapgs_restore_regs_and_return_to_usermode
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::_Rb_tree_increment
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_page_frag_refill
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_ext_put
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::_M_range_insert<__gnu_cxx::__normal_iterator<jaegertracing::Tag const*, std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> > > >
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_ext_del
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_sendmsg
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] pick_next_entity
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] set_next_buddy
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::readAll<apache::thrift::transport::TSocket>
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] do_IRQ
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::condition_variable::notify_one
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] dma_direct_map_page
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::ctype<char> >
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::time_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_name
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] setup_pre_routing
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sch_direct_xmit
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_protocol_deliver_rcu
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_fill_param_proto
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_first
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_ico_cq
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_ehashfn
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_streambuf<char, std::char_traits<char> >::uflow
     0.03%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeI32_virt
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::_Impl::_Impl
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_get_local_port_range
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_out_get
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::read_virt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] calc_wheel_index
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] apic_ack_irq
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_early_demux
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sched_clock_cpu
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] udp4_ufo_fragment
     0.03%  HomeTimelineSer  libpthread-2.23.so     [.] __pthread_once
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::Tracer::Extract
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] handle_edge_irq
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::ClientPool<social_network::ThriftClient<social_network::PostStorageServiceClient> >::Keepalive
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_poll
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] passthru_features_check
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __qdisc_run
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_manip_pkt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] security_sock_rcv_skb
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] memcpy@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] dev_queue_xmit
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __nf_ct_refresh_acct
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] idle_cpu
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::~basic_istringstream
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_fn
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] iptunnel_handle_offloads
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] br_allowed_egress
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] poll_schedule_timeout.constprop.0
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::istream::putback
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageService_ReadPosts_pargs::write
     0.03%  HomeTimelineSer  libc-2.23.so           [.] _IO_setb
     0.03%  HomeTimelineSer  libc-2.23.so           [.] __sprintf_chk
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ns_to_timespec64
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_free
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_dnat_handler
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_split
     0.03%  HomeTimelineSer  HomeTimelineService    [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::~vector
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] iov_iter_advance
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<jaegertracing::Tag const*, std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> > >, jaegertracing::Tag*>
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] futex_wait_setup
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_rcx
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_established_options
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] map_id_range_down
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] isupper@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_push_pending_frames
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_sendto
     0.03%  HomeTimelineSer  HomeTimelineService    [.] freeReplyObject
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_rcv_finish
     0.03%  HomeTimelineSer  HomeTimelineService    [.] createArrayObject
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_sync
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_fill_cb
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] notifier_call_chain
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] activate_task
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] operator delete
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::ServiceException::~ServiceException
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] simple_copy_to_iter
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::readAll_virt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_erase
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ipv4_conntrack_in
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_hashkey_param
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] sockfd_lookup_light
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.03%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >
     0.03%  HomeTimelineSer  HomeTimelineService    [.] social_network::TextMapWriter::Set
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] page_frag_free
     0.03%  HomeTimelineSer  libc-2.23.so           [.] __bzero
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] validate_xmit_skb_list
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_pull_rcsum
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] csum_partial
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] interrupt_entry
     0.03%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::Connection::recv
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_tx_timestamp
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::clear
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ksize
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rate_skb_sent
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_mtu_probe
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_release_all
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] mark_tg
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::exception::~exception
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] security_xfrm_decode_session
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.02%  HomeTimelineSer  HomeTimelineService    [.] string2ll
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_options_write
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] encap_bypass_if_local
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] dev_gro_receive
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_pre_routing
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __sk_mem_raise_allocated
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_chrono_stop
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_gso_transport_seglen
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] clear_buddies
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] consume_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] should_failslab
     0.02%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::print<std::ostream>
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] poll_freewait
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::reserve
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ostream::sentry::sentry
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] available_idle_cpu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_vxlan_lookup_port
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_gso_segment
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rcu_all_qs
     0.02%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::Tracer::StartSpan
     0.02%  HomeTimelineSer  HomeTimelineService    [.] free@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_ip_checksum
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_manip_pkt
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::_M_cache_locale
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] dst_cache_get_ip4
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TSocket, apache::thrift::transport::TTransportDefaults>::write_virt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_cq_tasklet_cb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_rcv
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] apparmor_socket_sock_rcv_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_chrono_start
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_inbound_md5_hash
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] profile_path_perm.part.0
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] std::istream::get@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] find_next_and_bit
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] raw_local_deliver
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_zerocopy_clone
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __raise_softirq_irqoff
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_update_conntrack
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] l3mdev_fib_table_rcu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] dql_completed
     0.02%  HomeTimelineSer  HomeTimelineService    [.] moveToNextTask.isra.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __account_cfs_rq_runtime
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::~SpanContext@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::isOpen
     0.02%  HomeTimelineSer  libc-2.23.so           [.] __ctype_b_loc
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::basic_ostringstream
     0.02%  HomeTimelineSer  HomeTimelineService    [.] sdsnewlen
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] native_read_msr
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_r14
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] _raw_spin_unlock_bh
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] copyin
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] get_futex_key
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::SpanContext@plt
     0.02%  HomeTimelineSer  libpthread-2.23.so     [.] __lll_unlock_wake
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_filter_trim_cap
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] jiffies_to_usecs
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_pull
     0.02%  HomeTimelineSer  HomeTimelineService    [.] operator new@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_send_ack.part.0
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::pbackfail
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_ct_invert_tuple
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] apic_timer_interrupt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] napi_complete_done
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_irq_int_handler
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] handle_irq_event_percpu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_futex
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_local_in
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] flexible_sched_in
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __enqueue_entity
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] aa_check_perms
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::init
     0.02%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::reply::to_array<std::back_insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisNetWrite
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] account_entity_enqueue
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] check_preempt_curr
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] udp_gro_receive
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_in_get_proto
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_post_rx_wqes
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] irq_exit
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] std::chrono::_V2::steady_clock::now@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_csum_update
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] place_entity
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __udp4_lib_lookup
     0.02%  HomeTimelineSer  HomeTimelineService    [.] social_network::ThriftClient<social_network::PostStorageServiceClient>::~ThriftClient
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_route_input_rcu
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] _copy_from_iter_full
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_data_ready
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::_Vector_base<std::shared_ptr<jaegertracing::reporters::Reporter>, std::allocator<std::shared_ptr<jaegertracing::reporters::Reporter> > >::_M_allocate
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] kmem_cache_free_bulk
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::reserve@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisGetReplyFromReader
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __sock_wfree
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __radix_tree_lookup
     0.01%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::_need_reconnect
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_rbx
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_headers_offset_update
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_do_rcv
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] nbp_switchdev_allowed_egress
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __accumulate_pelt_segments
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] cpumask_next_and
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] operator delete@plt
     0.01%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_forced_mem_schedule
     0.01%  HomeTimelineSer  HomeTimelineService    [.] malloc@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb_list_core
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::~locale@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] select_idle_sibling
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] netif_receive_skb_list_internal
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_select_ident
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_put
     0.01%  HomeTimelineSer  HomeTimelineService    [.] std::exception::~exception@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_gro_receive
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] get_futex_key_refs.isra.0
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_r9
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] resched_curr
     0.01%  HomeTimelineSer  HomeTimelineService    [.] __redisAppendCommand
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_gso_validate_network_len
     0.01%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::readAll<apache::thrift::transport::TSocket>@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_queue_rcv
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] udp4_gro_receive
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_proto_csum_replace4
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_newly_delivered
     0.01%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] _copy_from_user
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] ktime_get_seconds
     0.01%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_xdpsq_cq
