# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 28708875666
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.02%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.NewTProtocolException
     0.02%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.02%  recommendation  recommendation     [.] context.WithCancel.func1
     0.02%  recommendation  recommendation     [.] runtime.(*spanSet).pop
     0.02%  recommendation  recommendation     [.] encoding/json.(*decodeState).value
     0.02%  recommendation  recommendation     [.] runtime.newMarkBits
     0.02%  recommendation  [kernel.kallsyms]  [k] wake_q_add_safe
     0.02%  recommendation  recommendation     [.] runtime.entersyscall
     0.02%  recommendation  recommendation     [.] reflect.convertOp
     0.02%  recommendation  recommendation     [.] internal/poll.(*fdMutex).rwunlock
     0.02%  recommendation  [kernel.kallsyms]  [k] security_socket_recvmsg
     0.02%  recommendation  [kernel.kallsyms]  [k] timerqueue_del
     0.02%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_write
     0.02%  recommendation  [kernel.kallsyms]  [k] wake_up_q
     0.02%  recommendation  recommendation     [.] runtime.typehash
     0.02%  recommendation  recommendation     [.] runtime.(*mheap).alloc.func1
     0.02%  recommendation  recommendation     [.] time.absDate
     0.02%  recommendation  recommendation     [.] time.getnum
     0.02%  recommendation  recommendation     [.] runtime.gfput
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.02%  recommendation  recommendation     [.] runtime.memhash32
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).Name
     0.01%  recommendation  [kernel.kallsyms]  [k] release_sock
     0.01%  recommendation  [kernel.kallsyms]  [k] aa_file_perm
     0.01%  recommendation  [kernel.kallsyms]  [k] smp_call_function_single
     0.01%  recommendation  [kernel.kallsyms]  [k] __lock_sock
     0.01%  recommendation  [kernel.kallsyms]  [k] __tcp_select_window
     0.01%  recommendation  [kernel.kallsyms]  [k] memcpy_erms
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  recommendation  recommendation     [.] reflect.unsafe_New
     0.01%  recommendation  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  recommendation  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.01%  recommendation  recommendation     [.] runtime.ifaceeq
     0.01%  recommendation  recommendation     [.] reflect.makeString
     0.01%  recommendation  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.01%  recommendation  [kernel.kallsyms]  [k] new_sync_read
     0.01%  recommendation  recommendation     [.] runtime.makemap
     0.01%  recommendation  recommendation     [.] syscall.Getcwd
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01%  recommendation  [kernel.kallsyms]  [k] _copy_from_user
     0.01%  recommendation  [kernel.kallsyms]  [k] detach_if_pending
     0.01%  recommendation  recommendation     [.] runtime.heapBits.forward
     0.01%  recommendation  recommendation     [.] sync/atomic.(*Value).Store
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  recommendation  recommendation     [.] time.now.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_release_head_state
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.01%  recommendation  recommendation     [.] runtime.convTslice
     0.01%  recommendation  [kernel.kallsyms]  [k] retint_user
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func5
     0.01%  recommendation  [kernel.kallsyms]  [k] netif_rx_internal
     0.01%  recommendation  recommendation     [.] runtime.(*hmap).incrnoverflow
     0.01%  recommendation  [kernel.kallsyms]  [k] __dev_forward_skb
     0.01%  recommendation  recommendation     [.] runtime.newproc1
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).allocNeedsZero
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_send_check
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] wp_page_copy
     0.01%  recommendation  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.01%  recommendation  [kernel.kallsyms]  [k] pick_next_entity
     0.01%  recommendation  recommendation     [.] runtime.checkdead
     0.01%  recommendation  recommendation     [.] reflect.Value.NumField
     0.01%  recommendation  recommendation     [.] sync/atomic.StorePointer
     0.01%  recommendation  [kernel.kallsyms]  [k] smp_reschedule_interrupt
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] default_wake_function
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  recommendation  recommendation     [.] runtime.interequal
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  recommendation  recommendation     [.] runtime.rawstringtmp
     0.01%  recommendation  [kernel.kallsyms]  [k] propagate_protected_usage
     0.01%  recommendation  [kernel.kallsyms]  [k] __vfs_read
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  recommendation  recommendation     [.] fmt.(*fmt).truncateString
     0.01%  recommendation  recommendation     [.] runtime.callers
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  recommendation  [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).exportedMethods
     0.01%  recommendation  recommendation     [.] runtime.copystack
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_try_coalesce
     0.01%  recommendation  recommendation     [.] internal/bytealg.CountString.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] do_softirq.part.0
     0.01%  recommendation  recommendation     [.] runtime.mapaccess1_fast32
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.01%  recommendation  recommendation     [.] runtime.typeBitsBulkBarrier
     0.01%  recommendation  recommendation     [.] time.Since
     0.01%  recommendation  recommendation     [.] reflect.Value.Bytes
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func4
     0.01%  recommendation  [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.Clone
     0.01%  recommendation  [kernel.kallsyms]  [k] filename_lookup
     0.01%  recommendation  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  recommendation  [kernel.kallsyms]  [k] pick_next_task_idle
     0.01%  recommendation  [kernel.kallsyms]  [k] kill_fasync
     0.01%  recommendation  [kernel.kallsyms]  [k] up_read
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.01%  recommendation  [kernel.kallsyms]  [k] netif_rx
     0.01%  recommendation  recommendation     [.] context.parentCancelCtx
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtimer_reprogram
     0.01%  recommendation  recommendation     [.] fmt.(*pp).fmtString
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  recommendation  [kernel.kallsyms]  [k] br_allowed_ingress
     0.01%  recommendation  [kernel.kallsyms]  [k] __mod_memcg_state
     0.01%  recommendation  [kernel.kallsyms]  [k] complete_walk
     0.01%  recommendation  recommendation     [.] runtime.goready
     0.01%  recommendation  [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.01%  recommendation  [kernel.kallsyms]  [k] _copy_to_user
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_inode_upper
     0.01%  recommendation  [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  recommendation  recommendation     [.] reflect.Zero
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).alloc
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  recommendation  recommendation     [.] time.Time.Sub
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  recommendation  [kernel.kallsyms]  [k] timestamp_truncate
     0.01%  recommendation  recommendation     [.] runtime.assertE2I2
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.01%  recommendation  recommendation     [.] runtime.adjustdefers
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.01%  recommendation  [kernel.kallsyms]  [k] page_counter_try_charge
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).setSpans
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_pull
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  recommendation  [kernel.kallsyms]  [k] ksys_write
     0.01%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanNext
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.01%  recommendation  recommendation     [.] net.(*TCPConn).Write
     0.01%  recommendation  recommendation     [.] reflect.Value.SetString
     0.01%  recommendation  [kernel.kallsyms]  [k] kmalloc_slab
     0.01%  recommendation  [kernel.kallsyms]  [k] __fsnotify_parent
     0.01%  recommendation  [kernel.kallsyms]  [k] free_unref_page_list
     0.01%  recommendation  [kernel.kallsyms]  [k] aa_sk_perm
     0.01%  recommendation  recommendation     [.] time.skip
     0.01%  recommendation  recommendation     [.] reflect.cvtBytesString
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.01%  recommendation  recommendation     [.] bytes.(*Reader).Read
     0.01%  recommendation  recommendation     [.] runtime.convT2I
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  recommendation  recommendation     [.] reflect.implements
     0.01%  recommendation  [kernel.kallsyms]  [k] anon_pipe_buf_release
     0.01%  recommendation  recommendation     [.] runtime.funcfile
     0.01%  recommendation  [kernel.kallsyms]  [k] enqueue_timer
     0.01%  recommendation  recommendation     [.] runtime.convI2I
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).should
     0.01%  recommendation  recommendation     [.] fmt.(*pp).fmtInteger
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rack_advance
     0.01%  recommendation  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*remoteReporter).Report
     0.01%  recommendation  recommendation     [.] bytes.(*Buffer).WriteString
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_path_type
     0.01%  recommendation  [kernel.kallsyms]  [k] __bitmap_and
     0.01%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_page_lruvec
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_ip_checksum
     0.01%  recommendation  recommendation     [.] runtime.goready.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rate_gen
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.01%  recommendation  [kernel.kallsyms]  [k] iov_iter_advance
     0.01%  recommendation  [kernel.kallsyms]  [k] calc_wheel_index
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  recommendation  [kernel.kallsyms]  [k] bio_advance
     0.01%  recommendation  [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.01%  recommendation  [kernel.kallsyms]  [k] set_task_rq_fair
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] atime_needs_update
     0.01%  recommendation  recommendation     [.] runtime.stackpoolalloc
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.01%  recommendation  [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.01%  recommendation  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).FieldByName
     0.01%  recommendation  [kernel.kallsyms]  [k] remove_entity_load_avg
     0.01%  recommendation  recommendation     [.] sort.Search
     0.01%  recommendation  [kernel.kallsyms]  [k] cpuacct_account_field
     0.01%  recommendation  recommendation     [.] time.Time.locabs
     0.01%  recommendation  recommendation     [.] encoding/json.(*scanner).eof
     0.01%  recommendation  recommendation     [.] encoding/json.(*Decoder).refill
     0.01%  recommendation  [kernel.kallsyms]  [k] copyout
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_network_protocol
     0.01%  recommendation  [kernel.kallsyms]  [k] legitimize_links
     0.01%  recommendation  [kernel.kallsyms]  [k] conntrack_mt_v3
     0.01%  recommendation  recommendation     [.] reflect.name.tag
     0.01%  recommendation  [kernel.kallsyms]  [k] do_softirq_own_stack
     0.01%  recommendation  recommendation     [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  recommendation  [kernel.kallsyms]  [k] __get_vma_policy
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_zerocopy_put
     0.01%  recommendation  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%  recommendation  recommendation     [.] runtime.findnull
     0.01%  recommendation  [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.01%  recommendation  [kernel.kallsyms]  [k] vfs_statx
     0.01%  recommendation  [kernel.kallsyms]  [k] idle_cpu
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapPointer
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.01%  recommendation  recommendation     [.] runtime.send
     0.01%  recommendation  recommendation     [.] internal/reflectlite.(*rtype).Comparable
     0.01%  recommendation  [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  recommendation  [kernel.kallsyms]  [k] __check_heap_object
     0.01%  recommendation  [kernel.kallsyms]  [k] path_put
     0.01%  recommendation  recommendation     [.] runtime.memhash64
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapUintptr
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.01%  recommendation  [kernel.kallsyms]  [k] memcg_check_events
     0.01%  recommendation  recommendation     [.] internal/bytealg.IndexByteString.abi0
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Key
     0.01%  recommendation  [kernel.kallsyms]  [k] cpumask_next
     0.01%  recommendation  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.01%  recommendation  [kernel.kallsyms]  [k] account_system_time
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseDataFrame
     0.01%  recommendation  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.01%  recommendation  recommendation     [.] sync.runtime_doSpin
     0.01%  recommendation  [kernel.kallsyms]  [k] refill_stock
     0.01%  recommendation  recommendation     [.] runtime.runqsteal
     0.01%  recommendation  recommendation     [.] fmt.(*pp).free
     0.01%  recommendation  [kernel.kallsyms]  [k] is_skb_forwardable
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.checkRecvPayload
     0.01%  recommendation  [kernel.kallsyms]  [k] common_perm_cond
     0.01%  recommendation  [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_permission
     0.01%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_try_charge_delay
     0.01%  recommendation  recommendation     [.] os.Getenv
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_scrub_packet
     0.01%  recommendation  recommendation     [.] runtime.(*mSpanList).insert
     0.01%  recommendation  recommendation     [.] fmt.(*fmt).fmtS
     0.01%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  recommendation  recommendation     [.] reflect.resolveNameOff
     0.01%  recommendation  [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.01%  recommendation  recommendation     [.] reflect.Value.Pointer
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_confirm
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_file_permission
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_try_coalesce
     0.01%  recommendation  recommendation     [.] sync.runtime_procUnpin
     0.01%  recommendation  recommendation     [.] runtime.deductSweepCredit
     0.01%  recommendation  [kernel.kallsyms]  [k] putname
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  recommendation  [kernel.kallsyms]  [k] skb_release_all
     0.00%  recommendation  recommendation     [.] runtime.(*pageAlloc).find
     0.00%  recommendation  recommendation     [.] runtime.memclrHasPointers
     0.00%  recommendation  [kernel.kallsyms]  [k] pipe_read
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.00%  recommendation  [kernel.kallsyms]  [k] vfs_getattr
     0.00%  recommendation  recommendation     [.] context.removeChild
     0.00%  recommendation  recommendation     [.] reflect.Value.Addr
     0.00%  recommendation  [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.00%  recommendation  recommendation     [.] runtime.chanrecv
     0.00%  recommendation  recommendation     [.] syscall.fstatat
     0.00%  recommendation  recommendation     [.] reflect.Value.Convert
     0.00%  recommendation  recommendation     [.] runtime.resolveNameOff
     0.00%  recommendation  [kernel.kallsyms]  [k] ktime_get_ts64
     0.00%  recommendation  [kernel.kallsyms]  [k] __kfree_skb
     0.00%  recommendation  [kernel.kallsyms]  [k] policy_nodemask
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  recommendation  recommendation     [.] reflect.MakeMapWithSize
     0.00%  recommendation  recommendation     [.] github.com/rs/zerolog.callerHook.Run
     0.00%  recommendation  [kernel.kallsyms]  [k] llist_reverse_order
     0.00%  recommendation  [kernel.kallsyms]  [k] set_next_buddy
     0.00%  recommendation  [kernel.kallsyms]  [k] map_id_up
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_check_space
     0.00%  recommendation  [kernel.kallsyms]  [k] try_charge
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.buildTag
     0.00%  recommendation  recommendation     [.] runtime.sysHugePage
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_options_write
     0.00%  recommendation  [kernel.kallsyms]  [k] __vfs_write
     0.00%  recommendation  [kernel.kallsyms]  [k] link_path_walk.part.0
     0.00%  recommendation  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_permission
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.00%  recommendation  [kernel.kallsyms]  [k] place_entity
     0.00%  recommendation  recommendation     [.] encoding/json.(*scanner).pushParseState
     0.00%  recommendation  recommendation     [.] github.com/rs/zerolog.Level.String
     0.00%  recommendation  [kernel.kallsyms]  [k] scheduler_tick
     0.00%  recommendation  [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  recommendation  recommendation     [.] reflect.(*rtype).Field
     0.00%  recommendation  recommendation     [.] runtime.(*pageCache).alloc
     0.00%  recommendation  [kernel.kallsyms]  [k] memset
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_finish_output
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.00%  recommendation  [kernel.kallsyms]  [k] tick_program_event
     0.00%  recommendation  recommendation     [.] syscall.Syscall6.abi0
     0.00%  recommendation  recommendation     [.] runtime.memhash8
     0.00%  recommendation  [kernel.kallsyms]  [k] skb_clone
     0.00%  recommendation  [kernel.kallsyms]  [k] br_allowed_egress
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  recommendation  [kernel.kallsyms]  [k] rcu_core_si
     0.00%  recommendation  [kernel.kallsyms]  [k] intel_pmu_enable_all


#
# (Cannot load tips.txt file, please install perf!)
#
