# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cycles'
# Event count (approx.): 32091812202
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.01%  recommendation  recommendation     [.] runtime.(*consistentHeapStats).acquire
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.01%  recommendation  [kernel.kallsyms]  [k] passthru_features_check
     0.01%  recommendation  recommendation     [.] runtime.sweepone
     0.01%  recommendation  recommendation     [.] runtime.(*semaRoot).dequeue
     0.01%  recommendation  [kernel.kallsyms]  [k] __copy_skb_header
     0.01%  recommendation  recommendation     [.] runtime.memclrHasPointers
     0.01%  recommendation  [kernel.kallsyms]  [k] set_user_sigmask
     0.01%  recommendation  [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  recommendation  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  recommendation  [kernel.kallsyms]  [k] call_function_interrupt
     0.01%  recommendation  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  recommendation  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.01%  recommendation  recommendation     [.] runtime.getempty
     0.01%  recommendation  [kernel.kallsyms]  [k] blk_start_plug
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  recommendation  [kernel.kallsyms]  [k] br_nf_forward_finish
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] ksoftirqd_running
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.01%  recommendation  recommendation     [.] runtime.convTstring
     0.01%  recommendation  [kernel.kallsyms]  [k] lock_timer_base
     0.01%  recommendation  [kernel.kallsyms]  [k] iov_iter_advance
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  recommendation  [kernel.kallsyms]  [k] vmacache_find
     0.01%  recommendation  recommendation     [.] time.(*Location).lookup
     0.01%  recommendation  [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  recommendation  [kernel.kallsyms]  [k] rb_first
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).Header
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  recommendation  [kernel.kallsyms]  [k] call_function_single_interrupt
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_current_mss
     0.01%  recommendation  recommendation     [.] runtime.ready
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.01%  recommendation  [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.01%  recommendation  recommendation     [.] context.(*emptyCtx).Value
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  recommendation  recommendation     [.] net.(*conn).Write
     0.01%  recommendation  [kernel.kallsyms]  [k] rmqueue
     0.01%  recommendation  recommendation     [.] reflect.Value.String
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WritePing
     0.01%  recommendation  recommendation     [.] runtime.(*addrRanges).add
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.01%  recommendation  recommendation     [.] runtime.markroot.func1
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  recommendation  recommendation     [.] sync.runtime_procPin
     0.01%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  recommendation  recommendation     [.] internal/reflectlite.(*rtype).Comparable
     0.01%  recommendation  recommendation     [.] sort.Sort
     0.01%  recommendation  recommendation     [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int64
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.ContextFromString
     0.01%  recommendation  [kernel.kallsyms]  [k] down_read_trylock
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).ptrTo
     0.01%  recommendation  [kernel.kallsyms]  [k] vfs_read
     0.01%  recommendation  recommendation     [.] time.getnum
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).should
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapPointer
     0.01%  recommendation  recommendation     [.] runtime.memhash
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_network_protocol
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.01%  recommendation  [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] up_read
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  recommendation  recommendation     [.] reflect.name.name
     0.01%  recommendation  recommendation     [.] runtime.(*spanSetBlockAlloc).alloc
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_same_sb
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_checksum
     0.01%  recommendation  [kernel.kallsyms]  [k] zap_page_range
     0.01%  recommendation  [kernel.kallsyms]  [k] ksys_write
     0.01%  recommendation  [kernel.kallsyms]  [k] down_write_killable
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_def_readable
     0.01%  recommendation  recommendation     [.] internal/bytealg.IndexByteString.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_clone_tx_timestamp
     0.01%  recommendation  recommendation     [.] strings.Count
     0.01%  recommendation  recommendation     [.] reflect.convertOp
     0.01%  recommendation  [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.01%  recommendation  [kernel.kallsyms]  [k] strncpy_from_user
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.encode
     0.01%  recommendation  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.01%  recommendation  recommendation     [.] runtime.selectnbsend
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField3
     0.01%  recommendation  [kernel.kallsyms]  [k] cpus_share_cache
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.01%  recommendation  [kernel.kallsyms]  [k] aa_sk_perm
     0.01%  recommendation  recommendation     [.] time.tzsetName
     0.01%  recommendation  recommendation     [.] sort.(*StringSlice).Len
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.newFramer.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  recommendation  recommendation     [.] bytes.(*Buffer).WriteTo
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func5
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.01%  recommendation  recommendation     [.] fmt.(*pp).free
     0.01%  recommendation  [kernel.kallsyms]  [k] do_user_addr_fault
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.01%  recommendation  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.01%  recommendation  recommendation     [.] runtime.runOneTimer
     0.01%  recommendation  [kernel.kallsyms]  [k] conntrack_mt_v3
     0.01%  recommendation  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.01%  recommendation  recommendation     [.] runtime.heapBits.initSpan
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.01%  recommendation  recommendation     [.] runtime.(*pageBits).popcntRange
     0.01%  recommendation  recommendation     [.] runtime.assertE2I
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_try_charge_delay
     0.01%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling
     0.01%  recommendation  recommendation     [.] sync.(*Mutex).Unlock
     0.01%  recommendation  [kernel.kallsyms]  [k] ksys_read
     0.01%  recommendation  [kernel.kallsyms]  [k] security_socket_recvmsg
     0.01%  recommendation  recommendation     [.] runtime.trygetfull
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_file_permission
     0.01%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.01%  recommendation  [kernel.kallsyms]  [k] br_handle_vlan
     0.01%  recommendation  [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  recommendation  recommendation     [.] runtime.ifaceeq
     0.01%  recommendation  recommendation     [.] runtime.mapaccess1_fast32
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.01%  recommendation  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  recommendation  recommendation     [.] reflect.New
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_rfree
     0.01%  recommendation  [kernel.kallsyms]  [k] lockref_put_return
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.01%  recommendation  [kernel.kallsyms]  [k] rw_verify_area
     0.01%  recommendation  recommendation     [.] runtime.(*hmap).newoverflow
     0.01%  recommendation  [kernel.kallsyms]  [k] tlb_finish_mmu
     0.01%  recommendation  recommendation     [.] reflect.Value.Bytes
     0.01%  recommendation  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*udpSender).calcSizeOfSerializedThrift
     0.01%  recommendation  [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] recalc_sigpending
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] br_forward_finish
     0.01%  recommendation  recommendation     [.] runtime.selectnbrecv
     0.01%  recommendation  [kernel.kallsyms]  [k] ksize
     0.01%  recommendation  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.01%  recommendation  recommendation     [.] reflect.Value.Field
     0.01%  recommendation  [kernel.kallsyms]  [k] inet6_recvmsg
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.01%  recommendation  recommendation     [.] runtime.doaddtimer
     0.01%  recommendation  recommendation     [.] runtime.convTslice
     0.01%  recommendation  [kernel.kallsyms]  [k] validate_xmit_skb
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_data_ready
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.01%  recommendation  recommendation     [.] runtime.memhash64
     0.01%  recommendation  recommendation     [.] net.(*TCPConn).Write
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).setSpans
     0.01%  recommendation  [kernel.kallsyms]  [k] native_send_call_func_ipi
     0.01%  recommendation  [kernel.kallsyms]  [k] smp_call_function_single
     0.01%  recommendation  [kernel.kallsyms]  [k] irq_work_tick
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rack_advance
     0.01%  recommendation  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.01%  recommendation  recommendation     [.] runtime.convT64
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.01%  recommendation  recommendation     [.] time.tzsetNum
     0.01%  recommendation  recommendation     [.] runtime.gcmarknewobject
     0.01%  recommendation  [kernel.kallsyms]  [k] __x64_sys_write
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_sendmsg
     0.01%  recommendation  recommendation     [.] runtime.adjusttimers
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.01%  recommendation  [kernel.kallsyms]  [k] tick_program_event
     0.01%  recommendation  recommendation     [.] runtime.exitsyscall.abi0
     0.01%  recommendation  recommendation     [.] time.Date
     0.01%  recommendation  [kernel.kallsyms]  [k] alloc_cpumask_var_node
     0.01%  recommendation  recommendation     [.] countbody
     0.01%  recommendation  [kernel.kallsyms]  [k] detach_if_pending
     0.01%  recommendation  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_task_tick
     0.01%  recommendation  recommendation     [.] encoding/json.(*decodeState).unmarshal
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.01%  recommendation  recommendation     [.] runtime.gcResetMarkState.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] retint_user
     0.01%  recommendation  [kernel.kallsyms]  [k] generic_update_time
     0.01%  recommendation  [kernel.kallsyms]  [k] __sock_wfree
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtick_update
     0.01%  recommendation  recommendation     [.] runtime.madvise.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtimer_force_reprogram
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.01%  recommendation  recommendation     [.] runtime.gcMarkDone
     0.01%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.01%  recommendation  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.01%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  recommendation  recommendation     [.] runtime.entersyscall
     0.01%  recommendation  recommendation     [.] runtime.copystack
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseDataFrame
     0.01%  recommendation  recommendation     [.] runtime.siftupTimer
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.01%  recommendation  recommendation     [.] runtime.(*pageCache).alloc
     0.01%  recommendation  [kernel.kallsyms]  [k] filename_lookup
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.01%  recommendation  recommendation     [.] runtime.chanrecv
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  recommendation  recommendation     [.] internal/bytealg.CountString.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.01%  recommendation  [kernel.kallsyms]  [k] tlb_gather_mmu
     0.01%  recommendation  [kernel.kallsyms]  [k] ipv4_confirm
     0.01%  recommendation  recommendation     [.] runtime.goexit0
     0.01%  recommendation  recommendation     [.] reflect.Value.NumMethod
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.01%  recommendation  [kernel.kallsyms]  [k] fput
     0.01%  recommendation  [kernel.kallsyms]  [k] security_file_permission
     0.01%  recommendation  [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.01%  recommendation  recommendation     [.] runtime.typehash
     0.01%  recommendation  [kernel.kallsyms]  [k] page_remove_rmap
     0.01%  recommendation  [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.01%  recommendation  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.01%  recommendation  recommendation     [.] runtime.preemptone
     0.01%  recommendation  [kernel.kallsyms]  [k] do_tkill
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  recommendation  recommendation     [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  recommendation  [kernel.kallsyms]  [k] page_counter_try_charge
     0.01%  recommendation  recommendation     [.] sync.(*poolDequeue).pushHead
     0.01%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.01%  recommendation  [kernel.kallsyms]  [k] sync_regs
     0.01%  recommendation  [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_write_iter
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.01%  recommendation  [kernel.kallsyms]  [k] get_timespec64
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.01%  recommendation  recommendation     [.] reflect.Value.Pointer
     0.00%  recommendation  recommendation     [.] time.(*Location).get
     0.00%  recommendation  [kernel.kallsyms]  [k] __x2apic_send_IPI_mask
     0.00%  recommendation  recommendation     [.] runtime.(*mheap).nextSpanForSweep
     0.00%  recommendation  [kernel.kallsyms]  [k] timestamp_truncate
     0.00%  recommendation  recommendation     [.] runtime.callers
     0.00%  recommendation  [kernel.kallsyms]  [k] __remove_hrtimer
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.00%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.00%  recommendation  [kernel.kallsyms]  [k] lock_sock_nested
     0.00%  recommendation  [kernel.kallsyms]  [k] sock_zerocopy_put
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.00%  recommendation  recommendation     [.] runtime.(*gcControllerState).findRunnableGCWorker
     0.00%  recommendation  [kernel.kallsyms]  [k] __fpu__restore_sig
     0.00%  recommendation  [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.00%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.00%  recommendation  recommendation     [.] time.tzset
     0.00%  recommendation  recommendation     [.] runtime.gcWriteBarrier
     0.00%  recommendation  [kernel.kallsyms]  [k] ovl_layer_lower
     0.00%  recommendation  [kernel.kallsyms]  [k] memcpy
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.00%  recommendation  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%  recommendation  [kernel.kallsyms]  [k] legitimize_links
     0.00%  recommendation  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_send_ack
     0.00%  recommendation  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.00%  recommendation  [kernel.kallsyms]  [k] prepend_path.isra.0
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  recommendation  recommendation     [.] runtime.(*mheap).allocNeedsZero
     0.00%  recommendation  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%  recommendation  recommendation     [.] sync/atomic.StorePointer
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onData.dwrap.5
     0.00%  recommendation  [kernel.kallsyms]  [k] __kmalloc_node
     0.00%  recommendation  [kernel.kallsyms]  [k] drain_stock.isra.0
     0.00%  recommendation  recommendation     [.] runtime.read.abi0
     0.00%  recommendation  recommendation     [.] reflect.unsafe_New
     0.00%  recommendation  recommendation     [.] strings.Index
     0.00%  recommendation  recommendation     [.] runtime.(*fixalloc).alloc
     0.00%  recommendation  [kernel.kallsyms]  [k] userfaultfd_remove
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.00%  recommendation  [kernel.kallsyms]  [k] lock_page_memcg
     0.00%  recommendation  recommendation     [.] syscall.Syscall6.abi0
     0.00%  recommendation  [kernel.kallsyms]  [k] llist_add_batch
     0.00%  recommendation  [kernel.kallsyms]  [k] __fdget
     0.00%  recommendation  [kernel.kallsyms]  [k] irq_exit
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  recommendation  recommendation     [.] runtime.getpid.abi0
     0.00%  recommendation  [kernel.kallsyms]  [k] policy_nodemask
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_fillattr
     0.00%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.00%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanNext
     0.00%  recommendation  [kernel.kallsyms]  [k] __kfree_skb
     0.00%  recommendation  [kernel.kallsyms]  [k] __mnt_want_write_file
     0.00%  recommendation  recommendation     [.] reflect.(*rtype).Field
     0.00%  recommendation  recommendation     [.] encoding/json.(*Decoder).Decode
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_ip_checksum
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  recommendation  recommendation     [.] runtime.strhash
     0.00%  recommendation  [kernel.kallsyms]  [k] _copy_to_iter
     0.00%  recommendation  recommendation     [.] syscall.fstatat
     0.00%  recommendation  [kernel.kallsyms]  [k] __bitmap_and
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_queue_xmit
     0.00%  recommendation  recommendation     [.] runtime.resetspinning
     0.00%  recommendation  recommendation     [.] reflect.Zero
     0.00%  recommendation  [kernel.kallsyms]  [k] sched_clock
     0.00%  recommendation  [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%  recommendation  [kernel.kallsyms]  [k] skb_release_all
     0.00%  recommendation  recommendation     [.] runtime.handoff
     0.00%  recommendation  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.00%  recommendation  recommendation     [.] runtime.send
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_pipe_buf_confirm
     0.00%  recommendation  recommendation     [.] runtime.makemap
     0.00%  recommendation  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.00%  recommendation  recommendation     [.] runtime.heapBits.forwardOrBoundary
     0.00%  recommendation  [kernel.kallsyms]  [k] rebalance_domains
     0.00%  recommendation  recommendation     [.] runtime.gcStart.func2
     0.00%  recommendation  [kernel.kallsyms]  [k] __pm_relax
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish
     0.00%  recommendation  recommendation     [.] runtime.(*addrRanges).removeGreaterEqual
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  recommendation  [kernel.kallsyms]  [k] touch_atime
     0.00%  recommendation  recommendation     [.] encoding/json.stateBeginValue
     0.00%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.00%  recommendation  [kernel.kallsyms]  [k] rcu_core
     0.00%  recommendation  recommendation     [.] runtime.selparkcommit
     0.00%  recommendation  [kernel.kallsyms]  [k] vfs_statx
     0.00%  recommendation  recommendation     [.] encoding/json.(*scanner).pushParseState
     0.00%  recommendation  [kernel.kallsyms]  [k] __bitmap_andnot
     0.00%  recommendation  recommendation     [.] runtime.adjustdefers
     0.00%  recommendation  [kernel.kallsyms]  [k] mntput_no_expire
     0.00%  recommendation  [kernel.kallsyms]  [k] note_gp_changes
     0.00%  recommendation  [kernel.kallsyms]  [k] __run_timers.part.0
     0.00%  recommendation  [kernel.kallsyms]  [k] x86_pmu_enable


#
# (Cannot load tips.txt file, please install perf!)
#
