# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __dev_forward_skb
     0.00%  geo              geo                      [.] runtime.goready
     0.00%  search           [kernel.kallsyms]        [k] nf_nat_ipv4_fn
     0.00%  recommendation   recommendation           [.] context.WithCancel.func1
     0.00%  recommendation   [kernel.kallsyms]        [k] enqueue_to_backlog
     0.00%  consul           consul                   [.] runtime.nanotime1.abi0
     0.00%  search           search                   [.] encoding/json.(*scanner).eof
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621e9
     0.00%  docker-proxy     [kernel.kallsyms]        [k] br_fdb_find_rcu
     0.00%  search           [kernel.kallsyms]        [k] __x86_indirect_thunk_r13
     0.00%  geo              geo                      [.] reflect.Value.Addr
     0.00%  search           [kernel.kallsyms]        [k] check_stack_object
     0.00%  search           search                   [.] runtime.(*stackScanState).addObject
     0.00%  containerd-shim  [kernel.kallsyms]        [k] copyout
     0.00%  search           search                   [.] reflect.(*structType).Field
     0.00%  frontend         frontend                 [.] net/textproto.mustHaveFieldNameColon
     0.00%  search           search                   [.] compress/flate.(*byFreq).Swap
     0.00%  search           search                   [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039b49
     0.00%  geo              geo                      [.] runtime.wbBufFlush1
     0.00%  wrk              [kernel.kallsyms]        [k] skb_clone
     0.00%  wrk              wrk                      [.] lj_vm_leave_cp
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.typePointers.next
     0.00%  search           search                   [.] levelgzip.(*writer).Write
     0.00%  search           [kernel.kallsyms]        [k] netif_rx
     0.00%  search           search                   [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.00%  geo              [kernel.kallsyms]        [k] validate_xmit_xfrm
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d2a5
     0.00%  geo              geo                      [.] runtime.newMarkBits
     0.00%  recommendation   [kernel.kallsyms]        [k] uncharge_batch
     0.00%  geo              geo                      [.] runtime.exitsyscall.abi0
     0.00%  recommendation   recommendation           [.] runtime.exitsyscall.abi0
     0.00%  consul           [kernel.kallsyms]        [k] __schedule
     0.00%  wrk              [kernel.kallsyms]        [k] activate_task
     0.00%  geo              geo                      [.] runtime.notewakeup
     0.00%  search           search                   [.] runtime.assertE2I
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037ec0
     0.00%  ftdc             [kernel.kallsyms]        [k] blk_mq_queue_tag_busy_iter
     0.00%  recommendation   recommendation           [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.00%  wrk              wrk                      [.] memchr@plt
     0.00%  geo              [kernel.kallsyms]        [k] brnf_get_logical_dev
     0.00%  consul           consul                   [.] runtime.sellock
     0.00%  ftdc             [kernel.kallsyms]        [k] kstat_irqs
     0.00%  search           [kernel.kallsyms]        [k] native_load_tls
     0.00%  user             [kernel.kallsyms]        [k] rb_insert_color
     0.00%  user             [kernel.kallsyms]        [k] ipt_do_table
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.selectgo
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621c5
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000444ee
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e700
     0.00%  wrk              [kernel.kallsyms]        [k] native_apic_msr_eoi_write
     0.00%  search           search                   [.] runtime.stackcache_clear
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_push
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_rate_skb_delivered
     0.00%  search           search                   [.] github.com/rs/zerolog.glob..func4
     0.00%  recommendation   [kernel.kallsyms]        [k] interrupt_entry
     0.00%  search           search                   [.] compress/gzip.(*Writer).Close
     0.00%  wrk              wrk                      [.] lj_BC_LEN
     0.00%  recommendation   recommendation           [.] runtime.newproc1
     0.00%  search           search                   [.] runtime.(*mSpanList).remove
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cc60
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044360
     0.00%  recommendation   recommendation           [.] reflect.unsafe_New
     0.00%  dockerd          dockerd                  [.] github.com/docker/docker/pkg/ioutils.(*BytesPipe).Write.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e738
     0.00%  search           [kernel.kallsyms]        [k] apparmor_task_kill
     0.00%  docker-proxy     docker-proxy             [.] runtime.injectglist.func1
     0.00%  docker-proxy     [kernel.kallsyms]        [k] set_task_rq_fair
     0.00%  dockerd          [kernel.kallsyms]        [k] try_charge
     0.00%  user             user                     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.00%  dockerd          [kernel.kallsyms]        [k] get_timespec64
     0.00%  wrk              wrk                      [.] gettimeofday@plt
     0.00%  geo              geo                      [.] gosave_systemstack_switch
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.00%  user             user                     [.] internal/poll.(*fdMutex).rwlock
     0.00%  docker-proxy     [kernel.kallsyms]        [k] rcu_note_context_switch
     0.00%  recommendation   [kernel.kallsyms]        [k] validate_xmit_xfrm
     0.00%  search           search                   [.] runtime.send
     0.00%  wrk              [kernel.kallsyms]        [k] __fdget_pos
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031382
     0.00%  dockerd          [kernel.kallsyms]        [k] xas_find_conflict
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_chrono_stop
     0.00%  swapper          [kernel.kallsyms]        [k] cpumask_next
     0.00%  dockerd          dockerd                  [.] runtime.step
     0.00%  dockerd          [kernel.kallsyms]        [k] get_task_policy.part.0
     0.00%  docker-proxy     [kernel.kallsyms]        [k] rcu_qs
     0.00%  recommendation   [kernel.kallsyms]        [k] check_stack_object
     0.00%  geo              [kernel.kallsyms]        [k] plist_add
     0.00%  wrk              [kernel.kallsyms]        [k] skb_release_head_state
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __bitmap_and
     0.00%  wrk              [kernel.kallsyms]        [k] enqueue_hrtimer
     0.00%  ftdc             [kernel.kallsyms]        [k] format_decode
     0.00%  docker-proxy     [kernel.kallsyms]        [k] apparmor_socket_sock_rcv_skb
     0.00%  dockerd          dockerd                  [.] runtime.injectglist.func1
     0.00%  frontend         [kernel.kallsyms]        [k] call_function_interrupt
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __mark_inode_dirty
     0.00%  docker-proxy     [kernel.kallsyms]        [k] should_failslab
     0.00%  frontend         frontend                 [.] runtime.(*pageAlloc).scavengeReserve
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039d00
     0.00%  dockerd          dockerd                  [.] sync/atomic.StorePointer
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dbc7
     0.00%  geo              [kernel.kallsyms]        [k] kfree_skbmem
     0.00%  geo              [kernel.kallsyms]        [k] sk_reset_timer
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e3920
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039da6
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.00%  geo              geo                      [.] google.golang.org/grpc/transport.newFramer.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004289a
     0.00%  user             [kernel.kallsyms]        [k] syscall_return_via_sysret
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.stealWork
     0.00%  geo              [kernel.kallsyms]        [k] mutex_unlock
     0.00%  frontend         [kernel.kallsyms]        [k] lock_hrtimer_base
     0.00%  wrk              wrk                      [.] lj_str_free
     0.00%  frontend         frontend                 [.] runtime.castogscanstatus
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000003a4c
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __vfs_read
     0.00%  frontend         frontend                 [.] runtime.typehash
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_release_cb
     0.00%  frontend         [kernel.kallsyms]        [k] __dequeue_signal
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c231
     0.00%  dockerd          dockerd                  [.] runtime.newMarkBits
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f5c4
     0.00%  recommendation   [kernel.kallsyms]        [k] nbp_switchdev_frame_mark
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000004820
     0.00%  containerd-shim  [kernel.kallsyms]        [k] sched_clock
     0.00%  frontend         [kernel.kallsyms]        [k] __run_timers.part.0
     0.00%  frontend         [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  docker-proxy     [kernel.kallsyms]        [k] remove_entity_load_avg
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*http2Client).Write.func2.1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f6b0
     0.00%  recommendation   [kernel.kallsyms]        [k] ip_rcv
     0.00%  frontend         frontend                 [.] encoding/json.(*scanner).eof
     0.00%  dockerd          [kernel.kallsyms]        [k] irq_exit
     0.00%  containerd-shim  [kernel.kallsyms]        [k] hrtick_update
     0.00%  frontend         frontend                 [.] runtime.(*pageCache).allocN
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_sync_mss
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004349d
     0.00%  frontend         frontend                 [.] runtime.(*pageAlloc).update
     0.00%  dockerd          [kernel.kallsyms]        [k] smp_apic_timer_interrupt
     0.00%  frontend         [kernel.kallsyms]        [k] complete_walk
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_established_options
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef294
     0.00%  frontend         frontend                 [.] time.Time.Sub
     0.00%  frontend         [kernel.kallsyms]        [k] br_allowed_egress
     0.00%  recommendation   recommendation           [.] runtime.morestack.abi0
     0.00%  ftdc             mongod                   [.] mongo::FTDCCompressor::addSample
     0.00%  geo              geo                      [.] runtime.save
     0.00%  recommendation   [kernel.kallsyms]        [k] smp_call_function_single
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000064b69
     0.00%  recommendation   [kernel.kallsyms]        [k] __copy_skb_header
     0.00%  user             [kernel.kallsyms]        [k] __tcp_transmit_skb
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_rack_update_reo_wnd
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d103
     0.00%  geo              [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.00%  frontend         [kernel.kallsyms]        [k] get_futex_value_locked
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003128c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f5c9
     0.00%  ftdc             [kernel.kallsyms]        [k] num_to_str
     0.00%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.00%  search           [kernel.kallsyms]        [k] copy_fpstate_to_sigframe
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f8c0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e70c
     0.00%  dockerd          dockerd                  [.] runtime.exitsyscallfast_reacquired
     0.00%  frontend         [kernel.kallsyms]        [k] signal_setup_done
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e00b
     0.00%  user             [kernel.kallsyms]        [k] read_tsc
     0.00%  wrk              [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  geo              geo                      [.] reflect.directlyAssignable
     0.00%  consul           [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.00%  frontend         [kernel.kallsyms]        [k] __sigqueue_free.part.0
     0.00%  geo              [kernel.kallsyms]        [k] free_unref_page_commit
     0.00%  search           search                   [.] runtime.(*pageAlloc).alloc
     0.00%  recommendation   [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  frontend         frontend                 [.] runtime.return0.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e37ee
     0.00%  recommendation   [kernel.kallsyms]        [k] _raw_read_unlock_irqrestore
     0.00%  user             [kernel.kallsyms]        [k] newidle_balance
     0.00%  frontend         frontend                 [.] net/http.cleanPath
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000428c5
     0.00%  frontend         [kernel.kallsyms]        [k] release_pages
     0.00%  dockerd          dockerd                  [.] internal/bytealg.IndexByte.abi0
     0.00%  frontend         frontend                 [.] compress/flate.(*compressor).reset
     0.00%  user             [kernel.kallsyms]        [k] __update_load_avg_se
     0.00%  frontend         [kernel.kallsyms]        [k] do_nanosleep
     0.00%  recommendation   [kernel.kallsyms]        [k] enqueue_hrtimer
     0.00%  geo              geo                      [.] runtime.mPark
     0.00%  recommendation   [kernel.kallsyms]        [k] __tcp_v4_send_check
     0.00%  frontend         frontend                 [.] runtime.gcWriteBarrierCX
     0.00%  frontend         [kernel.kallsyms]        [k] get_task_policy.part.0
     0.00%  frontend         [kernel.kallsyms]        [k] security_inode_permission
     0.00%  geo              geo                      [.] reflect.Value.Elem
     0.00%  wrk              [kernel.kallsyms]        [k] __bitmap_and
     0.00%  frontend         frontend                 [.] net/http.(*ServeMux).handler.dwrap.78
     0.00%  wrk              wrk                      [.] strncpy@plt
     0.00%  docker-proxy     [kernel.kallsyms]        [k] nbp_switchdev_allowed_egress
     0.00%  geo              [kernel.kallsyms]        [k] smp_apic_timer_interrupt
     0.00%  frontend         frontend                 [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da77
     0.00%  user             [kernel.kallsyms]        [k] update_load_avg
     0.00%  user             [kernel.kallsyms]        [k] switch_fpu_return
     0.00%  frontend         [kernel.kallsyms]        [k] hrtimer_init_sleeper
     0.00%  geo              [kernel.kallsyms]        [k] zap_pte_range.isra.0
     0.00%  search           [kernel.kallsyms]        [k] mem_cgroup_throttle_swaprate
     0.00%  docker-proxy     [kernel.kallsyms]        [k] schedule_hrtimeout_range_clock
     0.00%  recommendation   recommendation           [.] runtime.(*headTailIndex).incTail
     0.00%  docker-proxy     [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e5a80
     0.00%  geo              [kernel.kallsyms]        [k] __x86_indirect_thunk_r14
     0.00%  swapper          [kernel.kallsyms]        [k] tcp_delack_timer_handler
     0.00%  recommendation   [kernel.kallsyms]        [k] __bitmap_and
     0.00%  frontend         [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  frontend         [kernel.kallsyms]        [k] cgroup_rstat_updated
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_mb_mark_diskspace_used
     0.00%  frontend         frontend                 [.] net/http.(*connReader).unlock
     0.00%  swapper          [kernel.kallsyms]        [k] __update_load_avg_blocked_se
     0.00%  search           [kernel.kallsyms]        [k] error_entry
     0.00%  recommendation   recommendation           [.] fmt.(*fmt).pad
     0.00%  wrk              [kernel.kallsyms]        [k] __x64_sys_read
     0.00%  frontend         frontend                 [.] runtime.pidleget
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037eca
     0.00%  geo              geo                      [.] runtime.selparkcommit
     0.00%  dockerd          [kernel.kallsyms]        [k] alloc_pages_current
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] blk_mq_make_request
     0.00%  frontend         frontend                 [.] runtime.gcResetMarkState.func1
     0.00%  geo              [kernel.kallsyms]        [k] detach_if_pending
     0.00%  frontend         [kernel.kallsyms]        [k] eth_header
     0.00%  frontend         [kernel.kallsyms]        [k] select_idle_sibling
     0.00%  frontend         [kernel.kallsyms]        [k] exit_to_usermode_loop
     0.00%  frontend         [kernel.kallsyms]        [k] minmax_running_min
     0.00%  recommendation   [kernel.kallsyms]        [k] rcu_all_qs
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef265
     0.00%  frontend         [kernel.kallsyms]        [k] vfs_statx
     0.00%  geo              [kernel.kallsyms]        [k] file_update_time
     0.00%  frontend         [kernel.kallsyms]        [k] ip_queue_xmit
     0.00%  frontend         frontend                 [.] sync.(*Mutex).Lock
     0.00%  frontend         [kernel.kallsyms]        [k] skb_network_protocol
     0.00%  geo              [kernel.kallsyms]        [k] __remove_hrtimer
     0.00%  recommendation   [kernel.kallsyms]        [k] __msecs_to_jiffies
     0.00%  ftdc             [kernel.kallsyms]        [k] memcg_kmem_get_cache
     0.00%  geo              [kernel.kallsyms]        [k] unmap_page_range
     0.00%  geo              geo                      [.] runtime.(*mcache).nextFree
     0.00%  frontend         [kernel.kallsyms]        [k] set_user_sigmask
     0.00%  geo              geo                      [.] runtime.memhash8
     0.00%  docker-proxy     [kernel.kallsyms]        [k] generic_splice_sendpage
     0.00%  frontend         frontend                 [.] compress/gzip.(*Writer).init
     0.00%  frontend         frontend                 [.] runtime.convI2I
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000030839
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).ReadFieldBegin
     0.00%  frontend         frontend                 [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.Set
     0.00%  frontend         frontend                 [.] compress/flate.(*byFreq).Len
     0.00%  containerd-shim  [kernel.kallsyms]        [k] cgroup_rstat_updated
     0.00%  frontend         frontend                 [.] runtime.gcWriteBarrierDX
     0.00%  recommendation   recommendation           [.] runtime.mapdelete_faststr
     0.00%  search           [kernel.kallsyms]        [k] cpuacct_account_field
     0.00%  frontend         [kernel.kallsyms]        [k] calc_wheel_index
     0.00%  geo              [kernel.kallsyms]        [k] tcp_rack_update_reo_wnd
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000004841
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/status.FromError
     0.00%  geo              geo                      [.] golang.org/x/net/http2.readFrameHeader
     0.00%  frontend         [kernel.kallsyms]        [k] __hrtimer_init
     0.00%  wrk              libc-2.31.so             [.] __memset_avx2_unaligned_erms
     0.00%  geo              [kernel.kallsyms]        [k] select_estimate_accuracy
     0.00%  wrk              libm-2.31.so             [.] 0x000000000000d2f0
     0.00%  wrk              [kernel.kallsyms]        [k] do_softirq_own_stack
     0.00%  frontend         [kernel.kallsyms]        [k] kill_fasync
     0.00%  frontend         frontend                 [.] runtime.convT2E
     0.00%  frontend         [kernel.kallsyms]        [k] iov_iter_init
     0.00%  wrk              [kernel.kallsyms]        [k] __enqueue_entity
     0.00%  consul           consul                   [.] runtime.pidleget
     0.00%  geo              [kernel.kallsyms]        [k] prepare_to_wait_exclusive
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000308d7
     0.00%  frontend         frontend                 [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  recommendation   [kernel.kallsyms]        [k] do_softirq.part.0
     0.00%  swapper          [kernel.kallsyms]        [k] can_migrate_task
     0.00%  frontend         frontend                 [.] net/http.(*chunkWriter).close
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000056602
     0.00%  swapper          [kernel.kallsyms]        [k] cpus_share_cache
     0.00%  geo              geo                      [.] runtime.(*mcache).releaseAll
     0.00%  frontend         frontend                 [.] runtime.funcMaxSPDelta
     0.00%  dockerd          [kernel.kallsyms]        [k] __es_insert_extent
     0.00%  wrk              [kernel.kallsyms]        [k] __vfs_write
     0.00%  wrk              wrk                      [.] lj_ff_pairs
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] ext4_writepage
     0.00%  docker-proxy     [kernel.kallsyms]        [k] netif_rx
     0.00%  geo              geo                      [.] golang.org/x/net/http2.(*Framer).WritePing
     0.00%  dockerd          [kernel.kallsyms]        [k] copyout
     0.00%  frontend         [kernel.kallsyms]        [k] __x86_indirect_thunk_r14
     0.00%  frontend         [kernel.kallsyms]        [k] __remove_hrtimer
     0.00%  geo              geo                      [.] internal/bytealg.IndexByteString.abi0
     0.00%  search           search                   [.] google.golang.org/grpc/transport.(*http2Client).handleWindowUpdate
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1d93
     0.00%  user             [kernel.kallsyms]        [k] dequeue_entity
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da2d
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003162f
     0.00%  frontend         frontend                 [.] runtime.(*pageAlloc).free
     0.00%  frontend         frontend                 [.] golang.org/x/net/http2/hpack.appendIndexedName
     0.00%  frontend         frontend                 [.] runtime.stackfree
     0.00%  recommendation   recommendation           [.] runtime.sendDirect
     0.00%  wrk              libgcc_s.so.1            [.] __enable_execute_stack
     0.00%  frontend         [kernel.kallsyms]        [k] mntput
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_v4_fill_cb
     0.00%  recommendation   [kernel.kallsyms]        [k] hrtimer_reprogram
     0.00%  frontend         frontend                 [.] runtime.forEachG
     0.00%  recommendation   [kernel.kallsyms]        [k] __hrtimer_next_event_base
     0.00%  frontend         [kernel.kallsyms]        [k] skb_free_head
     0.00%  dockerd          [kernel.kallsyms]        [k] pipe_write
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mspan).heapBits
     0.00%  geo              geo                      [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.00%  dockerd          [kernel.kallsyms]        [k] __set_page_dirty
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __vfs_write
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_rate_gen
     0.00%  wrk              [kernel.kallsyms]        [k] aa_file_perm
     0.00%  recommendation   [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.00%  frontend         frontend                 [.] levelgzip.(*writer).Close
     0.00%  dockerd          [kernel.kallsyms]        [k] xas_create
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __pm_relax
     0.00%  frontend         frontend                 [.] runtime.semacquire1
     0.00%  frontend         frontend                 [.] runtime.stackcacherelease
     0.00%  geo              [kernel.kallsyms]        [k] cpumask_next_and
     0.00%  frontend         frontend                 [.] sync/atomic.CompareAndSwapUintptr
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dd78
     0.00%  frontend         frontend                 [.] runtime.(*pallocData).allocRange
     0.00%  dockerd          [kernel.kallsyms]        [k] get_page_from_freelist
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] xas_load
     0.00%  user             user                     [.] sync.(*Pool).Get
     0.00%  recommendation   recommendation           [.] bytes.(*Buffer).Write
     0.00%  frontend         [kernel.kallsyms]        [k] __do_sys_madvise
     0.00%  search           [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  wrk              [kernel.kallsyms]        [k] _copy_to_iter
     0.00%  consul           [vdso]                   [.] __vdso_clock_gettime
     0.00%  frontend         [kernel.kallsyms]        [k] llist_reverse_order
     0.00%  frontend         frontend                 [.] runtime.gcWriteBarrierR9
     0.00%  dockerd          [kernel.kallsyms]        [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  geo              [kernel.kallsyms]        [k] tcp_add_backlog
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000007500
     0.00%  frontend         [kernel.kallsyms]        [k] copyout
     0.00%  user             [kernel.kallsyms]        [k] nf_hook_slow
     0.00%  recommendation   recommendation           [.] runtime.(*mcache).refill
     0.00%  recommendation   recommendation           [.] reflect.Value.Field
     0.00%  frontend         [kernel.kallsyms]        [k] recalc_sigpending
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.00%  user             [kernel.kallsyms]        [k] tcp_rcv_established
     0.00%  wrk              [kernel.kallsyms]        [k] __tcp_send_ack.part.0
     0.00%  frontend         [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.00%  dockerd          [kernel.kallsyms]        [k] clockevents_program_event
     0.00%  geo              [kernel.kallsyms]        [k] __netif_receive_skb
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_rbtree_insert
     0.00%  frontend         frontend                 [.] google.golang.org/grpc.beforeCall.after
     0.00%  recommendation   recommendation           [.] runtime.send
     0.00%  geo              [kernel.kallsyms]        [k] exit_to_usermode_loop
     0.00%  search           search                   [.] runtime.gcWriteBarrierCX
     0.00%  frontend         frontend                 [.] sync.runtime_SemacquireMutex
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e707
     0.00%  recommendation   [kernel.kallsyms]        [k] inet6_sendmsg
     0.00%  search           search                   [.] google.golang.org/grpc.recv
     0.00%  wrk              [kernel.kallsyms]        [k] skb_push
     0.00%  recommendation   [kernel.kallsyms]        [k] __softirqentry_text_start
     0.00%  geo              [kernel.kallsyms]        [k] tcp_sendmsg
     0.00%  search           [kernel.kallsyms]        [k] set_user_sigmask
     0.00%  frontend         [kernel.kallsyms]        [k] __clear_user
     0.00%  frontend         [kernel.kallsyms]        [k] __update_load_avg_blocked_se
     0.00%  dockerd          [kernel.kallsyms]        [k] create_empty_buffers
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000306a0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003de7c
     0.00%  frontend         [kernel.kallsyms]        [k] __slab_alloc
     0.00%  frontend         frontend                 [.] runtime.scanstack
     0.00%  recommendation   [kernel.kallsyms]        [k] mutex_lock
     0.00%  docker-proxy     [kernel.kallsyms]        [k] br_handle_vlan
     0.00%  wrk              [kernel.kallsyms]        [k] __remove_hrtimer
     0.00%  search           search                   [.] runtime.(*semaRoot).queue
     0.00%  user             user                     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders
     0.00%  frontend         [kernel.kallsyms]        [k] _copy_from_iter_full
     0.00%  frontend         [kernel.kallsyms]        [k] copy_fpstate_to_sigframe
     0.00%  wrk              [kernel.kallsyms]        [k] nf_nat_ipv4_out
     0.00%  user             [kernel.kallsyms]        [k] native_sched_clock
     0.00%  wrk              [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.00%  recommendation   [kernel.kallsyms]        [k] __dev_forward_skb
     0.00%  dockerd          dockerd                  [.] github.com/docker/docker/daemon/logger/loggerutils.(*LogFile).WriteLogEntry.func1
     0.00%  wrk              [kernel.kallsyms]        [k] clear_page_erms
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_chrono_start
     0.00%  docker-proxy     [kernel.kallsyms]        [k] ep_autoremove_wake_function
     0.00%  frontend         frontend                 [.] runtime.(*wbBuf).reset
     0.00%  dockerd          [kernel.kallsyms]        [k] __hrtimer_get_next_event
     0.00%  recommendation   [kernel.kallsyms]        [k] hrtick_update
     0.00%  search           [kernel.kallsyms]        [k] rcu_irq_exit
     0.00%  geo              geo                      [.] runtime.modtimer
     0.00%  search           [kernel.kallsyms]        [k] __sk_dst_check
     0.00%  recommendation   recommendation           [.] sync/atomic.StoreUintptr
     0.00%  frontend         frontend                 [.] hash/crc32.archUpdateIEEE
     0.00%  frontend         frontend                 [.] runtime.globrunqget
     0.00%  recommendation   [kernel.kallsyms]        [k] set_next_entity
     0.00%  recommendation   recommendation           [.] runtime.sweepone
     0.00%  wrk              [kernel.kallsyms]        [k] copyin
     0.00%  frontend         frontend                 [.] runtime.interequal
