# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cycles'
# Event count (approx.): 84489284583
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.02%  profile  profile            [.] runtime.tracebackdefers
     0.02%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer
     0.02%  profile  [kernel.kallsyms]  [k] rcu_all_qs
     0.02%  profile  profile            [.] fmt.(*ss).scanInt
     0.02%  profile  profile            [.] strconv.FormatInt
     0.02%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*conn).extendDeadline
     0.02%  profile  profile            [.] runtime.memhash
     0.02%  profile  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.02%  profile  profile            [.] runtime.scanobject
     0.02%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).getConn
     0.02%  profile  [kernel.kallsyms]  [k] __vfs_write
     0.02%  profile  [kernel.kallsyms]  [k] setup_pre_routing
     0.02%  profile  [kernel.kallsyms]  [k] kfree_skbmem
     0.02%  profile  profile            [.] google.golang.org/grpc.encode
     0.02%  profile  [kernel.kallsyms]  [k] aa_sk_perm
     0.02%  profile  profile            [.] encoding/json.(*decodeState).scanNext
     0.02%  profile  [kernel.kallsyms]  [k] clear_buddies
     0.02%  profile  profile            [.] bufio.(*Reader).ReadSlice
     0.02%  profile  [kernel.kallsyms]  [k] skb_push
     0.02%  profile  [kernel.kallsyms]  [k] skb_scrub_packet
     0.02%  profile  profile            [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.02%  profile  profile            [.] runtime.findnull
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.02%  profile  profile            [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.02%  profile  [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.02%  profile  profile            [.] runtime.memclrHasPointers
     0.02%  profile  profile            [.] internal/poll.(*pollDesc).prepare
     0.02%  profile  profile            [.] gogo
     0.02%  profile  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.02%  profile  profile            [.] runtime.nilinterequal
     0.02%  profile  [kernel.kallsyms]  [k] x86_pmu_enable
     0.02%  profile  [kernel.kallsyms]  [k] calc_timer_values
     0.02%  profile  profile            [.] golang.org/x/net/http2.parsePingFrame
     0.02%  profile  profile            [.] runtime.memequal0
     0.02%  profile  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.02%  profile  profile            [.] reflect.Value.Addr
     0.02%  profile  profile            [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.02%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.02%  profile  profile            [.] strings.Index
     0.02%  profile  [kernel.kallsyms]  [k] vfs_statx
     0.02%  profile  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.02%  profile  profile            [.] fmt.(*ss).getRune
     0.01%  profile  profile            [.] runtime.adjustdefers
     0.01%  profile  [kernel.kallsyms]  [k] mntput_no_expire
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.01%  profile  [kernel.kallsyms]  [k] __ip_local_out
     0.01%  profile  [kernel.kallsyms]  [k] clockevents_program_event
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.01%  profile  [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.01%  profile  profile            [.] strconv.eiselLemire32
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  profile  [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.01%  profile  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.01%  profile  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.01%  profile  profile            [.] reflect.resolveNameOff
     0.01%  profile  profile            [.] sync.(*poolChain).popTail
     0.01%  profile  profile            [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  profile  profile            [.] runtime.updateTimerPMask
     0.01%  profile  [kernel.kallsyms]  [k] __remove_hrtimer
     0.01%  profile  profile            [.] runtime.selectnbrecv
     0.01%  profile  profile            [.] bytes.(*Reader).Read
     0.01%  profile  profile            [.] strconv.atof32exact
     0.01%  profile  [kernel.kallsyms]  [k] enqueue_timer
     0.01%  profile  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.01%  profile  profile            [.] sort.Search
     0.01%  profile  profile            [.] golang.org/x/net/http2.parseDataFrame
     0.01%  profile  profile            [.] runtime.(*pageCache).alloc
     0.01%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  profile  [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  profile  [kernel.kallsyms]  [k] fput
     0.01%  profile  [kernel.kallsyms]  [k] sock_put
     0.01%  profile  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1
     0.01%  profile  profile            [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  profile  [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.01%  profile  profile            [.] fmt.(*pp).fmtInteger
     0.01%  profile  [kernel.kallsyms]  [k] inet6_sendmsg
     0.01%  profile  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.01%  profile  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.01%  profile  [kernel.kallsyms]  [k] timerqueue_del
     0.01%  profile  profile            [.] reflect.MakeMapWithSize
     0.01%  profile  [kernel.kallsyms]  [k] copyin
     0.01%  profile  [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.01%  profile  profile            [.] runtime.concatstring2
     0.01%  profile  profile            [.] net.(*TCPConn).SetDeadline
     0.01%  profile  [kernel.kallsyms]  [k] minmax_subwin_update
     0.01%  profile  profile            [.] fmt.(*ss).scanOne
     0.01%  profile  [kernel.kallsyms]  [k] current_time
     0.01%  profile  [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.01%  profile  [kernel.kallsyms]  [k] __fdget_pos
     0.01%  profile  profile            [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  profile  profile            [.] runtime.handoffp
     0.01%  profile  profile            [.] runtime.assertE2I
     0.01%  profile  [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.01%  profile  [kernel.kallsyms]  [k] __hrtimer_init
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  profile  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.01%  profile  profile            [.] strings.Count
     0.01%  profile  profile            [.] runtime.entersyscall
     0.01%  profile  profile            [.] reflect.(*rtype).Implements
     0.01%  profile  profile            [.] sync/atomic.CompareAndSwapPointer
     0.01%  profile  profile            [.] encoding/json.(*scanner).eof
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  profile  [kernel.kallsyms]  [k] __sk_dst_check
     0.01%  profile  profile            [.] internal/poll.setDeadlineImpl
     0.01%  profile  profile            [.] github.com/harlow/go-micro-services/services/profile/proto.(*Request).Reset
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.parseGetResponse
     0.01%  profile  [kernel.kallsyms]  [k] putname
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  profile  [kernel.kallsyms]  [k] wake_up_q
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.01%  profile  [kernel.kallsyms]  [k] inet_send_prepare
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.01%  profile  profile            [.] sync.(*poolDequeue).popHead
     0.01%  profile  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.01%  profile  profile            [.] encoding/json.stateDot0
     0.01%  profile  [kernel.kallsyms]  [k] check_stack_object
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.01%  profile  [kernel.kallsyms]  [k] vfs_getattr
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn
     0.01%  profile  [kernel.kallsyms]  [k] __check_heap_object
     0.01%  profile  profile            [.] runtime.gfput
     0.01%  profile  [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.01%  profile  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  profile  profile            [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.01%  profile  profile            [.] runtime.(*mheap).allocNeedsZero
     0.01%  profile  profile            [.] google.golang.org/grpc.checkRecvPayload
     0.01%  profile  [kernel.kallsyms]  [k] skb_free_head
     0.01%  profile  [kernel.kallsyms]  [k] get_timespec64
     0.01%  profile  profile            [.] strings.LastIndex
     0.01%  profile  profile            [.] sort.(*StringSlice).Len
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.01%  profile  profile            [.] runtime.send
     0.01%  profile  profile            [.] runtime.(*headTailIndex).incTail
     0.01%  profile  profile            [.] sync.(*poolChain).pushHead
     0.01%  profile  profile            [.] runtime.futexwakeup
     0.01%  profile  [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.01%  profile  [kernel.kallsyms]  [k] __pm_relax
     0.01%  profile  profile            [.] countbody
     0.01%  profile  profile            [.] runtime.convI2I
     0.01%  profile  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.01%  profile  profile            [.] runtime.pcdatavalue1
     0.01%  profile  profile            [.] reflect.Value.String
     0.01%  profile  [kernel.kallsyms]  [k] ktime_get_ts64
     0.01%  profile  profile            [.] runtime.gorecover
     0.01%  profile  [kernel.kallsyms]  [k] lock_hrtimer_base
     0.01%  profile  [kernel.kallsyms]  [k] __copy_skb_header
     0.01%  profile  profile            [.] fmt.Fscanf
     0.01%  profile  [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.01%  profile  [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  profile  profile            [.] runtime.(*pageAlloc).free
     0.01%  profile  [kernel.kallsyms]  [k] ip_sabotage_in
     0.01%  profile  profile            [.] reflect.(*rtype).FieldByName
     0.01%  profile  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.01%  profile  [kernel.kallsyms]  [k] _copy_to_iter
     0.01%  profile  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.01%  profile  [kernel.kallsyms]  [k] dev_queue_xmit
     0.01%  profile  [kernel.kallsyms]  [k] file_update_time
     0.01%  profile  [kernel.kallsyms]  [k] tcp_rack_advance
     0.01%  profile  profile            [.] sync.runtime_procUnpin
     0.01%  profile  profile            [.] os.Getwd
     0.01%  profile  [kernel.kallsyms]  [k] inet_sendmsg
     0.01%  profile  [kernel.kallsyms]  [k] passthru_features_check
     0.01%  profile  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.01%  profile  [kernel.kallsyms]  [k] __bitmap_and
     0.01%  profile  profile            [.] runtime.(*mcentral).grow
     0.01%  profile  profile            [.] runtime.memhash32
     0.01%  profile  profile            [.] runtime.releasep
     0.01%  profile  profile            [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  profile  profile            [.] sort.quickSort
     0.01%  profile  profile            [.] sync.(*WaitGroup).Done
     0.01%  profile  profile            [.] fmt.(*ss).notEOF
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.01%  profile  profile            [.] runtime.stackpoolalloc
     0.01%  profile  [kernel.kallsyms]  [k] reschedule_interrupt
     0.01%  profile  [kernel.kallsyms]  [k] security_socket_sendmsg
     0.01%  profile  [kernel.kallsyms]  [k] inet_recvmsg
     0.01%  profile  [kernel.kallsyms]  [k] cpuacct_account_field
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw
     0.01%  profile  profile            [.] context.WithCancel
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.01%  profile  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.01%  profile  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.01%  profile  [kernel.kallsyms]  [k] skb_release_all
     0.01%  profile  profile            [.] runtime.globrunqget
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.newFramer.func1
     0.01%  profile  profile            [.] runtime.(*pageAlloc).update
     0.01%  profile  [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.01%  profile  [kernel.kallsyms]  [k] sk_free
     0.01%  profile  profile            [.] fmt.(*ss).okVerb
     0.01%  profile  [kernel.kallsyms]  [k] ___slab_alloc
     0.01%  profile  [kernel.kallsyms]  [k] hrtimer_reprogram
     0.01%  profile  profile            [.] context.WithCancel.func1
     0.01%  profile  [kernel.kallsyms]  [k] inet_ehashfn
     0.01%  profile  [kernel.kallsyms]  [k] security_inode_permission
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  profile  profile            [.] reflect.(*rtype).Field
     0.01%  profile  [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.01%  profile  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.01%  profile  [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  profile  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.01%  profile  profile            [.] runtime.goready
     0.01%  profile  profile            [.] runtime.entersyscall_sysmon
     0.01%  profile  profile            [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  profile  profile            [.] time.tzset
     0.01%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.01%  profile  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.01%  profile  profile            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.01%  profile  [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.01%  profile  profile            [.] strings.Join
     0.01%  profile  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func2
     0.01%  profile  [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_uint32
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField6
     0.01%  profile  [kernel.kallsyms]  [k] rb_first
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  profile  [kernel.kallsyms]  [k] skb_clone
     0.01%  profile  [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.01%  profile  profile            [.] sync.(*poolDequeue).pushHead
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.01%  profile  [kernel.kallsyms]  [k] skb_gso_validate_network_len
     0.01%  profile  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  profile  profile            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeFieldBeginInternal
     0.01%  profile  [kernel.kallsyms]  [k] copyout
     0.01%  profile  profile            [.] runtime.(*semaRoot).dequeue
     0.01%  profile  profile            [.] encoding/json.stateDot
     0.01%  profile  [kernel.kallsyms]  [k] terminate_walk
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  profile  profile            [.] github.com/rs/zerolog.Level.String
     0.01%  profile  profile            [.] runtime.typeBitsBulkBarrier
     0.01%  profile  [kernel.kallsyms]  [k] _copy_from_iter_full
     0.01%  profile  profile            [.] encoding/json.stateNu
     0.01%  profile  [kernel.kallsyms]  [k] scheduler_ipi
     0.01%  profile  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.01%  profile  [kernel.kallsyms]  [k] __acct_update_integrals
     0.01%  profile  [kernel.kallsyms]  [k] ksize
     0.01%  profile  profile            [.] runtime.callers.func1
     0.01%  profile  profile            [.] runtime.notetsleep_internal
     0.01%  profile  profile            [.] runtime.modtimer
     0.01%  profile  [kernel.kallsyms]  [k] __run_timers.part.0
     0.01%  profile  profile            [.] runtime.memhash8
     0.01%  profile  profile            [.] runtime.mput
     0.01%  profile  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.01%  profile  profile            [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.01%  profile  profile            [.] runtime.heapBits.forwardOrBoundary
     0.01%  profile  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.01%  profile  [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  profile  [kernel.kallsyms]  [k] sock_zerocopy_put
     0.01%  profile  profile            [.] runtime.evacuate
     0.01%  profile  [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.01%  profile  [kernel.kallsyms]  [k] tcp_sendmsg
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr.func1
     0.01%  profile  profile            [.] internal/poll.(*FD).Write.dwrap.13
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.dwrap.5
     0.01%  profile  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.01%  profile  [kernel.kallsyms]  [k] tcp_try_coalesce
     0.01%  profile  [kernel.kallsyms]  [k] set_next_buddy
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  profile  [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  profile  [kernel.kallsyms]  [k] fib_validate_source
     0.01%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn
     0.01%  profile  profile            [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  profile  [kernel.kallsyms]  [k] remove_entity_load_avg
     0.01%  profile  profile            [.] runtime.convT64
     0.01%  profile  profile            [.] sync/atomic.StorePointer
     0.01%  profile  profile            [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.01%  profile  profile            [.] runtime.injectglist
     0.01%  profile  [kernel.kallsyms]  [k] trigger_dyntick_cpu.isra.0
     0.01%  profile  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.01%  profile  profile            [.] runtime.sendDirect
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.01%  profile  profile            [.] reflect.typedmemmove
     0.01%  profile  profile            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.01%  profile  profile            [.] fmt.(*ss).token
     0.01%  profile  [kernel.kallsyms]  [k] memcpy
     0.01%  profile  [kernel.kallsyms]  [k] complete_walk
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  profile  [kernel.kallsyms]  [k] ret_from_intr
     0.01%  profile  profile            [.] runtime.deferreturn
     0.01%  profile  profile            [.] strconv.ParseInt
     0.01%  profile  [kernel.kallsyms]  [k] ovl_layer_lower
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.01%  profile  profile            [.] runtime.selparkcommit
     0.01%  profile  profile            [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.01%  profile  profile            [.] sync/atomic.runtime_procPin
     0.01%  profile  profile            [.] runtime.newproc.func1
     0.01%  profile  [kernel.kallsyms]  [k] plist_del
     0.01%  profile  [kernel.kallsyms]  [k] nf_ip_checksum
     0.01%  profile  profile            [.] runtime.(*pageAlloc).find
     0.01%  profile  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  profile  profile            [.] time.(*Time).addSec
     0.01%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct_message
     0.01%  profile  [kernel.kallsyms]  [k] __unqueue_futex
     0.01%  profile  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.01%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.01%  profile  [kernel.kallsyms]  [k] netif_rx
     0.01%  profile  [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.01%  profile  [kernel.kallsyms]  [k] calc_global_load_tick
     0.01%  profile  [kernel.kallsyms]  [k] hrtimer_forward
     0.01%  profile  profile            [.] bytes.(*Buffer).Write
     0.01%  profile  profile            [.] golang.org/x/net/http2.(*PingFrame).Header
     0.01%  profile  [kernel.kallsyms]  [k] using_native_sched_clock
     0.01%  profile  [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.01%  profile  profile            [.] runtime.fastrand
     0.00%  profile  [kernel.kallsyms]  [k] tcp_rate_gen
     0.00%  profile  profile            [.] internal/bytealg.IndexByte.abi0
     0.00%  profile  [kernel.kallsyms]  [k] trigger_load_balance
     0.00%  profile  profile            [.] runtime.chansend1
     0.00%  profile  [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.00%  profile  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  profile  profile            [.] runtime.procyield.abi0
     0.00%  profile  [kernel.kallsyms]  [k] perf_event_sched_in
     0.00%  profile  [kernel.kallsyms]  [k] __note_gp_changes
     0.00%  profile  [kernel.kallsyms]  [k] __dev_forward_skb
     0.00%  profile  [kernel.kallsyms]  [k] br_allowed_egress
     0.00%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*staticAddr).String
     0.00%  profile  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.00%  profile  profile            [.] encoding/json.stateNeg
     0.00%  profile  profile            [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  profile  [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.00%  profile  profile            [.] runtime.goexit0
     0.00%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer.dwrap.10
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).Write
     0.00%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.00%  profile  profile            [.] strconv.ParseFloat
     0.00%  profile  [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.00%  profile  profile            [.] sync/atomic.(*Value).Store
     0.00%  profile  profile            [.] sync.(*Pool).getSlow
     0.00%  profile  [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  profile  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  profile  [kernel.kallsyms]  [k] aa_file_perm
     0.00%  profile  profile            [.] internal/poll.(*FD).decref
     0.00%  profile  [kernel.kallsyms]  [k] ovl_inode_lower
     0.00%  profile  profile            [.] reflect.Value.NumField
     0.00%  profile  [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.00%  profile  [kernel.kallsyms]  [k] from_kgid_munged
     0.00%  profile  profile            [.] reflect.(*rtype).common
     0.00%  profile  [kernel.kallsyms]  [k] idle_cpu
     0.00%  profile  [kernel.kallsyms]  [k] ext4_end_bio
     0.00%  profile  [kernel.kallsyms]  [k] __mnt_want_write_file
     0.00%  profile  [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.00%  profile  [kernel.kallsyms]  [k] smp_reschedule_interrupt
     0.00%  profile  profile            [.] runtime.goready.func1
     0.00%  profile  [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.00%  profile  [kernel.kallsyms]  [k] __fdget
     0.00%  profile  profile            [.] runtime.stackpoolfree
     0.00%  profile  profile            [.] runtime.gosched_m
     0.00%  profile  profile            [.] runtime.typedmemclr
     0.00%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*conn).condRelease
     0.00%  profile  profile            [.] reflect.name.tag
     0.00%  profile  [kernel.kallsyms]  [k] native_iret
     0.00%  profile  [kernel.kallsyms]  [k] iov_iter_advance
     0.00%  profile  profile            [.] runtime.publicationBarrier.abi0
     0.00%  profile  [kernel.kallsyms]  [k] autoremove_wake_function
     0.00%  profile  [kernel.kallsyms]  [k] skb_clone_tx_timestamp
     0.00%  profile  [kernel.kallsyms]  [k] __skb_ext_put
     0.00%  profile  [kernel.kallsyms]  [k] __sb_end_write
     0.00%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  profile  profile            [.] github.com/rs/zerolog.glob..func4
     0.00%  profile  profile            [.] reflect.(*structType).Field
     0.00%  profile  [kernel.kallsyms]  [k] generic_update_time
     0.00%  profile  profile            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.00%  profile  [kernel.kallsyms]  [k] timestamp_truncate
     0.00%  profile  [kernel.kallsyms]  [k] ktime_get_seconds
     0.00%  profile  profile            [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.00%  profile  profile            [.] runtime.deductSweepCredit
     0.00%  profile  [kernel.kallsyms]  [k] wake_up_process
     0.00%  profile  profile            [.] bufio.(*ReadWriter).Write
     0.00%  profile  [kernel.kallsyms]  [k] native_read_msr
     0.00%  profile  [kernel.kallsyms]  [k] rcu_qs
     0.00%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct.func1
     0.00%  profile  [kernel.kallsyms]  [k] tcp_data_ready
     0.00%  profile  profile            [.] internal/bytealg.CountString.abi0
     0.00%  profile  profile            [.] encoding/json.stateN
     0.00%  profile  [kernel.kallsyms]  [k] ip_queue_xmit
     0.00%  profile  profile            [.] sync/atomic.CompareAndSwapUintptr
     0.00%  profile  profile            [.] runtime.typehash
     0.00%  profile  [kernel.kallsyms]  [k] update_io_ticks
     0.00%  profile  [kernel.kallsyms]  [k] __x2apic_send_IPI_dest
     0.00%  profile  [kernel.kallsyms]  [k] hrtick_update
     0.00%  profile  profile            [.] fmt.newScanState
     0.00%  profile  profile            [.] runtime.(*mSpanList).insert
     0.00%  profile  [kernel.kallsyms]  [k] path_put
     0.00%  profile  profile            [.] runtime.(*mheap).alloc.func1
     0.00%  profile  [kernel.kallsyms]  [k] lockref_get_not_dead
     0.00%  profile  profile            [.] runtime.stackcacherelease
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField3
     0.00%  profile  profile            [.] runtime.notetsleep
     0.00%  profile  [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.00%  profile  profile            [.] runtime.(*mcache).releaseAll
     0.00%  profile  profile            [.] fmt.(*pp).printValue
     0.00%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.00%  profile  profile            [.] runtime.write1.abi0
     0.00%  profile  profile            [.] context.(*emptyCtx).Value
     0.00%  profile  profile            [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.00%  profile  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.00%  profile  [kernel.kallsyms]  [k] __internal_add_timer
     0.00%  profile  profile            [.] runtime.chansend.func1
