# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 29345699138
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.02%  recommendation  recommendation     [.] time.tzset
     0.02%  recommendation  recommendation     [.] reflect.Value.Addr
     0.02%  recommendation  [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.02%  recommendation  recommendation     [.] reflect.resolveNameOff
     0.02%  recommendation  recommendation     [.] runtime.newMarkBits
     0.02%  recommendation  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  recommendation  [kernel.kallsyms]  [k] __pm_relax
     0.02%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_post_create
     0.02%  recommendation  recommendation     [.] time.tzsetOffset
     0.02%  recommendation  [kernel.kallsyms]  [k] try_charge
     0.02%  recommendation  [kernel.kallsyms]  [k] br_forward_finish
     0.02%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_throttle_swaprate
     0.02%  recommendation  [kernel.kallsyms]  [k] link_path_walk.part.0
     0.02%  recommendation  recommendation     [.] time.Since
     0.02%  recommendation  [kernel.kallsyms]  [k] clear_buddies
     0.02%  recommendation  [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.02%  recommendation  recommendation     [.] runtime.concatstring3
     0.02%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.02%  recommendation  [kernel.kallsyms]  [k] walk_component
     0.02%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb
     0.01%  recommendation  [kernel.kallsyms]  [k] reschedule_interrupt
     0.01%  recommendation  recommendation     [.] syscall.write
     0.01%  recommendation  recommendation     [.] fmt.newPrinter
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_irq_exit
     0.01%  recommendation  recommendation     [.] encoding/json.stateEndTop
     0.01%  recommendation  recommendation     [.] context.(*cancelCtx).cancel
     0.01%  recommendation  recommendation     [.] runtime.futexwakeup
     0.01%  recommendation  recommendation     [.] reflect.Value.FieldByName
     0.01%  recommendation  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.01%  recommendation  recommendation     [.] internal/bytealg.IndexByteString.abi0
     0.01%  recommendation  recommendation     [.] runtime.(*mspan).nextFreeIndex
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  recommendation  recommendation     [.] runtime.selectnbrecv
     0.01%  recommendation  recommendation     [.] runtime.chansend.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_commit_charge
     0.01%  recommendation  [kernel.kallsyms]  [k] ret_from_intr
     0.01%  recommendation  [kernel.kallsyms]  [k] sync_regs
     0.01%  recommendation  [kernel.kallsyms]  [k] handle_irq_event
     0.01%  recommendation  [kernel.kallsyms]  [k] __dev_forward_skb
     0.01%  recommendation  recommendation     [.] strings.LastIndex
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_poll
     0.01%  recommendation  [kernel.kallsyms]  [k] __do_page_fault
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  recommendation  [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  recommendation  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_write_iter
     0.01%  recommendation  [kernel.kallsyms]  [k] alloc_pages_vma
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  recommendation  [kernel.kallsyms]  [k] propagate_protected_usage
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  recommendation  recommendation     [.] os.Getenv
     0.01%  recommendation  [kernel.kallsyms]  [k] calc_timer_values
     0.01%  recommendation  recommendation     [.] runtime.memhash64
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  recommendation  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.01%  recommendation  recommendation     [.] runtime.assertE2I2
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).uncommon
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.marshal
     0.01%  recommendation  recommendation     [.] internal/poll.(*pollDesc).prepare
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_wfree
     0.01%  recommendation  [kernel.kallsyms]  [k] rb_first
     0.01%  recommendation  recommendation     [.] runtime.netpollBreak
     0.01%  recommendation  [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.01%  recommendation  recommendation     [.] runtime.runqsteal
     0.01%  recommendation  recommendation     [.] runtime.send
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.01%  recommendation  recommendation     [.] runtime.checkdead
     0.01%  recommendation  [kernel.kallsyms]  [k] trigger_dyntick_cpu.isra.0
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_clone
     0.01%  recommendation  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parsePingFrame
     0.01%  recommendation  recommendation     [.] fmt.(*pp).fmtInteger
     0.01%  recommendation  [kernel.kallsyms]  [k] __sb_start_write
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.01%  recommendation  [kernel.kallsyms]  [k] passthru_features_check
     0.01%  recommendation  recommendation     [.] runtime.deferreturn
     0.01%  recommendation  [kernel.kallsyms]  [k] cp_new_stat
     0.01%  recommendation  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.01%  recommendation  recommendation     [.] context.(*cancelCtx).Value
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  recommendation  [kernel.kallsyms]  [k] prep_new_page
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.01%  recommendation  recommendation     [.] runtime.gogo.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_inode_lower
     0.01%  recommendation  recommendation     [.] runtime.goexit1
     0.01%  recommendation  [kernel.kallsyms]  [k] detach_if_pending
     0.01%  recommendation  [kernel.kallsyms]  [k] __copy_skb_header
     0.01%  recommendation  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.01%  recommendation  recommendation     [.] reflect.Zero
     0.01%  recommendation  recommendation     [.] runtime.mput
     0.01%  recommendation  [kernel.kallsyms]  [k] lockref_put_return
     0.01%  recommendation  recommendation     [.] fmt.(*fmt).padString
     0.01%  recommendation  [kernel.kallsyms]  [k] __alloc_skb
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.01%  recommendation  recommendation     [.] context.removeChild
     0.01%  recommendation  [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.01%  recommendation  recommendation     [.] runtime.(*pageAlloc).find
     0.01%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.01%  recommendation  [kernel.kallsyms]  [k] pmd_devmap_trans_unstable
     0.01%  recommendation  recommendation     [.] runtime.callers
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.01%  recommendation  [kernel.kallsyms]  [k] refill_stock
     0.01%  recommendation  [kernel.kallsyms]  [k] do_anonymous_page
     0.01%  recommendation  recommendation     [.] runtime.callers.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  recommendation  recommendation     [.] runtime.efaceeq
     0.01%  recommendation  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.01%  recommendation  [kernel.kallsyms]  [k] wake_up_process
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).should
     0.01%  recommendation  [kernel.kallsyms]  [k] should_failslab
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  recommendation  [kernel.kallsyms]  [k] release_pages
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  recommendation  [kernel.kallsyms]  [k] copy_page_to_iter
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.01%  recommendation  [kernel.kallsyms]  [k] __page_set_anon_rmap
     0.01%  recommendation  [kernel.kallsyms]  [k] check_stack_object
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtick_update
     0.01%  recommendation  [kernel.kallsyms]  [k] do_softirq_own_stack
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).FieldByName
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_send_check
     0.01%  recommendation  [kernel.kallsyms]  [k] __release_sock
     0.01%  recommendation  recommendation     [.] runtime.heapBits.initSpan
     0.01%  recommendation  recommendation     [.] sync.runtime_procUnpin
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField1
     0.01%  recommendation  recommendation     [.] gosave_systemstack_switch
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseHeadersFrame
     0.01%  recommendation  [kernel.kallsyms]  [k] override_creds
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.01%  recommendation  recommendation     [.] runtime.rawstring
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Key
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.01%  recommendation  recommendation     [.] reflect.New
     0.01%  recommendation  recommendation     [.] reflect.implements
     0.01%  recommendation  recommendation     [.] runtime.newproc.func1
     0.01%  recommendation  [kernel.kallsyms]  [k] mntput
     0.01%  recommendation  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.01%  recommendation  [kernel.kallsyms]  [k] __vfs_read
     0.01%  recommendation  [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  recommendation  [kernel.kallsyms]  [k] __fdget_pos
     0.01%  recommendation  recommendation     [.] internal/poll.runtime_Semrelease
     0.01%  recommendation  [kernel.kallsyms]  [k] cpumask_next
     0.01%  recommendation  [kernel.kallsyms]  [k] update_blocked_averages
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.01%  recommendation  recommendation     [.] runtime.(*pallocBits).summarize
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_local_out
     0.01%  recommendation  recommendation     [.] runtime.tracebackdefers
     0.01%  recommendation  recommendation     [.] internal/poll.runtime_pollWait
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.01%  recommendation  [kernel.kallsyms]  [k] __inc_numa_state
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.01%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.01%  recommendation  [kernel.kallsyms]  [k] ext4_getattr
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Str
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_network_protocol
     0.01%  recommendation  [kernel.kallsyms]  [k] netif_rx_internal
     0.01%  recommendation  [kernel.kallsyms]  [k] user_path_at_empty
     0.01%  recommendation  recommendation     [.] encoding/json.stateBeginStringOrEmpty
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_confirm
     0.01%  recommendation  recommendation     [.] reflect.unsafe_New
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Implements
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_layer_lower
     0.01%  recommendation  [kernel.kallsyms]  [k] __kthread_should_park
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapUintptr
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.01%  recommendation  recommendation     [.] runtime.newstack.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] putname
     0.01%  recommendation  recommendation     [.] runtime.morestack.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.01%  recommendation  recommendation     [.] runtime.concatstring2
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  recommendation  [kernel.kallsyms]  [k] __check_heap_object
     0.01%  recommendation  [kernel.kallsyms]  [k] __skb_ext_del
     0.01%  recommendation  [kernel.kallsyms]  [k] vfs_statx
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.01%  recommendation  recommendation     [.] context.WithCancel.func1
     0.01%  recommendation  recommendation     [.] strconv.formatBits
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_try_coalesce
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_start
     0.01%  recommendation  recommendation     [.] runtime.procyield.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.01%  recommendation  recommendation     [.] time.getnum
     0.01%  recommendation  recommendation     [.] runtime.mapassign_fast32
     0.01%  recommendation  recommendation     [.] reflect.Value.Pointer
     0.01%  recommendation  [kernel.kallsyms]  [k] task_ctx_sched_out
     0.01%  recommendation  recommendation     [.] runtime.stackpoolfree
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.encode
     0.01%  recommendation  recommendation     [.] sort.(*StringSlice).Len
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_sabotage_in
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  recommendation  recommendation     [.] runtime.convT2I
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_inode_upper
     0.01%  recommendation  [kernel.kallsyms]  [k] map_id_up
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func5
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.01%  recommendation  recommendation     [.] reflect.Value.String
     0.01%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_charge_statistics
     0.01%  recommendation  [kernel.kallsyms]  [k] tick_program_event
     0.01%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.01%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_def_readable
     0.01%  recommendation  recommendation     [.] runtime.typeBitsBulkBarrier
     0.01%  recommendation  [kernel.kallsyms]  [k] ttwu_do_activate
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_seconds
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_scrub_packet
     0.01%  recommendation  [kernel.kallsyms]  [k] find_vma
     0.01%  recommendation  [kernel.kallsyms]  [k] timestamp_truncate
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.01%  recommendation  [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.01%  recommendation  [kernel.kallsyms]  [k] filename_lookup
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.01%  recommendation  recommendation     [.] os.statNolog
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).caller
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  recommendation  [kernel.kallsyms]  [k] ext4_finish_bio
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.01%  recommendation  recommendation     [.] runtime.stackcacherelease
     0.01%  recommendation  [kernel.kallsyms]  [k] handle_irq_event_percpu
     0.01%  recommendation  recommendation     [.] runtime.(*spanSet).pop
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.01%  recommendation  [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.00%  recommendation  recommendation     [.] reflect.typedmemclr
     0.00%  recommendation  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  recommendation  recommendation     [.] reflect.resolveTypeOff
     0.00%  recommendation  recommendation     [.] runtime.mapaccess2_fast32
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.00%  recommendation  [kernel.kallsyms]  [k] prepend_name
     0.00%  recommendation  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.00%  recommendation  [kernel.kallsyms]  [k] hrtimer_reprogram
     0.00%  recommendation  [kernel.kallsyms]  [k] aa_file_perm
     0.00%  recommendation  [kernel.kallsyms]  [k] rebalance_domains
     0.00%  recommendation  [kernel.kallsyms]  [k] down_read_trylock
     0.00%  recommendation  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.00%  recommendation  recommendation     [.] reflect.Value.NumMethod
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.00%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.00%  recommendation  [kernel.kallsyms]  [k] mntput_no_expire
     0.00%  recommendation  recommendation     [.] runtime.(*mcentral).grow
     0.00%  recommendation  [kernel.kallsyms]  [k] file_update_time
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.00%  recommendation  recommendation     [.] runtime.entersyscall_sysmon
     0.00%  recommendation  [kernel.kallsyms]  [k] __sock_wfree
     0.00%  recommendation  [kernel.kallsyms]  [k] kfree_skbmem
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.00%  recommendation  recommendation     [.] runtime.notewakeup
     0.00%  recommendation  recommendation     [.] bytes.(*Buffer).Write
     0.00%  recommendation  recommendation     [.] encoding/json.stateBeginString
     0.00%  recommendation  [kernel.kallsyms]  [k] from_kuid_munged
     0.00%  recommendation  [kernel.kallsyms]  [k] dev_queue_xmit
     0.00%  recommendation  [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.00%  recommendation  [kernel.kallsyms]  [k] cpus_share_cache
     0.00%  recommendation  [kernel.kallsyms]  [k] mlx5e_completion_event
     0.00%  recommendation  recommendation     [.] fmt.(*pp).fmtString
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  recommendation  [kernel.kallsyms]  [k] ovl_same_sb
     0.00%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.00%  recommendation  [kernel.kallsyms]  [k] __skb_ext_put
     0.00%  recommendation  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.00%  recommendation  recommendation     [.] runtime.stackcacherefill
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_sendmsg
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  recommendation  recommendation     [.] strings.genSplit
     0.00%  recommendation  [kernel.kallsyms]  [k] generic_permission
     0.00%  recommendation  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%  recommendation  [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.00%  recommendation  recommendation     [.] runtime.makemap
     0.00%  recommendation  [kernel.kallsyms]  [k] irq_exit
     0.00%  recommendation  [kernel.kallsyms]  [k] intel_pmu_enable_all


#
# (Cannot load tips.txt file, please install perf!)
#
