# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 57K of event 'cycles'
# Event count (approx.): 130772258060
#
# Overhead  Command  Shared Object       Symbol                                                                                             
# ........  .......  ..................  ...................................................................................................
#
     0.01%  profile  profile             [.] fmt.(*readRune).readByte
     0.01%  profile  [kernel.kallsyms]   [k] vfs_read
     0.01%  profile  profile             [.] runtime.(*mheap).allocMSpanLocked
     0.01%  profile  profile             [.] runtime.saveAncestors
     0.01%  profile  profile             [.] runtime.handoff
     0.01%  profile  [kernel.kallsyms]   [k] set_user_sigmask
     0.01%  profile  profile             [.] runtime.(*pageAlloc).scavengeUnreserve
     0.01%  profile  profile             [.] internal/poll.(*pollDesc).prepare
     0.01%  profile  profile             [.] runtime.stackpoolfree
     0.01%  profile  profile             [.] runtime.entersyscall
     0.01%  profile  [kernel.kallsyms]   [k] tcp_established_options
     0.01%  profile  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.0
     0.01%  profile  profile             [.] google.golang.org/grpc.encode
     0.01%  profile  [kernel.kallsyms]   [k] kill_fasync
     0.01%  profile  profile             [.] reflect.(*rtype).Key
     0.01%  profile  [kernel.kallsyms]   [k] _raw_spin_unlock_bh
     0.01%  profile  [kernel.kallsyms]   [k] __mod_memcg_state
     0.01%  profile  [kernel.kallsyms]   [k] is_skb_forwardable
     0.01%  profile  profile             [.] internal/poll.(*FD).Write.dwrap.13
     0.01%  profile  profile             [.] bufio.(*Reader).ReadSlice
     0.01%  profile  [kernel.kallsyms]   [k] inet_ehashfn
     0.01%  profile  profile             [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.01%  profile  profile             [.] strings.LastIndex
     0.01%  profile  [kernel.kallsyms]   [k] mem_cgroup_handle_over_high
     0.01%  profile  profile             [.] reflect.typedmemmove
     0.01%  profile  profile             [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.01%  profile  profile             [.] bytes.Count
     0.01%  profile  profile             [.] encoding/json.stateBeginStringOrEmpty
     0.01%  profile  [kernel.kallsyms]   [k] plist_add
     0.01%  profile  [kernel.kallsyms]   [k] __tcp_v4_send_check
     0.01%  profile  profile             [.] runtime.stopm
     0.01%  profile  [kernel.kallsyms]   [k] vmacache_find
     0.01%  profile  [kernel.kallsyms]   [k] kmalloc_slab
     0.01%  profile  profile             [.] runtime.adjustdefers
     0.01%  profile  [kernel.kallsyms]   [k] nbp_switchdev_frame_mark
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.01%  profile  [kernel.kallsyms]   [k] enqueue_hrtimer
     0.01%  profile  profile             [.] sync/atomic.CompareAndSwapUintptr
     0.01%  profile  [kernel.kallsyms]   [k] yield_task_fair
     0.01%  profile  [kernel.kallsyms]   [k] __usecs_to_jiffies
     0.01%  profile  profile             [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  profile  profile             [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.01%  profile  [kernel.kallsyms]   [k] inet6_sendmsg
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.01%  profile  profile             [.] bufio.(*ReadWriter).Write
     0.01%  profile  profile             [.] runtime.runtimer
     0.01%  profile  profile             [.] runtime.gcBgMarkWorker.func1
     0.01%  profile  [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.01%  profile  [kernel.kallsyms]   [k] __ip_finish_output
     0.01%  profile  [kernel.kallsyms]   [k] legitimize_path.isra.0
     0.01%  profile  [kernel.kallsyms]   [k] perf_pmu_nop_int
     0.01%  profile  [kernel.kallsyms]   [k] tcp_wfree
     0.01%  profile  [kernel.kallsyms]   [k] lock_hrtimer_base
     0.01%  profile  [kernel.kallsyms]   [k] recalc_sigpending_tsk
     0.01%  profile  [kernel.kallsyms]   [k] br_allowed_ingress
     0.01%  profile  profile             [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.01%  profile  [kernel.kallsyms]   [k] security_socket_recvmsg
     0.01%  profile  [kernel.kallsyms]   [k] get_timespec64
     0.01%  profile  [kernel.kallsyms]   [k] ipv4_conntrack_in
     0.01%  profile  profile             [.] runtime.putempty
     0.01%  profile  [kernel.kallsyms]   [k] do_softirq.part.0
     0.01%  profile  [kernel.kallsyms]   [k] __set_current_blocked
     0.01%  profile  [kernel.kallsyms]   [k] tcp_rbtree_insert
     0.01%  profile  [kernel.kallsyms]   [k] perf_pmu_nop_void
     0.01%  profile  [kernel.kallsyms]   [k] netif_skb_features
     0.01%  profile  [kernel.kallsyms]   [k] new_sync_read
     0.01%  profile  profile             [.] internal/poll.runtime_pollWait
     0.01%  profile  [kernel.kallsyms]   [k] netdev_core_pick_tx
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.readVarInt
     0.01%  profile  [kernel.kallsyms]   [k] tcp_event_data_recv
     0.01%  profile  profile             [.] syscall.Getenv.dwrap.2
     0.01%  profile  profile             [.] runtime.resetspinning
     0.01%  profile  [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.01%  profile  profile             [.] runtime.entersyscall.abi0
     0.01%  profile  profile             [.] runtime.runSafePointFn
     0.01%  profile  [kernel.kallsyms]   [k] __nf_ct_refresh_acct
     0.01%  profile  [kernel.kallsyms]   [k] __tcp_push_pending_frames
     0.01%  profile  [kernel.kallsyms]   [k] drop_futex_key_refs.isra.0
     0.01%  profile  profile             [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  profile  [kernel.kallsyms]   [k] __dev_forward_skb
     0.01%  profile  profile             [.] github.com/opentracing/opentracing-go.startSpanFromContextWithTracer
     0.01%  profile  profile             [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  profile  [kernel.kallsyms]   [k] sock_def_readable
     0.01%  profile  profile             [.] runtime.startTheWorldWithSema
     0.01%  profile  profile             [.] runtime.goready.func1
     0.01%  profile  [kernel.kallsyms]   [k] release_pages
     0.01%  profile  [kernel.kallsyms]   [k] ktime_get_coarse_real_ts64
     0.01%  profile  profile             [.] runtime.callers.func1
     0.01%  profile  profile             [.] internal/bytealg.IndexByteString.abi0
     0.01%  profile  [kernel.kallsyms]   [k] __vfs_write
     0.01%  profile  profile             [.] runtime.goready
     0.01%  profile  profile             [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.01%  profile  [kernel.kallsyms]   [k] tcp_check_space
     0.01%  profile  profile             [.] reflect.typedmemclr
     0.01%  profile  [kernel.kallsyms]   [k] do_tkill
     0.01%  profile  [kernel.kallsyms]   [k] tcp_options_write
     0.01%  profile  profile             [.] runtime.wbBufFlush.func1
     0.01%  profile  profile             [.] runtime.newstack.abi0
     0.01%  profile  [kernel.kallsyms]   [k] __x64_sys_read
     0.01%  profile  profile             [.] reflect.Value.String
     0.01%  profile  profile             [.] runtime.signalM
     0.01%  profile  profile             [.] reflect.unsafe_New
     0.01%  profile  [kernel.kallsyms]   [k] try_charge
     0.01%  profile  profile             [.] runtime.sighandler
     0.01%  profile  [kernel.kallsyms]   [k] br_nf_dev_queue_xmit
     0.01%  profile  profile             [.] runtime.netpollblockcommit
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.01%  profile  profile             [.] internal/poll.(*FD).readUnlock
     0.01%  profile  profile             [.] runtime.selparkcommit
     0.01%  profile  [kernel.kallsyms]   [k] ip_local_out
     0.01%  profile  [kernel.kallsyms]   [k] ip_rcv
     0.01%  profile  profile             [.] runtime.(*fixalloc).alloc
     0.01%  profile  profile             [.] runtime.injectglist
     0.01%  profile  profile             [.] syscall.Syscall6.abi0
     0.01%  profile  [kernel.kallsyms]   [k] memset
     0.01%  profile  [kernel.kallsyms]   [k] apparmor_inode_getattr
     0.01%  profile  [kernel.kallsyms]   [k] tcp_rate_check_app_limited
     0.01%  profile  profile             [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.01%  profile  [kernel.kallsyms]   [k] ktime_add_safe
     0.01%  profile  profile             [.] runtime.gcStart
     0.01%  profile  profile             [.] sort.Search
     0.01%  profile  profile             [.] runtime.mput
     0.01%  profile  profile             [.] fmt.(*readRune).UnreadRune
     0.01%  profile  profile             [.] runtime.parkunlock_c
     0.01%  profile  [kernel.kallsyms]   [k] aa_get_task_label
     0.01%  profile  [kernel.kallsyms]   [k] security_file_permission
     0.01%  profile  [kernel.kallsyms]   [k] apparmor_socket_sendmsg
     0.01%  profile  [kernel.kallsyms]   [k] sock_read_iter
     0.01%  profile  profile             [.] fmt.Fscanf
     0.01%  profile  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.01%  profile  [kernel.kallsyms]   [k] br_forward_finish
     0.01%  profile  [kernel.kallsyms]   [k] tcp_rcv_space_adjust
     0.01%  profile  profile             [.] runtime.gcMark
     0.01%  profile  [kernel.kallsyms]   [k] rebalance_domains
     0.01%  profile  [kernel.kallsyms]   [k] tcp_newly_delivered
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.01%  profile  [kernel.kallsyms]   [k] __skb_clone
     0.01%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn
     0.01%  profile  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.01%  profile  profile             [.] encoding/json.stateDot0
     0.01%  profile  [kernel.kallsyms]   [k] vfs_getattr
     0.01%  profile  profile             [.] runtime.resolveNameOff
     0.01%  profile  [kernel.kallsyms]   [k] anon_pipe_buf_release
     0.01%  profile  profile             [.] runtime.(*mheap).alloc
     0.01%  profile  profile             [.] runtime.assertE2I
     0.01%  profile  profile             [.] gosave_systemstack_switch
     0.01%  profile  [kernel.kallsyms]   [k] __intel_pmu_enable_all.constprop.0
     0.01%  profile  [kernel.kallsyms]   [k] __accumulate_pelt_segments
     0.01%  profile  profile             [.] encoding/json.stateEndTop
     0.01%  profile  [kernel.kallsyms]   [k] validate_xmit_xfrm
     0.01%  profile  profile             [.] runtime.gcWriteBarrierR8
     0.01%  profile  [kernel.kallsyms]   [k] do_sched_yield
     0.01%  profile  [kernel.kallsyms]   [k] nf_nat_ipv4_pre_routing
     0.01%  profile  profile             [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  profile  [kernel.kallsyms]   [k] restore_nameidata
     0.01%  profile  profile             [.] encoding/json.cachedTypeFields
     0.01%  profile  libpthread-2.31.so  [.] __restore_rt
     0.01%  profile  [kernel.kallsyms]   [k] native_smp_send_reschedule
     0.01%  profile  [kernel.kallsyms]   [k] hrtimer_active
     0.01%  profile  [kernel.kallsyms]   [k] smp_call_function_single
     0.01%  profile  profile             [.] runtime.getpid.abi0
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.01%  profile  profile             [.] runtime.(*mheap).freeSpan.func1
     0.01%  profile  profile             [.] runtime.(*pageAlloc).scavengeStartGen
     0.01%  profile  [kernel.kallsyms]   [k] update_dl_rq_load_avg
     0.01%  profile  [kernel.kallsyms]   [k] __kfree_skb_flush
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  profile  [kernel.kallsyms]   [k] ttwu_do_activate
     0.01%  profile  profile             [.] runtime.adjustSignalStack
     0.01%  profile  [kernel.kallsyms]   [k] fpu__alloc_mathframe
     0.01%  profile  profile             [.] runtime.funcname
     0.01%  profile  [kernel.kallsyms]   [k] tcp_update_skb_after_send
     0.01%  profile  profile             [.] runtime.setg.abi0
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.01%  profile  [kernel.kallsyms]   [k] nf_nat_ipv4_out
     0.01%  profile  [kernel.kallsyms]   [k] skb_network_protocol
     0.01%  profile  [kernel.kallsyms]   [k] putname
     0.01%  profile  profile             [.] runtime.netpollready
     0.01%  profile  profile             [.] encoding/json.Unmarshal
     0.01%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr.func1
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.01%  profile  [kernel.kallsyms]   [k] ep_scan_ready_list.constprop.0
     0.01%  profile  profile             [.] runtime.resumeG
     0.01%  profile  profile             [.] runtime.deferreturn
     0.01%  profile  [kernel.kallsyms]   [k] kfree_skbmem
     0.01%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  profile  [kernel.kallsyms]   [k] tcp_release_cb
     0.01%  profile  [kernel.kallsyms]   [k] tcp_chrono_stop
     0.01%  profile  profile             [.] internal/poll.(*FD).Read.dwrap.10
     0.01%  profile  profile             [.] runtime.morestack_noctxt.abi0
     0.01%  profile  [kernel.kallsyms]   [k] hrtimer_reprogram
     0.01%  profile  [kernel.kallsyms]   [k] sk_free
     0.01%  profile  [kernel.kallsyms]   [k] aa_may_signal
     0.01%  profile  profile             [.] runtime.runOneTimer
     0.01%  profile  profile             [.] encoding/json.stateN
     0.01%  profile  [kernel.kallsyms]   [k] enqueue_timer
     0.01%  profile  [kernel.kallsyms]   [k] security_socket_sendmsg
     0.01%  profile  [kernel.kallsyms]   [k] tcp_small_queue_check.isra.0
     0.01%  profile  [kernel.kallsyms]   [k] ipv4_conntrack_local
     0.01%  profile  [kernel.kallsyms]   [k] passthru_features_check
     0.01%  profile  profile             [.] runtime.(*sysMemStat).add
     0.01%  profile  [kernel.kallsyms]   [k] timerqueue_del
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  profile  [kernel.kallsyms]   [k] __x86_indirect_thunk_r13
     0.01%  profile  profile             [.] sort.quickSort
     0.01%  profile  profile             [.] runtime.(*gcWork).put
     0.01%  profile  [kernel.kallsyms]   [k] revert_creds
     0.01%  profile  [kernel.kallsyms]   [k] path_put
     0.01%  profile  [kernel.kallsyms]   [k] tcp_v4_send_check
     0.01%  profile  [kernel.kallsyms]   [k] tcp_send_delayed_ack
     0.01%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func2
     0.01%  profile  profile             [.] encoding/json.stateNeg
     0.01%  profile  profile             [.] runtime.convI2I
     0.01%  profile  profile             [.] runtime.gcWriteBarrierSI
     0.01%  profile  [kernel.kallsyms]   [k] do_send_sig_info
     0.01%  profile  [kernel.kallsyms]   [k] user_path_at_empty
     0.01%  profile  [kernel.kallsyms]   [k] tcp_v4_inbound_md5_hash
     0.01%  profile  profile             [.] runtime.futexwakeup
     0.01%  profile  profile             [.] runtime.pcdatavalue1
     0.01%  profile  profile             [.] fmt.(*ss).scanOne
     0.01%  profile  [kernel.kallsyms]   [k] ksys_read
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.01%  profile  [kernel.kallsyms]   [k] set_next_buddy
     0.01%  profile  [kernel.kallsyms]   [k] inet_recvmsg
     0.01%  profile  profile             [.] runtime.memequal0
     0.01%  profile  profile             [.] runtime.selectnbsend
     0.01%  profile  [kernel.kallsyms]   [k] lockref_put_return
     0.01%  profile  profile             [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.01%  profile  [kernel.kallsyms]   [k] skb_push
     0.01%  profile  profile             [.] runtime.deltimer
     0.01%  profile  profile             [.] runtime.goexit1
     0.01%  profile  [kernel.kallsyms]   [k] generic_fillattr
     0.01%  profile  [kernel.kallsyms]   [k] set_next_task_idle
     0.01%  profile  [kernel.kallsyms]   [k] sk_forced_mem_schedule
     0.01%  profile  [kernel.kallsyms]   [k] blkcg_maybe_throttle_current
     0.01%  profile  [kernel.kallsyms]   [k] bictcp_cwnd_event
     0.01%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.01%  profile  profile             [.] runtime.memhash32
     0.01%  profile  profile             [.] sync/atomic.StoreUintptr
     0.01%  profile  [kernel.kallsyms]   [k] rb_first
     0.01%  profile  profile             [.] golang.org/x/net/http2.parseHeadersFrame
     0.01%  profile  profile             [.] google.golang.org/grpc.(*Server).traceInfo
     0.01%  profile  [kernel.kallsyms]   [k] skb_pull
     0.01%  profile  [kernel.kallsyms]   [k] tcp_try_coalesce
     0.01%  profile  [kernel.kallsyms]   [k] irq_work_run_list
     0.01%  profile  profile             [.] fmt.(*ss).scanUint
     0.01%  profile  profile             [.] time.now
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  profile  profile             [.] runtime.(*pageAlloc).alloc
     0.01%  profile  profile             [.] github.com/golang/protobuf/proto.isProto3Zero
     0.01%  profile  [kernel.kallsyms]   [k] nf_checksum
     0.01%  profile  [kernel.kallsyms]   [k] detach_if_pending
     0.01%  profile  [kernel.kallsyms]   [k] __remove_hrtimer
     0.01%  profile  profile             [.] context.WithCancel.func1
     0.01%  profile  profile             [.] reflect.Value.FieldByName
     0.01%  profile  [kernel.kallsyms]   [k] ep_autoremove_wake_function
     0.01%  profile  [kernel.kallsyms]   [k] rcu_irq_exit
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.01%  profile  [kernel.kallsyms]   [k] __sk_dst_check
     0.01%  profile  profile             [.] runtime.(*pageCache).alloc
     0.01%  profile  [kernel.kallsyms]   [k] __release_sock
     0.01%  profile  [kernel.kallsyms]   [k] br_dev_queue_push_xmit
     0.01%  profile  profile             [.] sync.runtime_procUnpin
     0.01%  profile  profile             [.] runtime.goexit.abi0
     0.01%  profile  profile             [.] runtime.typedslicecopy
     0.01%  profile  [kernel.kallsyms]   [k] from_kuid_munged
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.01%  profile  profile             [.] runtime.typeBitsBulkBarrier
     0.01%  profile  profile             [.] sync.(*poolDequeue).popTail
     0.01%  profile  profile             [.] reflect.(*rtype).FieldByName
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField10
     0.01%  profile  profile             [.] fmt.(*ss).getBase
     0.01%  profile  profile             [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.01%  profile  [kernel.kallsyms]   [k] __do_sys_madvise
     0.01%  profile  [kernel.kallsyms]   [k] security_inode_permission
     0.01%  profile  [kernel.kallsyms]   [k] signal_setup_done
     0.01%  profile  profile             [.] runtime.sendDirect
     0.01%  profile  [kernel.kallsyms]   [k] rmqueue
     0.01%  profile  [kernel.kallsyms]   [k] timestamp_truncate
     0.01%  profile  profile             [.] golang.org/x/net/http2.parsePingFrame
     0.01%  profile  [kernel.kallsyms]   [k] unlazy_walk
     0.01%  profile  [kernel.kallsyms]   [k] unmap_page_range
     0.01%  profile  [kernel.kallsyms]   [k] irq_exit
     0.01%  profile  profile             [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.01%  profile  [kernel.kallsyms]   [k] tcp_recv_timestamp
     0.01%  profile  [kernel.kallsyms]   [k] tcp_update_pacing_rate
     0.01%  profile  profile             [.] runtime.(*mSpanList).insert
     0.01%  profile  [kernel.kallsyms]   [k] skb_scrub_packet
     0.01%  profile  profile             [.] runtime.gcstopm
     0.01%  profile  [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.01%  profile  profile             [.] context.removeChild
     0.01%  profile  [kernel.kallsyms]   [k] inet6_recvmsg
     0.01%  profile  profile             [.] runtime.send
     0.01%  profile  [kernel.kallsyms]   [k] select_estimate_accuracy
     0.01%  profile  profile             [.] runtime.interequal
     0.01%  profile  profile             [.] encoding/json.state1
     0.01%  profile  [kernel.kallsyms]   [k] free_unref_page_list
     0.01%  profile  [kernel.kallsyms]   [k] mntput_no_expire
     0.01%  profile  profile             [.] golang.org/x/net/http2.(*DataFrame).Header
     0.01%  profile  profile             [.] strings.Join
     0.01%  profile  profile             [.] sync/atomic.(*Value).Store
     0.01%  profile  [kernel.kallsyms]   [k] blk_finish_plug
     0.01%  profile  [kernel.kallsyms]   [k] sock_put
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField1
     0.01%  profile  profile             [.] github.com/rs/zerolog.glob..func5
     0.01%  profile  [kernel.kallsyms]   [k] __sb_end_write
     0.01%  profile  profile             [.] runtime.gcMarkDone.func1.1
     0.01%  profile  profile             [.] sync/atomic.CompareAndSwapPointer
     0.01%  profile  profile             [.] google.golang.org/grpc.checkRecvPayload
     0.01%  profile  [kernel.kallsyms]   [k] skb_clone
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  profile  [kernel.kallsyms]   [k] tcp_parse_md5sig_option
     0.01%  profile  [kernel.kallsyms]   [k] tcp_v4_fill_cb
     0.01%  profile  [kernel.kallsyms]   [k] perf_pmu_nop_txn
     0.01%  profile  profile             [.] runtime.memhash8
     0.01%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_uint32
     0.01%  profile  profile             [.] runtime.(*pallocBits).findSmallN
     0.01%  profile  profile             [.] runtime.concatstring2
     0.01%  profile  profile             [.] runtime.newproc
     0.01%  profile  profile             [.] runtime.closechan
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.newFramer.func1
     0.01%  profile  profile             [.] internal/bytealg.Count.abi0
     0.01%  profile  profile             [.] runtime.chanrecv1
     0.01%  profile  profile             [.] runtime.(*addrRanges).add
     0.01%  profile  profile             [.] runtime.(*gcWork).putBatch
     0.01%  profile  [kernel.kallsyms]   [k] __x64_sys_newfstatat
     0.01%  profile  profile             [.] runtime.(*stackScanState).putPtr
     0.01%  profile  [kernel.kallsyms]   [k] check_stack_object
     0.01%  profile  profile             [.] reflect.(*structType).Field
     0.01%  profile  profile             [.] runtime.notetsleep
     0.01%  profile  [kernel.kallsyms]   [k] intel_pmu_enable_all
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  profile  [kernel.kallsyms]   [k] do_softirq_own_stack
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  profile  [kernel.kallsyms]   [k] get_page_from_freelist
     0.01%  profile  profile             [.] strconv.ParseInt
     0.01%  profile  [kernel.kallsyms]   [k] error_entry
     0.01%  profile  profile             [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.01%  profile  profile             [.] runtime.wbBufFlush.abi0
     0.01%  profile  profile             [.] runtime.atomicwb
     0.01%  profile  profile             [.] runtime.(*pallocData).findScavengeCandidate
     0.01%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.01%  profile  [kernel.kallsyms]   [k] task_tick_fair
     0.01%  profile  [kernel.kallsyms]   [k] tcp_stream_memory_free
     0.01%  profile  profile             [.] runtime.gcMarkTermination
     0.01%  profile  [kernel.kallsyms]   [k] __mod_lruvec_state
     0.01%  profile  [kernel.kallsyms]   [k] __x2apic_send_IPI_dest
     0.01%  profile  [kernel.kallsyms]   [k] brnf_get_logical_dev
     0.01%  profile  profile             [.] runtime.gorecover
     0.01%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  profile  profile             [.] runtime.(*pageAlloc).allocRange
     0.01%  profile  [kernel.kallsyms]   [k] skb_copy_datagram_iter
     0.01%  profile  [kernel.kallsyms]   [k] __update_load_avg_blocked_se
     0.01%  profile  [kernel.kallsyms]   [k] uncharge_batch
     0.01%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  profile  profile             [.] runtime.runqdrain
     0.01%  profile  profile             [.] reflect.Value.SetFloat
     0.01%  profile  [kernel.kallsyms]   [k] lock_sock_nested
     0.01%  profile  profile             [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  profile  profile             [.] net.(*TCPConn).SetDeadline
     0.01%  profile  [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.01%  profile  [kernel.kallsyms]   [k] inet_sendmsg
     0.01%  profile  [kernel.kallsyms]   [k] ret_from_intr
     0.01%  profile  profile             [.] runtime.(*pageBits).popcntRange
     0.01%  profile  profile             [.] time.Since
     0.01%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw
     0.01%  profile  profile             [.] fmt.(*ss).convertString
     0.01%  profile  profile             [.] reflect.name.tag
     0.01%  profile  profile             [.] runtime.(*mheap).alloc.func1
     0.01%  profile  profile             [.] runtime.(*pageAlloc).scavengeOne
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  profile  profile             [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.01%  profile  [kernel.kallsyms]   [k] check_cfs_rq_runtime
     0.01%  profile  profile             [.] runtime.goexit1.abi0
     0.01%  profile  [kernel.kallsyms]   [k] tcp_rate_skb_sent
     0.01%  profile  [kernel.kallsyms]   [k] __tcp_send_ack.part.0
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.01%  profile  profile             [.] time.(*Time).addSec
     0.01%  profile  profile             [.] runtime.(*workbuf).checknonempty
     0.01%  profile  profile             [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.01%  profile  [kernel.kallsyms]   [k] perf_event_sched_in
     0.01%  profile  profile             [.] strings.Count
     0.01%  profile  [kernel.kallsyms]   [k] bictcp_acked
     0.01%  profile  [kernel.kallsyms]   [k] tcp_tx_timestamp
     0.01%  profile  [kernel.kallsyms]   [k] ip_queue_xmit
     0.01%  profile  [kernel.kallsyms]   [k] br_fdb_find_rcu
     0.01%  profile  [kernel.kallsyms]   [k] lock_timer_base
     0.01%  profile  profile             [.] fmt.(*ss).doScanf.dwrap.6
     0.00%  profile  [kernel.kallsyms]   [k] __raise_softirq_irqoff
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*Framer).WritePing
     0.00%  profile  [kernel.kallsyms]   [k] do_send_specific
     0.00%  profile  [kernel.kallsyms]   [k] perf_event_set_state.part.0
     0.00%  profile  [kernel.kallsyms]   [k] refcount_dec_not_one
     0.00%  profile  profile             [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.00%  profile  profile             [.] runtime.gfput
     0.00%  profile  profile             [.] sync.(*poolChain).popHead
     0.00%  profile  [kernel.kallsyms]   [k] cyc2ns_read_begin
     0.00%  profile  [kernel.kallsyms]   [k] userfaultfd_remove
     0.00%  profile  profile             [.] strconv.ParseFloat
     0.00%  profile  [kernel.kallsyms]   [k] smp_call_function_interrupt
     0.00%  profile  profile             [.] runtime.(*pageAlloc).find.func1
     0.00%  profile  [kernel.kallsyms]   [k] bictcp_cong_avoid
     0.00%  profile  [kernel.kallsyms]   [k] sk_page_frag_refill
     0.00%  profile  profile             [.] runtime.exitsyscallfast_reacquired
     0.00%  profile  profile             [.] bytes.(*Buffer).Write
     0.00%  profile  profile             [.] sync.(*WaitGroup).Wait
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  profile  [kernel.kallsyms]   [k] ip_rcv_finish
     0.00%  profile  [kernel.kallsyms]   [k] native_iret
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.encodeGrpcMessage
