# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'cycles'
# Event count (approx.): 143709593444
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.02%  frontend  [kernel.kallsyms]   [k] lapic_next_deadline
     0.02%  frontend  [kernel.kallsyms]   [k] __tcp_push_pending_frames
     0.02%  frontend  [kernel.kallsyms]   [k] ep_item_poll.isra.0
     0.02%  frontend  frontend            [.] bufio.(*Reader).ReadLine
     0.02%  frontend  frontend            [.] net/http.appendTime
     0.02%  frontend  frontend            [.] time.now
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.02%  frontend  frontend            [.] runtime.(*stackScanState).getPtr
     0.02%  frontend  frontend            [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.02%  frontend  [kernel.kallsyms]   [k] bictcp_cong_avoid
     0.02%  frontend  frontend            [.] runtime.memhash32
     0.02%  frontend  [kernel.kallsyms]   [k] sk_reset_timer
     0.02%  frontend  [kernel.kallsyms]   [k] ktime_get_coarse_real_ts64
     0.02%  frontend  [kernel.kallsyms]   [k] security_inode_getattr
     0.02%  frontend  frontend            [.] runtime.scanstack.func1
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.02%  frontend  frontend            [.] sync.(*Cond).Broadcast
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*MetaHeadersFrame).Header
     0.02%  frontend  frontend            [.] runtime.deferprocStack
     0.02%  frontend  [kernel.kallsyms]   [k] pick_next_entity
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.02%  frontend  frontend            [.] sort.quickSort
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rbtree_insert
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.02%  frontend  [kernel.kallsyms]   [k] ovl_permission
     0.02%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  frontend  [kernel.kallsyms]   [k] flexible_sched_in
     0.02%  frontend  frontend            [.] encoding/json.newEncodeState
     0.02%  frontend  frontend            [.] sync/atomic.CompareAndSwapUintptr
     0.02%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.02%  frontend  frontend            [.] reflect.mapassign
     0.02%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.marshal
     0.02%  frontend  [kernel.kallsyms]   [k] sk_free
     0.02%  frontend  [kernel.kallsyms]   [k] copy_page_from_iter
     0.02%  frontend  [kernel.kallsyms]   [k] putname
     0.02%  frontend  frontend            [.] encoding/json.(*decodeState).scanNext
     0.02%  frontend  frontend            [.] bytes.(*Reader).Read
     0.02%  frontend  frontend            [.] runtime.injectglist
     0.02%  frontend  frontend            [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.02%  frontend  [kernel.kallsyms]   [k] __raise_softirq_irqoff
     0.02%  frontend  [kernel.kallsyms]   [k] __bitmap_and
     0.02%  frontend  [kernel.kallsyms]   [k] __ip_local_out
     0.02%  frontend  [kernel.kallsyms]   [k] clear_buddies
     0.02%  frontend  [kernel.kallsyms]   [k] vfs_statx
     0.02%  frontend  [kernel.kallsyms]   [k] brnf_get_logical_dev
     0.02%  frontend  frontend            [.] net/http.(*response).WriteHeader
     0.02%  frontend  frontend            [.] runtime.assertE2I
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_nanosleep
     0.02%  frontend  frontend            [.] syscall.Syscall6.abi0
     0.02%  frontend  frontend            [.] net/textproto.(*Reader).upcomingHeaderNewlines
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*PingFrame).Header
     0.02%  frontend  frontend            [.] google.golang.org/grpc.newClientStream.func1
     0.02%  frontend  [kernel.kallsyms]   [k] smp_call_function_single
     0.02%  frontend  frontend            [.] runtime.semacquire1
     0.02%  frontend  [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.02%  frontend  [kernel.kallsyms]   [k] __vfs_read
     0.02%  frontend  [kernel.kallsyms]   [k] __sk_dst_check
     0.02%  frontend  [kernel.kallsyms]   [k] __tcp_v4_send_check
     0.02%  frontend  frontend            [.] runtime.notewakeup
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_chrono_stop
     0.02%  frontend  [kernel.kallsyms]   [k] ovl_path_type
     0.02%  frontend  frontend            [.] context.WithCancel
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.02%  frontend  frontend            [.] reflect.(*MapIter).Next
     0.02%  frontend  [kernel.kallsyms]   [k] lockref_put_return
     0.02%  frontend  frontend            [.] sort.Slice
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rate_skb_delivered
     0.02%  frontend  frontend            [.] runtime.assertE2I2
     0.02%  frontend  [kernel.kallsyms]   [k] tick_program_event
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.02%  frontend  [kernel.kallsyms]   [k] terminate_walk
     0.02%  frontend  frontend            [.] runtime.checkRunqsNoP
     0.02%  frontend  [kernel.kallsyms]   [k] intel_pmu_disable_all
     0.02%  frontend  frontend            [.] google.golang.org/grpc.setCallInfoCodec
     0.02%  frontend  frontend            [.] runtime.goready.func1
     0.02%  frontend  [kernel.kallsyms]   [k] futex_wait_queue_me
     0.02%  frontend  [kernel.kallsyms]   [k] hash_futex
     0.02%  frontend  frontend            [.] runtime.suspendG
     0.02%  frontend  frontend            [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.02%  frontend  [kernel.kallsyms]   [k] netif_rx
     0.02%  frontend  frontend            [.] net/http.(*connReader).backgroundRead
     0.02%  frontend  frontend            [.] net/http.serverHandler.ServeHTTP
     0.02%  frontend  frontend            [.] net/http.(*ServeMux).redirectToPathSlash
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_data_ready
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  frontend  frontend            [.] vendor/golang.org/x/net/http/httpguts.ValidHeaderFieldName
     0.02%  frontend  frontend            [.] encoding/json.(*scanner).popParseState
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_options_write
     0.02%  frontend  frontend            [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.02%  frontend  [kernel.kallsyms]   [k] skb_csum_hwoffload_help
     0.02%  frontend  [kernel.kallsyms]   [k] __fdget_pos
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_rate_gen
     0.02%  frontend  [kernel.kallsyms]   [k] check_stack_object
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.02%  frontend  frontend            [.] internal/poll.(*FD).Write.dwrap.13
     0.02%  frontend  frontend            [.] google.golang.org/grpc/metadata.New
     0.02%  frontend  frontend            [.] runtime.retake
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.readVarInt
     0.02%  frontend  frontend            [.] runtime.freedefer
     0.02%  frontend  frontend            [.] runtime.stackpoolalloc
     0.02%  frontend  frontend            [.] encoding/json.stateBeginStringOrEmpty
     0.02%  frontend  frontend            [.] encoding/json.stateEndTop
     0.02%  frontend  frontend            [.] net/http.newBufioWriterSize
     0.02%  frontend  [kernel.kallsyms]   [k] should_failslab
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_v4_inbound_md5_hash
     0.02%  frontend  frontend            [.] gogo
     0.02%  frontend  [kernel.kallsyms]   [k] _copy_to_iter
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).Inject
     0.02%  frontend  [kernel.kallsyms]   [k] br_pass_frame_up
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.parseDataFrame
     0.02%  frontend  frontend            [.] github.com/harlow/go-micro-services/tracing.(*TracedServeMux).ServeHTTP
     0.02%  frontend  frontend            [.] runtime.concatstring2
     0.02%  frontend  frontend            [.] encoding/json.mapEncoder.encode.func1
     0.02%  frontend  [kernel.kallsyms]   [k] _copy_from_iter_full
     0.02%  frontend  frontend            [.] runtime.callers
     0.02%  frontend  [kernel.kallsyms]   [k] sk_page_frag_refill
     0.02%  frontend  frontend            [.] runtime.isSystemGoroutine
     0.02%  frontend  [kernel.kallsyms]   [k] ovl_inode_upper
     0.02%  frontend  frontend            [.] runtime.sysmon
     0.02%  frontend  frontend            [.] runtime.mapaccess2_fast64
     0.02%  frontend  [kernel.kallsyms]   [k] __accumulate_pelt_segments
     0.02%  frontend  frontend            [.] context.WithCancel.func1
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).handlePing
     0.02%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.geoJSONResponse
     0.02%  frontend  frontend            [.] reflect.Zero
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.02%  frontend  [kernel.kallsyms]   [k] sched_clock
     0.02%  frontend  frontend            [.] net/http.(*exactSig).match
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.encodeMetadataHeader
     0.02%  frontend  frontend            [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.02%  frontend  frontend            [.] runtime.checkdead
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_stream_memory_free
     0.02%  frontend  [kernel.kallsyms]   [k] __x64_sys_nanosleep
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).Write.func2
     0.02%  frontend  frontend            [.] time.Time.Equal
     0.02%  frontend  frontend            [.] runtime.selectnbrecv
     0.02%  frontend  frontend            [.] runtime.globrunqget
     0.02%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.02%  frontend  [kernel.kallsyms]   [k] page_fault
     0.02%  frontend  frontend            [.] runtime.convT2E
     0.02%  frontend  frontend            [.] cmpbody
     0.02%  frontend  frontend            [.] sync.(*poolDequeue).popTail
     0.02%  frontend  frontend            [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.02%  frontend  frontend            [.] strconv.ParseFloat
     0.02%  frontend  frontend            [.] fmt.(*fmt).fmtFloat
     0.02%  frontend  frontend            [.] internal/reflectlite.Swapper.func9
     0.02%  frontend  frontend            [.] runtime.nilinterequal
     0.02%  frontend  [kernel.kallsyms]   [k] pick_next_task_idle
     0.02%  frontend  frontend            [.] fmt.(*fmt).truncateString
     0.02%  frontend  frontend            [.] encoding/json.floatEncoder.encode
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).CloseStream.func1
     0.02%  frontend  frontend            [.] google.golang.org/grpc/metadata.FromOutgoingContext
     0.02%  frontend  frontend            [.] net/http.(*connReader).abortPendingRead
     0.02%  frontend  [kernel.kallsyms]   [k] mntput_no_expire
     0.02%  frontend  frontend            [.] runtime.shrinkstack
     0.02%  frontend  frontend            [.] runtime.gfget
     0.02%  frontend  frontend            [.] bufio.(*Writer).WriteString
     0.02%  frontend  frontend            [.] strconv.special
     0.02%  frontend  frontend            [.] net.(*TCPConn).SetReadDeadline
     0.02%  frontend  frontend            [.] sort.Search
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_send_mss
     0.02%  frontend  frontend            [.] github.com/rs/zerolog.Level.String
     0.02%  frontend  frontend            [.] runtime.semrelease1
     0.02%  frontend  frontend            [.] net/http.fixLength
     0.02%  frontend  frontend            [.] reflect.(*MapIter).Key
     0.02%  frontend  frontend            [.] runtime.(*semaRoot).dequeue
     0.02%  frontend  [kernel.kallsyms]   [k] memcpy_erms
     0.02%  frontend  frontend            [.] time.Time.Format
     0.02%  frontend  [kernel.kallsyms]   [k] get_futex_key_refs.isra.0
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*DataFrame).Header
     0.02%  frontend  frontend            [.] runtime.findnull
     0.02%  frontend  [kernel.kallsyms]   [k] __do_sys_madvise
     0.01%  frontend  [kernel.kallsyms]   [k] select_estimate_accuracy
     0.01%  frontend  [kernel.kallsyms]   [k] complete_walk
     0.01%  frontend  frontend            [.] net/url.parseHost
     0.01%  frontend  frontend            [.] runtime.updateTimerPMask
     0.01%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.01%  frontend  frontend            [.] runtime.exitsyscallfast_reacquired
     0.01%  frontend  frontend            [.] runtime.gcResetMarkState.func1
     0.01%  frontend  frontend            [.] encoding/json.(*scanner).eof
     0.01%  frontend  frontend            [.] vendor/golang.org/x/net/http/httpguts.HeaderValuesContainsToken
     0.01%  frontend  [kernel.kallsyms]   [k] vfs_getattr
     0.01%  frontend  frontend            [.] runtime.convI2I
     0.01%  frontend  frontend            [.] reflect.copyVal
     0.01%  frontend  frontend            [.] reflect.Value.NumMethod
     0.01%  frontend  frontend            [.] runtime.mDoFixup
     0.01%  frontend  frontend            [.] strings.(*Replacer).Replace
     0.01%  frontend  frontend            [.] reflect.Value.Len
     0.01%  frontend  frontend            [.] runtime.stackalloc
     0.01%  frontend  frontend            [.] reflect.resolveTypeOff
     0.01%  frontend  frontend            [.] sort.quickSort_func
     0.01%  frontend  frontend            [.] net/http.checkConnErrorWriter.Write
     0.01%  frontend  frontend            [.] sync.(*poolDequeue).popHead
     0.01%  frontend  frontend            [.] gosave_systemstack_switch
     0.01%  frontend  [kernel.kallsyms]   [k] br_netif_receive_skb
     0.01%  frontend  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.0
     0.01%  frontend  [kernel.kallsyms]   [k] __vfs_write
     0.01%  frontend  frontend            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1.dwrap.1
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).newStream.func1
     0.01%  frontend  [kernel.kallsyms]   [k] arch_perf_update_userpage
     0.01%  frontend  frontend            [.] encoding/json.arrayEncoder.encode
     0.01%  frontend  frontend            [.] encoding/json.(*reflectWithString).resolve
     0.01%  frontend  frontend            [.] net/http.Header.Clone
     0.01%  frontend  frontend            [.] reflect.(*MapIter).Value
     0.01%  frontend  frontend            [.] net/url.ParseRequestURI
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.01%  frontend  [kernel.kallsyms]   [k] skb_pull
     0.01%  frontend  frontend            [.] runtime.funcname
     0.01%  frontend  frontend            [.] runtime.callers.func1
     0.01%  frontend  [kernel.kallsyms]   [k] __skb_ext_put
     0.01%  frontend  frontend            [.] google.golang.org/grpc.checkRecvPayload
     0.01%  frontend  [kernel.kallsyms]   [k] reschedule_interrupt
     0.01%  frontend  [kernel.kallsyms]   [k] unmap_page_range
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).handleWindowUpdate
     0.01%  frontend  frontend            [.] strconv.mult64bitPow10
     0.01%  frontend  frontend            [.] reflect.resolveNameOff
     0.01%  frontend  frontend            [.] net/http.(*conn).setState
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.SpanContext.String
     0.01%  frontend  [kernel.kallsyms]   [k] copyout
     0.01%  frontend  [kernel.kallsyms]   [k] generic_fillattr
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  frontend  [kernel.kallsyms]   [k] apparmor_inode_getattr
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_r13
     0.01%  frontend  frontend            [.] runtime.publicationBarrier.abi0
     0.01%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.01%  frontend  [kernel.kallsyms]   [k] __dev_forward_skb
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_newly_delivered
     0.01%  frontend  [kernel.kallsyms]   [k] restore_nameidata
     0.01%  frontend  frontend            [.] type..eq.google.golang.org/grpc/resolver.Address
     0.01%  frontend  frontend            [.] runtime.pcdatavalue1
     0.01%  frontend  [kernel.kallsyms]   [k] set_next_entity
     0.01%  frontend  frontend            [.] runtime.goexit0
     0.01%  frontend  frontend            [.] net/http.(*Request).wantsHttp10KeepAlive
     0.01%  frontend  [kernel.kallsyms]   [k] br_allowed_egress
     0.01%  frontend  frontend            [.] runtime.heapBits.initSpan
     0.01%  frontend  frontend            [.] net.(*conn).SetReadDeadline
     0.01%  frontend  frontend            [.] reflect.Value.String
     0.01%  frontend  frontend            [.] runtime.trygetfull
     0.01%  frontend  [kernel.kallsyms]   [k] rcu_irq_exit
     0.01%  frontend  frontend            [.] runtime.newstack
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  frontend  frontend            [.] runtime.(*pageCache).alloc
     0.01%  frontend  frontend            [.] net/http.(*conn).hijacked
     0.01%  frontend  frontend            [.] runtime.memhash8
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.01%  frontend  frontend            [.] net/http.(*connReader).Read
     0.01%  frontend  frontend            [.] runtime.memequal8
     0.01%  frontend  frontend            [.] runtime.castogscanstatus
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  frontend  frontend            [.] time.tzset
     0.01%  frontend  frontend            [.] internal/reflectlite.Value.Len
     0.01%  frontend  frontend            [.] runtime.adjustdefers
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).finish.dwrap.50
     0.01%  frontend  [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.01%  frontend  [kernel.kallsyms]   [k] call_function_interrupt
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/search/proto.(*searchClient).Nearby
     0.01%  frontend  frontend            [.] runtime.(*mheap).nextSpanForSweep
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_parse_md5sig_option
     0.01%  frontend  [kernel.kallsyms]   [k] unlazy_walk
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/reservation/proto.(*reservationClient).CheckAvailability
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  frontend  frontend            [.] runtime.(*gcControllerState).findRunnableGCWorker
     0.01%  frontend  frontend            [.] runtime.runqputbatch
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.01%  frontend  [kernel.kallsyms]   [k] _copy_to_user
     0.01%  frontend  frontend            [.] encoding/json.sliceEncoder.encode
     0.01%  frontend  [kernel.kallsyms]   [k] ipod_hook_fn
     0.01%  frontend  [kernel.kallsyms]   [k] revert_creds
     0.01%  frontend  [kernel.kallsyms]   [k] put_prev_task_fair
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_tx_timestamp
     0.01%  frontend  frontend            [.] encoding/json.interfaceEncoder
     0.01%  frontend  frontend            [.] net/url.(*URL).Query
     0.01%  frontend  frontend            [.] runtime.memequal0
     0.01%  frontend  [kernel.kallsyms]   [k] skb_clone
     0.01%  frontend  frontend            [.] sync.(*poolDequeue).pushHead
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).adjustWindow
     0.01%  frontend  [kernel.kallsyms]   [k] perf_event_update_time
     0.01%  frontend  frontend            [.] reflect.typedmemclr
     0.01%  frontend  frontend            [.] reflect.Value.MapRange
     0.01%  frontend  [kernel.kallsyms]   [k] cpumask_next
     0.01%  frontend  frontend            [.] encoding/json.(*encodeState).reflectValue
     0.01%  frontend  frontend            [.] net/url.parseAuthority
     0.01%  frontend  [kernel.kallsyms]   [k] sock_zerocopy_put
     0.01%  frontend  frontend            [.] runtime.forEachG
     0.01%  frontend  [kernel.kallsyms]   [k] security_inode_permission
     0.01%  frontend  [kernel.kallsyms]   [k] hrtimer_active
     0.01%  frontend  [kernel.kallsyms]   [k] cpus_share_cache
     0.01%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead
     0.01%  frontend  [kernel.kallsyms]   [k] __release_sock
     0.01%  frontend  [kernel.kallsyms]   [k] _copy_from_user
     0.01%  frontend  frontend            [.] time.Time.Sub
     0.01%  frontend  frontend            [.] sync.runtime_notifyListNotifyAll
     0.01%  frontend  [kernel.kallsyms]   [k] lock_hrtimer_base
     0.01%  frontend  frontend            [.] runtime.resolveNameOff
     0.01%  frontend  [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.01%  frontend  [kernel.kallsyms]   [k] zap_pte_range.isra.0
     0.01%  frontend  [kernel.kallsyms]   [k] iov_iter_init
     0.01%  frontend  frontend            [.] runtime.fastrand
     0.01%  frontend  frontend            [.] net/http.(*response).shouldReuseConnection
     0.01%  frontend  [kernel.kallsyms]   [k] br_fdb_find_rcu
     0.01%  frontend  frontend            [.] time.Time.abs
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.01%  frontend  frontend            [.] runtime.gcWriteBarrierDX
     0.01%  frontend  frontend            [.] net.(*OpError).Timeout
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).adjustWindow.dwrap.14
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_int
     0.01%  frontend  [kernel.kallsyms]   [k] skb_copy_datagram_iter
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_rack_advance
     0.01%  frontend  frontend            [.] net/http.(*htmlSig).match
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_r14
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  frontend  [kernel.kallsyms]   [k] __hrtimer_get_next_event
     0.01%  frontend  [kernel.kallsyms]   [k] __update_load_avg_blocked_se
     0.01%  frontend  [kernel.kallsyms]   [k] skb_defer_rx_timestamp
     0.01%  frontend  frontend            [.] runtime.(*mheap).freeSpanLocked
     0.01%  frontend  frontend            [.] context.(*cancelCtx).Done.dwrap.1
     0.01%  frontend  [kernel.kallsyms]   [k] ip_queue_xmit
     0.01%  frontend  [kernel.kallsyms]   [k] lockref_get_not_dead
     0.01%  frontend  frontend            [.] reflect.maplen
     0.01%  frontend  frontend            [.] runtime.(*spanSetBlockAlloc).alloc
     0.01%  frontend  frontend            [.] runtime.selectnbsend
     0.01%  frontend  [kernel.kallsyms]   [k] ns_to_timespec64
     0.01%  frontend  frontend            [.] runtime.(*mcentral).grow
     0.01%  frontend  frontend            [.] sort.(*StringSlice).Len
     0.01%  frontend  frontend            [.] internal/reflectlite.ValueOf
     0.01%  frontend  [kernel.kallsyms]   [k] __remove_hrtimer
     0.01%  frontend  frontend            [.] strings.IndexRune
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).shouldRedirectRLocked
     0.01%  frontend  frontend            [.] strconv.formatDigits
     0.01%  frontend  [kernel.kallsyms]   [k] br_handle_vlan
     0.01%  frontend  [kernel.kallsyms]   [k] ttwu_do_activate
     0.01%  frontend  [kernel.kallsyms]   [k] __sb_end_write
     0.01%  frontend  frontend            [.] runtime.goschedImpl
     0.01%  frontend  [kernel.kallsyms]   [k] nf_checksum
     0.01%  frontend  [kernel.kallsyms]   [k] exit_to_usermode_loop
     0.01%  frontend  frontend            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.Set
     0.01%  frontend  frontend            [.] runtime.stackfree
     0.01%  frontend  frontend            [.] net.SplitHostPort
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  frontend  [kernel.kallsyms]   [k] set_next_buddy
     0.01%  frontend  frontend            [.] sync.runtime_notifyListAdd
     0.01%  frontend  frontend            [.] internal/poll.(*FD).decref
     0.01%  frontend  frontend            [.] sync/atomic.CompareAndSwapPointer
     0.01%  frontend  [kernel.kallsyms]   [k] timerqueue_del
     0.01%  frontend  [kernel.kallsyms]   [k] __run_timers.part.0
     0.01%  frontend  frontend            [.] runtime.stackpoolfree
     0.01%  frontend  frontend            [.] runtime.casfrom_Gscanstatus
     0.01%  frontend  [kernel.kallsyms]   [k] inet6_sendmsg
     0.01%  frontend  frontend            [.] runtime.parkunlock_c
     0.01%  frontend  [kernel.kallsyms]   [k] clockevents_program_event
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_void
     0.01%  frontend  frontend            [.] google.golang.org/grpc/metadata.FromOutgoingContextRaw
     0.01%  frontend  frontend            [.] sync.(*Cond).Wait
     0.01%  frontend  frontend            [.] runtime.memclrHasPointers
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_struct
     0.01%  frontend  frontend            [.] runtime.(*gcWork).tryGet
     0.01%  frontend  [kernel.kallsyms]   [k] file_update_time
     0.01%  frontend  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.01%  frontend  [kernel.kallsyms]   [k] iov_iter_advance
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).Handler
     0.01%  frontend  frontend            [.] runtime.concatstring3
     0.01%  frontend  [kernel.kallsyms]   [k] irq_enter
     0.01%  frontend  frontend            [.] runtime.interequal
     0.01%  frontend  [kernel.kallsyms]   [k] wake_up_q
     0.01%  frontend  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.01%  frontend  frontend            [.] net/http.isNotToken
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_sendmsg
     0.01%  frontend  [kernel.kallsyms]   [k] group_sched_in
     0.01%  frontend  frontend            [.] runtime.(*mheap).allocNeedsZero
     0.01%  frontend  frontend            [.] net/http.extraHeader.Write
     0.01%  frontend  [kernel.kallsyms]   [k] free_unref_page_prepare.part.0
     0.01%  frontend  frontend            [.] net/http.requestBodyRemains
     0.01%  frontend  [kernel.kallsyms]   [k] ovl_layer_lower
     0.01%  frontend  [kernel.kallsyms]   [k] __hrtimer_init
     0.01%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead.dwrap.75
     0.01%  frontend  frontend            [.] reflect.(*rtype).exportedMethods
     0.01%  frontend  frontend            [.] runtime.acquirep
     0.01%  frontend  [kernel.kallsyms]   [k] __pm_relax
     0.01%  frontend  frontend            [.] strings.indexFunc
     0.01%  frontend  frontend            [.] internal/reflectlite.(*rtype).Elem
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.glob..func5
     0.01%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  frontend  [kernel.kallsyms]   [k] inet6_recvmsg
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).allocToCache
     0.01%  frontend  frontend            [.] encoding/json.typeEncoder
     0.01%  frontend  frontend            [.] type..hash.google.golang.org/grpc/resolver.Address
     0.01%  frontend  frontend            [.] net/http.ParseHTTPVersion
     0.01%  frontend  [kernel.kallsyms]   [k] drop_futex_key_refs.isra.0
     0.01%  frontend  [kernel.kallsyms]   [k] rmqueue
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.01%  frontend  [kernel.kallsyms]   [k] irq_exit
     0.01%  frontend  frontend            [.] runtime.cmpstring
     0.01%  frontend  frontend            [.] runtime.bulkBarrierPreWriteSrcOnly
     0.01%  frontend  [kernel.kallsyms]   [k] legitimize_links
     0.01%  frontend  frontend            [.] net/http.writeStatusLine
     0.01%  frontend  [kernel.kallsyms]   [k] ___slab_alloc
     0.01%  frontend  [kernel.kallsyms]   [k] minmax_subwin_update
     0.01%  frontend  frontend            [.] net/url.validOptionalPort
