# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 57795484652
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.02%  recommendation  recommendation     [.] runtime.gcDrain
     0.02%  recommendation  [kernel.kallsyms]  [k] ttwu_do_activate
     0.02%  recommendation  recommendation     [.] syscall.Getenv.dwrap.2
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] dput
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.02%  recommendation  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.02%  recommendation  [kernel.kallsyms]  [k] _copy_to_iter
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.02%  recommendation  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.02%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.02%  recommendation  [kernel.kallsyms]  [k] __fsnotify_parent
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.02%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.02%  recommendation  recommendation     [.] runtime.(*consistentHeapStats).acquire
     0.02%  recommendation  recommendation     [.] reflect.Value.NumMethod
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] get_timespec64
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.02%  recommendation  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.02%  recommendation  recommendation     [.] reflect.valueInterface
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.02%  recommendation  recommendation     [.] runtime.futexwakeup
     0.02%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.02%  recommendation  [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.02%  recommendation  [kernel.kallsyms]  [k] br_handle_vlan
     0.02%  recommendation  [kernel.kallsyms]  [k] generic_update_time
     0.02%  recommendation  recommendation     [.] context.(*cancelCtx).cancel
     0.02%  recommendation  recommendation     [.] reflect.(*structType).Field
     0.02%  recommendation  recommendation     [.] runtime.(*mspan).nextFreeIndex
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.02%  recommendation  recommendation     [.] runtime.(*pallocBits).summarize
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish
     0.02%  recommendation  recommendation     [.] runtime.newMarkBits
     0.02%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.02%  recommendation  recommendation     [.] runtime.Caller
     0.02%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.02%  recommendation  recommendation     [.] time.atoi
     0.01%  recommendation  [kernel.kallsyms]  [k] plist_add
     0.01%  recommendation  [kernel.kallsyms]  [k] dev_queue_xmit
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  recommendation  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.01%  recommendation  recommendation     [.] runtime.assertE2I
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  recommendation  recommendation     [.] runtime.closechan
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  recommendation  recommendation     [.] runtime.mapaccess1_fast32
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).nextSpanForSweep
     0.01%  recommendation  [kernel.kallsyms]  [k] __lock_sock
     0.01%  recommendation  [kernel.kallsyms]  [k] security_socket_sendmsg
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_sched_in
     0.01%  recommendation  [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.01%  recommendation  recommendation     [.] runtime.strhash
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_all_qs
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.01%  recommendation  [kernel.kallsyms]  [k] ns_to_timespec64
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapUintptr
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_put
     0.01%  recommendation  [kernel.kallsyms]  [k] br_allowed_ingress
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.colorize
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.01%  recommendation  [kernel.kallsyms]  [k] tick_program_event
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  recommendation  recommendation     [.] reflect.cvtBytesString
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.01%  recommendation  [kernel.kallsyms]  [k] mntput
     0.01%  recommendation  recommendation     [.] time.now
     0.01%  recommendation  [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.01%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.01%  recommendation  recommendation     [.] reflect.Value.NumField
     0.01%  recommendation  [kernel.kallsyms]  [k] __remove_hrtimer
     0.01%  recommendation  recommendation     [.] runtime.makemap
     0.01%  recommendation  [kernel.kallsyms]  [k] calc_timer_values
     0.01%  recommendation  recommendation     [.] runtime.typedslicecopy
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.01%  recommendation  [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_network_protocol
     0.01%  recommendation  recommendation     [.] sort.(*StringSlice).Len
     0.01%  recommendation  [kernel.kallsyms]  [k] __slab_alloc
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_options_write
     0.01%  recommendation  recommendation     [.] strings.Index
     0.01%  recommendation  [kernel.kallsyms]  [k] __msecs_to_jiffies
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_qs
     0.01%  recommendation  recommendation     [.] strings.Count
     0.01%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  recommendation  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.01%  recommendation  [kernel.kallsyms]  [k] br_forward_finish
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.01%  recommendation  [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Field
     0.01%  recommendation  recommendation     [.] runtime.memclrHasPointers
     0.01%  recommendation  recommendation     [.] runtime.resolveNameOff
     0.01%  recommendation  recommendation     [.] reflect.Value.Field
     0.01%  recommendation  recommendation     [.] runtime.goready
     0.01%  recommendation  recommendation     [.] sync.(*RWMutex).RUnlock
     0.01%  recommendation  recommendation     [.] syscall.Syscall6.abi0
     0.01%  recommendation  recommendation     [.] runtime.(*spanSet).pop
     0.01%  recommendation  recommendation     [.] fmt.(*pp).fmtInteger
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_clone
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] timerqueue_del
     0.01%  recommendation  [kernel.kallsyms]  [k] __x64_sys_read
     0.01%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.01%  recommendation  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.01%  recommendation  recommendation     [.] runtime.findObject
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.01%  recommendation  recommendation     [.] reflect.mapassign
     0.01%  recommendation  recommendation     [.] bytes.(*Buffer).WriteString
     0.01%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Request).Reset
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).exportedMethods
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.01%  recommendation  recommendation     [.] runtime.(*mcentral).grow
     0.01%  recommendation  [kernel.kallsyms]  [k] putname
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_sendmsg
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.01%  recommendation  recommendation     [.] reflect.resolveTypeOff
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_queue_xmit
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).allocNeedsZero
     0.01%  recommendation  recommendation     [.] runtime.(*mcentral).uncacheSpan
     0.01%  recommendation  [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.01%  recommendation  [kernel.kallsyms]  [k] br_forward
     0.01%  recommendation  [kernel.kallsyms]  [k] x86_pmu_enable
     0.01%  recommendation  [kernel.kallsyms]  [k] __sk_dst_check
     0.01%  recommendation  recommendation     [.] reflect.name.tag
     0.01%  recommendation  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.01%  recommendation  recommendation     [.] runtime.(*consistentHeapStats).release
     0.01%  recommendation  recommendation     [.] internal/bytealg.IndexByteString.abi0
     0.01%  recommendation  recommendation     [.] runtime.heapBits.initSpan
     0.01%  recommendation  recommendation     [.] time.Time.Sub
     0.01%  recommendation  recommendation     [.] runtime.morestack_noctxt.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.01%  recommendation  [kernel.kallsyms]  [k] copy_page_from_iter
     0.01%  recommendation  recommendation     [.] runtime.bgsweep
     0.01%  recommendation  recommendation     [.] context.(*emptyCtx).Value
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.01%  recommendation  [kernel.kallsyms]  [k] sock_zerocopy_put
     0.01%  recommendation  recommendation     [.] reflect.Value.Pointer
     0.01%  recommendation  recommendation     [.] runtime.concatstring2
     0.01%  recommendation  [kernel.kallsyms]  [k] lockref_put_return
     0.01%  recommendation  recommendation     [.] encoding/json.stateEndTop
     0.01%  recommendation  [kernel.kallsyms]  [k] ___slab_alloc
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.01%  recommendation  recommendation     [.] runtime.funcfile
     0.01%  recommendation  [kernel.kallsyms]  [k] lock_sock_nested
     0.01%  recommendation  recommendation     [.] runtime.(*headTailIndex).incTail
     0.01%  recommendation  recommendation     [.] reflect.unsafe_New
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.01%  recommendation  recommendation     [.] encoding/json.stateBeginStringOrEmpty
     0.01%  recommendation  recommendation     [.] runtime.exitsyscallfast_reacquired
     0.01%  recommendation  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  recommendation  recommendation     [.] runtime.(*mcache).nextFree
     0.01%  recommendation  [kernel.kallsyms]  [k] skb_release_all
     0.01%  recommendation  [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).Header
     0.01%  recommendation  [kernel.kallsyms]  [k] timespec64_add_safe
     0.01%  recommendation  recommendation     [.] runtime.newproc1
     0.01%  recommendation  [kernel.kallsyms]  [k] override_creds
     0.01%  recommendation  [kernel.kallsyms]  [k] ext4_getattr
     0.01%  recommendation  recommendation     [.] fmt.newPrinter
     0.01%  recommendation  recommendation     [.] math.atan
     0.01%  recommendation  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.01%  recommendation  [kernel.kallsyms]  [k] __run_timers.part.0
     0.01%  recommendation  recommendation     [.] runtime.makemap_small
     0.01%  recommendation  recommendation     [.] runtime.funcline1
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.01%  recommendation  [kernel.kallsyms]  [k] __ip_local_out
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.01%  recommendation  recommendation     [.] runtime.deductSweepCredit
     0.01%  recommendation  recommendation     [.] runtime.isSystemGoroutine
     0.01%  recommendation  recommendation     [.] runtime.sendDirect
     0.01%  recommendation  [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.01%  recommendation  recommendation     [.] runtime.heapBits.forwardOrBoundary
     0.01%  recommendation  [kernel.kallsyms]  [k] copyout
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*timestampHook).Run
     0.01%  recommendation  [kernel.kallsyms]  [k] memcpy_erms
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.01%  recommendation  recommendation     [.] sync/atomic.StorePointer
     0.01%  recommendation  recommendation     [.] runtime.netpollBreak
     0.01%  recommendation  [kernel.kallsyms]  [k] tick_sched_do_timer
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.01%  recommendation  [kernel.kallsyms]  [k] user_path_at_empty
     0.01%  recommendation  recommendation     [.] reflect.makeString
     0.01%  recommendation  [kernel.kallsyms]  [k] pipe_read
     0.01%  recommendation  recommendation     [.] runtime.concatstring3
     0.01%  recommendation  recommendation     [.] runtime.callers
     0.01%  recommendation  recommendation     [.] runtime.sweepone
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  recommendation  [kernel.kallsyms]  [k] __sb_end_write
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Str
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func4
     0.01%  recommendation  [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.01%  recommendation  [kernel.kallsyms]  [k] link_path_walk.part.0
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_irq_exit
     0.01%  recommendation  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.01%  recommendation  recommendation     [.] runtime.mapdelete_faststr
     0.01%  recommendation  recommendation     [.] internal/bytealg.CountString.abi0
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.01%  recommendation  recommendation     [.] runtime.goschedImpl
     0.01%  recommendation  recommendation     [.] runtime.rawstringtmp
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_getattr
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.parseDataFrame
     0.01%  recommendation  recommendation     [.] runtime.bulkBarrierPreWrite
     0.01%  recommendation  [kernel.kallsyms]  [k] set_next_task_idle
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField11
     0.01%  recommendation  recommendation     [.] runtime.gcResetMarkState.func1
     0.01%  recommendation  recommendation     [.] os.Getwd
     0.01%  recommendation  [kernel.kallsyms]  [k] minmax_running_min
     0.01%  recommendation  [kernel.kallsyms]  [k] mlx5e_handle_rx_cqe
     0.01%  recommendation  recommendation     [.] runtime.selectnbrecv
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapPointer
     0.01%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeRawBytes
     0.01%  recommendation  [kernel.kallsyms]  [k] generic_fillattr
     0.01%  recommendation  recommendation     [.] runtime.globrunqget
     0.01%  recommendation  [kernel.kallsyms]  [k] do_softirq.part.0
     0.01%  recommendation  recommendation     [.] sync/atomic.runtime_procPin
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.01%  recommendation  recommendation     [.] runtime.efaceeq
     0.01%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.01%  recommendation  recommendation     [.] reflect.typedmemmove
     0.01%  recommendation  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.01%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.01%  recommendation  [kernel.kallsyms]  [k] walk_component
     0.01%  recommendation  recommendation     [.] reflect.(*rtype).Name
     0.01%  recommendation  recommendation     [.] runtime.typeBitsBulkBarrier
     0.01%  recommendation  [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.01%  recommendation  [kernel.kallsyms]  [k] complete_walk
     0.01%  recommendation  recommendation     [.] internal/poll.(*pollDesc).prepare
     0.01%  recommendation  recommendation     [.] runtime.interequal
     0.01%  recommendation  [kernel.kallsyms]  [k] inet_send_prepare
     0.01%  recommendation  [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  recommendation  recommendation     [.] encoding/json.stateBeginString
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.01%  recommendation  [kernel.kallsyms]  [k] anon_pipe_buf_release
     0.01%  recommendation  [kernel.kallsyms]  [k] rcu_core
     0.01%  recommendation  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.01%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).should
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc.encode
     0.01%  recommendation  [kernel.kallsyms]  [k] ovl_override_creds
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).alloc.func1
     0.01%  recommendation  recommendation     [.] runtime.scanblock
     0.01%  recommendation  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.01%  recommendation  recommendation     [.] runtime.wbBufFlush1
     0.01%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanNext
     0.01%  recommendation  recommendation     [.] time.tzsetOffset
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.01%  recommendation  [kernel.kallsyms]  [k] vfs_getattr
     0.01%  recommendation  recommendation     [.] time.Since
     0.01%  recommendation  recommendation     [.] reflect.MakeMapWithSize
     0.01%  recommendation  [kernel.kallsyms]  [k] lock_timer_base
     0.01%  recommendation  [kernel.kallsyms]  [k] enqueue_timer
     0.01%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeCollectionBegin
     0.01%  recommendation  recommendation     [.] runtime.(*semaRoot).dequeue
     0.01%  recommendation  recommendation     [.] runtime.(*mheap).alloc
     0.01%  recommendation  recommendation     [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.01%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.01%  recommendation  recommendation     [.] runtime.resetspinning
     0.00%  recommendation  [kernel.kallsyms]  [k] minmax_subwin_update
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_checksum
     0.00%  recommendation  [kernel.kallsyms]  [k] iov_iter_advance
     0.00%  recommendation  recommendation     [.] encoding/json.(*Decoder).refill
     0.00%  recommendation  recommendation     [.] runtime.newstack.abi0
     0.00%  recommendation  recommendation     [.] runtime.goexit1
     0.00%  recommendation  [kernel.kallsyms]  [k] timestamp_truncate
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.marshal
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.00%  recommendation  [kernel.kallsyms]  [k] set_task_rq_fair
     0.00%  recommendation  recommendation     [.] runtime.entersyscall
     0.00%  recommendation  recommendation     [.] runtime.newproc.func1
     0.00%  recommendation  [kernel.kallsyms]  [k] ext4_finish_bio
     0.00%  recommendation  recommendation     [.] runtime.pcdatavalue1
     0.00%  recommendation  recommendation     [.] sync/atomic.StoreUintptr
     0.00%  recommendation  recommendation     [.] runtime.procyield.abi0
     0.00%  recommendation  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%  recommendation  recommendation     [.] runtime.gcWriteBarrier
     0.00%  recommendation  [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  recommendation  recommendation     [.] reflect.(*structType).FieldByName
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.00%  recommendation  [kernel.kallsyms]  [k] do_softirq_own_stack
     0.00%  recommendation  [kernel.kallsyms]  [k] skb_pull
     0.00%  recommendation  recommendation     [.] context.WithCancel.func1
     0.00%  recommendation  recommendation     [.] runtime.findnull
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_sendmsg
     0.00%  recommendation  [kernel.kallsyms]  [k] map_id_up
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.00%  recommendation  recommendation     [.] os.Getenv
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_local_out
     0.00%  recommendation  [kernel.kallsyms]  [k] iov_iter_init
     0.00%  recommendation  recommendation     [.] runtime.trygetfull
     0.00%  recommendation  recommendation     [.] runtime.nanotime
     0.00%  recommendation  recommendation     [.] runtime.gcMarkTermination.func4
     0.00%  recommendation  [kernel.kallsyms]  [k] sched_clock_stable
     0.00%  recommendation  [kernel.kallsyms]  [k] kill_fasync
     0.00%  recommendation  [kernel.kallsyms]  [k] ktime_add_safe
     0.00%  recommendation  [kernel.kallsyms]  [k] atime_needs_update
     0.00%  recommendation  recommendation     [.] runtime.callers.func1
     0.00%  recommendation  [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  recommendation  recommendation     [.] runtime.(*pageAlloc).update
     0.00%  recommendation  [kernel.kallsyms]  [k] ktime_get_seconds
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  recommendation  [kernel.kallsyms]  [k] unlazy_walk
     0.00%  recommendation  [kernel.kallsyms]  [k] perf_event_idx_default
     0.00%  recommendation  [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.00%  recommendation  recommendation     [.] runtime.typedmemclr
     0.00%  recommendation  recommendation     [.] runtime.gcDrainN
     0.00%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.00%  recommendation  [kernel.kallsyms]  [k] smp_call_function_many
     0.00%  recommendation  [kernel.kallsyms]  [k] sk_free
     0.00%  recommendation  [kernel.kallsyms]  [k] mntput_no_expire
     0.00%  recommendation  recommendation     [.] countbody
     0.00%  recommendation  recommendation     [.] runtime.rawstring
     0.00%  recommendation  recommendation     [.] github.com/rs/zerolog.glob..func5
     0.00%  recommendation  recommendation     [.] bytes.(*Buffer).Write
     0.00%  recommendation  recommendation     [.] runtime.convT64
     0.00%  recommendation  [kernel.kallsyms]  [k] hrtick_update
     0.00%  recommendation  [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.00%  recommendation  recommendation     [.] gosave_systemstack_switch
     0.00%  recommendation  [kernel.kallsyms]  [k] cp_new_stat
     0.00%  recommendation  [kernel.kallsyms]  [k] remove_entity_load_avg
     0.00%  recommendation  [kernel.kallsyms]  [k] check_stack_object
     0.00%  recommendation  recommendation     [.] runtime.typehash
     0.00%  recommendation  [kernel.kallsyms]  [k] __mnt_want_write
     0.00%  recommendation  recommendation     [.] sync.runtime_procUnpin
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_ip_checksum
     0.00%  recommendation  recommendation     [.] runtime.stackpoolalloc
     0.00%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  recommendation  [kernel.kallsyms]  [k] ovl_inode_upper
     0.00%  recommendation  recommendation     [.] runtime.(*mheap).setSpans
     0.00%  recommendation  [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_try_coalesce
     0.00%  recommendation  [kernel.kallsyms]  [k] ksize
     0.00%  recommendation  [kernel.kallsyms]  [k] ip_sabotage_in
     0.00%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.00%  recommendation  [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.00%  recommendation  recommendation     [.] reflect.(*rtype).Implements
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_start
     0.00%  recommendation  recommendation     [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI64
     0.00%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.00%  recommendation  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.00%  recommendation  [kernel.kallsyms]  [k] simple_copy_to_iter
     0.00%  recommendation  recommendation     [.] runtime.greyobject
     0.00%  recommendation  [kernel.kallsyms]  [k] __acct_update_integrals
     0.00%  recommendation  recommendation     [.] reflect.Value.FieldByName
     0.00%  recommendation  recommendation     [.] runtime.(*pageAlloc).allocToCache
     0.00%  recommendation  [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.00%  recommendation  recommendation     [.] runtime.goexit.abi0
     0.00%  recommendation  [kernel.kallsyms]  [k] hrtimer_cancel
     0.00%  recommendation  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%  recommendation  [kernel.kallsyms]  [k] rebalance_domains
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_established_options
     0.00%  recommendation  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  recommendation  [kernel.kallsyms]  [k] tcp_delack_timer
     0.00%  recommendation  [kernel.kallsyms]  [k] __queue_work


#
