# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  recommendation   [kernel.kallsyms]        [k] __skb_clone
     0.00%  wrk              [kernel.kallsyms]        [k] skb_push
     0.00%  dockerd          [kernel.kallsyms]        [k] hrtimer_nanosleep
     0.00%  wrk              [kernel.kallsyms]        [k] pick_next_task_idle
     0.00%  geo              geo                      [.] runtime.sweepone
     0.00%  geo              geo                      [.] runtime.memhash64
     0.00%  dockerd          dockerd                  [.] sync.(*poolChain).pushHead
     0.00%  recommendation   [kernel.kallsyms]        [k] kmalloc_slab
     0.00%  frontend         [kernel.kallsyms]        [k] _copy_to_iter
     0.00%  search           search                   [.] runtime.pidleput
     0.00%  frontend         frontend                 [.] reflect.(*rtype).PkgPath
     0.00%  wrk              [kernel.kallsyms]        [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  swapper          [kernel.kallsyms]        [k] run_posix_cpu_timers
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043050
     0.00%  recommendation   recommendation           [.] runtime.newproc
     0.00%  frontend         frontend                 [.] net/http.(*ServeMux).shouldRedirectRLocked
     0.00%  docker-proxy     docker-proxy             [.] runtime.injectglist
     0.00%  frontend         frontend                 [.] runtime.convT16
     0.00%  search           [kernel.kallsyms]        [k] release_pages
     0.00%  search           search                   [.] reflect.resolveNameOff
     0.00%  geo              [kernel.kallsyms]        [k] sock_recvmsg
     0.00%  geo              geo                      [.] syscall.Syscall.abi0
     0.00%  recommendation   [kernel.kallsyms]        [k] __virt_addr_valid
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031633
     0.00%  frontend         frontend                 [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.00%  geo              geo                      [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.00%  dockerd          dockerd                  [.] github.com/docker/docker/daemon/logger/loggerutils.(*LogFile).WriteLogEntry.func1
     0.00%  consul           consul                   [.] runtime.findRunnable
     0.00%  search           search                   [.] runtime.memhash64
     0.00%  geo              [kernel.kallsyms]        [k] tcp_cleanup_rbuf
     0.00%  geo              [kernel.kallsyms]        [k] kfree
     0.00%  geo              geo                      [.] net.(*conn).Read
     0.00%  search           search                   [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.00%  recommendation   [kernel.kallsyms]        [k] __local_bh_enable_ip
     0.00%  docker-proxy     [kernel.kallsyms]        [k] kmalloc_slab
     0.00%  geo              [kernel.kallsyms]        [k] netdev_core_pick_tx
     0.00%  search           [kernel.kallsyms]        [k] flush_tlb_func_common.constprop.0
     0.00%  search           [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64
     0.00%  docker-proxy     docker-proxy             [.] runtime.globrunqget
     0.00%  geo              [kernel.kallsyms]        [k] __mod_memcg_state
     0.00%  frontend         [kernel.kallsyms]        [k] wakeup_preempt_entity.isra.0
     0.00%  geo              geo                      [.] bufio.(*Writer).Write
     0.00%  geo              geo                      [.] time.now
     0.00%  wrk              wrk                      [.] gen_exp
     0.00%  search           search                   [.] runtime.(*mSpanList).remove
     0.00%  frontend         frontend                 [.] runtime.(*gcWork).putBatch
     0.00%  frontend         frontend                 [.] sync.runtime_notifyListWait
     0.00%  frontend         [kernel.kallsyms]        [k] lapic_next_deadline
     0.00%  geo              geo                      [.] fmt.Sprintf
     0.00%  wrk              wrk                      [.] luaL_pushresult
     0.00%  frontend         frontend                 [.] net/http.cleanPath
     0.00%  frontend         frontend                 [.] net/url.split
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000003ab3
     0.00%  recommendation   [kernel.kallsyms]        [k] check_preempt_wakeup
     0.00%  wrk              wrk                      [.] lj_gc_step
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_v4_do_rcv
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_parse_md5sig_option
     0.00%  frontend         frontend                 [.] net/http.(*headerSorter).Less
     0.00%  frontend         frontend                 [.] time.Time.Equal
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069515
     0.00%  frontend         frontend                 [.] github.com/rs/zerolog.Level.String
     0.00%  recommendation   recommendation           [.] runtime.tracebackdefers
     0.00%  wrk              [kernel.kallsyms]        [k] cpumask_next_wrap
     0.00%  frontend         [kernel.kallsyms]        [k] __tcp_send_ack.part.0
     0.00%  search           search                   [.] runtime.retake
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_v4_fill_cb
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000984d8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003feac
     0.00%  recommendation   recommendation           [.] reflect.(*rtype).ptrTo
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000306ad
     0.00%  frontend         frontend                 [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_uint32
     0.00%  geo              geo                      [.] net.(*conn).Write
     0.00%  frontend         [kernel.kallsyms]        [k] __x86_indirect_thunk_rbx
     0.00%  frontend         [kernel.kallsyms]        [k] lru_add_drain_cpu
     0.00%  wrk              [kernel.kallsyms]        [k] iov_iter_advance
     0.00%  geo              [kernel.kallsyms]        [k] tcp_sendmsg
     0.00%  frontend         [kernel.kallsyms]        [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  geo              [kernel.kallsyms]        [k] __wake_up_common
     0.00%  recommendation   [kernel.kallsyms]        [k] security_socket_recvmsg
     0.00%  frontend         [kernel.kallsyms]        [k] legitimize_links
     0.00%  ftdc             mongod                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare
     0.00%  geo              [kernel.kallsyms]        [k] detach_if_pending
     0.00%  search           search                   [.] bytes.(*Reader).ReadByte
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_established_options
     0.00%  user             [kernel.kallsyms]        [k] nf_hook_slow
     0.00%  dockerd          dockerd                  [.] github.com/docker/docker/daemon/logger/jsonfilelog.(*JSONFileLogger).Log.func1
     0.00%  recommendation   [kernel.kallsyms]        [k] memcg_kmem_put_cache
     0.00%  docker-proxy     [kernel.kallsyms]        [k] br_allowed_ingress
     0.00%  containerd-shim  [kernel.kallsyms]        [k] select_idle_sibling
     0.00%  geo              [kernel.kallsyms]        [k] br_fdb_update
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __nf_ct_refresh_acct
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da60
     0.00%  wrk              libgcc_s.so.1            [.] _Unwind_Backtrace
     0.00%  docker-proxy     docker-proxy             [.] runtime.releasep
     0.00%  wrk              wrk                      [.] lj_BC_ISNEXT
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1eea
     0.00%  frontend         frontend                 [.] runtime.goready
     0.00%  search           search                   [.] strconv.Atoi
     0.00%  frontend         frontend                 [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  recommendation   recommendation           [.] runtime.wirep
     0.00%  user             user                     [.] runtime.runqgrab
     0.00%  frontend         frontend                 [.] levelgzip.(*writer).Close
     0.00%  docker-proxy     [kernel.kallsyms]        [k] kill_fasync
     0.00%  frontend         [kernel.kallsyms]        [k] kill_fasync
     0.00%  wrk              wrk                      [.] lj_math_random_step
     0.00%  geo              geo                      [.] internal/poll.(*fdMutex).rwunlock
     0.00%  frontend         frontend                 [.] runtime.fastrand
     0.00%  dockerd          [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  frontend         [kernel.kallsyms]        [k] __do_sys_madvise
     0.00%  recommendation   [kernel.kallsyms]        [k] inet_ehashfn
     0.00%  search           search                   [.] github.com/harlow/go-micro-services/services/search/proto._Search_Nearby_Handler.func1
     0.00%  search           search                   [.] google.golang.org/grpc/metadata.FromOutgoingContextRaw
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_rate_skb_delivered
     0.00%  geo              geo                      [.] runtime.memhash
     0.00%  geo              [kernel.kallsyms]        [k] skb_entail
     0.00%  dockerd          [kernel.kallsyms]        [k] rmqueue
     0.00%  wrk              [kernel.kallsyms]        [k] __copy_skb_header
     0.00%  search           search                   [.] runtime.(*fixalloc).alloc
     0.00%  wrk              wrk                      [.] lj_BC_TNEW
     0.00%  wrk              wrk                      [.] gettimeofday@plt
     0.00%  recommendation   [kernel.kallsyms]        [k] lapic_next_deadline
     0.00%  frontend         frontend                 [.] reflect.(*rtype).uncommon
     0.00%  wrk              [kernel.kallsyms]        [k] __nf_ct_refresh_acct
     0.00%  wrk              [kernel.kallsyms]        [k] sock_put
     0.00%  geo              [kernel.kallsyms]        [k] ip_local_out
     0.00%  frontend         frontend                 [.] runtime.interequal
     0.00%  frontend         [kernel.kallsyms]        [k] tick_program_event
     0.00%  geo              geo                      [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.00%  docker-proxy     docker-proxy             [.] runtime.runqsteal
     0.00%  search           [kernel.kallsyms]        [k] __usecs_to_jiffies
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] clear_page_erms
     0.00%  wrk              wrk                      [.] lj_vmeta_tsetv
     0.00%  frontend         frontend                 [.] github.com/harlow/go-micro-services/dialer.Dial.func2
     0.00%  geo              geo                      [.] sync.(*Pool).Put
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_poll
     0.00%  frontend         [kernel.kallsyms]        [k] deactivate_task
     0.00%  search           search                   [.] runtime.checkIdleGCNoP
     0.00%  recommendation   [kernel.kallsyms]        [k] __unqueue_futex
     0.00%  dockerd          [kernel.kallsyms]        [k] PageHuge
     0.00%  search           [kernel.kallsyms]        [k] netif_rx
     0.00%  geo              geo                      [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  wrk              [kernel.kallsyms]        [k] sk_forced_mem_schedule
     0.00%  search           search                   [.] runtime.(*addrRanges).findSucc
     0.00%  geo              geo                      [.] runtime.gcWriteBarrier
     0.00%  frontend         [kernel.kallsyms]        [k] nf_ip_checksum
     0.00%  geo              [kernel.kallsyms]        [k] tcp_rearm_rto
     0.00%  dockerd          [kernel.kallsyms]        [k] mb_find_buddy
     0.00%  search           [kernel.kallsyms]        [k] restore_sigcontext
     0.00%  recommendation   [kernel.kallsyms]        [k] ksys_read
     0.00%  geo              [kernel.kallsyms]        [k] enqueue_timer
     0.00%  frontend         [kernel.kallsyms]        [k] __fdget_pos
     0.00%  wrk              [kernel.kallsyms]        [k] __fdget
     0.00%  wrk              [kernel.kallsyms]        [k] sk_filter_trim_cap
     0.00%  dockerd          [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%  docker-proxy     [kernel.kallsyms]        [k] skb_scrub_packet
     0.00%  search           search                   [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.00%  geo              [kernel.kallsyms]        [k] brnf_get_logical_dev
     0.00%  geo              geo                      [.] runtime.selparkcommit
     0.00%  geo              [kernel.kallsyms]        [k] br_validate_ipv4.isra.0
     0.00%  search           search                   [.] github.com/uber/jaeger-client-go.SpanContext.String
     0.00%  dockerd          [kernel.kallsyms]        [k] drop_futex_key_refs.isra.0
     0.00%  wrk              wrk                      [.] lua_type
     0.00%  dockerd          [kernel.kallsyms]        [k] enqueue_hrtimer
     0.00%  geo              [kernel.kallsyms]        [k] release_sock
     0.00%  geo              geo                      [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.00%  docker-proxy     [kernel.kallsyms]        [k] skb_push
     0.00%  frontend         [kernel.kallsyms]        [k] select_idle_sibling
     0.00%  search           search                   [.] runtime.(*mheap).nextSpanForSweep
     0.00%  frontend         frontend                 [.] net.(*OpError).Timeout
     0.00%  frontend         [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.00%  search           search                   [.] runtime.heapBits.forward
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c231
     0.00%  geo              [kernel.kallsyms]        [k] enqueue_hrtimer
     0.00%  search           search                   [.] google.golang.org/grpc/transport.(*http2Client).Write.func2
     0.00%  search           search                   [.] golang.org/x/net/http2.(*MetaHeadersFrame).Header
     0.00%  search           search                   [.] runtime.netpollblockcommit
     0.00%  search           search                   [.] runtime.goready.func1
     0.00%  geo              [kernel.kallsyms]        [k] skb_clone
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_page_frag_refill
     0.00%  search           [kernel.kallsyms]        [k] tcp_chrono_start
     0.00%  user             [kernel.kallsyms]        [k] __schedule
     0.00%  search           search                   [.] strconv.(*decimal).Shift
     0.00%  frontend         frontend                 [.] syscall.Getenv.dwrap.2
     0.00%  search           [kernel.kallsyms]        [k] ovl_layer_lower
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621a5
     0.00%  recommendation   recommendation           [.] runtime.mapaccess2_fast32
     0.00%  frontend         [kernel.kallsyms]        [k] netif_rx
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000004845
     0.00%  frontend         frontend                 [.] sync/atomic.runtime_procPin
     0.00%  frontend         frontend                 [.] runtime.ifaceeq
     0.00%  search           search                   [.] net.(*conn).Read
     0.00%  search           [kernel.kallsyms]        [k] set_next_task_idle
     0.00%  frontend         [kernel.kallsyms]        [k] inet6_sendmsg
     0.00%  geo              geo                      [.] runtime.findnull
     0.00%  recommendation   recommendation           [.] reflect.Value.assignTo
     0.00%  frontend         [kernel.kallsyms]        [k] neigh_resolve_output
     0.00%  docker-proxy     [kernel.kallsyms]        [k] set_next_task_idle
     0.00%  search           [kernel.kallsyms]        [k] detach_if_pending
     0.00%  geo              [kernel.kallsyms]        [k] sock_put
     0.00%  frontend         [kernel.kallsyms]        [k] sock_put
     0.00%  recommendation   recommendation           [.] context.parentCancelCtx
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000405b05
     0.00%  geo              geo                      [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.00%  docker-proxy     [kernel.kallsyms]        [k] clockevents_program_event
     0.00%  frontend         frontend                 [.] time.Time.Sub
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_try_coalesce
     0.00%  geo              [kernel.kallsyms]        [k] futex_wait_queue_me
     0.00%  wrk              wrk                      [.] gc_mark
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004289a
     0.00%  search           search                   [.] runtime.(*mheap).alloc
     0.00%  frontend         frontend                 [.] runtime.pidleget
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003081e
     0.00%  dockerd          [kernel.kallsyms]        [k] kill_fasync
     0.00%  recommendation   recommendation           [.] runtime.wakep
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/model.(*KeyValue).Unmarshal
     0.00%  recommendation   recommendation           [.] sync/atomic.(*Value).Store
     0.00%  geo              [kernel.kallsyms]        [k] lock_timer_base
     0.00%  wrk              [kernel.kallsyms]        [k] aa_sk_perm
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.newFramer.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037f96
     0.00%  search           [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.00%  docker-proxy     [kernel.kallsyms]        [k] skb_release_all
     0.00%  geo              [kernel.kallsyms]        [k] ip_protocol_deliver_rcu
     0.00%  recommendation   [kernel.kallsyms]        [k] check_cfs_rq_runtime
     0.00%  geo              [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  recommendation   [kernel.kallsyms]        [k] __netif_receive_skb_one_core
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d346
     0.00%  recommendation   recommendation           [.] reflect.packEface
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d103
     0.00%  geo              geo                      [.] runtime.interequal
     0.00%  search           [kernel.kallsyms]        [k] user_path_at_empty
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e72d
     0.00%  recommendation   recommendation           [.] reflect.name.tag
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006958b
     0.00%  search           [kernel.kallsyms]        [k] tcp_sendmsg
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007c54a
     0.00%  frontend         frontend                 [.] net/http.(*noBody).Close
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __fdget
     0.00%  geo              geo                      [.] runtime.memclrHasPointers
     0.00%  geo              [kernel.kallsyms]        [k] skb_push
     0.00%  user             user                     [.] runtime.memmove
     0.00%  docker-proxy     [kernel.kallsyms]        [k] native_apic_msr_eoi_write
     0.00%  user             [kernel.kallsyms]        [k] reweight_entity
     0.00%  wrk              [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.00%  dockerd          dockerd                  [.] runtime.chansend1
     0.00%  search           [kernel.kallsyms]        [k] cpuacct_account_field
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.00%  dockerd          [kernel.kallsyms]        [k] _raw_spin_lock_irq
     0.00%  wrk              [kernel.kallsyms]        [k] check_preempt_wakeup
     0.00%  frontend         frontend                 [.] runtime.(*mheap).alloc
     0.00%  geo              [kernel.kallsyms]        [k] __unqueue_futex
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.00%  search           [kernel.kallsyms]        [k] tcp_add_backlog
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_data_queue
     0.00%  search           search                   [.] runtime.preemptall
     0.00%  recommendation   recommendation           [.] runtime.funcname
     0.00%  recommendation   [kernel.kallsyms]        [k] do_epoll_wait
     0.00%  geo              [kernel.kallsyms]        [k] __skb_ext_put
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d320
     0.00%  recommendation   [kernel.kallsyms]        [k] br_nf_dev_queue_xmit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e3920
     0.00%  search           [kernel.kallsyms]        [k] vmacache_find
     0.00%  recommendation   [kernel.kallsyms]        [k] fsnotify
     0.00%  search           search                   [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.00%  recommendation   [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.00%  recommendation   recommendation           [.] runtime.checkIdleGCNoP
     0.00%  search           search                   [.] runtime.send
     0.00%  frontend         frontend                 [.] net/http.(*connReader).unlock
     0.00%  ftdc             mongod                   [.] deflate_slow
     0.00%  geo              [kernel.kallsyms]        [k] lock_sock_nested
     0.00%  user             user                     [.] runtime.nextFreeFast
     0.00%  search           search                   [.] runtime.convT2E
     0.00%  search           search                   [.] context.WithCancel
     0.00%  search           search                   [.] runtime.injectglist
     0.00%  consul           [kernel.kallsyms]        [k] cpuacct_charge
     0.00%  frontend         frontend                 [.] runtime.notesleep
     0.00%  frontend         frontend                 [.] net/http.(*chunkWriter).writeHeader.func1
     0.00%  search           [kernel.kallsyms]        [k] put_prev_task_fair
     0.00%  recommendation   recommendation           [.] context.removeChild
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_established_options
     0.00%  recommendation   [kernel.kallsyms]        [k] lock_sock_nested
     0.00%  wrk              wrk                      [.] lua_pushlstring
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000428b8
     0.00%  recommendation   [kernel.kallsyms]        [k] lock_hrtimer_base
     0.00%  recommendation   [kernel.kallsyms]        [k] cpumask_next_wrap
     0.00%  geo              [kernel.kallsyms]        [k] tcp_release_cb
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_event_data_recv
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_chrono_start
     0.00%  search           search                   [.] runtime.notewakeup
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __x64_sys_sched_yield
     0.00%  search           search                   [.] compress/flate.(*decompressor).Read
     0.00%  search           [kernel.kallsyms]        [k] sock_def_readable
     0.00%  search           [kernel.kallsyms]        [k] ipv4_conntrack_in
     0.00%  recommendation   [kernel.kallsyms]        [k] vfs_read
     0.00%  recommendation   [kernel.kallsyms]        [k] conntrack_mt_v3
     0.00%  dockerd          dockerd                  [.] runtime.futexwakeup
     0.00%  frontend         frontend                 [.] runtime.futex.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000eeab1
     0.00%  geo              [kernel.kallsyms]        [k] plist_add
     0.00%  recommendation   recommendation           [.] net.(*TCPConn).Read
     0.00%  recommendation   recommendation           [.] runtime.(*consistentHeapStats).acquire
     0.00%  search           [kernel.kallsyms]        [k] wake_up_q
     0.00%  search           search                   [.] sync.(*Mutex).unlockSlow
     0.00%  recommendation   [kernel.kallsyms]        [k] clockevents_program_event
     0.00%  search           search                   [.] runtime.(*mcache).prepareForSweep
     0.00%  geo              geo                      [.] syscall.write
     0.00%  search           [kernel.kallsyms]        [k] rb_first
     0.00%  recommendation   recommendation           [.] runtime.ifaceeq
     0.00%  docker-proxy     docker-proxy             [.] internal/poll.(*FD).readUnlock
     0.00%  recommendation   [kernel.kallsyms]        [k] ip_output
     0.00%  containerd-shim  [kernel.kallsyms]        [k] sched_clock
     0.00%  search           [kernel.kallsyms]        [k] copy_page_from_iter
     0.00%  geo              [kernel.kallsyms]        [k] set_next_entity
     0.00%  search           [kernel.kallsyms]        [k] legitimize_links
     0.00%  search           [kernel.kallsyms]        [k] ip_send_check
     0.00%  user             [kernel.kallsyms]        [k] update_cfs_group
     0.00%  search           search                   [.] runtime.dodeltimer0
     0.00%  user             user                     [.] runtime.gopark
     0.00%  recommendation   recommendation           [.] github.com/golang/protobuf/proto.isProto3Zero
     0.00%  geo              geo                      [.] runtime.heapBits.initSpan
     0.00%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.SpanContext.String
     0.00%  recommendation   [kernel.kallsyms]        [k] get_nohz_timer_target
     0.00%  recommendation   [kernel.kallsyms]        [k] nf_nat_ipv4_pre_routing
     0.00%  recommendation   [kernel.kallsyms]        [k] ktime_get_with_offset
     0.00%  search           search                   [.] runtime.sysmon
     0.00%  frontend         [kernel.kallsyms]        [k] apparmor_task_kill
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] ext4_writepage
     0.00%  search           search                   [.] sync.(*poolChain).popTail
     0.00%  geo              [kernel.kallsyms]        [k] rcu_all_qs
     0.00%  recommendation   [kernel.kallsyms]        [k] dev_hard_start_xmit
     0.00%  recommendation   recommendation           [.] runtime.(*mcache).nextFree
     0.00%  search           search                   [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043069
     0.00%  search           search                   [.] type..eq.google.golang.org/grpc/resolver.Address
     0.00%  geo              [kernel.kallsyms]        [k] tcp_v4_early_demux
     0.00%  search           [kernel.kallsyms]        [k] __x64_sys_nanosleep
     0.00%  geo              geo                      [.] golang.org/x/net/http2.FrameHeader.Header
     0.00%  JournalFlusher   libpthread-2.27.so       [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_data_queue
     0.00%  search           search                   [.] compress/flate.(*decompressor).moreBits
     0.00%  search           [kernel.kallsyms]        [k] do_softirq_own_stack
     0.00%  geo              geo                      [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.00%  geo              [kernel.kallsyms]        [k] get_futex_key_refs.isra.0
     0.00%  recommendation   recommendation           [.] internal/poll.(*fdMutex).rwunlock
     0.00%  search           [kernel.kallsyms]        [k] ip_sabotage_in
     0.00%  search           search                   [.] google.golang.org/grpc.recv
     0.00%  frontend         [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.00%  recommendation   recommendation           [.] runtime.strhash
     0.00%  geo              geo                      [.] runtime.mapaccess2_fast32
     0.00%  search           search                   [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.00%  frontend         [kernel.kallsyms]        [k] finish_task_switch
     0.00%  wrk              wrk                      [.] lj_tab_set
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003caea
     0.00%  search           search                   [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.00%  recommendation   recommendation           [.] runtime.adjustdefers
     0.00%  wrk              [kernel.kallsyms]        [k] check_cfs_rq_runtime
     0.00%  geo              [kernel.kallsyms]        [k] perf_event_task_tick
     0.00%  wrk              [kernel.kallsyms]        [k] apparmor_socket_recvmsg
     0.00%  wrk              [kernel.kallsyms]        [k] __tcp_push_pending_frames
     0.00%  geo              [kernel.kallsyms]        [k] __kfree_skb_flush
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dbc0
     0.00%  geo              geo                      [.] runtime.ifaceeq
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] percpu_counter_add_batch
     0.00%  geo              geo                      [.] reflect.(*rtype).Elem
     0.00%  recommendation   recommendation           [.] runtime.bulkBarrierPreWrite
     0.00%  docker-proxy     [kernel.kallsyms]        [k] wake_up_q
     0.00%  search           search                   [.] runtime.(*pageAlloc).free
     0.00%  search           search                   [.] reflect.Value.NumField
     0.00%  search           search                   [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  recommendation   recommendation           [.] runtime.injectglist
     0.00%  recommendation   [kernel.kallsyms]        [k] update_blocked_averages
     0.00%  recommendation   [kernel.kallsyms]        [k] clear_buddies
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_small_queue_check.isra.0
     0.00%  recommendation   [kernel.kallsyms]        [k] br_dev_queue_push_xmit
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_clone
     0.00%  recommendation   [kernel.kallsyms]        [k] set_user_sigmask
     0.00%  wrk              [kernel.kallsyms]        [k] sk_reset_timer
     0.00%  recommendation   recommendation           [.] internal/poll.(*pollDesc).prepare
     0.00%  recommendation   [kernel.kallsyms]        [k] new_sync_write
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_rate_gen
     0.00%  search           [kernel.kallsyms]        [k] inet6_sendmsg
     0.00%  search           [kernel.kallsyms]        [k] hash_futex
     0.00%  search           [kernel.kallsyms]        [k] __mod_memcg_state
     0.00%  geo              [kernel.kallsyms]        [k] __tcp_select_window
     0.00%  recommendation   [kernel.kallsyms]        [k] __softirqentry_text_start
     0.00%  search           [kernel.kallsyms]        [k] lapic_next_deadline
     0.00%  search           [kernel.kallsyms]        [k] is_skb_forwardable
     0.00%  geo              [kernel.kallsyms]        [k] kmalloc_slab
     0.00%  geo              [kernel.kallsyms]        [k] cpumask_next_wrap
     0.00%  user             user                     [.] golang.org/x/net/http2/hpack.huffmanDecode
     0.00%  geo              [kernel.kallsyms]        [k] aa_sk_perm
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_send_delayed_ack
     0.00%  containerd-shim  [kernel.kallsyms]        [k] current_time
     0.00%  geo              [kernel.kallsyms]        [k] tcp_push
     0.00%  dockerd          dockerd                  [.] sync.runtime_notifyListWait
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_current_mss
     0.00%  wrk              wrk                      [.] hdr_mean
     0.00%  wrk              [kernel.kallsyms]        [k] _copy_to_iter
     0.00%  wrk              libc-2.31.so             [.] 0x0000000000022460
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.00%  containerd-shim  [kernel.kallsyms]        [k] check_preempt_wakeup
     0.00%  recommendation   [kernel.kallsyms]        [k] page_counter_cancel
     0.00%  docker-proxy     [kernel.kallsyms]        [k] sk_free
     0.00%  recommendation   recommendation           [.] fmt.(*fmt).pad
