# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18K of event 'cycles'
# Event count (approx.): 33701115651
#
# Overhead  Command         Shared Object       Symbol                                                                                                                
# ........  ..............  ..................  ......................................................................................................................
#
     0.02%  recommendation  recommendation      [.] reflect.name.name
     0.02%  recommendation  [kernel.kallsyms]   [k] pmd_devmap_trans_unstable
     0.02%  recommendation  [kernel.kallsyms]   [k] get_futex_key_refs.isra.0
     0.02%  recommendation  [kernel.kallsyms]   [k] tlb_flush_mmu
     0.02%  recommendation  recommendation      [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.02%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*Stream).Read
     0.02%  recommendation  [kernel.kallsyms]   [k] prepend_name
     0.02%  recommendation  [kernel.kallsyms]   [k] skb_entail
     0.02%  recommendation  recommendation      [.] runtime.checkIdleGCNoP
     0.01%  recommendation  [kernel.kallsyms]   [k] apparmor_socket_recvmsg
     0.01%  recommendation  [kernel.kallsyms]   [k] jiffies_to_usecs
     0.01%  recommendation  recommendation      [.] runtime.newproc
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.(*Event).Timestamp
     0.01%  recommendation  [kernel.kallsyms]   [k] do_signal
     0.01%  recommendation  recommendation      [.] runtime.markrootSpans
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.01%  recommendation  recommendation      [.] reflect.unsafe_New
     0.01%  recommendation  [kernel.kallsyms]   [k] clockevents_program_event
     0.01%  recommendation  [kernel.kallsyms]   [k] zap_page_range
     0.01%  recommendation  [kernel.kallsyms]   [k] ip_finish_output
     0.01%  recommendation  [kernel.kallsyms]   [k] llist_add_batch
     0.01%  recommendation  [kernel.kallsyms]   [k] br_fdb_find_rcu
     0.01%  recommendation  recommendation      [.] runtime.assertE2I
     0.01%  recommendation  [kernel.kallsyms]   [k] release_sock
     0.01%  recommendation  recommendation      [.] runtime.goready
     0.01%  recommendation  [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.01%  recommendation  [kernel.kallsyms]   [k] sock_read_iter
     0.01%  recommendation  [kernel.kallsyms]   [k] activate_task
     0.01%  recommendation  recommendation      [.] runtime.ready
     0.01%  recommendation  [kernel.kallsyms]   [k] sock_put
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.01%  recommendation  [kernel.kallsyms]   [k] sock_def_readable
     0.01%  recommendation  [kernel.kallsyms]   [k] br_handle_vlan
     0.01%  recommendation  recommendation      [.] encoding/json.stateEndTop
     0.01%  recommendation  [kernel.kallsyms]   [k] __sk_dst_check
     0.01%  recommendation  recommendation      [.] runtime.makemap
     0.01%  recommendation  recommendation      [.] runtime.runOneTimer
     0.01%  recommendation  recommendation      [.] encoding/json.(*scanner).pushParseState
     0.01%  recommendation  [kernel.kallsyms]   [k] apparmor_file_permission
     0.01%  recommendation  recommendation      [.] runtime.netpollready
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_poll
     0.01%  recommendation  [kernel.kallsyms]   [k] ip_protocol_deliver_rcu
     0.01%  recommendation  recommendation      [.] runtime.doaddtimer
     0.01%  recommendation  recommendation      [.] sync.(*RWMutex).RUnlock
     0.01%  recommendation  [kernel.kallsyms]   [k] __x64_sys_getcwd
     0.01%  recommendation  recommendation      [.] runtime.(*headTailIndex).incTail
     0.01%  recommendation  [kernel.kallsyms]   [k] __softirqentry_text_start
     0.01%  recommendation  recommendation      [.] runtime.scanstack
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.01%  recommendation  [kernel.kallsyms]   [k] bio_advance
     0.01%  recommendation  [kernel.kallsyms]   [k] ep_scan_ready_list.constprop.0
     0.01%  recommendation  [kernel.kallsyms]   [k] pipe_poll
     0.01%  recommendation  recommendation      [.] reflect.resolveNameOff
     0.01%  recommendation  recommendation      [.] time.tzsetNum
     0.01%  recommendation  recommendation      [.] runtime.wakep
     0.01%  recommendation  recommendation      [.] runtime.typedmemclr
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_rack_update_reo_wnd
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.01%  recommendation  [kernel.kallsyms]   [k] perf_event_sched_in
     0.01%  recommendation  [kernel.kallsyms]   [k] __kfree_skb_flush
     0.01%  recommendation  [kernel.kallsyms]   [k] br_nf_dev_queue_xmit
     0.01%  recommendation  recommendation      [.] runtime.bgscavenge
     0.01%  recommendation  [kernel.kallsyms]   [k] free_unref_page_commit
     0.01%  recommendation  recommendation      [.] time.now
     0.01%  recommendation  [kernel.kallsyms]   [k] __intel_pmu_enable_all.constprop.0
     0.01%  recommendation  [kernel.kallsyms]   [k] __mark_inode_dirty
     0.01%  recommendation  recommendation      [.] runtime.osyield.abi0
     0.01%  recommendation  recommendation      [.] runtime.convTslice
     0.01%  recommendation  [kernel.kallsyms]   [k] new_sync_read
     0.01%  recommendation  recommendation      [.] runtime.gfput
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.parseHeadersFrame
     0.01%  recommendation  recommendation      [.] runtime.(*pallocData).allocRange
     0.01%  recommendation  recommendation      [.] runtime.sysUnused
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.01%  recommendation  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.01%  recommendation  recommendation      [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  recommendation  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.0
     0.01%  recommendation  recommendation      [.] runtime.goexit0
     0.01%  recommendation  recommendation      [.] internal/poll.(*FD).writeUnlock
     0.01%  recommendation  [kernel.kallsyms]   [k] skb_clone
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.01%  recommendation  [kernel.kallsyms]   [k] call_function_single_interrupt
     0.01%  recommendation  [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.01%  recommendation  [kernel.kallsyms]   [k] ip_local_deliver
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_release_cb
     0.01%  recommendation  recommendation      [.] internal/bytealg.IndexByteString.abi0
     0.01%  recommendation  recommendation      [.] context.WithCancel
     0.01%  recommendation  recommendation      [.] runtime.rawstringtmp
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  recommendation  [kernel.kallsyms]   [k] _raw_spin_unlock_bh
     0.01%  recommendation  [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.01%  recommendation  [kernel.kallsyms]   [k] br_handle_frame_finish
     0.01%  recommendation  [kernel.kallsyms]   [k] raw_local_deliver
     0.01%  recommendation  [kernel.kallsyms]   [k] x2apic_send_IPI
     0.01%  recommendation  recommendation      [.] runtime.memhash8
     0.01%  recommendation  recommendation      [.] runtime.wakeScavenger
     0.01%  recommendation  recommendation      [.] runtime.selparkcommit
     0.01%  recommendation  [kernel.kallsyms]   [k] hrtimer_force_reprogram
     0.01%  recommendation  recommendation      [.] runtime.acquirep
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.01%  recommendation  recommendation      [.] reflect.(*structType).Field
     0.01%  recommendation  [kernel.kallsyms]   [k] recalc_sigpending
     0.01%  recommendation  [kernel.kallsyms]   [k] __clear_user
     0.01%  recommendation  recommendation      [.] runtime.funcfile
     0.01%  recommendation  [kernel.kallsyms]   [k] restore_sigcontext
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_rate_skb_delivered
     0.01%  recommendation  [kernel.kallsyms]   [k] bictcp_acked
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.01%  recommendation  recommendation      [.] context.(*emptyCtx).Value
     0.01%  recommendation  [kernel.kallsyms]   [k] __do_sys_newfstatat
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_clean_rtx_queue
     0.01%  recommendation  [kernel.kallsyms]   [k] find_vma_prev
     0.01%  recommendation  recommendation      [.] reflect.Value.Convert
     0.01%  recommendation  recommendation      [.] runtime.newproc1
     0.01%  recommendation  recommendation      [.] reflect.resolveTypeOff
     0.01%  recommendation  recommendation      [.] reflect.makeString
     0.01%  recommendation  recommendation      [.] time.Time.Format
     0.01%  recommendation  recommendation      [.] reflect.convertOp
     0.01%  recommendation  [kernel.kallsyms]   [k] kmalloc_slab
     0.01%  recommendation  recommendation      [.] runtime.handoff
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_rcv_space_adjust
     0.01%  recommendation  [kernel.kallsyms]   [k] br_nf_forward_finish
     0.01%  recommendation  recommendation      [.] runtime.adjustSignalStack
     0.01%  recommendation  recommendation      [.] reflect.valueInterface
     0.01%  recommendation  [kernel.kallsyms]   [k] dput
     0.01%  recommendation  recommendation      [.] fmt.(*fmt).fmtS
     0.01%  recommendation  [kernel.kallsyms]   [k] __usecs_to_jiffies
     0.01%  recommendation  [kernel.kallsyms]   [k] getname_flags
     0.01%  recommendation  recommendation      [.] runtime.concatstring3
     0.01%  recommendation  [kernel.kallsyms]   [k] vmacache_find
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_rate_gen
     0.01%  recommendation  [kernel.kallsyms]   [k] __lru_cache_add
     0.01%  recommendation  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_update_skb_after_send
     0.01%  recommendation  [kernel.kallsyms]   [k] generic_permission
     0.01%  recommendation  recommendation      [.] runtime.(*pageCache).allocN
     0.01%  recommendation  recommendation      [.] runtime.(*pageAlloc).scavengeOne
     0.01%  recommendation  recommendation      [.] reflect.Value.NumField
     0.01%  recommendation  recommendation      [.] reflect.cvtBytesString
     0.01%  recommendation  recommendation      [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.01%  recommendation  recommendation      [.] runtime.typehash
     0.01%  recommendation  recommendation      [.] fmt.(*pp).fmtInteger
     0.01%  recommendation  [kernel.kallsyms]   [k] ovl_override_creds
     0.01%  recommendation  [kernel.kallsyms]   [k] skb_csum_hwoffload_help
     0.01%  recommendation  recommendation      [.] internal/poll.runtime_pollWait
     0.01%  recommendation  [kernel.kallsyms]   [k] __netif_receive_skb_one_core
     0.01%  recommendation  recommendation      [.] runtime.(*mheap).alloc
     0.01%  recommendation  [kernel.kallsyms]   [k] revert_creds
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.01%  recommendation  [kernel.kallsyms]   [k] tick_program_event
     0.01%  recommendation  [kernel.kallsyms]   [k] free_unref_page_list
     0.01%  recommendation  [kernel.kallsyms]   [k] irq_enter
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_options_write
     0.01%  recommendation  [kernel.kallsyms]   [k] uncharge_page
     0.01%  recommendation  [kernel.kallsyms]   [k] from_kuid_munged
     0.01%  recommendation  [kernel.kallsyms]   [k] smp_reschedule_interrupt
     0.01%  recommendation  recommendation      [.] runtime.(*addrRanges).add
     0.01%  recommendation  recommendation      [.] net.(*netFD).Read
     0.01%  recommendation  [kernel.kallsyms]   [k] __fdget_pos
     0.01%  recommendation  [kernel.kallsyms]   [k] __kmalloc_reserve.isra.0
     0.01%  recommendation  [kernel.kallsyms]   [k] security_socket_sendmsg
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.01%  recommendation  recommendation      [.] runtime.runtimer
     0.01%  recommendation  [kernel.kallsyms]   [k] apparmor_task_kill
     0.01%  recommendation  [kernel.kallsyms]   [k] __intel_pmu_disable_all
     0.01%  recommendation  recommendation      [.] runtime.gcMarkRootPrepare
     0.01%  recommendation  [kernel.kallsyms]   [k] copyout
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.readVarInt
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/encoding/proto.marshal
     0.01%  recommendation  [kernel.kallsyms]   [k] __hrtimer_next_event_base
     0.01%  recommendation  [kernel.kallsyms]   [k] page_counter_try_charge
     0.01%  recommendation  [kernel.kallsyms]   [k] netif_rx_internal
     0.01%  recommendation  [kernel.kallsyms]   [k] fpregs_mark_activate
     0.01%  recommendation  [kernel.kallsyms]   [k] skb_release_all
     0.01%  recommendation  [kernel.kallsyms]   [k] __next_zones_zonelist
     0.01%  recommendation  [kernel.kallsyms]   [k] hrtimer_sleeper_start_expires
     0.01%  recommendation  [kernel.kallsyms]   [k] propagate_protected_usage
     0.01%  recommendation  [kernel.kallsyms]   [k] __run_timers.part.0
     0.01%  recommendation  recommendation      [.] reflect.Value.FieldByName
     0.01%  recommendation  recommendation      [.] runtime.(*pageAlloc).update
     0.01%  recommendation  [kernel.kallsyms]   [k] rb_first
     0.01%  recommendation  [kernel.kallsyms]   [k] fpu__clear
     0.01%  recommendation  recommendation      [.] runtime.procresize
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.01%  recommendation  recommendation      [.] runtime.newArenaMayUnlock
     0.01%  recommendation  [kernel.kallsyms]   [k] ipv4_conntrack_in
     0.01%  recommendation  [kernel.kallsyms]   [k] __set_task_blocked
     0.01%  recommendation  [kernel.kallsyms]   [k] user_path_at_empty
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.readFrameHeader
     0.01%  recommendation  [kernel.kallsyms]   [k] rcu_irq_enter
     0.01%  recommendation  [kernel.kallsyms]   [k] ip_rcv_core.isra.0
     0.01%  recommendation  recommendation      [.] runtime.siftdownTimer
     0.01%  recommendation  recommendation      [.] runtime.deltimer
     0.01%  recommendation  [kernel.kallsyms]   [k] dec_zone_page_state
     0.01%  recommendation  [kernel.kallsyms]   [k] ovl_layer_lower
     0.01%  recommendation  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.01%  recommendation  recommendation      [.] runtime.(*addrRanges).removeGreaterEqual
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.01%  recommendation  recommendation      [.] runtime.markroot.func1
     0.01%  recommendation  [kernel.kallsyms]   [k] sync_mm_rss
     0.01%  recommendation  [kernel.kallsyms]   [k] lock_sock_nested
     0.01%  recommendation  [kernel.kallsyms]   [k] page_remove_rmap
     0.01%  recommendation  recommendation      [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.01%  recommendation  [kernel.kallsyms]   [k] __wake_up_sync_key
     0.01%  recommendation  [kernel.kallsyms]   [k] netif_rx
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_tx_timestamp
     0.01%  recommendation  [kernel.kallsyms]   [k] mem_cgroup_update_lru_size
     0.01%  recommendation  recommendation      [.] runtime.(*semaRoot).dequeue
     0.01%  recommendation  recommendation      [.] fmt.newPrinter
     0.01%  recommendation  [kernel.kallsyms]   [k] x86_pmu_enable
     0.01%  recommendation  recommendation      [.] runtime.shrinkstack
     0.01%  recommendation  recommendation      [.] runtime.rawstring
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc.encode
     0.01%  recommendation  [kernel.kallsyms]   [k] run_posix_cpu_timers
     0.01%  recommendation  [kernel.kallsyms]   [k] llist_reverse_order
     0.01%  recommendation  recommendation      [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed64
     0.01%  recommendation  [kernel.kallsyms]   [k] hugepage_madvise
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  recommendation  [kernel.kallsyms]   [k] perf_pmu_nop_int
     0.01%  recommendation  recommendation      [.] runtime.makemap_small
     0.01%  recommendation  recommendation      [.] runtime.siftupTimer
     0.01%  recommendation  [kernel.kallsyms]   [k] cpuacct_account_field
     0.01%  recommendation  recommendation      [.] runtime.funcname
     0.01%  recommendation  recommendation      [.] runtime.memhash
     0.01%  recommendation  recommendation      [.] runtime.concatstring2
     0.01%  recommendation  recommendation      [.] internal/bytealg.CountString.abi0
     0.01%  recommendation  [kernel.kallsyms]   [k] skb_network_protocol
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.01%  recommendation  [kernel.kallsyms]   [k] hrtick_update
     0.01%  recommendation  recommendation      [.] runtime.(*mheap).allocNeedsZero
     0.01%  recommendation  [kernel.kallsyms]   [k] zalloc_cpumask_var
     0.01%  recommendation  [kernel.kallsyms]   [k] core_get_val
     0.01%  recommendation  recommendation      [.] runtime.(*workbuf).checkempty
     0.01%  recommendation  [kernel.kallsyms]   [k] complete_signal
     0.01%  recommendation  [kernel.kallsyms]   [k] __x86_indirect_thunk_r12
     0.01%  recommendation  [kernel.kallsyms]   [k] get_signal
     0.01%  recommendation  recommendation      [.] time.atoi
     0.01%  recommendation  [kernel.kallsyms]   [k] get_timespec64
     0.01%  recommendation  recommendation      [.] runtime.(*gcWork).put
     0.01%  recommendation  recommendation      [.] syscall.Syscall6.abi0
     0.01%  recommendation  [kernel.kallsyms]   [k] restore_altstack
     0.01%  recommendation  recommendation      [.] encoding/json.(*decodeState).scanNext
     0.01%  recommendation  [kernel.kallsyms]   [k] __tcp_send_ack.part.0
     0.01%  recommendation  recommendation      [.] runtime.putempty
     0.01%  recommendation  [kernel.kallsyms]   [k] page_counter_uncharge
     0.01%  recommendation  recommendation      [.] runtime.binarySearchTree
     0.01%  recommendation  recommendation      [.] reflect.New
     0.01%  recommendation  [kernel.kallsyms]   [k] path_put
     0.01%  recommendation  recommendation      [.] runtime.netpollBreak
     0.01%  recommendation  recommendation      [.] sync.(*Mutex).lockSlow
     0.01%  recommendation  recommendation      [.] fmt.(*fmt).pad
     0.01%  recommendation  [kernel.kallsyms]   [k] __sigqueue_free.part.0
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.FrameHeader.Header
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_v4_send_check
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.callerHook.Run
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  recommendation  [kernel.kallsyms]   [k] dequeue_signal
     0.01%  recommendation  [kernel.kallsyms]   [k] __sb_start_write
     0.01%  recommendation  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.01%  recommendation  [kernel.kallsyms]   [k] vfs_statx
     0.01%  recommendation  recommendation      [.] gosave_systemstack_switch
     0.01%  recommendation  [kernel.kallsyms]   [k] on_each_cpu_mask
     0.01%  recommendation  [kernel.kallsyms]   [k] __mnt_want_write
     0.01%  recommendation  recommendation      [.] reflect.Zero
     0.01%  recommendation  [kernel.kallsyms]   [k] __send_signal
     0.01%  recommendation  recommendation      [.] runtime.bulkBarrierPreWriteSrcOnly
     0.01%  recommendation  [kernel.kallsyms]   [k] free_unref_page_prepare.part.0
     0.01%  recommendation  [kernel.kallsyms]   [k] __mod_lruvec_state
     0.01%  recommendation  [kernel.kallsyms]   [k] ovl_path_real
     0.01%  recommendation  [kernel.kallsyms]   [k] timerqueue_del
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.01%  recommendation  [kernel.kallsyms]   [k] scheduler_ipi
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.01%  recommendation  [kernel.kallsyms]   [k] __fpu__restore_sig
     0.01%  recommendation  [kernel.kallsyms]   [k] bictcp_cwnd_event
     0.01%  recommendation  recommendation      [.] encoding/json.(*Decoder).refill
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.01%  recommendation  [kernel.kallsyms]   [k] ksize
     0.01%  recommendation  [kernel.kallsyms]   [k] br_allowed_egress
     0.01%  recommendation  [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.01%  recommendation  [kernel.kallsyms]   [k] inet_ehashfn
     0.01%  recommendation  [kernel.kallsyms]   [k] ttwu_do_activate
     0.01%  recommendation  recommendation      [.] runtime.getpid.abi0
     0.01%  recommendation  recommendation      [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.01%  recommendation  [kernel.kallsyms]   [k] uncharge_batch
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_send_ack
     0.01%  recommendation  [kernel.kallsyms]   [k] rw_verify_area
     0.01%  recommendation  [kernel.kallsyms]   [k] kfree_skb_partial
     0.01%  recommendation  recommendation      [.] runtime.gcResetMarkState
     0.01%  recommendation  [kernel.kallsyms]   [k] ksys_write
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  recommendation  [kernel.kallsyms]   [k] lru_add_drain
     0.01%  recommendation  recommendation      [.] runtime.(*mheap).allocMSpanLocked
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.01%  recommendation  [kernel.kallsyms]   [k] iptable_filter_hook
     0.01%  recommendation  recommendation      [.] runtime.convI2I
     0.01%  recommendation  recommendation      [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.01%  recommendation  [kernel.kallsyms]   [k] tcp_parse_md5sig_option
     0.01%  recommendation  [kernel.kallsyms]   [k] ep_autoremove_wake_function
     0.01%  recommendation  recommendation      [.] runtime.resumeG
     0.01%  recommendation  [kernel.kallsyms]   [k] page_mapping
     0.01%  recommendation  recommendation      [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.01%  recommendation  [kernel.kallsyms]   [k] try_charge
     0.01%  recommendation  [kernel.kallsyms]   [k] memcpy_erms
     0.01%  recommendation  recommendation      [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.01%  recommendation  recommendation      [.] runtime.madvise.abi0
     0.01%  recommendation  [kernel.kallsyms]   [k] copy_page_from_iter
     0.01%  recommendation  [kernel.kallsyms]   [k] security_inode_getattr
     0.01%  recommendation  recommendation      [.] runtime.gcWriteBarrierCX
     0.01%  recommendation  [kernel.kallsyms]   [k] __vfs_read
     0.01%  recommendation  [kernel.kallsyms]   [k] ext4_getattr
     0.01%  recommendation  recommendation      [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.01%  recommendation  recommendation      [.] github.com/apache/thrift/lib/go/thrift.NewTProtocolException
     0.01%  recommendation  [kernel.kallsyms]   [k] map_id_up
     0.00%  recommendation  recommendation      [.] reflect.mapassign
     0.00%  recommendation  recommendation      [.] sync.(*WaitGroup).Add
     0.00%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.00%  recommendation  [kernel.kallsyms]   [k] nf_nat_ipv4_pre_routing
     0.00%  recommendation  [kernel.kallsyms]   [k] __raise_softirq_irqoff
     0.00%  recommendation  recommendation      [.] reflect.(*rtype).Key
     0.00%  recommendation  recommendation      [.] runtime.(*pageBits).popcntRange
     0.00%  recommendation  recommendation      [.] runtime.closechan
     0.00%  recommendation  [kernel.kallsyms]   [k] intel_pmu_enable_all
     0.00%  recommendation  [kernel.kallsyms]   [k] exit_to_usermode_loop
     0.00%  recommendation  [kernel.kallsyms]   [k] ovl_path_type
     0.00%  recommendation  recommendation      [.] runtime.mapaccess2_fast32
     0.00%  recommendation  [kernel.kallsyms]   [k] __kfree_skb
     0.00%  recommendation  [kernel.kallsyms]   [k] aa_get_task_label
     0.00%  recommendation  [kernel.kallsyms]   [k] __x2apic_send_IPI_dest
     0.00%  recommendation  [kernel.kallsyms]   [k] _copy_from_iter_full
     0.00%  recommendation  [kernel.kallsyms]   [k] generic_update_time
     0.00%  recommendation  [kernel.kallsyms]   [k] skb_scrub_packet
     0.00%  recommendation  [kernel.kallsyms]   [k] native_read_msr
     0.00%  recommendation  [kernel.kallsyms]   [k] ovl_inode_upper
     0.00%  recommendation  recommendation      [.] runtime.mput
     0.00%  recommendation  recommendation      [.] runtime.resolveNameOff
     0.00%  recommendation  recommendation      [.] bytes.(*Buffer).grow
     0.00%  recommendation  [kernel.kallsyms]   [k] setup_pre_routing
     0.00%  recommendation  recommendation      [.] runtime.(*stackScanState).putPtr
     0.00%  recommendation  [kernel.kallsyms]   [k] fput
     0.00%  recommendation  recommendation      [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.00%  recommendation  [kernel.kallsyms]   [k] default_wake_function
     0.00%  recommendation  [kernel.kallsyms]   [k] intel_pstate_update_pstate
     0.00%  recommendation  recommendation      [.] bytes.(*Buffer).Write
     0.00%  recommendation  [kernel.kallsyms]   [k] walk_component
     0.00%  recommendation  recommendation      [.] runtime.(*pageAlloc).alloc
     0.00%  recommendation  recommendation      [.] github.com/rs/zerolog.Level.String
     0.00%  recommendation  [kernel.kallsyms]   [k] task_ctx_sched_out
     0.00%  recommendation  [kernel.kallsyms]   [k] tcp_cleanup_rbuf
     0.00%  recommendation  [kernel.kallsyms]   [k] ext4_end_bio
     0.00%  recommendation  recommendation      [.] encoding/json.(*decodeState).value
     0.00%  recommendation  [kernel.kallsyms]   [k] __fsnotify_parent
     0.00%  recommendation  [kernel.kallsyms]   [k] rcu_all_qs
     0.00%  recommendation  [kernel.kallsyms]   [k] blk_flush_plug_list
     0.00%  recommendation  recommendation      [.] runtime.saveAncestors
     0.00%  recommendation  [kernel.kallsyms]   [k] send_signal
     0.00%  recommendation  [kernel.kallsyms]   [k] path_lookupat.isra.0
     0.00%  recommendation  [kernel.kallsyms]   [k] tcp_v4_fill_cb
     0.00%  recommendation  [kernel.kallsyms]   [k] inet6_recvmsg
     0.00%  recommendation  [kernel.kallsyms]   [k] vfs_getattr_nosec
     0.00%  recommendation  [kernel.kallsyms]   [k] tcp_update_pacing_rate
     0.00%  recommendation  recommendation      [.] encoding/json.(*scanner).popParseState
     0.00%  recommendation  recommendation      [.] internal/poll.(*FD).readUnlock
     0.00%  recommendation  [kernel.kallsyms]   [k] __x64_sys_tgkill
     0.00%  recommendation  recommendation      [.] github.com/rs/zerolog.(*Event).caller
     0.00%  recommendation  [kernel.kallsyms]   [k] timestamp_truncate
     0.00%  recommendation  recommendation      [.] github.com/uber/jaeger-client-go.buildTags
     0.00%  recommendation  recommendation      [.] github.com/golang/protobuf/proto.Clone
     0.00%  recommendation  recommendation      [.] strings.Count
     0.00%  recommendation  recommendation      [.] runtime.callers
     0.00%  recommendation  recommendation      [.] runtime.(*mcentral).grow
     0.00%  recommendation  recommendation      [.] runtime.sighandler
     0.00%  recommendation  [kernel.kallsyms]   [k] fpu__drop
     0.00%  recommendation  recommendation      [.] reflect.(*rtype).Kind
     0.00%  recommendation  recommendation      [.] time.Since
     0.00%  recommendation  recommendation      [.] runtime.gcMark
     0.00%  recommendation  [kernel.kallsyms]   [k] perf_event_set_state.part.0
     0.00%  recommendation  [kernel.kallsyms]   [k] select_estimate_accuracy
     0.00%  recommendation  [kernel.kallsyms]   [k] perf_pmu_enable.part.0
     0.00%  recommendation  recommendation      [.] golang.org/x/net/http2.parsePingFrame
     0.00%  recommendation  recommendation      [.] encoding/json.(*scanner).eof
     0.00%  recommendation  [kernel.kallsyms]   [k] unmap_single_vma
     0.00%  recommendation  [kernel.kallsyms]   [k] nf_ip_checksum
     0.00%  recommendation  recommendation      [.] reflect.typedmemmove
